cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
1360.end_date,1360,end_date,1986-06-27,986-06-27,FD_VIOLATION,record_key -> end_date,"[e28, e19]"
78.aphia_id,78,aphia_id,345281,130980.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
439.species,439,species,Rhodymenia pseudopalmata,Rhodymenia pseudopalmaat,FD_VIOLATION,record_key -> species,[e12]
609.survey_name,609,survey_name,1986 OPRU HRE Fowey Estuary survey,1986 OPRU HRE Fmowey Estuary survey,RANDOM_TYPO,,[]
571.sample_key,571,sample_key,JNCCMNCR10014491,JNCCMNCR10020477,FD_VIOLATION,record_key -> sample_key,"[e20, e15, e14, e17, e16, e19, e18, e3]"
1184.survey_key,1184,survey_key,JNCCMNCR10000260,JNCCMNmCR10000260,RANDOM_TYPO,,[]
2553.date_type,2553,date_type,D,jD,RANDOM_TYPO,,[]
98.record_key,98,record_key,JNCCMNCR10154181,JNCCMNCR10152960,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e9, e10, e1, e2, e3, e4]"
206.location_name,206,location_name,E of Mundy Rocks (Fowey),E of Mundy Rocks (Fwey),FD_VIOLATION,record_key -> location_name,"[e7, e23, e17]"
2254.data_type,2254,data_type,Point,Piont,RANDOM_TYPO,,[]
2557.abundance_sacforn,2557,abundance_sacforn,F,oF,RANDOM_TYPO,,[]
1240.data_type,1240,data_type,Point,Pont,RANDOM_TYPO,,[]
2655.record_key,2655,record_key,JNCCMNCR10153584,JNCCMNCR1013584,RANDOM_TYPO,,[]
99.aphia_id,99,aphia_id,107398,144549.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
"1421.sample_comment,""Splash zone yon broken bedrock. Zone very short, c.1 to 1.5m vertical extent. Fairly well developed lichen zonation, usual species. Very large Ramelina. In shade the lichens (except for Verrucaria) largely replaced by Enteromorpha and mosses. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."",""Splash zone on broken bedrock. Zone very short",1421,"sample_comment,""Splash zone yon broken bedrock"," usual species. Very large Ramelina. In shade the lichens (except for Verrucaria) largely replaced by Enteromorpha and mosses. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""", c.1 to 1.5m vertical extent. Fairly well developed lichen zonation,FD_VIOLATION,,[e14]
1659.record_key,1659,record_key,JNCCMNCR10152376,NJCCMNCR10152376,RANDOM_TYPO,,[]
444.end_date,444,end_date,1986-06-27,x1986-06-27,FD_VIOLATION,record_key -> end_date,"[e25, e28, e19]"
2478.species,2478,species,Plumularia setacea,Plumularia setaca,FD_VIOLATION,record_key -> species,[e12]
432.longitude,432,longitude,-4.64414261286448,61.35585738713552,FD_VIOLATION,record_key -> longitude,"[e22, e26, e16]"
724.latitude,724,latitude,50.3279207639402,77.3279207639402,FD_VIOLATION,record_key -> latitude,"[e15, e27]"
1730.data_type,1730,data_type,Point,oint,RANDOM_TYPO,,[]
1975.location_name,1975,location_name,Cave NE of Mundy Rocks (Fowey),Cave NE of undy Rocks (Fowey),FD_VIOLATION,record_key -> location_name,"[e23, e17]"
2701.record_key,2701,record_key,JNCCMNCR10151724,JhNCCMNCR10151724,RANDOM_TYPO,,[]
1624.record_key,1624,record_key,JNCCMNCR10152270,JNCCMNR10152270,RANDOM_TYPO,,[]
2143.latitude,2143,latitude,50.3296855661392,51.3296855661392,FD_VIOLATION,record_key -> latitude,"[e21, e27]"
1072.date_type,1072,date_type,D,***,RANDOM_TYPO,,[]
2229.start_date,2229,start_date,1986-06-23,1986-06j-23,FD_VIOLATION,record_key -> start_date,"[e24, e18, e29]"
1786.sample_key,1786,sample_key,JNCCMNCR10006355,JNCMNCR10006355,FD_VIOLATION,record_key -> sample_key,[e20]
2330.survey_key,2330,survey_key,JNCCMNCR10000260,JNCCMNCR1000260,RANDOM_TYPO,,[]
181.longitude,181,longitude,-4.6361094739778,-4.61777389099936,FD_VIOLATION,record_key -> longitude,"[e6, e22, e26, e16, e27]"
926.start_date,926,start_date,1986-06-22,1986-06-2h2,FD_VIOLATION,record_key -> start_date,"[e24, e28, e29]"
147.aphia_id,147,aphia_id,144296,130980.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
592.location_name,592,location_name,S of Inch's Quay (Fowey),S of Inch's Qua y(Fowey),FD_VIOLATION,record_key -> location_name,"[e23, e17]"
2323.abundance_sacforn,2323,abundance_sacforn,O,,RANDOM_TYPO,,[]
1447.longitude,1447,longitude,-4.64414261282804,69.35585738717197,FD_VIOLATION,record_key -> longitude,"[e22, e26, e16, e27]"
2269.aphia_id,2269,aphia_id,107381,107405,FD_VIOLATION,record_key -> aphia_id,[e13]
181.end_date,181,end_date,1986-06-24,1986-06-23,FD_VIOLATION,record_key -> end_date,"[e9, e25, e28, e19, e29]"
1329.record_key,1329,record_key,JNCCMNCR10152390,JNCCMNCRy10152390,RANDOM_TYPO,,[]
154.record_key,154,record_key,JNCCMNCR10152586,JNCCMNCR10283368,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e9, e10, e1, e2, e3, e4]"
1050.projection,1050,projection,WGS84,WG84,RANDOM_TYPO,,[]
1658.end_date,1658,end_date,1986-06-27,1986-06-2t7,FD_VIOLATION,record_key -> end_date,"[e25, e28, e19]"
954.longitude,954,longitude,-4.64414261282804,23.35585738717196,FD_VIOLATION,record_key -> longitude,"[e22, e26, e16, e27]"
1533.longitude,1533,longitude,-4.64414261282804,21.35585738717196,FD_VIOLATION,record_key -> longitude,"[e26, e16, e27]"
904.end_date,904,end_date,1986-06-22,198-606-22,FD_VIOLATION,record_key -> end_date,"[e25, e28, e29]"
256.longitude,256,longitude,-4.64414261282804,33.35585738717196,FD_VIOLATION,record_key -> longitude,"[e6, e22, e26, e16]"
66.sample_key,66,sample_key,JNCCMNCR10006369,JNCCMNCR10020477,FD_VIOLATION,record_key -> sample_key,"[e20, e15, e14, e17, e16, e19, e18, e3]"
"2346.sample_comment,""Sulbittoral fringe mooring blocks and chains. Luxuriant weed growth on older mooring blocks with Laminaria saccharina most evident, with Ulva sp. Ceramium rubrum, Cystoclonium purpureum and Desmarestia aculeata all large and frequent. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."",""Sublittoral fringe mooring blocks and chains. Luxuriant weed growth on older mooring blocks with Laminaria saccharina most evident",2346,"sample_comment,""Sulbittoral fringe mooring blocks and chains"," Cystoclonium purpureum and Desmarestia aculeata all large and frequent. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""", with Ulva sp. Ceramium rubrum,FD_VIOLATION,,[e14]
722.end_date,722,end_date,1986-06-27,w1986-06-27,FD_VIOLATION,record_key -> end_date,"[e25, e28, e19]"
374.longitude,374,longitude,-4.64414261282804,76.35585738717197,FD_VIOLATION,record_key -> longitude,"[e22, e26, e16, e27]"
2745.longitude,2745,longitude,-4.64564583533899,63.35435416466101,FD_VIOLATION,record_key -> longitude,"[e22, e26, e16]"
2794.record_key,2794,record_key,JNCCMNCR10153126,JNCCNCR10153126,RANDOM_TYPO,,[]
1020.data_type,1020,data_type,Point,Piont,RANDOM_TYPO,,[]
14.record_key,14,record_key,JNCCMNCR10152778,JNCCMNCR10151770,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e11, e9, e10, e1, e2, e3, e4]"
1502.abundance_sacforn,1502,abundance_sacforn,F,,RANDOM_TYPO,,[]
129.aphia_id,129,aphia_id,144296,143800.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
2834.species,2834,species,Austrominius modestus,Austrominius gmodestus,FD_VIOLATION,record_key -> species,[e12]
2854.species,2854,species,Austrominius modestus,Austrominius modsetus,FD_VIOLATION,record_key -> species,[e12]
205.aphia_id,205,aphia_id,144296,130980.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
653.date_type,653,date_type,D,,RANDOM_TYPO,,[]
899.latitude,899,latitude,50.3279207676097,70.3279207676097,FD_VIOLATION,record_key -> latitude,"[e21, e15, e26]"
2256.aphia_id,2256,aphia_id,107381,107434,FD_VIOLATION,record_key -> aphia_id,[e13]
692.projection,692,projection,WGS84,WGS48,RANDOM_TYPO,,[]
2867.longitude,2867,longitude,-4.64414261282804,56.35585738717196,FD_VIOLATION,record_key -> longitude,"[e26, e16, e27]"
1175.data_type,1175,data_type,Point,Poinnt,RANDOM_TYPO,,[]
977.survey_key,977,survey_key,JNCCMNCR10000260,JNCmCMNCR10000260,RANDOM_TYPO,,[]
58.survey_key,58,survey_key,JNCCMNCR10000260,JCNCMNCR10000260,RANDOM_TYPO,,[]
66.longitude,66,longitude,-4.62338829250042,-4.64148531243166,FD_VIOLATION,record_key -> longitude,"[e6, e22, e26, e16, e27]"
2491.start_date,2491,start_date,1986-06-22,1986-j06-22,FD_VIOLATION,record_key -> start_date,"[e24, e18]"
1058.projection,1058,projection,WGS84,WGS4,RANDOM_TYPO,,[]
1726.latitude,1726,latitude,50.3279207676097,94.3279207676097,FD_VIOLATION,record_key -> latitude,"[e21, e15, e27]"
1397.start_date,1397,start_date,1986-06-26,1986-06-p26,FD_VIOLATION,record_key -> start_date,"[e24, e18, e29]"
1653.projection,1653,projection,WGS84,WGS8f4,RANDOM_TYPO,,[]
446.start_date,446,start_date,1986-06-23,1986-s06-23,FD_VIOLATION,record_key -> start_date,"[e24, e18, e29]"
98.location_name,98,location_name,E of Mundy Rocks (Fowey),E of Mundy Rocks (owey),FD_VIOLATION,record_key -> location_name,"[e7, e23, e17]"
2045.end_date,2045,end_date,1986-06-22,198-606-22,FD_VIOLATION,record_key -> end_date,"[e25, e19, e29]"
2522.latitude,2522,latitude,50.3279207676097,148.3279207676097,FD_VIOLATION,record_key -> latitude,"[e21, e15, e27]"
729.data_type,729,data_type,Point,oint,RANDOM_TYPO,,[]
2435.latitude,2435,latitude,50.3279207676097,125.3279207676097,FD_VIOLATION,record_key -> latitude,"[e15, e26, e27]"
170.longitude,170,longitude,-4.63105167685397,-4.63722509008406,FD_VIOLATION,record_key -> longitude,"[e6, e22, e26, e16, e27]"
1987.sample_key,1987,sample_key,JNCCMNCR10020474,JNCCMNCyR10020474,FD_VIOLATION,record_key -> sample_key,[e20]
2799.latitude,2799,latitude,50.3296855661392,56.3296855661392,FD_VIOLATION,record_key -> latitude,"[e21, e15, e27]"
1627.start_date,1627,start_date,1986-06-23,986-06-23,FD_VIOLATION,record_key -> start_date,"[e24, e29]"
216.survey_name,216,survey_name,1986 OPRU HRE Fowey Estuary survey,1986 OPR UHRE Fowey Estuary survey,RANDOM_TYPO,,[]
94.aphia_id,94,aphia_id,107398,130980.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
130.start_date,130,start_date,1986-06-27,1986-06-24,FD_VIOLATION,record_key -> start_date,"[e8, e24, e28, e18, e29]"
