cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
"103.sample_comment,""Lower circalittoral muddy bedrock and boulders with Eunicella verrucosa of various sizes. Silt prevented much growth but other conspicuous species included Alcyonium digitatum, Aglaophenia tubilifera, Nemertesia antennina and Sidnyum elegans, along with the branching bryozoan Omalosecosa ramulosa forming large (20 cm high) densely branched colonies."",""Rhodophycota has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Upper infralittoral tide-swept bedrock was dominated by Laminaria ochroleuca and Saccorhiza polyschides. Beneath the algal canopy was a rich fauna including Tubularia indivisa",103,"sample_comment,""Lower circalittoral muddy bedrock and boulders with Eunicella verrucosa of various sizes"," Delesseria sanguinea and Plocamium cartilagineum. Also a possible new species of Cryptonemia was discovered.""", Sagartia elegans and Metridium senile - particularly on vertical surfaces. A dense covering of understorey algae was also present including Dictyota dichotoma,FD_VIOLATION,,"[e20, e22, e21, e24, e23, e14, e25, e4]"
1241.longitude,1241,longitude,-5.27053266479016,48.72946733520984,FD_VIOLATION,record_key -> longitude,"[e31, e35, e34, e23, e37, e17]"
1295.start_date,1295,start_date,1994-07-28,1994-07p-28,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e18]"
"1134.sample_comment,""Tied-swept, wave exposed bedrock plain with nearby coarse, clean sediment. Corynactis viridis and Alcyonium digitatum were the most abundant epifauna with a turf of hydroids and bryozoans including Nemertesia antennina, Cellaria fistulosa and Pentapora foliacea. Patches of Cliona celata plus other massive and branching sponges were present along with one colony of Eunicella verrucosa."",""Tide-swept, wave exposed bedrock plain with nearby coarse",1134,"sample_comment,""Tied-swept, wave exposed bedrock plain with nearby coarse, clean sediment"," Cellaria fistulosa and Pentapora foliacea. Patches of Cliona celata plus other massive and branching sponges were present along with one colony of Eunicella verrucosa.""", clean sediment. Corynactis viridis and Alcyonium digitatum were the most abundant epifauna with a turf of hydroids and bryozoans including Nemertesia antennina,FD_VIOLATION,,[e14]
161.sample_key,161,sample_key,JNCCMNCR10022091,JNCCMNCR10021895,FD_VIOLATION,record_key -> sample_key,"[e20, e15, e14, e17, e16, e19, e18, e3]"
1587.data_type,1587,data_type,Point,Poit,RANDOM_TYPO,,[]
433.sample_comment,433,sample_comment,Upper infralittoral bedrock forming gullies and tunnels. Kelp forest of Laminaria hyperborea with well developed stipe flora and ground flora of dense foliose red and brown algae.,Upper ienfralittoral bedrock forming gullies and tunnels. Kelp forest of Laminaria hyperborea with well developed stipe flora and ground flora of dense foliose red and brown algae.,FD_VIOLATION,record_key -> sample_comment,[e14]
182.record_key,182,record_key,JNCCMNCR10412534,JNCCMNCR10406960,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e9, e10, e1, e2, e3, e4]"
132.record_key,132,record_key,JNCCMNCR10407201,JNCCMNCR10406652,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e9, e10, e1, e2, e3, e4]"
1445.start_date,1445,start_date,1994-07-28,1994-07i-28,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e18]"
540.sample_key,540,sample_key,JNCCMNCR10022093,JNCCMNCR100220k93,FD_VIOLATION,record_key -> sample_key,[e20]
1935.start_date,1935,start_date,1994-07-29,194-07-29,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e38, e18]"
1965.end_date,1965,end_date,1994-07-28,z1994-07-28,FD_VIOLATION,record_key -> end_date,"[e38, e19, e29]"
1894.location_name,1894,location_name,Bumble Rock (Lizard Point),Bumble Rock (Lizard oPint),FD_VIOLATION,record_key -> location_name,"[e30, e21, e34, e15]"
1648.species,1648,species,Bryozoa indet crusts,Bryozzoa indet crusts,FD_VIOLATION,record_key -> species,[e12]
425.date_type,425,date_type,D,tD,RANDOM_TYPO,,[]
67.aphia_id,67,aphia_id,144296,144422.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
1527.species,1527,species,Phyllophora crispa,Phyllophora ecrispa,FD_VIOLATION,record_key -> species,[e12]
573.latitude,573,latitude,50.0379133110013,89.03791331100129,FD_VIOLATION,record_key -> latitude,"[e22, e35, e16]"
1087.projection,1087,projection,WGS84,WG84,RANDOM_TYPO,,[]
1989.location_name,1989,location_name,Vase Rock (Coverack),Vase Rock (Covreack),FD_VIOLATION,record_key -> location_name,"[e30, e21, e34]"
659.record_key,659,record_key,JNCCMNCR10406798,JaNCCMNCR10406798,RANDOM_TYPO,,[]
1696.end_date,1696,end_date,1994-07-28,1994-0m7-28,FD_VIOLATION,record_key -> end_date,"[e33, e37, e25, e39, e38, e19, e29]"
"36.sample_comment,""Upper infralittoral bedrock outcrops dominated by Laminaria hyperborea with red algae and scoured by adjacent sand. Sand filled gullies were heavily scoured, with Pomatoceros spp. and sand tolerant algae. Vertical and overhanging rocks dominated by a Bugula spp. turf."",""Foliose brown algae",36,"sample_comment,""Upper infralittoral bedrock outcrops dominated by Laminaria hyperborea with red algae and scoured by adjacent sand"," both reds and browns were present.""", Foliose red algae has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. Tops of large rocks in a complex gulley system. Dense turf of foliose algae,FD_VIOLATION,,"[e20, e22, e21, e24, e23, e14, e25, e4]"
1303.species,1303,species,Plocamium cartilagineum,Plocoamium cartilagineum,FD_VIOLATION,record_key -> species,[e12]
1737.record_key,1737,record_key,JNCCMNCR10412703,JkNCCMNCR10412703,RANDOM_TYPO,,[]
246.start_date,246,start_date,1994-07-29,1994-y07-29,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e18]"
182.longitude,182,longitude,-5.06908787965913,-5.19684636128202,FD_VIOLATION,record_key -> longitude,"[e31, e7, e35, e34, e23, e37, e36, e17, e27]"
1257.survey_name,1257,survey_name,1994 MNCR Lizard Peninsula and Falmouth Bay sublittoral survey,1994 MNCR Lziard Peninsula and Falmouth Bay sublittoral survey,RANDOM_TYPO,,[]
1506.start_date,1506,start_date,1994-07-31,994-07-31,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e38, e18]"
1092.start_date,1092,start_date,1994-07-29,1949-07-29,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28]"
377.aphia_id,377,aphia_id,144440,144495,FD_VIOLATION,record_key -> aphia_id,[e13]
1904.aphia_id,1904,aphia_id,144792,144837,FD_VIOLATION,record_key -> aphia_id,[e13]
698.record_key,698,record_key,JNCCMNCR10407610,JNCCMNCR1047610,RANDOM_TYPO,,[]
1325.end_date,1325,end_date,1994-07-28,1994-0728,FD_VIOLATION,record_key -> end_date,"[e33, e37, e25, e39, e38]"
62.sample_key,62,sample_key,JNCCMNCR10021904,JNCCMNCR10021885,FD_VIOLATION,record_key -> sample_key,"[e20, e15, e14, e17, e16, e19, e18, e3]"
1553.end_date,1553,end_date,1994-07-28,194-07-28,FD_VIOLATION,record_key -> end_date,"[e37, e39, e38, e19, e29]"
363.start_date,363,start_date,1994-07-28,1994-0728,FD_VIOLATION,record_key -> start_date,"[e24, e36, e39, e38, e18]"
546.start_date,546,start_date,1994-07-28,1a994-07-28,FD_VIOLATION,record_key -> start_date,"[e32, e18]"
1611.aphia_id,1611,aphia_id,106215,106225,FD_VIOLATION,record_key -> aphia_id,[e13]
896.date_type,896,date_type,D,wD,RANDOM_TYPO,,[]
725.end_date,725,end_date,1994-07-28,1994-0-728,FD_VIOLATION,record_key -> end_date,"[e33, e25, e39, e38, e19, e29]"
421.abundance_sacforn,421,abundance_sacforn,R,,RANDOM_TYPO,,[]
353.projection,353,projection,WGS84,WSG84,RANDOM_TYPO,,[]
37.record_key,37,record_key,JNCCMNCR10407116,JNCCMNCR10406516,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e9, e10, e1, e2, e3, e4]"
1864.longitude,1864,longitude,-5.06338174099859,87.9366182590014,FD_VIOLATION,record_key -> longitude,"[e35, e23, e37, e36, e17, e27]"
158.latitude,158,latitude,50.0329630215023,50.0029573673803,FD_VIOLATION,record_key -> latitude,"[e6, e31, e30, e33, e22, e32, e35, e26, e16]"
1997.end_date,1997,end_date,1994-07-28,19940-7-28,FD_VIOLATION,record_key -> end_date,"[e33, e37, e25, e39, e38, e19, e29]"
1085.end_date,1085,end_date,1994-07-28,19t94-07-28,FD_VIOLATION,record_key -> end_date,"[e33, e37, e38, e19, e29]"
745.species,745,species,Amphipoda,Amphipda,FD_VIOLATION,record_key -> species,[e12]
1925.location_name,1925,location_name,E of Foam Rock (Coverack),E of Foam Rock (Cwoverack),FD_VIOLATION,record_key -> location_name,"[e30, e21, e34, e15]"
607.projection,607,projection,WGS84,WSG84,RANDOM_TYPO,,[]
1809.sample_key,1809,sample_key,JNCCMNCR10021887,JNCCMNCR1002188t7,FD_VIOLATION,record_key -> sample_key,[e20]
737.date_type,737,date_type,D,,RANDOM_TYPO,,[]
334.start_date,334,start_date,1994-07-28,1994-07-82,FD_VIOLATION,record_key -> start_date,"[e32, e24, e36, e39, e28, e38, e18]"
