reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714458,2021/01/06 05:00:00+00,PROSPECT PARTY CENTER,9521 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2703
714459,2021/01/06 05:00:00+00,BUTCHERS BEST MEATS & DELI,9521 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2704
714460,2021/01/06 05:00:00+00,DOMINO'S PIZZA #1385,9551 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2705
714461,2021/01/06 05:00:00+00,ARATA SUSHI,9207 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2706
714462,2021/01/06 05:00:00+00,BRIGADEIRO'CLOCK,9207 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2707
714463,2021/01/06 05:00:00+00,STARBUCKS #2464,9205 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2708
714464,2021/01/06 05:00:00+00,GRACIOUS PLENTY,9207 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2709
714465,2021/01/06 05:00:00+00,WALGREENS #6171,5900 TIMBER RIDGE DR,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2710
714466,2021/01/06 05:00:00+00,KLA SCHOOL OF PROSPECT,8907 US HWY 42,40059.0,2021/01/06 05:00:00+00,4,SURVEY,2711
714467,2021/01/06 05:00:00+00,STARBUCKS #24257,10240 WESTPORT RD,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2712
714468,2021/01/06 05:00:00+00,MCDONALD'S #35637,12627 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2713
714470,2021/01/06 05:00:00+00,STARBUCKS #10595,12605 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2714
714471,2021/01/06 05:00:00+00,KROGER L-743,12611 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2715
714472,2021/01/06 05:00:00+00,HAPPY DRAGON,12613 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2716
714473,2021/01/06 05:00:00+00,EL NOPAL,12613 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2717
714474,2021/01/06 05:00:00+00,SUBWAY,12613 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2718
714475,2021/01/06 05:00:00+00,CIRCLE K #4703363,12415 TAYLORSVILLE RD,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2719
714476,2021/01/06 05:00:00+00,PENN STATION #5,1933 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2720
714477,2021/01/06 05:00:00+00,HEALTHY JAMES,1929 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2721
714478,2021/01/06 05:00:00+00,ANGIO'S ITALIAN RESTAURANT,1915 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2722
714479,2021/01/06 05:00:00+00,CAPORAL,1909 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2723
714480,2021/01/06 05:00:00+00,CAPORAL,1909 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2724
714482,2021/01/06 05:00:00+00,FOUR POINT,1035 S 3RD ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2725
714483,2021/01/06 05:00:00+00,HAPPY'S FOOD MART,1397 S 2ND ST,40208.0,2021/01/06 05:00:00+00,4,SURVEY,2726
714487,2021/01/06 05:00:00+00,FOOD MART SOUTH FLOYD TOBACCO,1271 S FLOYD ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2727
714631,2021/01/07 05:00:00+00,LUCY MAE'S FOOD MART,2300 W KENTUCKY ST,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2728
714814,2021/01/04 05:00:00+00,OSAKA JAPANESE RESTAURANT,426 W MARKET ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2729
714633,2021/01/07 05:00:00+00,BROTHER FOOD MART,2601 VIRGINIA AVE,40211.0,2021/01/07 05:00:00+00,4,SURVEY,2730
714815,2021/01/04 05:00:00+00,CRAVINGS,101 S 5TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2731
714634,2021/01/07 05:00:00+00,KINGS FRIED CHICKEN,1302 DIXIE HWY,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2732
714816,2021/01/04 05:00:00+00,LUIGI'S,712 W MAIN ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2733
714637,2021/01/07 05:00:00+00,KFC Y052-023,1911 W BROADWAY,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2734
714817,2021/01/04 05:00:00+00,STARBUCKS,101 S 5TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2735
714638,2021/01/07 05:00:00+00,HIP HOP SWEET SHOP,1805 W JEFFERSON ST,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2736
716028,2021/01/04 05:00:00+00,CIRCLE K #4703222,8320 OLD 3RD STREET RD,40272.0,2021/01/04 05:00:00+00,4,SURVEY,2737
714640,2021/01/07 05:00:00+00,GALAN'S MEAT MARKET,2801 W MARKET ST,40212.0,2021/01/07 05:00:00+00,4,SURVEY,2738
716029,2021/01/04 05:00:00+00,THORNTONS #160,9200 PRESTON HWY,40229.0,2021/01/04 05:00:00+00,4,SURVEY,2739
714646,2021/01/07 05:00:00+00,FIX COFFEEHOUSE,10616 MEETING ST,40059.0,2021/01/07 05:00:00+00,4,SURVEY,2740
716030,2021/01/04 05:00:00+00,HOME DEPOT,8232 PRESTON HWY,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2741
714648,2021/01/07 05:00:00+00,KINDER CARE,2013 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2742
714237,2021/01/05 05:00:00+00,KAYFIELD ACADEMY III,3800 NORTHUMBERLAND DR,40245.0,2021/01/05 05:00:00+00,4,SURVEY,2743
714238,2021/01/05 05:00:00+00,LITTLE HANDS ACADEMY,4140 ACCOMACK DR,40241.0,2021/01/05 05:00:00+00,4,SURVEY,2744
714239,2021/01/05 05:00:00+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2021/01/05 05:00:00+00,4,SURVEY,2745
714240,2021/01/05 05:00:00+00,SUGAR TREE SWEET SHOP,9444 NORTON COMMONS BLVD,40059.0,2021/01/05 05:00:00+00,4,SURVEY,2746
714241,2021/01/05 05:00:00+00,DISCOVERY PRE SCHOOL,9410 BLOSSOM LN,40241.0,2021/01/05 05:00:00+00,4,SURVEY,2747
714243,2021/01/05 05:00:00+00,THORNTONS #158,4900 BROWNSBORO RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2748
714244,2021/01/05 05:00:00+00,BEARNO'S PIZZA,9222 WESTPORT RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2749
714254,2021/01/05 05:00:00+00,CALIFORNIA PIZZA KITCHEN,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2750
714255,2021/01/05 05:00:00+00,STARBUCKS #2466,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2751
714256,2021/01/05 05:00:00+00,AUNTIE ANNE'S,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2752
714257,2021/01/05 05:00:00+00,LOLLI AND POPS,7900 SHELBYVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2753
714258,2021/01/05 05:00:00+00,CORELIFE EATERY,9365 VIKING CENTER DR,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2754
714259,2021/01/05 05:00:00+00,TARGET T-0780 FOOD AVE EXPRESS,4640 TAYLORSVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2755
714260,2021/01/05 05:00:00+00,TARGET T-0780 STARBUCKS,4640 TAYLORSVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2756
714261,2021/01/05 05:00:00+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2021/01/05 05:00:00+00,4,SURVEY,2757
714263,2021/01/05 05:00:00+00,CIRCLE K #4700107,9003 GALENE DR,40299.0,2021/01/05 05:00:00+00,4,SURVEY,2758
714314,2021/01/05 05:00:00+00,EDIBLE ARRANGEMENTS #1197,6515 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2759
714315,2021/01/05 05:00:00+00,PENN STATION,6525 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2760
714316,2021/01/05 05:00:00+00,JETS PIZZA #007,6523 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2761
714317,2021/01/05 05:00:00+00,GRAETER'S ICE CREAM,6509 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2762
714318,2021/01/05 05:00:00+00,MARK'S FEED STORE #5,6501 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2763
714319,2021/01/05 05:00:00+00,CHONG GARDEN,6445 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2764
714321,2021/01/05 05:00:00+00,SAM'S FAST FOOD 2,1785 W OAK ST,40210.0,2021/01/05 05:00:00+00,4,SURVEY,2765
714322,2021/01/05 05:00:00+00,D NALLEY'S,970 S 3RD ST,40203.0,2021/01/05 05:00:00+00,4,SURVEY,2766
714323,2021/01/05 05:00:00+00,RONALD MCDONALD HOUSE MAIN KITCHEN,550 S 1ST ST,40202.0,2021/01/05 05:00:00+00,4,SURVEY,2767
714324,2021/01/05 05:00:00+00,THREE BROTHERS,2001 S 7TH ST,40208.0,2021/01/05 05:00:00+00,4,SURVEY,2768
714325,2021/01/05 05:00:00+00,MANSLICK ONE STOP SHOP,3700 MANSLICK RD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2769
714326,2021/01/05 05:00:00+00,ZAM ZAM COFFEE,1808 BERRY BLVD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2770
714327,2021/01/05 05:00:00+00,GLOBAL HEROW STORE,1736 BERRY BLVD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2771
714331,2021/01/05 05:00:00+00,PANADERIA TIENDA GUADALAJARA,4124 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2772
714332,2021/01/05 05:00:00+00,SUBWAY,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2773
714333,2021/01/05 05:00:00+00,RUBY THAI KITCHEN,5000 SHELBYVILLE RD STE 1670,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2774
714650,2021/01/07 05:00:00+00,MY FAVORITE MUFFIN,9800 SHELBYVILLE RD,40223.0,2021/01/07 05:00:00+00,4,SURVEY,2775
714651,2021/01/07 05:00:00+00,CIRCLE K #4700112,1330 S HURSTBOURNE PKWY,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2776
714653,2021/01/07 05:00:00+00,CHICK-FIL-A,2350 SHANE DR,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2777
714655,2021/01/07 05:00:00+00,QDOBA #2274,2730 S HURSTBOURNE PKWY,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2778
714656,2021/01/07 05:00:00+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2021/01/07 05:00:00+00,4,SURVEY,2779
714678,2021/01/07 05:00:00+00,CRACKER BARREL #522,10150 BROOKRIDGE VILLAGE BLVD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2780
714679,2021/01/07 05:00:00+00,RAISING CANE'S,6811 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2781
714680,2021/01/07 05:00:00+00,PAPA JOHN'S,5709 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2782
714681,2021/01/07 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2783
714682,2021/01/07 05:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2784
714683,2021/01/07 05:00:00+00,DASHA BARBOUR'S SOUTHERN BISTRO,2217 STEIER LN,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2785
714684,2021/01/07 05:00:00+00,JASMIN BAKERY,2201 STEIER LN,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2786
