reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
709271.0,2020/11/05 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/11/05 05:00:00+00,4,SURVEY,302.0
709279.0,2020/11/05 05:00:00+00,JOHN O'BRYAN'S,4123 FLINTLOCK DR,40216.0,2020/11/05 05:00:00+00,4,SURVEY,303.0
709280.0,2020/11/05 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/11/05 05:00:00+00,4,SURVEY,304.0
709282.0,2020/11/05 05:00:00+00,MARK'S FEED STORE,10316 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,305.0
709283.0,2020/11/05 05:00:00+00,PRICELESS FOODS,10986 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,306.0
709285.0,2020/11/05 05:00:00+00,THE LOCKER ROOM PUB,12812 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,307.0
709305.0,2020/11/05 05:00:00+00,B QUICK FOOD MART,7600 3RD STREET RD,40214.0,2020/11/09 05:00:00+00,4,SURVEY,308.0
709578.0,2020/11/05 05:00:00+00,BRISTOL BAR & GRILLE,300 N HURSTBOURNE PKWY,40222.0,2020/11/05 05:00:00+00,4,SURVEY,309.0
710000.0,2020/11/05 05:00:00+00,CORNER PIZZA & PUB,4111 MURPHY LN,40241.0,2020/11/05 05:00:00+00,4,SURVEY,310.0
710003.0,2020/11/05 05:00:00+00,CUNNINGHAM'S CREEKSIDE,6301 UPPER RIVER RD,40027.0,2020/11/05 05:00:00+00,4,SURVEY,311.0
710004.0,2020/11/05 05:00:00+00,SEASONED PUB & GRILL,6021 TIMBER RIDGE DR,40059.0,2020/11/05 05:00:00+00,4,SURVEY,312.0
710005.0,2020/11/05 05:00:00+00,GUSTAVOS MEXICAN GRILL,6051 TIMBER RIDGE DR,40059.0,2020/11/05 05:00:00+00,4,SURVEY,313.0
710006.0,2020/11/05 05:00:00+00,BRIX WINE BAR & BISTRO,12418 LAGRANGE RD,40245.0,2020/11/05 05:00:00+00,4,SURVEY,314.0
708990.0,2020/11/06 05:00:00+00,QUICK WOK,801 W BROADWAY,40203.0,2020/11/06 05:00:00+00,4,SURVEY,315.0
708992.0,2020/11/06 05:00:00+00,FARM BOY,1200 DIXIE HWY,40210.0,2020/11/06 05:00:00+00,4,SURVEY,316.0
708993.0,2020/11/06 05:00:00+00,BP MINI MART INC,1871 BERRY BLVD,40215.0,2020/11/06 05:00:00+00,4,SURVEY,317.0
708994.0,2020/11/06 05:00:00+00,THREE BROTHERS,2001 S 7TH ST,40208.0,2020/11/06 05:00:00+00,4,SURVEY,318.0
709008.0,2020/11/06 05:00:00+00,MANSLICK ONE STOP SHOP,3700 MANSLICK RD,40215.0,2020/11/09 05:00:00+00,4,SURVEY,319.0
709193.0,2020/11/06 05:00:00+00,SUBWAY,533 N 22ND ST,40212.0,2020/11/06 05:00:00+00,4,SURVEY,320.0
709288.0,2020/11/06 05:00:00+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/11/06 05:00:00+00,4,SURVEY,321.0
709289.0,2020/11/06 05:00:00+00,DIXIE BOWL,10526 DIXIE HWY,40272.0,2020/11/06 05:00:00+00,4,SURVEY,322.0
709739.0,2020/11/06 05:00:00+00,GANDER,111 S ENGLISH STATION RD,40245.0,2020/11/06 05:00:00+00,4,SURVEY,323.0
710009.0,2020/11/06 05:00:00+00,PANERA BREAD,1801 RUDY LN,40207.0,2020/11/06 05:00:00+00,4,SURVEY,324.0
710010.0,2020/11/06 05:00:00+00,COMMONWEALTH TAP,9411 NORTON COMMONS BLVD,40059.0,2020/11/06 05:00:00+00,4,SURVEY,325.0
709560.0,2020/11/08 05:00:00+00,BIG MOMMA'S SOUL KITCHEN,4532 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SURVEY,326.0
709561.0,2020/11/08 05:00:00+00,METRO BY T-MOBILE,3441 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SURVEY,327.0
708874.0,2020/11/09 05:00:00+00,TJ MAXX,4080 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,328.0
708877.0,2020/11/09 05:00:00+00,GOLDEN NAILS,4076 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,329.0
708878.0,2020/11/09 05:00:00+00,CLOTHES MENTOR,4064 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,330.0
708880.0,2020/11/09 05:00:00+00,DOLLAR TREE #1898,4060 TAYLORSVILLE RD,40220.0,2020/11/09 05:00:00+00,4,SURVEY,331.0
708886.0,2020/11/09 05:00:00+00,CON HUEVOS,2339 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,332.0
708889.0,2020/11/09 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/11/09 05:00:00+00,4,SURVEY,333.0
708890.0,2020/11/09 05:00:00+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/11/09 05:00:00+00,4,SURVEY,334.0
708892.0,2020/11/09 05:00:00+00,WALGREENS #02924,2368 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,335.0
708893.0,2020/11/09 05:00:00+00,RED HOG,2622 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,336.0
708894.0,2020/11/09 05:00:00+00,BLUE DOG BAKERY & CAFE,2868 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,337.0
708897.0,2020/11/09 05:00:00+00,STARBUCKS #10559,3702 FRANKFORT AVE,40207.0,2020/11/09 05:00:00+00,4,SURVEY,338.0
709012.0,2020/11/09 05:00:00+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,339.0
709014.0,2020/11/09 05:00:00+00,TAYLOR BLVD VALERO,3039 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,340.0
