cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
41.9.2,41,9,2,crimetype,Violence and sexaul offences,Violence and sexual offences,RANDOM_TYPO,UK_CSV0000000000002779,2,crimetype
41.10.2,41,10,2,lastoutcomecategory,Investiation complete; no suspect identified,Investigation complete; no suspect identified,RANDOM_TYPO,UK_CSV0000000000002779,2,lastoutcomecategory
41.0.5,41,0,5,crimeid,6b99f490453325aa8a329a7df04098dab3e55dec00a2be47022602acbca41f23,6b9f9490453325aa8a329a7df04098dab3e55dec00a2be47022602acbca41f23,RANDOM_TYPO,UK_CSV0000000000002779,5,crimeid
41.2.5,41,2,5,reportedby,Noth Wales Police,North Wales Police,RANDOM_TYPO,UK_CSV0000000000002779,5,reportedby
41.6.6,41,6,6,locationvalue,On or enar Pleasant Street,On or near Pleasant Street,RANDOM_TYPO,UK_CSV0000000000002779,6,locationvalue
41.7.7,41,7,7,lsoacode,E01018332,W01000132,FD_VIOLATION,UK_CSV0000000000002779,7,lsoacode
41.0.10,41,0,10,crimeid,716109b228041e15e41358fe671d5719ec1dd7dc50e51a87ea50e9251bf46ff8,761109b228041e15e41358fe671d5719ec1dd7dc50e51a87ea50e9251bf46ff8,RANDOM_TYPO,UK_CSV0000000000002779,10,crimeid
41.6.10,41,6,10,locationvalue,On olr near Riviere Avenue,On or near Riviere Avenue,RANDOM_TYPO,UK_CSV0000000000002779,10,locationvalue
41.6.12,41,6,12,locationvalue,O nor near Harcourt Road,On or near Harcourt Road,RANDOM_TYPO,UK_CSV0000000000002779,12,locationvalue
41.9.12,41,9,12,crimetype,Pugblic order,Public order,RANDOM_TYPO,UK_CSV0000000000002779,12,crimetype
41.3.17,41,3,17,fallswithin,North Wales Polince,North Wales Police,RANDOM_TYPO,UK_CSV0000000000002779,17,fallswithin
41.2.19,41,2,19,reportedby,Novrth Wales Police,North Wales Police,RANDOM_TYPO,UK_CSV0000000000002779,19,reportedby
41.7.20,41,7,20,lsoacode,E01018332,W01000132,FD_VIOLATION,UK_CSV0000000000002779,20,lsoacode
41.8.21,41,8,21,lsoaname,cConwy 001A,Conwy 001A,FD_VIOLATION,UK_CSV0000000000002779,21,lsoaname
41.10.21,41,10,21,lastoutcomecategory,vUnable to prosecute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000002779,21,lastoutcomecategory
41.8.22,41,8,22,lsoaname,Conwy 01A,Conwy 001A,FD_VIOLATION,UK_CSV0000000000002779,22,lsoaname
41.7.24,41,7,24,lsoacode,W01000132,W01000146,FD_VIOLATION,UK_CSV0000000000002779,24,lsoacode
41.7.25,41,7,25,lsoacode,W01000132,W01000146,FD_VIOLATION,UK_CSV0000000000002779,25,lsoacode
41.7.26,41,7,26,lsoacode,W01000132,W01000146,FD_VIOLATION,UK_CSV0000000000002779,26,lsoacode
