cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
1481.end_date,1481,end_date,1982-09-13,198-209-13,FD_VIOLATION,record_key -> end_date,"[e31, e37, e39, e38, e19]"
194.end_date,194,end_date,1982-09-18,1982-09-06,FD_VIOLATION,record_key -> end_date,"[e31, e34, e37, e25, e39, e38, e19]"
434.location_name,434,location_name,Callanish Pier (East Loch Roag),Callanish ier (East Loch Roag),FD_VIOLATION,record_key -> location_name,"[e14, e27]"
1843.start_date,1843,start_date,1982-09-07,9182-09-07,FD_VIOLATION,record_key -> start_date,"[e30, e33, e24, e36, e39, e18]"
1863.end_date,1863,end_date,1982-09-07,1982-09-0t7,FD_VIOLATION,record_key -> end_date,"[e31, e34, e37, e19]"
1463.aphia_id,1463,aphia_id,145541,145584,FD_VIOLATION,record_key -> aphia_id,[e13]
864.species,864,species,Sipuncula,iSpuncula,FD_VIOLATION,record_key -> species,[e12]
112.aphia_id,112,aphia_id,140170,140168.0,FD_VIOLATION,record_key -> aphia_id,"[e13, e12, e1]"
528.location_name,528,location_name,Tolsta: Port nam Bothaig (E coast of Lewis),Tolssta: Port nam Bothaig (E coast of Lewis),FD_VIOLATION,record_key -> location_name,"[e14, e27]"
699.latitude,699,latitude,58.2041100428274,126.20411004282741,FD_VIOLATION,record_key -> latitude,"[e22, e32, e35, e34, e28]"
"708.sample_comment,""Area studied was outwith main current, on the south side of the channel connencting Loch Roag ans East Loch Roag. A gentler slope than the north side with, at ELW, a gravel flat about 200 m long and up to 50 m wide, with large and small boulders resting on it. Clean and very ich site. Upper shore is composed of cobbles passing down into an uninteresting middle shore with F. vesiculosus, A. nodosum and Littorina spp. The lower shore had a very rich F. serratus zone, passing down into an even richer extreme littoral fringe. The boulders supported a varied and dense turf of red algae including C. purpureum and P. rubens. Laminaria spp. grew on cobbles amongst the boulders and on M. modiolus in the gravel. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."",""Area studied was outwith main current, on the south side of the channel connencting Loch Roag ans East Loch Roag. A gentler slope than the north side with, at ELW, a gravel flat about 200 m long and up to 50 m wide, with large and small boulders resting on it. Clean and very rich site. Upper shore is composed of cobbles passing down into an uninteresting middle shore with F. vesiculosus",708,"sample_comment,""Area studied was outwith main current, on the south side of the channel connencting Loch Roag ans East Loch Roag"," passing down into an even richer extreme littoral fringe. The boulders supported a varied and dense turf of red algae including C. purpureum and P. rubens. Laminaria spp. grew on cobbles amongst the boulders and on M. modiolus in the gravel. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""", A. nodosum and Littorina spp. The lower shore had a very rich F. serratus zone,FD_VIOLATION,,[e21]
1981.end_date,1981,end_date,1982-09-06,1982-090-6,FD_VIOLATION,record_key -> end_date,"[e34, e37, e25, e39, e19]"
472.end_date,472,end_date,1982-09-13,1892-09-13,FD_VIOLATION,record_key -> end_date,"[e31, e34, e37, e39, e38, e19]"
1316.location_name,1316,location_name,Upper Bayble Bay: Eilean a'Chaise (E coast of Lewis),Upper Bayble Bay: Eilen a'Chaise (E coast of Lewis),FD_VIOLATION,record_key -> location_name,"[e14, e27]"
