record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10139917,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005859,1982-09-05,1982-09-05,D,Reef (Loch Roag),Point,58.2028970859778,-6.9315719419629,WGS84,139008.0,Parvicardium exiguum,False,C,False,"Boulder/gravel shore. Lower shore was very rich, with a thick algal turf growing on angular boulders, but the algae from the F. serratus zone upwards (excluding A. nodosum) were yellow and slimy - perhaps due to long hot summer?. This effect was not so pronounced elsewhere. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10140035,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005860,1982-09-07,1982-09-07,D,Roag narrows (Little Loch Roag),Point,58.1659214128119,-6.88728596785008,WGS84,139008.0,Parvicardium exiguum,False,O,False,"Little Loch Roag entrance - in narrowest parts walls are almost vertical with narrow ledges and small corners with loose blocks (muddy underneath) and overhangs, but in wider areas there are patches of gravel and boulders. Relatively few species of algae but rich faunal diversity. Of particular note were M. senile, A. bifida, C. papposus and A. gelatinsoum - not normally found above LW mark. Polychaeta, Bryozoa and Ascidiacea were notably diverse but not sponges. Ungeshader (upstream) - shore wider, with boulders blanketed by fucoids except where there is freshwater run-off and muddy sand at LW. Shore fauna chiefly B. balanoides and M. edulis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10140217,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005862,1982-09-18,1982-09-18,D,Bernera Bridge (Loch Roag),Point,58.2041100428274,-6.8294901985181,WGS84,139008.0,Parvicardium exiguum,False,O,False,"Area studied was outwith main current, on the south side of the channel connencting Loch Roag ans East Loch Roag. A gentler slope than the north side with, at ELW, a gravel flat about 200 m long and up to 50 m wide, with large and small boulders resting on it. Clean and very rich site. Upper shore is composed of cobbles passing down into an uninteresting middle shore with F. vesiculosus, A. nodosum and Littorina spp. The lower shore had a very rich F. serratus zone, passing down into an even richer extreme littoral fringe. The boulders supported a varied and dense turf of red algae including C. purpureum and P. rubens. Laminaria spp. grew on cobbles amongst the boulders and on M. modiolus in the gravel. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10140380,JNCCMNCR10000092,1982 SmithL ewis littoral survey,JNCCMNCR10005864,1982-09-18,1982-09-18,D,Kirkibost Harbour (East Loch Roag),Point,58.2232909726531,-6.79800129707849,WGS84,139008.0,Parvicardium exiguum,False,O,False,"A rocky area on N side of harbour investigated. The rocks and boulders were covered with A. nodosum and at LW fringed by F. serratus and some L. digitata (cape form). There was an undergrowth of red algae, close search revealed that these were denser and more varied than at first apparent. C. filum rose from the mud. Dominant animals were E. nebulosa and ascidians including C. lepadiformis. One M rostrata, decorated with C. rubrum to resemble A. bifida, was found. Mollusca included many juvenile P. exigum. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10140779,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005870,1982-09-17,1982-09-17,D,Loch Shader (Loch Shader),Point,58.2476474301747,-6.79618085663748,WGS84,139008.0,Parvicardium exiguum,False,O,False,"Loch Shader is a chain of almost closed lagoons, upper one almost fresh with causeway and sluice at mouth. Most of the loch has slightly reduced salinity and is very peaty. Few species but not special lagoon ones. Rapids/waterfall exit to sea about 3.5 m at ELWS. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10139663,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005864,1982-09-06,1982-09-06,D,Mealista (south) (SW of Loch Roag),Point,58.0970696805726,-7.10552973918329,WGS84,140168.0,Lacuna pallidula,False,C,False,"The shore is exposed and is composed of smooth rocks cut into wide steps above which are large boulders and a storm beach. In part the site is backed by cliffs. There are shallow coralline rockpools on the steps, containing amongst others Sagartia troglodytes. Shore dominated by Balanomytilus and Rhodomytilus areas, P. umbilicalis and M. stellatus being the dominant algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10139800,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005860,1982-09-13,1982-09-13,***,Aird Uig (West Loch Roag),Point,58.2325578456598,-7.02439248354857,WGS84,140168.0,Lacuna pallidula,False,lC,False,"A rocky area on N side of harbour investigated. The rocks and boulders were covered with A. nodosum and at LW fringed by F. serratus and some L. digitata (cape form). There was an undergrowth of red algae, close search revealed that these were denser and more varied than at first apparent. C. filum rose from the mud. Dominant animals were E. nebulosa and ascidians including C. lepadiformis. One M rostrata, decorated with C. rubrum to resemble A. bifida, was found. Mollusca included many juvenile P. exigum. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10139886,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005870,1982-09-05,1982-09-05,D,Reef (Loch Roag),Point,58.2028970859778,-6.9315719419629,WGS84,139008.0,Lacuna pallidula,False,A,False,"Boulder/gravel shore. Lower shore was very rich, with a thick algal turf growing on angular boulders, but the algae from the F. serratus zone upwards (excluding A. nodosum) were yellow and slimy - perhaps due to long hot summer?. This effect was not so pronounced elsewhere. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10139998,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005860,1982-09-07,1982-09-07,D,Roag narrows (Little Loch Roag),Point,58.1659214128119,-6.88728596785008,WGS84,140168.0,Lacuna pallidula,False,C,False,"Area studied was outwith main current, on the south side of the channel connencting Loch Roag ans East Loch Roag. A gentler slope than the north side with, at ELW, a gravel flat about 200 m long and up to 50 m wide, with large and small boulders resting on it. Clean and very rich site. Upper shore is composed of cobbles passing down into an uninteresting middle shore with F. vesiculosus, A. nodosum and Littorina spp. The lower shore had a very rich F. serratus zone, passing down into an even richer extreme littoral fringe. The boulders supported a varied and dense turf of red algae including C. purpureum and P. rubens. Laminaria spp. grew on cobbles amongst the boulders and on M. modiolus in the gravel. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10140098,JNCCMNCR10000092,1982 Smith Lewis littoral survey,JNCCMNCR10005861,1982-09-15,1982-09-15,D,Gisla (Little Loch Roag),Point,58.2325578456598,-6.87692690546751,WGS84,140168.0,Lacuna pallidula,False,C,False,"The shores are composed of boulders and gravel with a little rock, giving way to mud or muddy sand at LW. Fucoids abundant, other species of algae and all fauna except Littorina spp. and M. edulis were sparse. C. multicornis was growing on A. nodosum. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
