UK_CSV0000000000007905::0::country_code,UK_CSV0000000000007905::1::country_name,UK_CSV0000000000007905::2::region_code,UK_CSV0000000000007905::3::region_geography_code,UK_CSV0000000000007905::4::region_name,UK_CSV0000000000007905::5::sub_region_code,UK_CSV0000000000007905::6::sub_region_geography_code,UK_CSV0000000000007905::7::sub_region_name,UK_CSV0000000000007905::8::area_team_code,UK_CSV0000000000007905::9::area_team_geography_code,UK_CSV0000000000007905::10::area_team_name,UK_CSV0000000000007905::11::periodenddate,UK_CSV0000000000007905::12::yearvalue,UK_CSV0000000000007905::13::sourcevalue,UK_CSV0000000000007905::14::variablevalue,UK_CSV0000000000007905::15::raw_value,UK_CSV0000000000007905::16::adjusted_value
UK_CSV0000000000007905 § 0 § 0,UK_CSV0000000000007905 § 1 § 0,UK_CSV0000000000007905 § 2 § 0,UK_CSV0000000000007905 § 3 § 0,UK_CSV0000000000007905 § 4 § 0,UK_CSV0000000000007905 § 5 § 0,UK_CSV0000000000007905 § 6 § 0,UK_CSV0000000000007905 § 7 § 0,UK_CSV0000000000007905 § 8 § 0,UK_CSV0000000000007905 § 9 § 0,UK_CSV0000000000007905 § 10 § 0,UK_CSV0000000000007905 § 11 § 0,UK_CSV0000000000007905 § 12 § 0,UK_CSV0000000000007905 § 13 § 0,UK_CSV0000000000007905 § 14 § 0,UK_CSV0000000000007905 § 15 § 0,UK_CSV0000000000007905 § 16 § 0
UK_CSV0000000000007905 § 0 § 1,UK_CSV0000000000007905 § 1 § 1,UK_CSV0000000000007905 § 2 § 1,UK_CSV0000000000007905 § 3 § 1,UK_CSV0000000000007905 § 4 § 1,UK_CSV0000000000007905 § 5 § 1,UK_CSV0000000000007905 § 6 § 1,UK_CSV0000000000007905 § 7 § 1,UK_CSV0000000000007905 § 8 § 1,UK_CSV0000000000007905 § 9 § 1,UK_CSV0000000000007905 § 10 § 1,UK_CSV0000000000007905 § 11 § 1,UK_CSV0000000000007905 § 12 § 1,UK_CSV0000000000007905 § 13 § 1,UK_CSV0000000000007905 § 14 § 1,UK_CSV0000000000007905 § 15 § 1,UK_CSV0000000000007905 § 16 § 1
UK_CSV0000000000007905 § 0 § 2,UK_CSV0000000000007905 § 1 § 2,UK_CSV0000000000007905 § 2 § 2,UK_CSV0000000000007905 § 3 § 2,UK_CSV0000000000007905 § 4 § 2,UK_CSV0000000000007905 § 5 § 2,UK_CSV0000000000007905 § 6 § 2,UK_CSV0000000000007905 § 7 § 2,UK_CSV0000000000007905 § 8 § 2,UK_CSV0000000000007905 § 9 § 2,UK_CSV0000000000007905 § 10 § 2,UK_CSV0000000000007905 § 11 § 2,UK_CSV0000000000007905 § 12 § 2,UK_CSV0000000000007905 § 13 § 2,UK_CSV0000000000007905 § 14 § 2,UK_CSV0000000000007905 § 15 § 2,UK_CSV0000000000007905 § 16 § 2
UK_CSV0000000000007905 § 0 § 3,UK_CSV0000000000007905 § 1 § 3,UK_CSV0000000000007905 § 2 § 3,UK_CSV0000000000007905 § 3 § 3,UK_CSV0000000000007905 § 4 § 3,UK_CSV0000000000007905 § 5 § 3,UK_CSV0000000000007905 § 6 § 3,UK_CSV0000000000007905 § 7 § 3,UK_CSV0000000000007905 § 8 § 3,UK_CSV0000000000007905 § 9 § 3,UK_CSV0000000000007905 § 10 § 3,UK_CSV0000000000007905 § 11 § 3,UK_CSV0000000000007905 § 12 § 3,UK_CSV0000000000007905 § 13 § 3,UK_CSV0000000000007905 § 14 § 3,UK_CSV0000000000007905 § 15 § 3,UK_CSV0000000000007905 § 16 § 3
UK_CSV0000000000007905 § 0 § 4,UK_CSV0000000000007905 § 1 § 4,UK_CSV0000000000007905 § 2 § 4,UK_CSV0000000000007905 § 3 § 4,UK_CSV0000000000007905 § 4 § 4,UK_CSV0000000000007905 § 5 § 4,UK_CSV0000000000007905 § 6 § 4,UK_CSV0000000000007905 § 7 § 4,UK_CSV0000000000007905 § 8 § 4,UK_CSV0000000000007905 § 9 § 4,UK_CSV0000000000007905 § 10 § 4,UK_CSV0000000000007905 § 11 § 4,UK_CSV0000000000007905 § 12 § 4,UK_CSV0000000000007905 § 13 § 4,UK_CSV0000000000007905 § 14 § 4,UK_CSV0000000000007905 § 15 § 4,UK_CSV0000000000007905 § 16 § 4
UK_CSV0000000000007905 § 0 § 5,UK_CSV0000000000007905 § 1 § 5,UK_CSV0000000000007905 § 2 § 5,UK_CSV0000000000007905 § 3 § 5,UK_CSV0000000000007905 § 4 § 5,UK_CSV0000000000007905 § 5 § 5,UK_CSV0000000000007905 § 6 § 5,UK_CSV0000000000007905 § 7 § 5,UK_CSV0000000000007905 § 8 § 5,UK_CSV0000000000007905 § 9 § 5,UK_CSV0000000000007905 § 10 § 5,UK_CSV0000000000007905 § 11 § 5,UK_CSV0000000000007905 § 12 § 5,UK_CSV0000000000007905 § 13 § 5,UK_CSV0000000000007905 § 14 § 5,UK_CSV0000000000007905 § 15 § 5,UK_CSV0000000000007905 § 16 § 5
UK_CSV0000000000007905 § 0 § 6,UK_CSV0000000000007905 § 1 § 6,UK_CSV0000000000007905 § 2 § 6,UK_CSV0000000000007905 § 3 § 6,UK_CSV0000000000007905 § 4 § 6,UK_CSV0000000000007905 § 5 § 6,UK_CSV0000000000007905 § 6 § 6,UK_CSV0000000000007905 § 7 § 6,UK_CSV0000000000007905 § 8 § 6,UK_CSV0000000000007905 § 9 § 6,UK_CSV0000000000007905 § 10 § 6,UK_CSV0000000000007905 § 11 § 6,UK_CSV0000000000007905 § 12 § 6,UK_CSV0000000000007905 § 13 § 6,UK_CSV0000000000007905 § 14 § 6,UK_CSV0000000000007905 § 15 § 6,UK_CSV0000000000007905 § 16 § 6
UK_CSV0000000000007905 § 0 § 7,UK_CSV0000000000007905 § 1 § 7,UK_CSV0000000000007905 § 2 § 7,UK_CSV0000000000007905 § 3 § 7,UK_CSV0000000000007905 § 4 § 7,UK_CSV0000000000007905 § 5 § 7,UK_CSV0000000000007905 § 6 § 7,UK_CSV0000000000007905 § 7 § 7,UK_CSV0000000000007905 § 8 § 7,UK_CSV0000000000007905 § 9 § 7,UK_CSV0000000000007905 § 10 § 7,UK_CSV0000000000007905 § 11 § 7,UK_CSV0000000000007905 § 12 § 7,UK_CSV0000000000007905 § 13 § 7,UK_CSV0000000000007905 § 14 § 7,UK_CSV0000000000007905 § 15 § 7,UK_CSV0000000000007905 § 16 § 7
UK_CSV0000000000007905 § 0 § 8,UK_CSV0000000000007905 § 1 § 8,UK_CSV0000000000007905 § 2 § 8,UK_CSV0000000000007905 § 3 § 8,UK_CSV0000000000007905 § 4 § 8,UK_CSV0000000000007905 § 5 § 8,UK_CSV0000000000007905 § 6 § 8,UK_CSV0000000000007905 § 7 § 8,UK_CSV0000000000007905 § 8 § 8,UK_CSV0000000000007905 § 9 § 8,UK_CSV0000000000007905 § 10 § 8,UK_CSV0000000000007905 § 11 § 8,UK_CSV0000000000007905 § 12 § 8,UK_CSV0000000000007905 § 13 § 8,UK_CSV0000000000007905 § 14 § 8,UK_CSV0000000000007905 § 15 § 8,UK_CSV0000000000007905 § 16 § 8
UK_CSV0000000000007905 § 0 § 9,UK_CSV0000000000007905 § 1 § 9,UK_CSV0000000000007905 § 2 § 9,UK_CSV0000000000007905 § 3 § 9,UK_CSV0000000000007905 § 4 § 9,UK_CSV0000000000007905 § 5 § 9,UK_CSV0000000000007905 § 6 § 9,UK_CSV0000000000007905 § 7 § 9,UK_CSV0000000000007905 § 8 § 9,UK_CSV0000000000007905 § 9 § 9,UK_CSV0000000000007905 § 10 § 9,UK_CSV0000000000007905 § 11 § 9,UK_CSV0000000000007905 § 12 § 9,UK_CSV0000000000007905 § 13 § 9,UK_CSV0000000000007905 § 14 § 9,UK_CSV0000000000007905 § 15 § 9,UK_CSV0000000000007905 § 16 § 9
UK_CSV0000000000007905 § 0 § 10,UK_CSV0000000000007905 § 1 § 10,UK_CSV0000000000007905 § 2 § 10,UK_CSV0000000000007905 § 3 § 10,UK_CSV0000000000007905 § 4 § 10,UK_CSV0000000000007905 § 5 § 10,UK_CSV0000000000007905 § 6 § 10,UK_CSV0000000000007905 § 7 § 10,UK_CSV0000000000007905 § 8 § 10,UK_CSV0000000000007905 § 9 § 10,UK_CSV0000000000007905 § 10 § 10,UK_CSV0000000000007905 § 11 § 10,UK_CSV0000000000007905 § 12 § 10,UK_CSV0000000000007905 § 13 § 10,UK_CSV0000000000007905 § 14 § 10,UK_CSV0000000000007905 § 15 § 10,UK_CSV0000000000007905 § 16 § 10
UK_CSV0000000000007905 § 0 § 11,UK_CSV0000000000007905 § 1 § 11,UK_CSV0000000000007905 § 2 § 11,UK_CSV0000000000007905 § 3 § 11,UK_CSV0000000000007905 § 4 § 11,UK_CSV0000000000007905 § 5 § 11,UK_CSV0000000000007905 § 6 § 11,UK_CSV0000000000007905 § 7 § 11,UK_CSV0000000000007905 § 8 § 11,UK_CSV0000000000007905 § 9 § 11,UK_CSV0000000000007905 § 10 § 11,UK_CSV0000000000007905 § 11 § 11,UK_CSV0000000000007905 § 12 § 11,UK_CSV0000000000007905 § 13 § 11,UK_CSV0000000000007905 § 14 § 11,UK_CSV0000000000007905 § 15 § 11,UK_CSV0000000000007905 § 16 § 11
UK_CSV0000000000007905 § 0 § 12,UK_CSV0000000000007905 § 1 § 12,UK_CSV0000000000007905 § 2 § 12,UK_CSV0000000000007905 § 3 § 12,UK_CSV0000000000007905 § 4 § 12,UK_CSV0000000000007905 § 5 § 12,UK_CSV0000000000007905 § 6 § 12,UK_CSV0000000000007905 § 7 § 12,UK_CSV0000000000007905 § 8 § 12,UK_CSV0000000000007905 § 9 § 12,UK_CSV0000000000007905 § 10 § 12,UK_CSV0000000000007905 § 11 § 12,UK_CSV0000000000007905 § 12 § 12,UK_CSV0000000000007905 § 13 § 12,UK_CSV0000000000007905 § 14 § 12,UK_CSV0000000000007905 § 15 § 12,UK_CSV0000000000007905 § 16 § 12
UK_CSV0000000000007905 § 0 § 13,UK_CSV0000000000007905 § 1 § 13,UK_CSV0000000000007905 § 2 § 13,UK_CSV0000000000007905 § 3 § 13,UK_CSV0000000000007905 § 4 § 13,UK_CSV0000000000007905 § 5 § 13,UK_CSV0000000000007905 § 6 § 13,UK_CSV0000000000007905 § 7 § 13,UK_CSV0000000000007905 § 8 § 13,UK_CSV0000000000007905 § 9 § 13,UK_CSV0000000000007905 § 10 § 13,UK_CSV0000000000007905 § 11 § 13,UK_CSV0000000000007905 § 12 § 13,UK_CSV0000000000007905 § 13 § 13,UK_CSV0000000000007905 § 14 § 13,UK_CSV0000000000007905 § 15 § 13,UK_CSV0000000000007905 § 16 § 13
UK_CSV0000000000007905 § 0 § 14,UK_CSV0000000000007905 § 1 § 14,UK_CSV0000000000007905 § 2 § 14,UK_CSV0000000000007905 § 3 § 14,UK_CSV0000000000007905 § 4 § 14,UK_CSV0000000000007905 § 5 § 14,UK_CSV0000000000007905 § 6 § 14,UK_CSV0000000000007905 § 7 § 14,UK_CSV0000000000007905 § 8 § 14,UK_CSV0000000000007905 § 9 § 14,UK_CSV0000000000007905 § 10 § 14,UK_CSV0000000000007905 § 11 § 14,UK_CSV0000000000007905 § 12 § 14,UK_CSV0000000000007905 § 13 § 14,UK_CSV0000000000007905 § 14 § 14,UK_CSV0000000000007905 § 15 § 14,UK_CSV0000000000007905 § 16 § 14
UK_CSV0000000000007905 § 0 § 15,UK_CSV0000000000007905 § 1 § 15,UK_CSV0000000000007905 § 2 § 15,UK_CSV0000000000007905 § 3 § 15,UK_CSV0000000000007905 § 4 § 15,UK_CSV0000000000007905 § 5 § 15,UK_CSV0000000000007905 § 6 § 15,UK_CSV0000000000007905 § 7 § 15,UK_CSV0000000000007905 § 8 § 15,UK_CSV0000000000007905 § 9 § 15,UK_CSV0000000000007905 § 10 § 15,UK_CSV0000000000007905 § 11 § 15,UK_CSV0000000000007905 § 12 § 15,UK_CSV0000000000007905 § 13 § 15,UK_CSV0000000000007905 § 14 § 15,UK_CSV0000000000007905 § 15 § 15,UK_CSV0000000000007905 § 16 § 15
UK_CSV0000000000007905 § 0 § 16,UK_CSV0000000000007905 § 1 § 16,UK_CSV0000000000007905 § 2 § 16,UK_CSV0000000000007905 § 3 § 16,UK_CSV0000000000007905 § 4 § 16,UK_CSV0000000000007905 § 5 § 16,UK_CSV0000000000007905 § 6 § 16,UK_CSV0000000000007905 § 7 § 16,UK_CSV0000000000007905 § 8 § 16,UK_CSV0000000000007905 § 9 § 16,UK_CSV0000000000007905 § 10 § 16,UK_CSV0000000000007905 § 11 § 16,UK_CSV0000000000007905 § 12 § 16,UK_CSV0000000000007905 § 13 § 16,UK_CSV0000000000007905 § 14 § 16,UK_CSV0000000000007905 § 15 § 16,UK_CSV0000000000007905 § 16 § 16
UK_CSV0000000000007905 § 0 § 17,UK_CSV0000000000007905 § 1 § 17,UK_CSV0000000000007905 § 2 § 17,UK_CSV0000000000007905 § 3 § 17,UK_CSV0000000000007905 § 4 § 17,UK_CSV0000000000007905 § 5 § 17,UK_CSV0000000000007905 § 6 § 17,UK_CSV0000000000007905 § 7 § 17,UK_CSV0000000000007905 § 8 § 17,UK_CSV0000000000007905 § 9 § 17,UK_CSV0000000000007905 § 10 § 17,UK_CSV0000000000007905 § 11 § 17,UK_CSV0000000000007905 § 12 § 17,UK_CSV0000000000007905 § 13 § 17,UK_CSV0000000000007905 § 14 § 17,UK_CSV0000000000007905 § 15 § 17,UK_CSV0000000000007905 § 16 § 17
UK_CSV0000000000007905 § 0 § 18,UK_CSV0000000000007905 § 1 § 18,UK_CSV0000000000007905 § 2 § 18,UK_CSV0000000000007905 § 3 § 18,UK_CSV0000000000007905 § 4 § 18,UK_CSV0000000000007905 § 5 § 18,UK_CSV0000000000007905 § 6 § 18,UK_CSV0000000000007905 § 7 § 18,UK_CSV0000000000007905 § 8 § 18,UK_CSV0000000000007905 § 9 § 18,UK_CSV0000000000007905 § 10 § 18,UK_CSV0000000000007905 § 11 § 18,UK_CSV0000000000007905 § 12 § 18,UK_CSV0000000000007905 § 13 § 18,UK_CSV0000000000007905 § 14 § 18,UK_CSV0000000000007905 § 15 § 18,UK_CSV0000000000007905 § 16 § 18
UK_CSV0000000000007905 § 0 § 19,UK_CSV0000000000007905 § 1 § 19,UK_CSV0000000000007905 § 2 § 19,UK_CSV0000000000007905 § 3 § 19,UK_CSV0000000000007905 § 4 § 19,UK_CSV0000000000007905 § 5 § 19,UK_CSV0000000000007905 § 6 § 19,UK_CSV0000000000007905 § 7 § 19,UK_CSV0000000000007905 § 8 § 19,UK_CSV0000000000007905 § 9 § 19,UK_CSV0000000000007905 § 10 § 19,UK_CSV0000000000007905 § 11 § 19,UK_CSV0000000000007905 § 12 § 19,UK_CSV0000000000007905 § 13 § 19,UK_CSV0000000000007905 § 14 § 19,UK_CSV0000000000007905 § 15 § 19,UK_CSV0000000000007905 § 16 § 19
UK_CSV0000000000007905 § 0 § 20,UK_CSV0000000000007905 § 1 § 20,UK_CSV0000000000007905 § 2 § 20,UK_CSV0000000000007905 § 3 § 20,UK_CSV0000000000007905 § 4 § 20,UK_CSV0000000000007905 § 5 § 20,UK_CSV0000000000007905 § 6 § 20,UK_CSV0000000000007905 § 7 § 20,UK_CSV0000000000007905 § 8 § 20,UK_CSV0000000000007905 § 9 § 20,UK_CSV0000000000007905 § 10 § 20,UK_CSV0000000000007905 § 11 § 20,UK_CSV0000000000007905 § 12 § 20,UK_CSV0000000000007905 § 13 § 20,UK_CSV0000000000007905 § 14 § 20,UK_CSV0000000000007905 § 15 § 20,UK_CSV0000000000007905 § 16 § 20
UK_CSV0000000000007905 § 0 § 21,UK_CSV0000000000007905 § 1 § 21,UK_CSV0000000000007905 § 2 § 21,UK_CSV0000000000007905 § 3 § 21,UK_CSV0000000000007905 § 4 § 21,UK_CSV0000000000007905 § 5 § 21,UK_CSV0000000000007905 § 6 § 21,UK_CSV0000000000007905 § 7 § 21,UK_CSV0000000000007905 § 8 § 21,UK_CSV0000000000007905 § 9 § 21,UK_CSV0000000000007905 § 10 § 21,UK_CSV0000000000007905 § 11 § 21,UK_CSV0000000000007905 § 12 § 21,UK_CSV0000000000007905 § 13 § 21,UK_CSV0000000000007905 § 14 § 21,UK_CSV0000000000007905 § 15 § 21,UK_CSV0000000000007905 § 16 § 21
UK_CSV0000000000007905 § 0 § 22,UK_CSV0000000000007905 § 1 § 22,UK_CSV0000000000007905 § 2 § 22,UK_CSV0000000000007905 § 3 § 22,UK_CSV0000000000007905 § 4 § 22,UK_CSV0000000000007905 § 5 § 22,UK_CSV0000000000007905 § 6 § 22,UK_CSV0000000000007905 § 7 § 22,UK_CSV0000000000007905 § 8 § 22,UK_CSV0000000000007905 § 9 § 22,UK_CSV0000000000007905 § 10 § 22,UK_CSV0000000000007905 § 11 § 22,UK_CSV0000000000007905 § 12 § 22,UK_CSV0000000000007905 § 13 § 22,UK_CSV0000000000007905 § 14 § 22,UK_CSV0000000000007905 § 15 § 22,UK_CSV0000000000007905 § 16 § 22
UK_CSV0000000000007905 § 0 § 23,UK_CSV0000000000007905 § 1 § 23,UK_CSV0000000000007905 § 2 § 23,UK_CSV0000000000007905 § 3 § 23,UK_CSV0000000000007905 § 4 § 23,UK_CSV0000000000007905 § 5 § 23,UK_CSV0000000000007905 § 6 § 23,UK_CSV0000000000007905 § 7 § 23,UK_CSV0000000000007905 § 8 § 23,UK_CSV0000000000007905 § 9 § 23,UK_CSV0000000000007905 § 10 § 23,UK_CSV0000000000007905 § 11 § 23,UK_CSV0000000000007905 § 12 § 23,UK_CSV0000000000007905 § 13 § 23,UK_CSV0000000000007905 § 14 § 23,UK_CSV0000000000007905 § 15 § 23,UK_CSV0000000000007905 § 16 § 23
UK_CSV0000000000007905 § 0 § 24,UK_CSV0000000000007905 § 1 § 24,UK_CSV0000000000007905 § 2 § 24,UK_CSV0000000000007905 § 3 § 24,UK_CSV0000000000007905 § 4 § 24,UK_CSV0000000000007905 § 5 § 24,UK_CSV0000000000007905 § 6 § 24,UK_CSV0000000000007905 § 7 § 24,UK_CSV0000000000007905 § 8 § 24,UK_CSV0000000000007905 § 9 § 24,UK_CSV0000000000007905 § 10 § 24,UK_CSV0000000000007905 § 11 § 24,UK_CSV0000000000007905 § 12 § 24,UK_CSV0000000000007905 § 13 § 24,UK_CSV0000000000007905 § 14 § 24,UK_CSV0000000000007905 § 15 § 24,UK_CSV0000000000007905 § 16 § 24
UK_CSV0000000000007905 § 0 § 25,UK_CSV0000000000007905 § 1 § 25,UK_CSV0000000000007905 § 2 § 25,UK_CSV0000000000007905 § 3 § 25,UK_CSV0000000000007905 § 4 § 25,UK_CSV0000000000007905 § 5 § 25,UK_CSV0000000000007905 § 6 § 25,UK_CSV0000000000007905 § 7 § 25,UK_CSV0000000000007905 § 8 § 25,UK_CSV0000000000007905 § 9 § 25,UK_CSV0000000000007905 § 10 § 25,UK_CSV0000000000007905 § 11 § 25,UK_CSV0000000000007905 § 12 § 25,UK_CSV0000000000007905 § 13 § 25,UK_CSV0000000000007905 § 14 § 25,UK_CSV0000000000007905 § 15 § 25,UK_CSV0000000000007905 § 16 § 25
UK_CSV0000000000007905 § 0 § 26,UK_CSV0000000000007905 § 1 § 26,UK_CSV0000000000007905 § 2 § 26,UK_CSV0000000000007905 § 3 § 26,UK_CSV0000000000007905 § 4 § 26,UK_CSV0000000000007905 § 5 § 26,UK_CSV0000000000007905 § 6 § 26,UK_CSV0000000000007905 § 7 § 26,UK_CSV0000000000007905 § 8 § 26,UK_CSV0000000000007905 § 9 § 26,UK_CSV0000000000007905 § 10 § 26,UK_CSV0000000000007905 § 11 § 26,UK_CSV0000000000007905 § 12 § 26,UK_CSV0000000000007905 § 13 § 26,UK_CSV0000000000007905 § 14 § 26,UK_CSV0000000000007905 § 15 § 26,UK_CSV0000000000007905 § 16 § 26
UK_CSV0000000000007905 § 0 § 27,UK_CSV0000000000007905 § 1 § 27,UK_CSV0000000000007905 § 2 § 27,UK_CSV0000000000007905 § 3 § 27,UK_CSV0000000000007905 § 4 § 27,UK_CSV0000000000007905 § 5 § 27,UK_CSV0000000000007905 § 6 § 27,UK_CSV0000000000007905 § 7 § 27,UK_CSV0000000000007905 § 8 § 27,UK_CSV0000000000007905 § 9 § 27,UK_CSV0000000000007905 § 10 § 27,UK_CSV0000000000007905 § 11 § 27,UK_CSV0000000000007905 § 12 § 27,UK_CSV0000000000007905 § 13 § 27,UK_CSV0000000000007905 § 14 § 27,UK_CSV0000000000007905 § 15 § 27,UK_CSV0000000000007905 § 16 § 27
UK_CSV0000000000007905 § 0 § 28,UK_CSV0000000000007905 § 1 § 28,UK_CSV0000000000007905 § 2 § 28,UK_CSV0000000000007905 § 3 § 28,UK_CSV0000000000007905 § 4 § 28,UK_CSV0000000000007905 § 5 § 28,UK_CSV0000000000007905 § 6 § 28,UK_CSV0000000000007905 § 7 § 28,UK_CSV0000000000007905 § 8 § 28,UK_CSV0000000000007905 § 9 § 28,UK_CSV0000000000007905 § 10 § 28,UK_CSV0000000000007905 § 11 § 28,UK_CSV0000000000007905 § 12 § 28,UK_CSV0000000000007905 § 13 § 28,UK_CSV0000000000007905 § 14 § 28,UK_CSV0000000000007905 § 15 § 28,UK_CSV0000000000007905 § 16 § 28
