facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,EXTENDED STAY AMERICA #9659,3304 BARDSTOWN RD,LOUISVILLE,KY,40299,22,1998/03/09 00:00:00,15.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,EXTENDED STAY AMERICA #4,401 S. 2ND ST,JEFFERSONTOWN,KY,40299,29,1999/01/29 00:00:00,6.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,63300.0,DAYS INN,401 S. 2ND ST,LOUISVILLE,KY,40216,23,1999/12/13 00:00:00,17.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,63300.0,RESIDENCE INN AIRPORT,9608 BLAIRWOOD ROAD,LOUISVILLE,KY,40209,28,1999/12/28 00:00:00,18.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,56071.0,COMFORT INN & SUITES,13305 DIXIE HWY,LOUISVILLE,KY,40209,23,2000/02/02 00:00:00,6.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,63706.0,INTOWN SUITES HURSTBOURNE,9608 BLAIRWOOD ROAD,LOUISVILLE,KY,40299,22,2009/03/18 00:00:00,17.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,HOLIDAY INN EXPRESS,4600 DIXIE HWY,LOUISVILLE,KY,40299,22,2000/09/21 00:00:00,15.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,COUNTRY INN & SUITES,401 S. 2ND ST,LOUISVILLE,KY,40299,22,2001/08/10 00:00:00,15.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,41062.0,SPRINGHILL SUITES,401 S. 2ND ST,LOUISVILLE,KY,40223,25,2003/09/16 00:00:00,18.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,63706.0,RESIDENCE INN,800 PHILLIPS LN,LOUISVILLE,KY,40241,21,2003/11/26 00:00:00,1.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29032.0,HAMPTON INN,120 N HURSTBOURNE PKWY,LOUISVILLE,KY,40241,21,2003/11/26 00:00:00,15.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,HILTON GARDEN INN AIRPORT,3304 BARDSTOWN RD,LOUISVILLE,KY,40209,23,2004/08/11 00:00:00,17.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,59262.0,FOUR POINTS BY SHERATON,4600 DIXIE HWY,LOUISVILLE,KY,40209,23,2004/08/11 00:00:00,1.0
