cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
51.2.0,51,2,0,reportedby,Staffordshire Police***,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,0,reportedby
51.3.2,51,3,2,fallswithin,Stafordshire Police,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,2,fallswithin
51.6.4,51,6,4,locationvalue,On or ear ALBERT ROAD,On or near ALBERT ROAD,FD_VIOLATION,UK_CSV0000000000006653,4,locationvalue
51.6.5,51,6,5,locationvalue,o location,No location,FD_VIOLATION,UK_CSV0000000000006653,5,locationvalue
51.1.8,51,1,8,monthvalue,2021-10,2021-01,RANDOM_TYPO,UK_CSV0000000000006653,8,monthvalue
51.3.10,51,3,10,fallswithin,Staffordshire Policje,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,10,fallswithin
51.0.11,51,0,11,crimeid,9ae90e186a309d0186e2ad5ca0b70bff8370bc37e51b58f290e7e001407ce0e7,3350d1ce94c665cae1e3c9e3221e841f2822ea1fcaf6bb350436e90fdd342b45,FD_VIOLATION,UK_CSV0000000000006653,11,crimeid
51.7.11,51,7,11,lsoacode,E01029778,E01014287,FD_VIOLATION,UK_CSV0000000000006653,11,lsoacode
51.0.13,51,0,13,crimeid,372576133ad47d8f4cff3d238fa46daae0cf7192db4736ebf2dafa5f287037d6,bf096779025ebea79d8c3763d7fa4257cbd59a4583518f226a9959f9111acb5f,FD_VIOLATION,UK_CSV0000000000006653,13,crimeid
51.7.13,51,7,13,lsoacode,E01029756,E01029792,FD_VIOLATION,UK_CSV0000000000006653,13,lsoacode
51.0.15,51,0,15,crimeid,9ae90e186a309d0186e2ad5ca0b70bff8370bc37e51b58f290e7e001407ce0e7,1fcdf5d85d96df216d9e76c278ae455dd14e29d96476ad188196dd416c57c928,FD_VIOLATION,UK_CSV0000000000006653,15,crimeid
51.6.15,51,6,15,locationvalue,No locatino,No location,FD_VIOLATION,UK_CSV0000000000006653,15,locationvalue
51.0.16,51,0,16,crimeid,9ae90e186a309d0186e2ad5ca0b70bff8370bc37e51b58f290e7e001407ce0e7,d695e379c451a3882698c010855cb4004056d473dfffd6a310e8061e0eae4398,FD_VIOLATION,UK_CSV0000000000006653,16,crimeid
51.6.17,51,6,17,locationvalue,No lxocation,No location,FD_VIOLATION,UK_CSV0000000000006653,17,locationvalue
51.0.19,51,0,19,crimeid,144da7894abb739f484031b68fe24cab7c28c390c318a848900dbf1981cca2d8,a61b49a0c5228605fb41f0f4e5e04e074573bc84591cf7b87f99e46f4b45d396,FD_VIOLATION,UK_CSV0000000000006653,19,crimeid
51.0.22,51,0,22,crimeid,1c23fbfe9df57594e6f53d84424d6c4e0e8e2e737090007687760b781a7539d0,12280b3674b60100e11819c8e776d060b35314371cfe1b2bffbe6699d2eacdaf,FD_VIOLATION,UK_CSV0000000000006653,22,crimeid
51.9.22,51,9,22,outcometype,Unabel to prosecute suspect,Unable to prosecute suspect,FD_VIOLATION,UK_CSV0000000000006653,22,outcometype
51.8.25,51,8,25,lsoaname,Tamworth 002E,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,25,lsoaname
51.0.26,51,0,26,crimeid,1c7b2cc7ab211fe868d683d506ac17608c01c51619011d6fa8105d710b51f7bf,b5186b0fa8cc0ffa3cb51c34f7cc63ca4433e9132996dcfb9007bae18e23773b,FD_VIOLATION,UK_CSV0000000000006653,26,crimeid
51.8.26,51,8,26,lsoaname,East Staffordshire 008C,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,26,lsoaname
51.2.27,51,2,27,reportedby,Stafvfordshire Police,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,27,reportedby
51.3.28,51,3,28,fallswithin,Staffordsihre Police,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,28,fallswithin
51.8.28,51,8,28,lsoaname,Stoke-on-Trent 022D,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,28,lsoaname
51.3.29,51,3,29,fallswithin,Staffordshire Polie,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,29,fallswithin
51.8.29,51,8,29,lsoaname,Newcastle-under-Lyme 011E,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,29,lsoaname
51.3.30,51,3,30,fallswithin,StaffordshirePolice,Staffordshire Police,RANDOM_TYPO,UK_CSV0000000000006653,30,fallswithin
51.8.30,51,8,30,lsoaname,Lichfield 006D,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,30,lsoaname
51.0.31,51,0,31,crimeid,1c23fbfe9df57594e6f53d84424d6c4e0e8e2e737090007687760b781a7539d0,29faacecc038b12d7565ad78cd2475cdf3fd67f41cd889cfc6ffb6757a97851e,FD_VIOLATION,UK_CSV0000000000006653,31,crimeid
51.8.31,51,8,31,lsoaname,Cannock Chase 004B,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,31,lsoaname
51.0.32,51,0,32,crimeid,1c23fbfe9df57594e6f53d84424d6c4e0e8e2e737090007687760b781a7539d0,8a5821f255019634b10940ccfde88a1fb0381fd8b85d28be2e8e0e2e39a232d3,FD_VIOLATION,UK_CSV0000000000006653,32,crimeid
51.0.33,51,0,33,crimeid,1c7b2cc7ab211fe868d683d506ac17608c01c51619011d6fa8105d710b51f7bf,f7a6ee9d3f925d9ab907f32833a743deef6938650b948229b703c0630abd74bb,FD_VIOLATION,UK_CSV0000000000006653,33,crimeid
51.1.33,51,1,33,monthvalue,2x021-01,2021-01,RANDOM_TYPO,UK_CSV0000000000006653,33,monthvalue
51.0.34,51,0,34,crimeid,eed247b2298fedf725557d6c51dd54e13f21228c0ebdeecf8d0c15cc5cd17038,84e9fbb276fa20113e5bff55ae0a7bfccef025db8ac4af23114116ea0017f937,FD_VIOLATION,UK_CSV0000000000006653,34,crimeid
51.0.35,51,0,35,crimeid,fe5547b825f70396d374c1eb5be56f3ed64957b93b4b2939ca9001af8a26cdec,e1598c247000e9b7ea952b72c33d24923197c7ffb2ee53f8b552eca1386826e4,FD_VIOLATION,UK_CSV0000000000006653,35,crimeid
51.8.35,51,8,35,lsoaname,Lichfield 006D,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,35,lsoaname
51.8.36,51,8,36,lsoaname,East Staffordshire 013D,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,36,lsoaname
51.0.37,51,0,37,crimeid,1c23fbfe9df57594e6f53d84424d6c4e0e8e2e737090007687760b781a7539d0,1675e189812e9f3fb79b709ce65e33aa51842e6fcdaa2d798e10ba392f990965,FD_VIOLATION,UK_CSV0000000000006653,37,crimeid
51.8.37,51,8,37,lsoaname,Stoke-on-Trent 020A,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,37,lsoaname
51.0.38,51,0,38,crimeid,1c23fbfe9df57594e6f53d84424d6c4e0e8e2e737090007687760b781a7539d0,fa64db5ed912ec8967d88598d5c72a9e42ef58181206e3be8ffa2dae7366439a,FD_VIOLATION,UK_CSV0000000000006653,38,crimeid
51.8.38,51,8,38,lsoaname,Newcastle-under-Lyme 007D,Stoke-on-Trent 015D,FD_VIOLATION,UK_CSV0000000000006653,38,lsoaname
51.9.38,51,9,38,outcometype,Investigation complete; n osuspect identified,Investigation complete; no suspect identified,FD_VIOLATION,UK_CSV0000000000006653,38,outcometype
