cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
24.0.0,24,0,0,order_id,UK_CSV0000000000000127,0,order_id,
24.1.0,24,1,0,customer_id,UK_CSV0000000000000127,0,customer_id,
24.2.0,24,2,0,location_code,UK_CSV0000000000000127,0,location_code,
24.3.0,24,3,0,location_id,UK_CSV0000000000000127,0,location_id,
24.4.0,24,4,0,total_cost,UK_CSV0000000000000127,0,total_cost,
24.5.0,24,5,0,shipping_length,UK_CSV0000000000000127,0,shipping_length,
24.6.0,24,6,0,region_code,UK_CSV0000000000000127,0,region_code,
24.7.0,24,7,0,region_name,UK_CSV0000000000000127,0,region_name,
24.8.0,24,8,0,package_length,UK_CSV0000000000000127,0,package_length,
24.9.0,24,9,0,package_area,UK_CSV0000000000000127,0,package_area,FD_VIOLATION
24.0.1,24,0,1,order_id,UK_CSV0000000000000127,1,order_id,FD_VIOLATION
24.1.1,24,1,1,customer_id,UK_CSV0000000000000127,1,customer_id,
24.2.1,24,2,1,location_code,UK_CSV0000000000000127,1,location_code,
24.3.1,24,3,1,location_id,UK_CSV0000000000000127,1,location_id,
24.4.1,24,4,1,total_cost,UK_CSV0000000000000127,1,total_cost,
24.5.1,24,5,1,shipping_length,UK_CSV0000000000000127,1,shipping_length,
24.6.1,24,6,1,region_code,UK_CSV0000000000000127,1,region_code,FD_VIOLATION
24.7.1,24,7,1,region_name,UK_CSV0000000000000127,1,region_name,
24.8.1,24,8,1,package_length,UK_CSV0000000000000127,1,package_length,
24.9.1,24,9,1,package_area,UK_CSV0000000000000127,1,package_area,
24.0.2,24,0,2,order_id,UK_CSV0000000000000127,2,order_id,
24.1.2,24,1,2,customer_id,UK_CSV0000000000000127,2,customer_id,
24.2.2,24,2,2,location_code,UK_CSV0000000000000127,2,location_code,
24.3.2,24,3,2,location_id,UK_CSV0000000000000127,2,location_id,
24.4.2,24,4,2,total_cost,UK_CSV0000000000000127,2,total_cost,
24.5.2,24,5,2,shipping_length,UK_CSV0000000000000127,2,shipping_length,
24.6.2,24,6,2,region_code,UK_CSV0000000000000127,2,region_code,
24.7.2,24,7,2,region_name,UK_CSV0000000000000127,2,region_name,
24.8.2,24,8,2,package_length,UK_CSV0000000000000127,2,package_length,FD_VIOLATION
24.9.2,24,9,2,package_area,UK_CSV0000000000000127,2,package_area,FD_VIOLATION
24.0.3,24,0,3,order_id,UK_CSV0000000000000127,3,order_id,
24.1.3,24,1,3,customer_id,UK_CSV0000000000000127,3,customer_id,
24.2.3,24,2,3,location_code,UK_CSV0000000000000127,3,location_code,
24.3.3,24,3,3,location_id,UK_CSV0000000000000127,3,location_id,
24.4.3,24,4,3,total_cost,UK_CSV0000000000000127,3,total_cost,
24.5.3,24,5,3,shipping_length,UK_CSV0000000000000127,3,shipping_length,
24.6.3,24,6,3,region_code,UK_CSV0000000000000127,3,region_code,
24.7.3,24,7,3,region_name,UK_CSV0000000000000127,3,region_name,FD_VIOLATION
24.8.3,24,8,3,package_length,UK_CSV0000000000000127,3,package_length,
24.9.3,24,9,3,package_area,UK_CSV0000000000000127,3,package_area,
24.0.4,24,0,4,order_id,UK_CSV0000000000000127,4,order_id,
24.1.4,24,1,4,customer_id,UK_CSV0000000000000127,4,customer_id,
24.2.4,24,2,4,location_code,UK_CSV0000000000000127,4,location_code,
24.3.4,24,3,4,location_id,UK_CSV0000000000000127,4,location_id,
24.4.4,24,4,4,total_cost,UK_CSV0000000000000127,4,total_cost,
24.5.4,24,5,4,shipping_length,UK_CSV0000000000000127,4,shipping_length,
24.6.4,24,6,4,region_code,UK_CSV0000000000000127,4,region_code,
24.7.4,24,7,4,region_name,UK_CSV0000000000000127,4,region_name,
24.8.4,24,8,4,package_length,UK_CSV0000000000000127,4,package_length,FD_VIOLATION
24.9.4,24,9,4,package_area,UK_CSV0000000000000127,4,package_area,FD_VIOLATION
24.0.5,24,0,5,order_id,UK_CSV0000000000000127,5,order_id,
24.1.5,24,1,5,customer_id,UK_CSV0000000000000127,5,customer_id,
24.2.5,24,2,5,location_code,UK_CSV0000000000000127,5,location_code,
24.3.5,24,3,5,location_id,UK_CSV0000000000000127,5,location_id,
24.4.5,24,4,5,total_cost,UK_CSV0000000000000127,5,total_cost,
24.5.5,24,5,5,shipping_length,UK_CSV0000000000000127,5,shipping_length,FD_VIOLATION
24.6.5,24,6,5,region_code,UK_CSV0000000000000127,5,region_code,
24.7.5,24,7,5,region_name,UK_CSV0000000000000127,5,region_name,
24.8.5,24,8,5,package_length,UK_CSV0000000000000127,5,package_length,FD_VIOLATION
24.9.5,24,9,5,package_area,UK_CSV0000000000000127,5,package_area,
24.0.6,24,0,6,order_id,UK_CSV0000000000000127,6,order_id,
24.1.6,24,1,6,customer_id,UK_CSV0000000000000127,6,customer_id,
24.2.6,24,2,6,location_code,UK_CSV0000000000000127,6,location_code,
24.3.6,24,3,6,location_id,UK_CSV0000000000000127,6,location_id,
