object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
3309,710536,2020/11/24 05:00:00+00,BOWEN ELEMENTARY SCHOOL,1601 ROOSEVELT LN,40242.0,2020/11/24 05:00:00+00,7,FIELD
3310,708640,2020/11/11 05:00:00+00,DENNY'S,4030 DUTCHMANS LN,40207.0,2020/11/11 05:00:00+00,7,FIELD
3311,703919,2020/08/18 03:59:59+00,DOLLAR TREE #5138,3600 SPRINGHURST BLVD,40241.0,2020/08/25 03:59:59+00,7,FIELD
3312,702313,2020/07/27 03:59:59+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/07/28 03:59:59+00,7,FIELD
3313,710613,2020/11/30 05:00:00+00,AURA LOUNGE,5044 POPLAR LEVEL RD,40219.0,2020/12/02 05:00:00+00,7,FIELD
3314,703121,2020/08/05 03:59:59+00,MCDONALD'S #0258,5600 PRESTON HWY,40219.0,2020/08/12 03:59:59+00,7,FIELD
3315,706201,2020/10/01 03:59:59+00,ACTIVE DAY OF HIKES POINT,3403 BRECKENRIDGE LN,40220.0,2020/10/08 03:59:59+00,7,FIELD
3316,703158,2020/07/25 03:59:59+00,EAGLE FOOD & BEER HALL,1314 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
3317,701516,2020/07/17 03:59:59+00,KROGER L-763,520 N 35TH ST,40212.0,2020/07/20 03:59:59+00,7,FIELD
3318,708656,2020/11/10 05:00:00+00,KROGER L-763,520 N 35TH ST,40212.0,2020/11/12 05:00:00+00,7,FIELD
3319,703964,2020/08/18 03:59:59+00,MOBY DICK,3802 DIXIE HWY,40216.0,2020/08/24 03:59:59+00,7,FIELD
3320,702444,2020/07/29 03:59:59+00,O'REILLY AUTO PARTS,275 BLANKENBAKER PKWY,40243.0,2020/07/31 03:59:59+00,7,FIELD
3321,706522,2020/10/06 03:59:59+00,GRAB N GO,3110 ROCKFORD LN,40216.0,2020/10/08 03:59:59+00,7,FIELD
3322,703159,2020/08/01 03:59:59+00,RAMEN HOUSE,1250 BARDSTOWN RD,40204.0,2020/08/01 03:59:59+00,7,FIELD
3323,701749,2020/07/20 03:59:59+00,DOLLAR TREE,2815 W BROADWAY,40211.0,2020/07/22 03:59:59+00,7,FIELD
3324,708833,2020/11/13 05:00:00+00,THOROBRED LOUNGE,3634 S 7TH ST,40216.0,2020/11/23 05:00:00+00,7,FIELD
