facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191,SWIMMING POOL,114078,DONERAIL RUN,11404 TAYLORSVILLE RD,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,433
695,SWIMMING AREA,191,SWIMMING POOL,114079,THE STATION AT MIDDLETOWN,13325 STATION RAIL WAY,LOUISVILLE,KY,40243,22,2022/08/22 00:00:00,434
695,SWIMMING AREA,191,SWIMMING POOL,114276,HAMPTON INN DOWNTOWN LOUISVILLE,101 E JEFFERSON ST,LOUISVILLE,KY,40202,28,2022/01/13 00:00:00,435
695,SWIMMING AREA,191,SWIMMING POOL,114876,HOLIDAY INN EXPRESS,3711 CHAMBERLAIN LANE,LOUISVILLE,KY,40241,21,2022/03/17 00:00:00,436
695,SWIMMING AREA,191,SWIMMING POOL,114877,"TYMBERWOOD TRACE PROPERTIES, LLC",7500 BEECHVIEW DR,LOUISVILLE,KY,40219,27,2022/03/30 00:00:00,437
695,SWIMMING AREA,199,WADING POOL,115449,FOREST SPRINGS SUBDIVISION,3801 ROCK BAY DR,LOUISVILLE,KY,40245,25,2022/05/19 00:00:00,438
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,115450,FOREST SPRINGS SUBDIVISION,3801 ROCK BAY DR,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,439
695,SWIMMING AREA,191,SWIMMING POOL,115451,ICON APARTMENTS,3201 LEITH LANE,LOUISVILLE,KY,40218,28,2022/05/24 00:00:00,440
695,SWIMMING AREA,191,SWIMMING POOL,115549,VERANDA AT NORTON COMMONS,10301 MEETING ST,PROSPECT,KY,40059,21,2022/05/27 00:00:00,441
695,SWIMMING AREA,191,SWIMMING POOL,115550,THE LEGENDS APARTMENTS,11000 INDIAN LEGENDS DR,LOUISVILLE,KY,40241,21,2022/06/03 00:00:00,442
695,SWIMMING AREA,191,SWIMMING POOL,115551,STONEWATER PARK BY ATRUIM,11353 N TAZWELL DR,LOUISVILLE,KY,40241,21,2022/05/27 00:00:00,443
695,SWIMMING AREA,191,SWIMMING POOL,115552,THE PADDOCK AT EASTPOINT,13516 SKYWATCH LANE,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,444
695,SWIMMING AREA,191,SWIMMING POOL,115577,CANTER CHASE APARTMENTS,1200 CANTER CHASE,LOUISVILLE,KY,40242,25,1988/06/07 00:00:00,445
695,SWIMMING AREA,191,SWIMMING POOL,115629,WATERSIDE AT RIVERPARK PLACE - UPPER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,446
695,SWIMMING AREA,191,SWIMMING POOL,115631,WATERSIDE AT RIVERPARK PLACE - LOWER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,447
695,SWIMMING AREA,191,SWIMMING POOL,115633,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2022/06/08 00:00:00,448
695,SWIMMING AREA,191,SWIMMING POOL,115637,MIDDLETOWN LANDING,700 LANDIS RIDGE DR,LOUISVILLE,KY,40245,25,2022/05/26 00:00:00,449
695,SWIMMING AREA,191,SWIMMING POOL,115741,GLENMARY VILLAGE APARTMENTS,9606 CLUBVIEW DR,FERN CREEK,KY,40291,22,2022/06/23 00:00:00,450
695,SWIMMING AREA,191,SWIMMING POOL,115824,THE IVY APARTMENT HOMES,3300 ALTABROOK DR,LOUISVILLE,KY,40245,25,2022/06/15 00:00:00,451
695,SWIMMING AREA,191,SWIMMING POOL,115827,PROSPECT PARK APARTMENTS,2300 GLEN EAGLE DR,LOUISVILLE,KY,40222,26,2022/06/16 00:00:00,452
695,SWIMMING AREA,191,SWIMMING POOL,115828,MALLARD CROSSING AT ST MATTHEWS PHASE II,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/15 00:00:00,453
695,SWIMMING AREA,191,SWIMMING POOL,115829,MALLARD CROSSING AT ST MATTHEWS PHASE I,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/16 00:00:00,454
695,SWIMMING AREA,191,SWIMMING POOL,115831,THE STRATTON,333 WHISPERING BROOK DR,LOUISVILLE,KY,40229,27,1988/06/07 00:00:00,455
695,SWIMMING AREA,191,SWIMMING POOL,115835,MAPLE BROOK APARTMENTS,11507 MAPLE BROOK DR,LOUISVILLE,KY,40241,21,2022/06/14 00:00:00,456
695,SWIMMING AREA,191,SWIMMING POOL,115836,BUTCHERTOWN FLATS - BACK POOL,820 RIVER DELL DR,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,457
695,SWIMMING AREA,191,SWIMMING POOL,115837,BUTCHERTOWN FLATS - FRONT POOL,850 RIVER DELL DRIVE,LOUISVILLE,KY,40206,24,2022/07/06 00:00:00,458
695,SWIMMING AREA,191,SWIMMING POOL,116073,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,459
