cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
1409.netflix_sd_peak,1409,netflix_sd_peak,0.00%,00.0%,FD_VIOLATION,netflix_startup_delay_two_fourhr -> netflix_sd_peak,[e11]
356.packet_loss_two_fourh,356,packet_loss_two_fourh,0.04%,0.0%,RANDOM_TYPO,,[]
631.webloading_two_fourh,631,webloading_two_fourh,436.55,645.67,FD_VIOLATION,webloading_two_fourh -> netflix_failed_two_fourhr,"[e5, e6]"
1338.netflix_failed_two_fourhr,1338,netflix_failed_two_fourhr,0.00%,c0.00%,FD_VIOLATION,downloadpeakave -> netflix_failed_two_fourhr,"[e5, e9]"
547.download_two_one_two_twopm,547,download_two_one_two_twopm,45.67,10.87,FD_VIOLATION,download_two_one_two_twopm -> netflix_failed_peak,[e4]
440.downloadpeakave,440,downloadpeakave,69.13,15.59,FD_VIOLATION,downloadpeakave -> netflix_failed_two_fourhr,"[e2, e3]"
497.webloading_two_fourh,497,webloading_two_fourh,250.93,1196.75,FD_VIOLATION,webloading_two_fourh -> netflix_failed_two_fourhr,"[e5, e6]"
13.netflix_startup_delay_peak,13,netflix_startup_delay_peak,2135.81,1214.81,FD_VIOLATION,netflix_startup_delay_peak -> netflix_sd_peak,[e11]
561.netflix_failed_two_fourhr,561,netflix_failed_two_fourhr,0.00%,.00%,FD_VIOLATION,downloadpeakave -> netflix_failed_two_fourhr,"[e5, e9, e2]"
79.webloading_two_fourh,79,webloading_two_fourh,207.78,645.67,FD_VIOLATION,webloading_two_fourh -> netflix_failed_two_fourhr,"[e5, e6]"
341.netflix_startup_delay_peak,341,netflix_startup_delay_peak,532.5,7209.8,FD_VIOLATION,netflix_startup_delay_peak -> netflix_sd_peak,"[e11, e12]"
450.netflix_startup_delay_two_fourhr,450,netflix_startup_delay_two_fourhr,404.09,1429.02,FD_VIOLATION,netflix_startup_delay_two_fourhr -> i_player_sd_two_fourhr,"[e7, e8, e9, e10]"
1243.i_player_sd_two_fourhr,1243,i_player_sd_two_fourhr,0.00%,0.0%,FD_VIOLATION,netflix_startup_delay_two_fourhr -> i_player_sd_two_fourhr,[e7]
334.dns_failurepeak,334,dns_failurepeak,0.00%,0o.00%,RANDOM_TYPO,,[]
163.downloadpeakave,163,downloadpeakave,69.36,68.74,FD_VIOLATION,downloadpeakave -> netflix_failed_two_fourhr,"[e2, e3]"
162.download_two_fourminave,162,download_two_fourminave,19.45,0.14,FD_VIOLATION,download_two_fourminave -> netflix_failed_peak,[e1]
