reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
711997,2020/12/10 05:00:00+00,BORORMEOS,8670 SMYRNA PKWY,40228.0,2020/12/10 05:00:00+00,4,SURVEY,1203
711998,2020/12/10 05:w00:00+00,SMYRNA VALERO,6403 E MArNSLICK RD,40228.0,2020/12/10 05:00:00+00,4,SURVEY,1204
711999,2020/12/1005:00:00+00,DOLLAR GENERAL #2353***,7701 SMYRA PKWY,40228.0,020/12/10 05:00:00+00,4,SURVEY,1205
712014,2020/12/10 05:00:00+00***,SUBWAY #43919,7100 RAGGARD RD,40216.0,2020/12/10 05:00:00+0q0,4,SURVEY,1206
712015,202012/10 05:00:00+00,RHYTHM FOOD MRAT,801 VALLEY COLEGE DR,40272.0,2020/12/10 05:00:00+00,4,SURVEY,1207
712016,2020/12/10 05:00:00+00,CAPTAIN D'S #3532,1101 DIXIE HWY,40272.0,2020/12/10 05:00:00+00,4,SURVzEY,1208
712017,2020/12/10 05:00:00+00,KFC,10103 DIXIE HWY,40272.0,2020/12/10 05:00:00+00,4,SURhVEY,1209
712018,2020/12/10 05:00:00+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/12/10 05:00:00+00,4,SURVEY,1210
712019,2020/12/10 05:00:00+00,FRISCH'S BIG BOY #201,7401 DIXIE HWY,40258.0,2020/12/10 05:00:00+00,4,SURVEY,1211
712020,2020/12/10 05:00:00+00,SUBWAY,7001 GLOBAL DR,40258.0,202012/10 05:00:00+00,4,SURVEY,1212
712021,2020/f12/10 05:00:00+00,QUICK FOOD MART,7031 GLOBAL DR,40258.0,2020/12/10 05:00:00+00,4,SURVEY,1213
712022,2020/12m/10 05:00:00+00,MG'S PRIMETIME CAFE,7017 GLOBAL DR,40258.0,2020/12/10 05:00:00+00,4,SURVEY,1214
712027,2020/12/10 05:00:00+00,KROGER L-764,9501 WESTPORT RD,40241.0,2020/12/10 05:00:00+00,4,SURVYE,1215
712028,2020/12/10 05:0:00+00,LA COCINA DE MAMA,2809 N HURSTBOURNE PKWY,40223.0,2020/12/10 05:00:00+00,4,SUREY,1216
712030,2020/12/10 05:00:00+00,WEI WEI CHINESE EXPRESS,526 S 5TH ST,40202.0,2020/12/10 05:00:00+00,4,qSURVEY,1217
712032,2020/12/10 05:00:00+00,MASALA GRILL,528 S 5TH ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1218
712033,2020/12/10 05:00:00+00,O&S ASIAN MARKET,1800 BERRY BLVD,40215.0,2020/12/10 05:00:00+00,4,SURVEY,1219
712037,2020/12/10 05:00:00+00,WICKS PIZA,3348 HIKES LN,40220.0,2020/12/10 05:00:00+00,4,StURVEY,1220
712038,2020/12/10 05:00:00+00,LENNY'S SUB SHOP,3942 TAYLORSVILLE RD,40220.0,2020/12/10 5:00:00+00,4,SURVYE,1221
712039,2020/12/10 05:00:00+00,TACOBELL,3950 TAYLORSVILLE RD,40220.0,2020/12/10 d05:00:00+00,4,SURVEY,1222
712040,2020/12/10 05:00:00+00,STARBUrCKS #11798,395 4TAYLORSVILLE RD,40220.0,2020/12/10 5:00:00+00,4,SURVEY,1223
712041,2020/12/10 05:00:00+00,O'CHARLEY'S,1901 S HURSTBOURNE PKWY,40220.0,2020/12/10 05:00:00+00,4,SURVEY,1224
712043,2020/12/10 05:00:00+00,SUBWAY,1823 PLANTSIDE DR,40299.0,2020/12/10 05:00:00+00,4,SwURVEY,1225
711795,2020/12/09 05:00:00+00,ACTIVE IMAGINATIONS CDC,4210 S wCHURCH WAY,40207.0,2020/12/09 05:00:00+00,4,SUREY,1226
712051,2020/12/10 05:00:00+00,MELTING POT,2045 S HURTSBOURNE PKWY,40220.0,2020/12/10 05:00:00+00,4,SURVYE,1227
712053,2020/12/10 05:00:00+00,PRIMO'S PIZZERIA,2043 S HURSTBOURNE PKWY,40220.0,2020/12/10 05:00:00+00,4,SURVEY,1228
712055,2020/12/10 05:00:00+00,KANSAI JAPANESE STEAKHOUSE,1850 S HURSTBOURNEPKWY,40220.0,2020/12/10m 05:00:00+00,4,SUrRVEY,1229
712056,2020/12/10 05:00:00+00,SHALIMAR RESTAURANT,185 0S HURSTBOURNE PKWY,40220.0,2020/h12/10 05:00:00+00,4,SRUVEY,1230
711796,2020/12/09 05:00:00+00,KRIBS 2 KIDS ACADEMY,111 FAIRMEAD ERD,40207.0,20201/2/09 05:00:00+00,4,SURVEY,1231
712057,2020/12/10 05:q00:00+00,YEN CHING,1850 S HURSTBOURNE PKWY,40220.0,2020/12/10 05:00:00+00,4,SUVEY,1232
711520,2020/12/07 05:00:00+00,HUNGRY PELICAN,5412 BARDSTOWN RD,40291.0,2020/12/07 05:00:00u+00,4,SURVEY,1233
