cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
30.region_code,30,region_code,Y55,Y57,FD_VIOLATION,area_team_code -> region_code,"[e42, e8, e44, e43, e24, e46, e34, e39, e16, e29]"
191.region_name,191,region_name,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,IDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,FD_VIOLATION,area_team_code -> region_name,"[e31, e10, e43, e45, e26, e36, e18]"
297.sourcevalue,297,sourcevalue,Repairs_report,Repairsreport,FD_VIOLATION,variablevalue -> sourcevalue,[e2]
299.periodenddate,299,periodenddate,31/03/2016,1/03/2016,RANDOM_TYPO,,[]
300.area_team_geography_code,300,area_team_geography_code,E39000009,E39000009***,FD_VIOLATION,area_team_code -> area_team_geography_code,"[e20, e13, e12, e17, e16, e3]"
109.country_name,109,country_name,England,nEgland,RANDOM_TYPO,,[]
275.area_team_geography_code,275,area_team_geography_code,E39000003,E3900j0003,FD_VIOLATION,area_team_code -> area_team_geography_code,"[e20, e3]"
246.sub_region_code,246,sub_region_code,Q72,Qd72,FD_VIOLATION,area_team_code -> sub_region_code,"[e30, e32, e21, e13, e37]"
55.region_code,55,region_code,Y54,54,FD_VIOLATION,area_team_code -> region_code,"[e42, e8, e44, e43, e24, e46, e34, e39, e16]"
135.raw_value,135,raw_value,0.0,11.0,FD_VIOLATION,adjusted_value -> raw_value,[e1]
18.area_team_code,18,area_team_code,Q46,Q59,FD_VIOLATION,area_team_code -> area_team_geography_code,"[e5, e6, e7, e8, e11, e9, e10, e19, e3, e4]"
73.sub_region_code,73,sub_region_code,Q74,74,FD_VIOLATION,area_team_code -> sub_region_code,"[e5, e32, e21, e13, e37]"
59.region_name,59,region_name,NORTH OF ENGLAND COMMISSIONING REGION,NORTH OF ENjGLAND COMMISSIONING REGION,FD_VIOLATION,area_team_code -> region_name,"[e31, e41, e10, e43, e45, e26, e18]"
222.area_team_geography_code,222,area_team_geography_code,E39000003,E39000003***,FD_VIOLATION,area_team_code -> area_team_geography_code,"[e20, e3]"
43.region_code,43,region_code,Y54,Y45,FD_VIOLATION,area_team_code -> region_code,"[e42, e44, e43, e24, e46, e34, e39, e16, e29]"
152.sub_region_name,152,sub_region_name,NHS ENGLAND EAST,NHS ENGLAN EAST,FD_VIOLATION,area_team_code -> sub_region_name,"[e7, e33, e23, e15, e28]"
10.variablevalue,10,variablevalue,ESTtwoSmallESA,ESTthrLensHOne,FD_VIOLATION,variablevalue -> sourcevalue,[e2]
