source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000002591,3,survey_name,1,3,RANDOM_TYPO
UK_CSV0000000000002591,5,sample_key,1,5,FD_VIOLATION
UK_CSV0000000000002591,6,sample_key,1,6,FD_VIOLATION
UK_CSV0000000000002591,6,date_type,1,6,RANDOM_TYPO
UK_CSV0000000000002591,6,abundance_sacforn,1,6,FD_VIOLATION
UK_CSV0000000000002591,6,sample_comment,1,6,FD_VIOLATION
UK_CSV0000000000002591,7,sample_key,1,7,FD_VIOLATION
UK_CSV0000000000002591,7,aphia_id,1,7,FD_VIOLATION
UK_CSV0000000000002591,8,sample_comment,1,8,FD_VIOLATION
UK_CSV0000000000002591,9,latitude,1,9,FD_VIOLATION
UK_CSV0000000000002591,10,sample_key,1,10,FD_VIOLATION
UK_CSV0000000000002591,10,latitude,1,10,FD_VIOLATION
UK_CSV0000000000002591,11,survey_name,1,11,RANDOM_TYPO
UK_CSV0000000000002591,11,sample_key,1,11,FD_VIOLATION
UK_CSV0000000000002591,12,record_key,1,12,FD_VIOLATION
UK_CSV0000000000002591,12,survey_key,1,12,RANDOM_TYPO
UK_CSV0000000000002591,12,latitude,1,12,FD_VIOLATION
UK_CSV0000000000002591,13,record_key,1,13,FD_VIOLATION
UK_CSV0000000000002591,13,latitude,1,13,FD_VIOLATION
UK_CSV0000000000002591,13,longitude,1,13,FD_VIOLATION
UK_CSV0000000000002591,14,date_type,1,14,RANDOM_TYPO
UK_CSV0000000000002591,14,longitude,1,14,FD_VIOLATION
UK_CSV0000000000002591,15,location_name,1,15,FD_VIOLATION
UK_CSV0000000000002591,15,latitude,1,15,FD_VIOLATION
UK_CSV0000000000002591,15,species,1,15,FD_VIOLATION
UK_CSV0000000000002591,15,sample_comment,1,15,FD_VIOLATION
UK_CSV0000000000002591,16,survey_name,1,16,RANDOM_TYPO
UK_CSV0000000000002591,16,sample_key,1,16,FD_VIOLATION
UK_CSV0000000000002591,16,end_date,1,16,FD_VIOLATION
UK_CSV0000000000002591,16,location_name,1,16,FD_VIOLATION
UK_CSV0000000000002591,16,latitude,1,16,FD_VIOLATION
UK_CSV0000000000002591,16,sample_comment,1,16,FD_VIOLATION
UK_CSV0000000000002591,17,sample_key,1,17,FD_VIOLATION
UK_CSV0000000000002591,17,latitude,1,17,FD_VIOLATION
UK_CSV0000000000002591,17,longitude,1,17,FD_VIOLATION
UK_CSV0000000000002591,18,record_key,1,18,FD_VIOLATION
UK_CSV0000000000002591,18,sample_key,1,18,FD_VIOLATION
UK_CSV0000000000002591,18,data_type,1,18,RANDOM_TYPO
UK_CSV0000000000002591,18,latitude,1,18,FD_VIOLATION
UK_CSV0000000000002591,18,sample_comment,1,18,FD_VIOLATION
UK_CSV0000000000002591,19,sample_key,1,19,FD_VIOLATION
UK_CSV0000000000002591,19,date_type,1,19,RANDOM_TYPO
UK_CSV0000000000002591,19,location_name,1,19,FD_VIOLATION
UK_CSV0000000000002591,19,latitude,1,19,FD_VIOLATION
UK_CSV0000000000002591,20,sample_key,1,20,FD_VIOLATION
UK_CSV0000000000002591,20,latitude,1,20,FD_VIOLATION
UK_CSV0000000000002591,20,sample_comment,1,20,FD_VIOLATION
UK_CSV0000000000002591,21,record_key,1,21,FD_VIOLATION
UK_CSV0000000000002591,21,sample_key,1,21,FD_VIOLATION
UK_CSV0000000000002591,21,date_type,1,21,RANDOM_TYPO
UK_CSV0000000000002591,21,longitude,1,21,FD_VIOLATION
UK_CSV0000000000002591,22,record_key,1,22,FD_VIOLATION
UK_CSV0000000000002591,22,sample_key,1,22,FD_VIOLATION
UK_CSV0000000000002591,22,latitude,1,22,FD_VIOLATION
UK_CSV0000000000002591,22,longitude,1,22,FD_VIOLATION
UK_CSV0000000000002591,22,projection,1,22,RANDOM_TYPO
UK_CSV0000000000002591,22,sample_comment,1,22,FD_VIOLATION
UK_CSV0000000000002591,23,sample_key,1,23,FD_VIOLATION
UK_CSV0000000000002591,23,latitude,1,23,FD_VIOLATION
UK_CSV0000000000002591,23,longitude,1,23,FD_VIOLATION
UK_CSV0000000000002591,23,species,1,23,FD_VIOLATION
UK_CSV0000000000002591,24,sample_key,1,24,FD_VIOLATION
UK_CSV0000000000002591,24,latitude,1,24,FD_VIOLATION
UK_CSV0000000000002591,24,aphia_id,1,24,FD_VIOLATION
UK_CSV0000000000002591,24,sample_comment,1,24,FD_VIOLATION
UK_CSV0000000000002591,25,record_key,1,25,FD_VIOLATION
UK_CSV0000000000002591,25,survey_name,1,25,RANDOM_TYPO
UK_CSV0000000000002591,25,sample_key,1,25,FD_VIOLATION
UK_CSV0000000000002591,25,location_name,1,25,FD_VIOLATION
UK_CSV0000000000002591,25,longitude,1,25,FD_VIOLATION
UK_CSV0000000000002591,25,sample_comment,1,25,FD_VIOLATION
UK_CSV0000000000002591,26,sample_key,1,26,FD_VIOLATION
UK_CSV0000000000002591,26,latitude,1,26,FD_VIOLATION
UK_CSV0000000000002591,26,longitude,1,26,FD_VIOLATION
UK_CSV0000000000002591,26,species,1,26,FD_VIOLATION
UK_CSV0000000000002591,26,sample_comment,1,26,FD_VIOLATION
UK_CSV0000000000002591,27,sample_key,1,27,FD_VIOLATION
UK_CSV0000000000002591,27,location_name,1,27,FD_VIOLATION
UK_CSV0000000000002591,28,sample_key,1,28,FD_VIOLATION
UK_CSV0000000000002591,28,location_name,1,28,FD_VIOLATION
