UK_CSV0000000000002591::0::record_key,UK_CSV0000000000002591::1::survey_key,UK_CSV0000000000002591::2::survey_name,UK_CSV0000000000002591::3::sample_key,UK_CSV0000000000002591::4::start_date,UK_CSV0000000000002591::5::end_date,UK_CSV0000000000002591::6::date_type,UK_CSV0000000000002591::7::location_name,UK_CSV0000000000002591::8::data_type,UK_CSV0000000000002591::9::latitude,UK_CSV0000000000002591::10::longitude,UK_CSV0000000000002591::11::projection,UK_CSV0000000000002591::12::aphia_id,UK_CSV0000000000002591::13::species,UK_CSV0000000000002591::14::uncertain,UK_CSV0000000000002591::15::abundance_sacforn,UK_CSV0000000000002591::16::is_dead,UK_CSV0000000000002591::17::sample_comment
UK_CSV0000000000002591 § 0 § 0,UK_CSV0000000000002591 § 1 § 0,UK_CSV0000000000002591 § 2 § 0,UK_CSV0000000000002591 § 3 § 0,UK_CSV0000000000002591 § 4 § 0,UK_CSV0000000000002591 § 5 § 0,UK_CSV0000000000002591 § 6 § 0,UK_CSV0000000000002591 § 7 § 0,UK_CSV0000000000002591 § 8 § 0,UK_CSV0000000000002591 § 9 § 0,UK_CSV0000000000002591 § 10 § 0,UK_CSV0000000000002591 § 11 § 0,UK_CSV0000000000002591 § 12 § 0,UK_CSV0000000000002591 § 13 § 0,UK_CSV0000000000002591 § 14 § 0,UK_CSV0000000000002591 § 15 § 0,UK_CSV0000000000002591 § 16 § 0,UK_CSV0000000000002591 § 17 § 0
UK_CSV0000000000002591 § 0 § 1,UK_CSV0000000000002591 § 1 § 1,UK_CSV0000000000002591 § 2 § 1,UK_CSV0000000000002591 § 3 § 1,UK_CSV0000000000002591 § 4 § 1,UK_CSV0000000000002591 § 5 § 1,UK_CSV0000000000002591 § 6 § 1,UK_CSV0000000000002591 § 7 § 1,UK_CSV0000000000002591 § 8 § 1,UK_CSV0000000000002591 § 9 § 1,UK_CSV0000000000002591 § 10 § 1,UK_CSV0000000000002591 § 11 § 1,UK_CSV0000000000002591 § 12 § 1,UK_CSV0000000000002591 § 13 § 1,UK_CSV0000000000002591 § 14 § 1,UK_CSV0000000000002591 § 15 § 1,UK_CSV0000000000002591 § 16 § 1,UK_CSV0000000000002591 § 17 § 1
UK_CSV0000000000002591 § 0 § 2,UK_CSV0000000000002591 § 1 § 2,UK_CSV0000000000002591 § 2 § 2,UK_CSV0000000000002591 § 3 § 2,UK_CSV0000000000002591 § 4 § 2,UK_CSV0000000000002591 § 5 § 2,UK_CSV0000000000002591 § 6 § 2,UK_CSV0000000000002591 § 7 § 2,UK_CSV0000000000002591 § 8 § 2,UK_CSV0000000000002591 § 9 § 2,UK_CSV0000000000002591 § 10 § 2,UK_CSV0000000000002591 § 11 § 2,UK_CSV0000000000002591 § 12 § 2,UK_CSV0000000000002591 § 13 § 2,UK_CSV0000000000002591 § 14 § 2,UK_CSV0000000000002591 § 15 § 2,UK_CSV0000000000002591 § 16 § 2,UK_CSV0000000000002591 § 17 § 2
UK_CSV0000000000002591 § 0 § 3,UK_CSV0000000000002591 § 1 § 3,UK_CSV0000000000002591 § 2 § 3,UK_CSV0000000000002591 § 3 § 3,UK_CSV0000000000002591 § 4 § 3,UK_CSV0000000000002591 § 5 § 3,UK_CSV0000000000002591 § 6 § 3,UK_CSV0000000000002591 § 7 § 3,UK_CSV0000000000002591 § 8 § 3,UK_CSV0000000000002591 § 9 § 3,UK_CSV0000000000002591 § 10 § 3,UK_CSV0000000000002591 § 11 § 3,UK_CSV0000000000002591 § 12 § 3,UK_CSV0000000000002591 § 13 § 3,UK_CSV0000000000002591 § 14 § 3,UK_CSV0000000000002591 § 15 § 3,UK_CSV0000000000002591 § 16 § 3,UK_CSV0000000000002591 § 17 § 3
UK_CSV0000000000002591 § 0 § 4,UK_CSV0000000000002591 § 1 § 4,UK_CSV0000000000002591 § 2 § 4,UK_CSV0000000000002591 § 3 § 4,UK_CSV0000000000002591 § 4 § 4,UK_CSV0000000000002591 § 5 § 4,UK_CSV0000000000002591 § 6 § 4,UK_CSV0000000000002591 § 7 § 4,UK_CSV0000000000002591 § 8 § 4,UK_CSV0000000000002591 § 9 § 4,UK_CSV0000000000002591 § 10 § 4,UK_CSV0000000000002591 § 11 § 4,UK_CSV0000000000002591 § 12 § 4,UK_CSV0000000000002591 § 13 § 4,UK_CSV0000000000002591 § 14 § 4,UK_CSV0000000000002591 § 15 § 4,UK_CSV0000000000002591 § 16 § 4,UK_CSV0000000000002591 § 17 § 4
UK_CSV0000000000002591 § 0 § 5,UK_CSV0000000000002591 § 1 § 5,UK_CSV0000000000002591 § 2 § 5,UK_CSV0000000000002591 § 3 § 5,UK_CSV0000000000002591 § 4 § 5,UK_CSV0000000000002591 § 5 § 5,UK_CSV0000000000002591 § 6 § 5,UK_CSV0000000000002591 § 7 § 5,UK_CSV0000000000002591 § 8 § 5,UK_CSV0000000000002591 § 9 § 5,UK_CSV0000000000002591 § 10 § 5,UK_CSV0000000000002591 § 11 § 5,UK_CSV0000000000002591 § 12 § 5,UK_CSV0000000000002591 § 13 § 5,UK_CSV0000000000002591 § 14 § 5,UK_CSV0000000000002591 § 15 § 5,UK_CSV0000000000002591 § 16 § 5,UK_CSV0000000000002591 § 17 § 5
UK_CSV0000000000002591 § 0 § 6,UK_CSV0000000000002591 § 1 § 6,UK_CSV0000000000002591 § 2 § 6,UK_CSV0000000000002591 § 3 § 6,UK_CSV0000000000002591 § 4 § 6,UK_CSV0000000000002591 § 5 § 6,UK_CSV0000000000002591 § 6 § 6,UK_CSV0000000000002591 § 7 § 6,UK_CSV0000000000002591 § 8 § 6,UK_CSV0000000000002591 § 9 § 6,UK_CSV0000000000002591 § 10 § 6,UK_CSV0000000000002591 § 11 § 6,UK_CSV0000000000002591 § 12 § 6,UK_CSV0000000000002591 § 13 § 6,UK_CSV0000000000002591 § 14 § 6,UK_CSV0000000000002591 § 15 § 6,UK_CSV0000000000002591 § 16 § 6,UK_CSV0000000000002591 § 17 § 6
UK_CSV0000000000002591 § 0 § 7,UK_CSV0000000000002591 § 1 § 7,UK_CSV0000000000002591 § 2 § 7,UK_CSV0000000000002591 § 3 § 7,UK_CSV0000000000002591 § 4 § 7,UK_CSV0000000000002591 § 5 § 7,UK_CSV0000000000002591 § 6 § 7,UK_CSV0000000000002591 § 7 § 7,UK_CSV0000000000002591 § 8 § 7,UK_CSV0000000000002591 § 9 § 7,UK_CSV0000000000002591 § 10 § 7,UK_CSV0000000000002591 § 11 § 7,UK_CSV0000000000002591 § 12 § 7,UK_CSV0000000000002591 § 13 § 7,UK_CSV0000000000002591 § 14 § 7,UK_CSV0000000000002591 § 15 § 7,UK_CSV0000000000002591 § 16 § 7,UK_CSV0000000000002591 § 17 § 7
UK_CSV0000000000002591 § 0 § 8,UK_CSV0000000000002591 § 1 § 8,UK_CSV0000000000002591 § 2 § 8,UK_CSV0000000000002591 § 3 § 8,UK_CSV0000000000002591 § 4 § 8,UK_CSV0000000000002591 § 5 § 8,UK_CSV0000000000002591 § 6 § 8,UK_CSV0000000000002591 § 7 § 8,UK_CSV0000000000002591 § 8 § 8,UK_CSV0000000000002591 § 9 § 8,UK_CSV0000000000002591 § 10 § 8,UK_CSV0000000000002591 § 11 § 8,UK_CSV0000000000002591 § 12 § 8,UK_CSV0000000000002591 § 13 § 8,UK_CSV0000000000002591 § 14 § 8,UK_CSV0000000000002591 § 15 § 8,UK_CSV0000000000002591 § 16 § 8,UK_CSV0000000000002591 § 17 § 8
