cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
37.0.0,37,0,0,record_key,UK_CSV0000000000002591,0,record_key,
37.1.0,37,1,0,survey_key,UK_CSV0000000000002591,0,survey_key,
37.2.0,37,2,0,survey_name,UK_CSV0000000000002591,0,survey_name,
37.3.0,37,3,0,sample_key,UK_CSV0000000000002591,0,sample_key,
37.4.0,37,4,0,start_date,UK_CSV0000000000002591,0,start_date,
37.5.0,37,5,0,end_date,UK_CSV0000000000002591,0,end_date,
37.6.0,37,6,0,date_type,UK_CSV0000000000002591,0,date_type,
37.7.0,37,7,0,location_name,UK_CSV0000000000002591,0,location_name,
37.8.0,37,8,0,data_type,UK_CSV0000000000002591,0,data_type,
37.9.0,37,9,0,latitude,UK_CSV0000000000002591,0,latitude,
37.10.0,37,10,0,longitude,UK_CSV0000000000002591,0,longitude,
37.11.0,37,11,0,projection,UK_CSV0000000000002591,0,projection,
37.12.0,37,12,0,aphia_id,UK_CSV0000000000002591,0,aphia_id,
37.13.0,37,13,0,species,UK_CSV0000000000002591,0,species,
37.14.0,37,14,0,uncertain,UK_CSV0000000000002591,0,uncertain,
37.15.0,37,15,0,abundance_sacforn,UK_CSV0000000000002591,0,abundance_sacforn,
37.16.0,37,16,0,is_dead,UK_CSV0000000000002591,0,is_dead,
37.17.0,37,17,0,sample_comment,UK_CSV0000000000002591,0,sample_comment,
37.0.1,37,0,1,record_key,UK_CSV0000000000002591,1,record_key,
37.1.1,37,1,1,survey_key,UK_CSV0000000000002591,1,survey_key,
37.2.1,37,2,1,survey_name,UK_CSV0000000000002591,1,survey_name,
37.3.1,37,3,1,sample_key,UK_CSV0000000000002591,1,sample_key,
37.4.1,37,4,1,start_date,UK_CSV0000000000002591,1,start_date,
37.5.1,37,5,1,end_date,UK_CSV0000000000002591,1,end_date,
37.6.1,37,6,1,date_type,UK_CSV0000000000002591,1,date_type,
37.7.1,37,7,1,location_name,UK_CSV0000000000002591,1,location_name,
37.8.1,37,8,1,data_type,UK_CSV0000000000002591,1,data_type,
37.9.1,37,9,1,latitude,UK_CSV0000000000002591,1,latitude,
37.10.1,37,10,1,longitude,UK_CSV0000000000002591,1,longitude,
37.11.1,37,11,1,projection,UK_CSV0000000000002591,1,projection,
37.12.1,37,12,1,aphia_id,UK_CSV0000000000002591,1,aphia_id,
37.13.1,37,13,1,species,UK_CSV0000000000002591,1,species,
37.14.1,37,14,1,uncertain,UK_CSV0000000000002591,1,uncertain,
37.15.1,37,15,1,abundance_sacforn,UK_CSV0000000000002591,1,abundance_sacforn,
37.16.1,37,16,1,is_dead,UK_CSV0000000000002591,1,is_dead,
37.17.1,37,17,1,sample_comment,UK_CSV0000000000002591,1,sample_comment,
37.0.2,37,0,2,record_key,UK_CSV0000000000002591,2,record_key,
37.1.2,37,1,2,survey_key,UK_CSV0000000000002591,2,survey_key,
37.2.2,37,2,2,survey_name,UK_CSV0000000000002591,2,survey_name,
37.3.2,37,3,2,sample_key,UK_CSV0000000000002591,2,sample_key,
37.4.2,37,4,2,start_date,UK_CSV0000000000002591,2,start_date,
37.5.2,37,5,2,end_date,UK_CSV0000000000002591,2,end_date,
37.6.2,37,6,2,date_type,UK_CSV0000000000002591,2,date_type,
37.7.2,37,7,2,location_name,UK_CSV0000000000002591,2,location_name,
37.8.2,37,8,2,data_type,UK_CSV0000000000002591,2,data_type,
37.9.2,37,9,2,latitude,UK_CSV0000000000002591,2,latitude,
37.10.2,37,10,2,longitude,UK_CSV0000000000002591,2,longitude,
37.11.2,37,11,2,projection,UK_CSV0000000000002591,2,projection,
37.12.2,37,12,2,aphia_id,UK_CSV0000000000002591,2,aphia_id,
37.13.2,37,13,2,species,UK_CSV0000000000002591,2,species,
37.14.2,37,14,2,uncertain,UK_CSV0000000000002591,2,uncertain,
37.15.2,37,15,2,abundance_sacforn,UK_CSV0000000000002591,2,abundance_sacforn,
37.16.2,37,16,2,is_dead,UK_CSV0000000000002591,2,is_dead,
37.17.2,37,17,2,sample_comment,UK_CSV0000000000002591,2,sample_comment,
37.0.3,37,0,3,record_key,UK_CSV0000000000002591,3,record_key,
37.1.3,37,1,3,survey_key,UK_CSV0000000000002591,3,survey_key,
37.2.3,37,2,3,survey_name,UK_CSV0000000000002591,3,survey_name,RANDOM_TYPO
37.3.3,37,3,3,sample_key,UK_CSV0000000000002591,3,sample_key,
37.4.3,37,4,3,start_date,UK_CSV0000000000002591,3,start_date,
37.5.3,37,5,3,end_date,UK_CSV0000000000002591,3,end_date,
37.6.3,37,6,3,date_type,UK_CSV0000000000002591,3,date_type,
37.7.3,37,7,3,location_name,UK_CSV0000000000002591,3,location_name,
37.8.3,37,8,3,data_type,UK_CSV0000000000002591,3,data_type,
37.9.3,37,9,3,latitude,UK_CSV0000000000002591,3,latitude,
37.10.3,37,10,3,longitude,UK_CSV0000000000002591,3,longitude,
37.11.3,37,11,3,projection,UK_CSV0000000000002591,3,projection,
37.12.3,37,12,3,aphia_id,UK_CSV0000000000002591,3,aphia_id,
37.13.3,37,13,3,species,UK_CSV0000000000002591,3,species,
37.14.3,37,14,3,uncertain,UK_CSV0000000000002591,3,uncertain,
37.15.3,37,15,3,abundance_sacforn,UK_CSV0000000000002591,3,abundance_sacforn,
37.16.3,37,16,3,is_dead,UK_CSV0000000000002591,3,is_dead,
37.17.3,37,17,3,sample_comment,UK_CSV0000000000002591,3,sample_comment,
37.0.4,37,0,4,record_key,UK_CSV0000000000002591,4,record_key,
37.1.4,37,1,4,survey_key,UK_CSV0000000000002591,4,survey_key,
37.2.4,37,2,4,survey_name,UK_CSV0000000000002591,4,survey_name,
37.3.4,37,3,4,sample_key,UK_CSV0000000000002591,4,sample_key,
37.4.4,37,4,4,start_date,UK_CSV0000000000002591,4,start_date,
37.5.4,37,5,4,end_date,UK_CSV0000000000002591,4,end_date,
37.6.4,37,6,4,date_type,UK_CSV0000000000002591,4,date_type,
37.7.4,37,7,4,location_name,UK_CSV0000000000002591,4,location_name,
37.8.4,37,8,4,data_type,UK_CSV0000000000002591,4,data_type,
37.9.4,37,9,4,latitude,UK_CSV0000000000002591,4,latitude,
37.10.4,37,10,4,longitude,UK_CSV0000000000002591,4,longitude,
37.11.4,37,11,4,projection,UK_CSV0000000000002591,4,projection,
37.12.4,37,12,4,aphia_id,UK_CSV0000000000002591,4,aphia_id,
37.13.4,37,13,4,species,UK_CSV0000000000002591,4,species,
37.14.4,37,14,4,uncertain,UK_CSV0000000000002591,4,uncertain,
37.15.4,37,15,4,abundance_sacforn,UK_CSV0000000000002591,4,abundance_sacforn,
37.16.4,37,16,4,is_dead,UK_CSV0000000000002591,4,is_dead,
37.17.4,37,17,4,sample_comment,UK_CSV0000000000002591,4,sample_comment,
37.0.5,37,0,5,record_key,UK_CSV0000000000002591,5,record_key,
37.1.5,37,1,5,survey_key,UK_CSV0000000000002591,5,survey_key,
37.2.5,37,2,5,survey_name,UK_CSV0000000000002591,5,survey_name,
37.3.5,37,3,5,sample_key,UK_CSV0000000000002591,5,sample_key,FD_VIOLATION
37.4.5,37,4,5,start_date,UK_CSV0000000000002591,5,start_date,
37.5.5,37,5,5,end_date,UK_CSV0000000000002591,5,end_date,
37.6.5,37,6,5,date_type,UK_CSV0000000000002591,5,date_type,
37.7.5,37,7,5,location_name,UK_CSV0000000000002591,5,location_name,
37.8.5,37,8,5,data_type,UK_CSV0000000000002591,5,data_type,
37.9.5,37,9,5,latitude,UK_CSV0000000000002591,5,latitude,
37.10.5,37,10,5,longitude,UK_CSV0000000000002591,5,longitude,
37.11.5,37,11,5,projection,UK_CSV0000000000002591,5,projection,
37.12.5,37,12,5,aphia_id,UK_CSV0000000000002591,5,aphia_id,
37.13.5,37,13,5,species,UK_CSV0000000000002591,5,species,
37.14.5,37,14,5,uncertain,UK_CSV0000000000002591,5,uncertain,
37.15.5,37,15,5,abundance_sacforn,UK_CSV0000000000002591,5,abundance_sacforn,
37.16.5,37,16,5,is_dead,UK_CSV0000000000002591,5,is_dead,
37.17.5,37,17,5,sample_comment,UK_CSV0000000000002591,5,sample_comment,
37.0.6,37,0,6,record_key,UK_CSV0000000000002591,6,record_key,
37.1.6,37,1,6,survey_key,UK_CSV0000000000002591,6,survey_key,
37.2.6,37,2,6,survey_name,UK_CSV0000000000002591,6,survey_name,
37.3.6,37,3,6,sample_key,UK_CSV0000000000002591,6,sample_key,FD_VIOLATION
37.4.6,37,4,6,start_date,UK_CSV0000000000002591,6,start_date,
37.5.6,37,5,6,end_date,UK_CSV0000000000002591,6,end_date,
37.6.6,37,6,6,date_type,UK_CSV0000000000002591,6,date_type,RANDOM_TYPO
37.7.6,37,7,6,location_name,UK_CSV0000000000002591,6,location_name,
37.8.6,37,8,6,data_type,UK_CSV0000000000002591,6,data_type,
37.9.6,37,9,6,latitude,UK_CSV0000000000002591,6,latitude,
37.10.6,37,10,6,longitude,UK_CSV0000000000002591,6,longitude,
37.11.6,37,11,6,projection,UK_CSV0000000000002591,6,projection,
37.12.6,37,12,6,aphia_id,UK_CSV0000000000002591,6,aphia_id,
37.13.6,37,13,6,species,UK_CSV0000000000002591,6,species,
37.14.6,37,14,6,uncertain,UK_CSV0000000000002591,6,uncertain,
37.15.6,37,15,6,abundance_sacforn,UK_CSV0000000000002591,6,abundance_sacforn,FD_VIOLATION
37.16.6,37,16,6,is_dead,UK_CSV0000000000002591,6,is_dead,
37.17.6,37,17,6,sample_comment,UK_CSV0000000000002591,6,sample_comment,FD_VIOLATION
37.0.7,37,0,7,record_key,UK_CSV0000000000002591,7,record_key,
37.1.7,37,1,7,survey_key,UK_CSV0000000000002591,7,survey_key,
37.2.7,37,2,7,survey_name,UK_CSV0000000000002591,7,survey_name,
37.3.7,37,3,7,sample_key,UK_CSV0000000000002591,7,sample_key,FD_VIOLATION
37.4.7,37,4,7,start_date,UK_CSV0000000000002591,7,start_date,
37.5.7,37,5,7,end_date,UK_CSV0000000000002591,7,end_date,
37.6.7,37,6,7,date_type,UK_CSV0000000000002591,7,date_type,
37.7.7,37,7,7,location_name,UK_CSV0000000000002591,7,location_name,
37.8.7,37,8,7,data_type,UK_CSV0000000000002591,7,data_type,
37.9.7,37,9,7,latitude,UK_CSV0000000000002591,7,latitude,
37.10.7,37,10,7,longitude,UK_CSV0000000000002591,7,longitude,
37.11.7,37,11,7,projection,UK_CSV0000000000002591,7,projection,
37.12.7,37,12,7,aphia_id,UK_CSV0000000000002591,7,aphia_id,FD_VIOLATION
37.13.7,37,13,7,species,UK_CSV0000000000002591,7,species,
37.14.7,37,14,7,uncertain,UK_CSV0000000000002591,7,uncertain,
37.15.7,37,15,7,abundance_sacforn,UK_CSV0000000000002591,7,abundance_sacforn,
37.16.7,37,16,7,is_dead,UK_CSV0000000000002591,7,is_dead,
37.17.7,37,17,7,sample_comment,UK_CSV0000000000002591,7,sample_comment,
37.0.8,37,0,8,record_key,UK_CSV0000000000002591,8,record_key,
37.1.8,37,1,8,survey_key,UK_CSV0000000000002591,8,survey_key,
37.2.8,37,2,8,survey_name,UK_CSV0000000000002591,8,survey_name,
37.3.8,37,3,8,sample_key,UK_CSV0000000000002591,8,sample_key,
37.4.8,37,4,8,start_date,UK_CSV0000000000002591,8,start_date,
37.5.8,37,5,8,end_date,UK_CSV0000000000002591,8,end_date,
37.6.8,37,6,8,date_type,UK_CSV0000000000002591,8,date_type,
37.7.8,37,7,8,location_name,UK_CSV0000000000002591,8,location_name,
37.8.8,37,8,8,data_type,UK_CSV0000000000002591,8,data_type,
37.9.8,37,9,8,latitude,UK_CSV0000000000002591,8,latitude,
37.10.8,37,10,8,longitude,UK_CSV0000000000002591,8,longitude,
37.11.8,37,11,8,projection,UK_CSV0000000000002591,8,projection,
37.12.8,37,12,8,aphia_id,UK_CSV0000000000002591,8,aphia_id,
37.13.8,37,13,8,species,UK_CSV0000000000002591,8,species,
37.14.8,37,14,8,uncertain,UK_CSV0000000000002591,8,uncertain,
37.15.8,37,15,8,abundance_sacforn,UK_CSV0000000000002591,8,abundance_sacforn,
37.16.8,37,16,8,is_dead,UK_CSV0000000000002591,8,is_dead,
37.17.8,37,17,8,sample_comment,UK_CSV0000000000002591,8,sample_comment,FD_VIOLATION
37.0.9,37,0,9,record_key,UK_CSV0000000000002591,9,record_key,
37.1.9,37,1,9,survey_key,UK_CSV0000000000002591,9,survey_key,
37.2.9,37,2,9,survey_name,UK_CSV0000000000002591,9,survey_name,
37.3.9,37,3,9,sample_key,UK_CSV0000000000002591,9,sample_key,
37.4.9,37,4,9,start_date,UK_CSV0000000000002591,9,start_date,
37.5.9,37,5,9,end_date,UK_CSV0000000000002591,9,end_date,
37.6.9,37,6,9,date_type,UK_CSV0000000000002591,9,date_type,
37.7.9,37,7,9,location_name,UK_CSV0000000000002591,9,location_name,
37.8.9,37,8,9,data_type,UK_CSV0000000000002591,9,data_type,
37.9.9,37,9,9,latitude,UK_CSV0000000000002591,9,latitude,FD_VIOLATION
37.10.9,37,10,9,longitude,UK_CSV0000000000002591,9,longitude,
37.11.9,37,11,9,projection,UK_CSV0000000000002591,9,projection,
