reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
709271.0,2020/11/05 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/11/05 05:00:00+00,4,SURVEY,28.0
709279.0,2020/11/05 05:00:00+00,JOHN O'BRYAN'S,4123 FLINTLOCK DR,40216.0,2020/11/05 05:00:00+00,4,SURVEY,29.0
709357.0,2020/11/05 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/11/05 05:00:00+00,4,SURVEY,1.0
709282.0,2020/11/05 05:00:00+00,MARK'S FEED STORE,10316 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,27.0
709283.0,2020/11/05 05:00:00+00,PRICELESS FOODS,10986 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,6.0
708973.0,2020/11/05 05:00:00+00,THE LOCKER ROOM PUB,12812 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,2.0
708943.0,2020/11/05 05:00:00+00,B QUICK FOOD MART,7600 3RD STREET RD,40214.0,2020/11/09 05:00:00+00,4,SURVEY,19.0
709353.0,2020/11/05 05:00:00+00,BRISTOL BAR & GRILLE,300 N HURSTBOURNE PKWY,40222.0,2020/11/05 05:00:00+00,4,SURVEY,114.0
710000.0,2020/11/05 05:00:00+00,CORNER PIZZA & PUB,4111 MURPHY LN,40241.0,2020/11/05 05:00:00+00,4,SURVEY,5.0
708932.0,2020/11/05 05:00:00+00,CUNNINGHAM'S CREEKSIDE,6301 UPPER RIVER RD,40027.0,2020/11/05 05:00:00+00,4,SURVEY,29.0
708947.0,2020/11/05 05:00:00+00,SEASONED PUB & GRILL,6021 TIMBER RIDGE DR,40059.0,2020/11/05 05:00:00+00,4,SURVEY,300.0
702689.0,2020/11/05 05:00:00+00,GUSTAVOS MEXICAN GRILL,6051 TIMBER RIDGE DR,40059.0,2020/11/05 05:00:00+00,4,SURVEY,377.0
710006.0,2020/11/05 05:00:00+00,BRIX WINE BAR & BISTRO,12418 LAGRANGE RD,40245.0,2020/11/05 05:00:00+00,4,SURVEY,3.0
708990.0,2020/11/06 05:00:00+00,QUICK WOK,801 W BROADWAY,40203.0,2020/11/06 05:00:00+00,4,SURVEY,2.0
708992.0,2020/11/06 05:00:00+00,FARM BOY,1200 DIXIE HWY,40210.0,2020/11/06 05:00:00+00,4,SURVEY,29.0
708993.0,2020/11/06 05:00:00+00,BP MINI MART INC,1871 BERRY BLVD,40215.0,2020/11/06 05:00:00+00,4,SURVEY,36.0
708994.0,2020/11/06 05:00:00+00,THREE BROTHERS,2001 S 7TH ST,40208.0,2020/11/06 05:00:00+00,4,SURVEY,27.0
709008.0,2020/11/06 05:00:00+00,MANSLICK ONE STOP SHOP,3700 MANSLICK RD,40215.0,2020/11/09 05:00:00+00,4,SURVEY,10.0
709193.0,2020/11/06 05:00:00+00,SUBWAY,533 N 22ND ST,40212.0,2020/11/06 05:00:00+00,4,SURVEY,22.0
708938.0,2020/11/06 05:00:00+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/11/06 05:00:00+00,4,SURVEY,377.0
708937.0,2020/11/06 05:00:00+00,DIXIE BOWL,10526 DIXIE HWY,40272.0,2020/11/06 05:00:00+00,4,SURVEY,322.0
709739.0,2020/11/06 05:00:00+00,GANDER,111 S ENGLISH STATION RD,40245.0,2020/11/06 05:00:00+00,4,SURVEY,28.0
710009.0,2020/11/06 05:00:00+00,PANERA BREAD,1801 RUDY LN,40207.0,2020/11/06 05:00:00+00,4,SURVEY,30.0
710010.0,2020/11/06 05:00:00+00,COMMONWEALTH TAP,9411 NORTON COMMONS BLVD,40059.0,2020/11/06 05:00:00+00,4,SURVEY,4.0
709252.0,2020/11/08 05:00:00+00,BIG MOMMA'S SOUL KITCHEN,4532 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SURVEY,68.0
709561.0,2020/11/08 05:00:00+00,METRO BY T-MOBILE,3441 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SURVEY,18.0
708874.0,2020/11/09 05:00:00+00,TJ MAXX,4080 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,4.0
708877.0,2020/11/09 05:00:00+00,GOLDEN NAILS,4076 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,10.0
708878.0,2020/11/09 05:00:00+00,CLOTHES MENTOR,4064 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,31.0
708880.0,2020/11/09 05:00:00+00,DOLLAR TREE #1898,4060 TAYLORSVILLE RD,40220.0,2020/11/09 05:00:00+00,4,SURVEY,4.0
708886.0,2020/11/09 05:00:00+00,CON HUEVOS,2339 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,3.0
700769.0,2020/11/09 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/11/09 05:00:00+00,4,SURVEY,123.0
708890.0,2020/11/09 05:00:00+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/11/09 05:00:00+00,4,SURVEY,30.0
708933.0,2020/11/09 05:00:00+00,WALGREENS #02924,2368 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,37.0
709200.0,2020/11/09 05:00:00+00,RED HOG,2622 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,2.0
708894.0,2020/11/09 05:00:00+00,BLUE DOG BAKERY & CAFE,2868 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,5.0
704623.0,2020/11/09 05:00:00+00,STARBUCKS #10559,3702 FRANKFORT AVE,40207.0,2020/11/09 05:00:00+00,4,SURVEY,37.0
709012.0,2020/11/09 05:00:00+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,27.0
709258.0,2020/11/09 05:00:00+00,TAYLOR BLVD VALERO,3039 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,14.0
709015.0,2020/11/09 05:00:00+00,SPEEDWAY #9678,3030 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,12.0
699365.0,2020/11/09 05:00:00+00,APPLE FOOD MART,1211 W BROADWAY,40203.0,2020/11/09 05:00:00+00,4,SURVEY,342.0
709021.0,2020/11/09 05:00:00+00,ABYSSINIA ETHIOPIAN RESTAURANT,558 S 5TH ST,40202.0,2020/11/09 05:00:00+00,4,SURVEY,6.0
709022.0,2020/11/09 05:00:00+00,HAPPY'S FOOD MART,1397 S 2ND ST,40208.0,2020/11/09 05:00:00+00,4,SURVEY,2.0
709026.0,2020/11/09 05:00:00+00,SPALDING DINING SERVICES,812 S 2ND ST,40203.0,2020/11/09 05:00:00+00,4,SURVEY,27.0
709308.0,2020/11/09 05:00:00+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2020/11/09 05:00:00+00,4,SURVEY,29.0
709313.0,2020/11/09 05:00:00+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/11/09 05:00:00+00,4,SURVEY,31.0
709315.0,2020/11/09 05:00:00+00,PIZZA HUT #036951,5368 DIXIE HWY,40216.0,2020/11/09 05:00:00+00,4,SURVEY,29.0
698107.0,2020/11/09 05:00:00+00,QDOBA #2641,6814 DIXIE HWY,40258.0,2020/11/09 05:00:00+00,4,SURVEY,377.0
709317.0,2020/11/09 05:00:00+00,PANERA BREAD #1849,6900 DIXIE HWY,40258.0,2020/11/09 05:00:00+00,4,SURVEY,1.0
709171.0,2020/11/12 05:00:00+00,MOE'S SOUTHWEST GRILL,9310 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,31.0
708903.0,2020/11/12 05:00:00+00,GAME STOP,9316 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,5.0
709173.0,2020/11/12 05:00:00+00,GREAT CLIPS,9320 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,2.0
698107.0,2020/11/12 05:00:00+00,KIM NAILS,9634 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,123.0
708934.0,2020/11/12 05:00:00+00,NORTON'S CARE CENTER,9340 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,38.0
709176.0,2020/11/12 05:00:00+00,LIQUOR PLACE,6752 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,4.0
709177.0,2020/11/12 05:00:00+00,ADVANCE AMERICA,6754 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,5.0
709178.0,2020/11/12 05:00:00+00,PAPA MURPHY'S,6756 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,29.0
708934.0,2020/11/12 05:00:00+00,PRETTY NAILS,6758 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,95.0
709180.0,2020/11/12 05:00:00+00,GNC,6760 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,18.0
709258.0,2020/11/12 05:00:00+00,T-MOBLE,6834 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,361.0
709182.0,2020/11/12 05:00:00+00,ISLAND TAN,6830 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,6.0
704623.0,2020/11/12 05:00:00+00,CLARKSON EYE CENTER,6828 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,12.0
709184.0,2020/11/12 05:00:00+00,FEEDERS SUPPLY STORE,6826 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,2.0
709185.0,2020/11/12 05:00:00+00,GRAETER'S ICE CREAM,6509 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,30.0
709186.0,2020/11/12 05:00:00+00,AT & T,6529 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,6.0
708942.0,2020/11/12 05:00:00+00,JULIES NAILS,6527 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,214.0
709233.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/11/12 05:00:00+00,4,SURVEY,1.0
709256.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #20750,3022 PORTLAND AVE,40212.0,2020/11/12 05:00:00+00,4,SURVEY,123.0
709297.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #31859,2421 W MARKET ST,40212.0,2020/11/12 05:00:00+00,4,SURVEY,5.0
709299.0,2020/11/12 05:00:00+00,DOLLAR GENERAL #13244,1631 W MARKET ST,40203.0,2020/11/12 05:00:00+00,4,SURVEY,12.0
709301.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/11/12 05:00:00+00,4,SURVEY,31.0
709302.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #31504,1234 W BROADWAY,40203.0,2020/11/12 05:00:00+00,4,SURVEY,6.0
709304.0,2020/11/12 05:00:00+00,DOLLAR GENERAL #19109,2324 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SURVEY,16.0
709321.0,2020/11/12 05:00:00+00,FAMILY DOLLAR #20912,3421 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SURVEY,5.0
709386.0,2020/11/12 05:00:00+00,CHILI'S,3007 POPLAR LEVEL RD,40217.0,2020/11/12 05:00:00+00,4,SURVEY,6.0
708965.0,2020/11/12 05:00:00+00,QDOBA #2431,3021 POPLAR LEVEL RD,40217.0,2020/11/12 05:00:00+00,4,SURVEY,377.0
709389.0,2020/11/12 05:00:00+00,TACO BELL #36159,3125 POPLAR LEVEL RD,40213.0,2020/11/12 05:00:00+00,4,SURVEY,4.0
709390.0,2020/11/12 05:00:00+00,PANERA BREAD,3131 POPLAR LEVEL RD,40213.0,2020/11/12 05:00:00+00,4,SURVEY,22.0
708938.0,2020/11/12 05:00:00+00,SIMPLE GREEK,3029 POPLAR LEVEL RD,40217.0,2020/11/12 05:00:00+00,4,SURVEY,42.0
709585.0,2020/11/12 05:00:00+00,MARK'S FEED STORE #5,6501 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,1.0
709588.0,2020/11/12 05:00:00+00,ASIANA SUSHI,6435 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,19.0
709591.0,2020/11/12 05:00:00+00,CIRCLE K #4703317,6325 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,14.0
709592.0,2020/11/12 05:00:00+00,CIRCLE K #4703237,4700 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,4,SURVEY,27.0
709593.0,2020/11/12 05:00:00+00,PAPA JOHN'S,5709 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,14.0
709594.0,2020/11/12 05:00:00+00,HONEY BAKED HAM,6423 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,27.0
709607.0,2020/11/12 05:00:00+00,DOLLAR TREE,2815 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SURVEY,19.0
709753.0,2020/11/12 05:00:00+00,WILD EGGS #3,135 S ENGLISH STATION RD,40245.0,2020/11/12 05:00:00+00,4,SURVEY,4.0
