cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
284.pre_opqeq_five_d_index_profile,284,pre_opqeq_five_d_index_profile,11222,11121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1150.pre_opqeq_five_d_index_profile,1150,pre_opqeq_five_d_index_profile,11111,21231.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
586.pre_opqeq_five_d_index_profile,586,pre_opqeq_five_d_index_profile,21221,11221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1141.age_band,1141,age_band,50 to 59,50 o 59,RANDOM_TYPO,,[]
510.pre_opqeq_five_d_index_profile,510,pre_opqeq_five_d_index_profile,11121,21221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
226.pre_opqeq_five_d_index_profile,226,pre_opqeq_five_d_index_profile,11111,11131.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
779.pre_opqeq_five_d_index_profile,779,pre_opqeq_five_d_index_profile,21221,11111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
659.age_band,659,age_band,50 to 59,50 tob 59,RANDOM_TYPO,,[]
893.pre_opqeq_five_d_index_profile,893,pre_opqeq_five_d_index_profile,21132,19111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1077.pre_opqeq_five_d_index_profile,1077,pre_opqeq_five_d_index_profile,11121,11111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
797.yearvalue,797,yearvalue,2012/13,0212/13,RANDOM_TYPO,,[]
257.pre_opqeq_five_d_index_profile,257,pre_opqeq_five_d_index_profile,11121,21221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
269.pre_opqeq_five_d_index_profile,269,pre_opqeq_five_d_index_profile,11111,22221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
795.yearvalue,795,yearvalue,2012/13,2012/3,RANDOM_TYPO,,[]
341.pre_opqeq_five_d_index_profile,341,pre_opqeq_five_d_index_profile,22311,11221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1218.age_band,1218,age_band,50 to 59,50 ato 59,RANDOM_TYPO,,[]
675.pre_opqeq_five_d_index_profile,675,pre_opqeq_five_d_index_profile,11121,22223.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
523.pre_opqeq_five_d_index_profile,523,pre_opqeq_five_d_index_profile,11121,22222.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
452.pre_opqeq_five_d_index_profile,452,pre_opqeq_five_d_index_profile,11111,99999.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
774.age_band,774,age_band,50 to 59,5t0 to 59,RANDOM_TYPO,,[]
187.pre_opqeq_five_d_index_profile,187,pre_opqeq_five_d_index_profile,22221,11122.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1066.age_band,1066,age_band,50 to 59,50 ot 59,RANDOM_TYPO,,[]
627.pre_opqeq_five_d_index_profile,627,pre_opqeq_five_d_index_profile,11231,11121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
540.pre_opqeq_five_d_index_profile,540,pre_opqeq_five_d_index_profile,11119,11111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1002.pre_opqeq_five_d_index_profile,1002,pre_opqeq_five_d_index_profile,11111,21232.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
469.yearvalue,469,yearvalue,2012/13,201213,RANDOM_TYPO,,[]
990.yearvalue,990,yearvalue,2012/13,201/13,RANDOM_TYPO,,[]
290.pre_opqeq_five_d_index_profile,290,pre_opqeq_five_d_index_profile,21222,11121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
796.pre_opqeq_five_d_index_profile,796,pre_opqeq_five_d_index_profile,22222,21121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
31.pre_opqeq_five_d_index_profile,31,pre_opqeq_five_d_index_profile,11121,22223.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
454.pre_opqeq_five_d_index_profile,454,pre_opqeq_five_d_index_profile,11221,11192.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
552.pre_opqeq_five_d_index_profile,552,pre_opqeq_five_d_index_profile,21222,11192.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
930.pre_opqeq_five_d_index_profile,930,pre_opqeq_five_d_index_profile,11111,11122.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1025.pre_opqeq_five_d_index_profile,1025,pre_opqeq_five_d_index_profile,11111,11121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
101.pre_opqeq_five_d_index_profile,101,pre_opqeq_five_d_index_profile,11122,19111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
979.pre_opqeq_five_d_index_profile,979,pre_opqeq_five_d_index_profile,21121,11111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
853.pre_opqeq_five_d_index_profile,853,pre_opqeq_five_d_index_profile,11111,21221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
310.pre_opqeq_five_d_index_profile,310,pre_opqeq_five_d_index_profile,21239,21221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
1070.pre_opqeq_five_d_index_profile,1070,pre_opqeq_five_d_index_profile,11122,22222.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
357.pre_opqeq_five_d_index_profile,357,pre_opqeq_five_d_index_profile,11121,21221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
191.pre_opqeq_five_d_index_profile,191,pre_opqeq_five_d_index_profile,11121,11111.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
333.age_band,333,age_band,*,,RANDOM_TYPO,,[]
1005.yearvalue,1005,yearvalue,2012/13,2o012/13,RANDOM_TYPO,,[]
734.pre_opqeq_five_d_index_profile,734,pre_opqeq_five_d_index_profile,21221,11122.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
506.pre_opqeq_five_d_index_profile,506,pre_opqeq_five_d_index_profile,11121,21232.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
235.pre_opqeq_five_d_index_profile,235,pre_opqeq_five_d_index_profile,11111,11221.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
645.pre_opqeq_five_d_index_profile,645,pre_opqeq_five_d_index_profile,11191,21121.0,FD_VIOLATION,pre_opqeq_five_d_index_profile -> pre_opqeq_five_d_index,[e1]
