cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
36.7.0,36,7,0,selfdefined_ethnicity,White - English/Welsh/Scottish/Northern Irish/Britissh,White - English/Welsh/Scottish/Northern Irish/British,RANDOM_TYPO,UK_CSV0000000000002536,0,selfdefined_ethnicity
36.8.0,36,8,0,officially_recorded_ethnicity,hite,White,RANDOM_TYPO,UK_CSV0000000000002536,0,officially_recorded_ethnicity
36.0.4,36,0,4,expense_type,Travl,Travel,RANDOM_TYPO,UK_CSV0000000000002536,4,expense_type
36.8.4,36,8,4,officially_recorded_ethnicity,lack,Black,RANDOM_TYPO,UK_CSV0000000000002536,4,officially_recorded_ethnicity
36.1.5,36,1,5,transaction_date,2022-05-15T14:45:00+0e0:00,2022-05-15T14:45:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,5,transaction_date
36.0.9,36,0,9,expense_type,Trmavel,Travel,RANDOM_TYPO,UK_CSV0000000000002536,9,expense_type
36.0.10,36,0,10,expense_type,Traovel,Travel,RANDOM_TYPO,UK_CSV0000000000002536,10,expense_type
36.6.11,36,6,11,employee_age_range,1824,18-24,RANDOM_TYPO,UK_CSV0000000000002536,11,employee_age_range
36.6.13,36,6,13,employee_age_range,g18-24,18-24,RANDOM_TYPO,UK_CSV0000000000002536,13,employee_age_range
36.7.14,36,7,14,selfdefined_ethnicity,Other ethnic group -N ot stated,Other ethnic group - Not stated,RANDOM_TYPO,UK_CSV0000000000002536,14,selfdefined_ethnicity
36.10.19,36,10,19,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,19,search_target
36.5.23,36,5,23,employee_gender,ale,Male,RANDOM_TYPO,UK_CSV0000000000002536,23,employee_gender
36.5.24,36,5,24,employee_gender,Mle,Male,RANDOM_TYPO,UK_CSV0000000000002536,24,employee_gender
36.0.25,36,0,25,expense_type,uel,Fuel,RANDOM_TYPO,UK_CSV0000000000002536,25,expense_type
36.7.25,36,7,25,selfdefined_ethnicity,Mixed/Multiple ethnic groups - Any other Mifxed/Multiple ethnic background,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,RANDOM_TYPO,UK_CSV0000000000002536,25,selfdefined_ethnicity
36.5.26,36,5,26,employee_gender,Meale,Male,RANDOM_TYPO,UK_CSV0000000000002536,26,employee_gender
36.10.27,36,10,27,search_target,Controlled drugs,Stolen goods,FD_VIOLATION,UK_CSV0000000000002536,27,search_target
36.1.28,36,1,28,transaction_date,2020-f07-14T13:30:00+00:00,2020-07-14T13:30:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,28,transaction_date
36.8.31,36,8,31,officially_recorded_ethnicity,Wite,White,RANDOM_TYPO,UK_CSV0000000000002536,31,officially_recorded_ethnicity
36.10.31,36,10,31,search_target,Offensive weapons,Anything to threaten or harm anyone,FD_VIOLATION,UK_CSV0000000000002536,31,search_target
36.10.32,36,10,32,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,32,search_target
36.1.33,36,1,33,transaction_date,2022-07-15T08:45:00+00:0,2022-07-15T08:45:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,33,transaction_date
36.7.33,36,7,33,selfdefined_ethnicity,White - English/Weslh/Scottish/Northern Irish/British,White - English/Welsh/Scottish/Northern Irish/British,RANDOM_TYPO,UK_CSV0000000000002536,33,selfdefined_ethnicity
36.10.33,36,10,33,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,33,search_target
36.10.34,36,10,34,search_target,Evidence of offences under the Act,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,34,search_target
36.0.35,36,0,35,expense_type,Fbuel,Fuel,RANDOM_TYPO,UK_CSV0000000000002536,35,expense_type
36.6.36,36,6,36,employee_age_range,1824,18-24,RANDOM_TYPO,UK_CSV0000000000002536,36,employee_age_range
36.10.36,36,10,36,search_target,Controlled drugs,Evidence of offences under the Act,FD_VIOLATION,UK_CSV0000000000002536,36,search_target
36.10.37,36,10,37,search_target,Controlled drugs,Stolen goods,FD_VIOLATION,UK_CSV0000000000002536,37,search_target
36.6.38,36,6,38,employee_age_range,18f-24,18-24,RANDOM_TYPO,UK_CSV0000000000002536,38,employee_age_range
36.7.39,36,7,39,selfdefined_ethnicity,Oter ethnic group - Not stated,Other ethnic group - Not stated,RANDOM_TYPO,UK_CSV0000000000002536,39,selfdefined_ethnicity
36.10.39,36,10,39,search_target,Controlled drugs,Stolen goods,FD_VIOLATION,UK_CSV0000000000002536,39,search_target
36.10.40,36,10,40,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,40,search_target
36.8.42,36,8,42,officially_recorded_ethnicity,Asain,Asian,RANDOM_TYPO,UK_CSV0000000000002536,42,officially_recorded_ethnicity
36.7.44,36,7,44,selfdefined_ethnicity,White - English/Welsh/cSottish/Northern Irish/British,White - English/Welsh/Scottish/Northern Irish/British,RANDOM_TYPO,UK_CSV0000000000002536,44,selfdefined_ethnicity
36.10.44,36,10,44,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,44,search_target
36.7.45,36,7,45,selfdefined_ethnicity,Aisan/Asian British - Any other Asian background,Asian/Asian British - Any other Asian background,RANDOM_TYPO,UK_CSV0000000000002536,45,selfdefined_ethnicity
36.10.46,36,10,46,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,46,search_target
36.8.47,36,8,47,officially_recorded_ethnicity,Wihte,White,RANDOM_TYPO,UK_CSV0000000000002536,47,officially_recorded_ethnicity
36.10.47,36,10,47,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,47,search_target
36.10.48,36,10,48,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,48,search_target
36.10.49,36,10,49,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,49,search_target
36.10.50,36,10,50,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,50,search_target
36.11.50,36,11,50,resultof_search,Prosecutino,Prosecution,RANDOM_TYPO,UK_CSV0000000000002536,50,resultof_search
36.10.51,36,10,51,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,51,search_target
36.1.53,36,1,53,transaction_date,0222-11-15T08:30:00+00:00,2022-11-15T08:30:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,53,transaction_date
36.6.53,36,6,53,employee_age_range,25-43,25-34,RANDOM_TYPO,UK_CSV0000000000002536,53,employee_age_range
36.10.53,36,10,53,search_target,Controlled drugs,Stolen goods,FD_VIOLATION,UK_CSV0000000000002536,53,search_target
36.8.54,36,8,54,officially_recorded_ethnicity,Asisan,Asian,RANDOM_TYPO,UK_CSV0000000000002536,54,officially_recorded_ethnicity
36.10.55,36,10,55,search_target,Anything to threaten or harm anyone,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,55,search_target
36.7.57,36,7,57,selfdefined_ethnicity,Black/African/Caribbean/Black British - Any other Black/African/Caribbean bacqkground,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,RANDOM_TYPO,UK_CSV0000000000002536,57,selfdefined_ethnicity
36.11.57,36,11,57,resultof_search,Prosfecution,Prosecution,RANDOM_TYPO,UK_CSV0000000000002536,57,resultof_search
36.11.58,36,11,58,resultof_search,Investigation reprot,Investigation report,RANDOM_TYPO,UK_CSV0000000000002536,58,resultof_search
36.10.59,36,10,59,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,59,search_target
36.10.62,36,10,62,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,62,search_target
36.10.63,36,10,63,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,63,search_target
36.11.64,36,11,64,resultof_search,Prosecutin,Prosecution,RANDOM_TYPO,UK_CSV0000000000002536,64,resultof_search
36.1.65,36,1,65,transaction_date,2022-01-15T08:45:00k+00:00,2022-01-15T08:45:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,65,transaction_date
36.7.65,36,7,65,selfdefined_ethnicity,Asian/Asian British - Balngladeshi,Asian/Asian British - Bangladeshi,RANDOM_TYPO,UK_CSV0000000000002536,65,selfdefined_ethnicity
36.10.65,36,10,65,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,65,search_target
36.1.66,36,1,66,transaction_date,2022-11-10T09:0:00+00:00,2022-11-10T09:30:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,66,transaction_date
36.10.66,36,10,66,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,66,search_target
36.10.67,36,10,67,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,67,search_target
36.10.68,36,10,68,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,68,search_target
36.5.69,36,5,69,employee_gender,Malze,Male,RANDOM_TYPO,UK_CSV0000000000002536,69,employee_gender
36.10.69,36,10,69,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,69,search_target
36.1.70,36,1,70,transaction_date,2020-07-14T13:30:00+00:0,2020-07-14T13:30:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,70,transaction_date
36.11.70,36,11,70,resultof_search,Proseuction,Prosecution,RANDOM_TYPO,UK_CSV0000000000002536,70,resultof_search
36.10.71,36,10,71,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,71,search_target
36.7.72,36,7,72,selfdefined_ethnicity,Black/African/Caribbean/Black British - Any other Blacvk/African/Caribbean background,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,RANDOM_TYPO,UK_CSV0000000000002536,72,selfdefined_ethnicity
36.10.72,36,10,72,search_target,Controlled drugs,Evidence of offences under the Act,FD_VIOLATION,UK_CSV0000000000002536,72,search_target
36.10.73,36,10,73,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,73,search_target
36.0.74,36,0,74,expense_type,Tarvel,Travel,RANDOM_TYPO,UK_CSV0000000000002536,74,expense_type
36.10.74,36,10,74,search_target,Offensive weapons,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,74,search_target
36.6.75,36,6,75,employee_age_range,5-34,25-34,RANDOM_TYPO,UK_CSV0000000000002536,75,employee_age_range
36.8.75,36,8,75,officially_recorded_ethnicity,sian,Asian,RANDOM_TYPO,UK_CSV0000000000002536,75,officially_recorded_ethnicity
36.10.75,36,10,75,search_target,Stolen goods,Controlled drugs,FD_VIOLATION,UK_CSV0000000000002536,75,search_target
36.11.75,36,11,75,resultof_search,Discoveyr,Discovery,RANDOM_TYPO,UK_CSV0000000000002536,75,resultof_search
36.10.76,36,10,76,search_target,Controlled drugs,Offensive weapons,FD_VIOLATION,UK_CSV0000000000002536,76,search_target
36.10.78,36,10,78,search_target,Controlled drugs,Evidence of offences under the Act,FD_VIOLATION,UK_CSV0000000000002536,78,search_target
36.1.79,36,1,79,transaction_date,2022-01-15T10:00:0f0+00:00,2022-01-15T10:00:00+00:00,RANDOM_TYPO,UK_CSV0000000000002536,79,transaction_date
36.6.79,36,6,79,employee_age_range,5-34,25-34,RANDOM_TYPO,UK_CSV0000000000002536,79,employee_age_range
