cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
36.0.0,36,0,0,expense_type,UK_CSV0000000000002536,0,expense_type,
36.1.0,36,1,0,transaction_date,UK_CSV0000000000002536,0,transaction_date,
36.2.0,36,2,0,security_operation,UK_CSV0000000000002536,0,security_operation,
36.3.0,36,3,0,latitude,UK_CSV0000000000002536,0,latitude,
36.4.0,36,4,0,longitude,UK_CSV0000000000002536,0,longitude,
36.5.0,36,5,0,employee_gender,UK_CSV0000000000002536,0,employee_gender,
36.6.0,36,6,0,employee_age_range,UK_CSV0000000000002536,0,employee_age_range,
36.7.0,36,7,0,selfdefined_ethnicity,UK_CSV0000000000002536,0,selfdefined_ethnicity,RANDOM_TYPO
36.8.0,36,8,0,officially_recorded_ethnicity,UK_CSV0000000000002536,0,officially_recorded_ethnicity,RANDOM_TYPO
36.9.0,36,9,0,regulation,UK_CSV0000000000002536,0,regulation,
36.10.0,36,10,0,search_target,UK_CSV0000000000002536,0,search_target,
36.11.0,36,11,0,resultof_search,UK_CSV0000000000002536,0,resultof_search,
36.0.1,36,0,1,expense_type,UK_CSV0000000000002536,1,expense_type,
36.1.1,36,1,1,transaction_date,UK_CSV0000000000002536,1,transaction_date,
36.2.1,36,2,1,security_operation,UK_CSV0000000000002536,1,security_operation,
36.3.1,36,3,1,latitude,UK_CSV0000000000002536,1,latitude,
36.4.1,36,4,1,longitude,UK_CSV0000000000002536,1,longitude,
36.5.1,36,5,1,employee_gender,UK_CSV0000000000002536,1,employee_gender,
36.6.1,36,6,1,employee_age_range,UK_CSV0000000000002536,1,employee_age_range,
36.7.1,36,7,1,selfdefined_ethnicity,UK_CSV0000000000002536,1,selfdefined_ethnicity,
36.8.1,36,8,1,officially_recorded_ethnicity,UK_CSV0000000000002536,1,officially_recorded_ethnicity,
36.9.1,36,9,1,regulation,UK_CSV0000000000002536,1,regulation,
36.10.1,36,10,1,search_target,UK_CSV0000000000002536,1,search_target,
36.11.1,36,11,1,resultof_search,UK_CSV0000000000002536,1,resultof_search,
36.0.2,36,0,2,expense_type,UK_CSV0000000000002536,2,expense_type,
36.1.2,36,1,2,transaction_date,UK_CSV0000000000002536,2,transaction_date,
36.2.2,36,2,2,security_operation,UK_CSV0000000000002536,2,security_operation,
36.3.2,36,3,2,latitude,UK_CSV0000000000002536,2,latitude,
36.4.2,36,4,2,longitude,UK_CSV0000000000002536,2,longitude,
36.5.2,36,5,2,employee_gender,UK_CSV0000000000002536,2,employee_gender,
36.6.2,36,6,2,employee_age_range,UK_CSV0000000000002536,2,employee_age_range,
36.7.2,36,7,2,selfdefined_ethnicity,UK_CSV0000000000002536,2,selfdefined_ethnicity,
36.8.2,36,8,2,officially_recorded_ethnicity,UK_CSV0000000000002536,2,officially_recorded_ethnicity,
36.9.2,36,9,2,regulation,UK_CSV0000000000002536,2,regulation,
36.10.2,36,10,2,search_target,UK_CSV0000000000002536,2,search_target,
36.11.2,36,11,2,resultof_search,UK_CSV0000000000002536,2,resultof_search,
36.0.3,36,0,3,expense_type,UK_CSV0000000000002536,3,expense_type,
36.1.3,36,1,3,transaction_date,UK_CSV0000000000002536,3,transaction_date,
36.2.3,36,2,3,security_operation,UK_CSV0000000000002536,3,security_operation,
36.3.3,36,3,3,latitude,UK_CSV0000000000002536,3,latitude,
36.4.3,36,4,3,longitude,UK_CSV0000000000002536,3,longitude,
36.5.3,36,5,3,employee_gender,UK_CSV0000000000002536,3,employee_gender,
36.6.3,36,6,3,employee_age_range,UK_CSV0000000000002536,3,employee_age_range,
36.7.3,36,7,3,selfdefined_ethnicity,UK_CSV0000000000002536,3,selfdefined_ethnicity,
36.8.3,36,8,3,officially_recorded_ethnicity,UK_CSV0000000000002536,3,officially_recorded_ethnicity,
36.9.3,36,9,3,regulation,UK_CSV0000000000002536,3,regulation,
36.10.3,36,10,3,search_target,UK_CSV0000000000002536,3,search_target,
36.11.3,36,11,3,resultof_search,UK_CSV0000000000002536,3,resultof_search,
36.0.4,36,0,4,expense_type,UK_CSV0000000000002536,4,expense_type,RANDOM_TYPO
36.1.4,36,1,4,transaction_date,UK_CSV0000000000002536,4,transaction_date,
36.2.4,36,2,4,security_operation,UK_CSV0000000000002536,4,security_operation,
36.3.4,36,3,4,latitude,UK_CSV0000000000002536,4,latitude,
36.4.4,36,4,4,longitude,UK_CSV0000000000002536,4,longitude,
36.5.4,36,5,4,employee_gender,UK_CSV0000000000002536,4,employee_gender,
36.6.4,36,6,4,employee_age_range,UK_CSV0000000000002536,4,employee_age_range,
36.7.4,36,7,4,selfdefined_ethnicity,UK_CSV0000000000002536,4,selfdefined_ethnicity,
36.8.4,36,8,4,officially_recorded_ethnicity,UK_CSV0000000000002536,4,officially_recorded_ethnicity,RANDOM_TYPO
36.9.4,36,9,4,regulation,UK_CSV0000000000002536,4,regulation,
36.10.4,36,10,4,search_target,UK_CSV0000000000002536,4,search_target,
36.11.4,36,11,4,resultof_search,UK_CSV0000000000002536,4,resultof_search,
36.0.5,36,0,5,expense_type,UK_CSV0000000000002536,5,expense_type,
36.1.5,36,1,5,transaction_date,UK_CSV0000000000002536,5,transaction_date,RANDOM_TYPO
36.2.5,36,2,5,security_operation,UK_CSV0000000000002536,5,security_operation,
36.3.5,36,3,5,latitude,UK_CSV0000000000002536,5,latitude,
36.4.5,36,4,5,longitude,UK_CSV0000000000002536,5,longitude,
36.5.5,36,5,5,employee_gender,UK_CSV0000000000002536,5,employee_gender,
36.6.5,36,6,5,employee_age_range,UK_CSV0000000000002536,5,employee_age_range,
36.7.5,36,7,5,selfdefined_ethnicity,UK_CSV0000000000002536,5,selfdefined_ethnicity,
36.8.5,36,8,5,officially_recorded_ethnicity,UK_CSV0000000000002536,5,officially_recorded_ethnicity,
36.9.5,36,9,5,regulation,UK_CSV0000000000002536,5,regulation,
36.10.5,36,10,5,search_target,UK_CSV0000000000002536,5,search_target,
36.11.5,36,11,5,resultof_search,UK_CSV0000000000002536,5,resultof_search,
36.0.6,36,0,6,expense_type,UK_CSV0000000000002536,6,expense_type,
36.1.6,36,1,6,transaction_date,UK_CSV0000000000002536,6,transaction_date,
36.2.6,36,2,6,security_operation,UK_CSV0000000000002536,6,security_operation,
36.3.6,36,3,6,latitude,UK_CSV0000000000002536,6,latitude,
36.4.6,36,4,6,longitude,UK_CSV0000000000002536,6,longitude,
36.5.6,36,5,6,employee_gender,UK_CSV0000000000002536,6,employee_gender,
36.6.6,36,6,6,employee_age_range,UK_CSV0000000000002536,6,employee_age_range,
36.7.6,36,7,6,selfdefined_ethnicity,UK_CSV0000000000002536,6,selfdefined_ethnicity,
36.8.6,36,8,6,officially_recorded_ethnicity,UK_CSV0000000000002536,6,officially_recorded_ethnicity,
36.9.6,36,9,6,regulation,UK_CSV0000000000002536,6,regulation,
36.10.6,36,10,6,search_target,UK_CSV0000000000002536,6,search_target,
36.11.6,36,11,6,resultof_search,UK_CSV0000000000002536,6,resultof_search,
36.0.7,36,0,7,expense_type,UK_CSV0000000000002536,7,expense_type,
36.1.7,36,1,7,transaction_date,UK_CSV0000000000002536,7,transaction_date,
36.2.7,36,2,7,security_operation,UK_CSV0000000000002536,7,security_operation,
36.3.7,36,3,7,latitude,UK_CSV0000000000002536,7,latitude,
36.4.7,36,4,7,longitude,UK_CSV0000000000002536,7,longitude,
36.5.7,36,5,7,employee_gender,UK_CSV0000000000002536,7,employee_gender,
36.6.7,36,6,7,employee_age_range,UK_CSV0000000000002536,7,employee_age_range,
36.7.7,36,7,7,selfdefined_ethnicity,UK_CSV0000000000002536,7,selfdefined_ethnicity,
36.8.7,36,8,7,officially_recorded_ethnicity,UK_CSV0000000000002536,7,officially_recorded_ethnicity,
