cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
4169.daysofdelayeddischarge,4169,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
1535.peoplewithanopenldhospitalstay,1535,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
3262.peopleincontactwithmhservices,3262,peopleincontactwithmhservices,*,,RANDOM_TYPO,,[]
3662.peoplewithanopenldhospitalstay,3662,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
5786.peopleoncpafor_one_twomonthswithreview,5786,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
3149._one_sevenyearsoldbeddays,3149,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
1762.peoplewithanopenldhospitalstay,1762,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
775.awolepisodes,775,awolepisodes,*,,RANDOM_TYPO,,[]
3076.peoplewithanopenldhospitalstay,3076,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
4008.peoplebeingtreatedby_early_intervention_teams,4008,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
463.peoplewithaccommodationstatusrecorded,463,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
4010.peoplebeingtreatedby_early_intervention_teams,4010,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
848.peopleincontactwithmhservices,848,peopleincontactwithmhservices,*,,RANDOM_TYPO,,[]
4013._one_sevenyearsoldbeddays,4013,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
1298.peoplesubjecttothe_mental_health_act,1298,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
3075.daysofdelayeddischarge,3075,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
3208.peoplewithanopenldhospitalstay,3208,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
5090.peoplewithaccommodationstatusrecorded,5090,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
1563.daysofdelayeddischarge,1563,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
2304.peoplebeingtreatedby_early_intervention_teams,2304,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
2512.awolepisodes,2512,awolepisodes,*,,RANDOM_TYPO,,[]
2418.spellsstarting,2418,spellsstarting,20,02,RANDOM_TYPO,,[]
4370.peoplesubjecttothe_mental_health_act,4370,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
2375.daysofdelayeddischarge,2375,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
4999.peoplewithaccommodationstatusrecorded,4999,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
1218.peoplebeingtreatedby_early_intervention_teams,1218,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
547.peopleincontactwithmhservices,547,peopleincontactwithmhservices,*,,RANDOM_TYPO,,[]
499.peoplesubjecttothe_mental_health_act,499,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
969.daysofdelayeddischarge,969,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
126.peopleoncpafor_one_twomonthswithreview,126,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
3627.awolepisodes,3627,awolepisodes,*,,RANDOM_TYPO,,[]
440.spellsstarting,440,spellsstarting,*,,RANDOM_TYPO,,[]
2116.peoplesubjecttothe_mental_health_act,2116,peoplesubjecttothe_mental_health_act,50,l50,RANDOM_TYPO,,[]
5569.peopleincontactwithmhservices,5569,peopleincontactwithmhservices,110,101,RANDOM_TYPO,,[]
4306.peopleoncpafor_one_twomonthswithreview,4306,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
2263.daysofdelayeddischarge,2263,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
5867.peoplebeingtreatedby_early_intervention_teams,5867,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
3469.daysofdelayeddischarge,3469,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
857.daysofdelayeddischarge,857,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
4957.peopleoncpafor_one_twomonthswithreview,4957,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
575.daysofdelayeddischarge,575,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
1847.peopleoncpafor_one_twomonths,1847,peopleoncpafor_one_twomonths,*,,RANDOM_TYPO,,[]
190.peoplewithanopenldhospitalstay,190,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
5614.peoplewithanopenldhospitalstay,5614,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
843.peoplebeingtreatedby_early_intervention_teams,843,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
4085.peoplewithaccommodationstatusrecorded,4085,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
3770.peoplewithaccommodationstatusrecorded,3770,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
3409.awolepisodes,3409,awolepisodes,*,,RANDOM_TYPO,,[]
3446.peoplebeingtreatedby_early_intervention_teams,3446,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
2194.peoplesubjecttothe_mental_health_act,2194,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
246.peopleincontactwithmhservices,246,peopleincontactwithmhservices,*,,RANDOM_TYPO,,[]
777.peopleoncpafor_one_twomonthswithreview,777,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
2113._one_sevenyearsoldbeddays,2113,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
1993.peoplebeingtreatedby_early_intervention_teams,1993,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
787.peoplesubjecttothe_mental_health_act,787,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
2011.peoplewithaccommodationstatusrecorded,2011,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
1845.daysofdelayeddischarge,1845,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
3615.peoplesubjecttothe_mental_health_act,3615,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
2810.peopleincontactwithmhservices,2810,peopleincontactwithmhservices,*,,RANDOM_TYPO,,[]
936.peoplewithaccommodationstatusrecorded,936,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
150.peoplewithaccommodationstatusrecorded,150,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
1496.peopleoncpafor_one_twomonths,1496,peopleoncpafor_one_twomonths,*,,RANDOM_TYPO,,[]
3240.daysofdelayeddischarge,3240,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
62.spellsstarting,62,spellsstarting,*,,RANDOM_TYPO,,[]
321.peoplebeingtreatedby_early_intervention_teams,321,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
1587.awolepisodes,1587,awolepisodes,*,,RANDOM_TYPO,,[]
2901.awolepisodes,2901,awolepisodes,*,,RANDOM_TYPO,,[]
56.peoplewithaccommodationstatusrecorded,56,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
5805._one_sevenyearsoldbeddays,5805,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
5849.peoplesubjecttothe_mental_health_act,5849,peoplesubjecttothe_mental_health_act,*,,RANDOM_TYPO,,[]
5876.peoplewithaccommodationstatusrecorded,5876,peoplewithaccommodationstatusrecorded,*,,RANDOM_TYPO,,[]
943.awolepisodes,943,awolepisodes,*,,RANDOM_TYPO,,[]
3939.peoplebeingtreatedby_early_intervention_teams,3939,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
3456.awolepisodes,3456,awolepisodes,*,,RANDOM_TYPO,,[]
242.peoplewithanopenldhospitalstay,242,peoplewithanopenldhospitalstay,*,,RANDOM_TYPO,,[]
3893.peopleoncpafor_one_twomonthswithreview,3893,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
106.peopleoncpafor_one_twomonths,106,peopleoncpafor_one_twomonths,*,,RANDOM_TYPO,,[]
5600._one_sevenyearsoldbeddays,5600,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
1392.peopleoncpafor_one_twomonths,1392,peopleoncpafor_one_twomonths,10,01,RANDOM_TYPO,,[]
4155.peopleoncpafor_one_twomonths,4155,peopleoncpafor_one_twomonths,*,,RANDOM_TYPO,,[]
3941.peoplebeingtreatedby_early_intervention_teams,3941,peoplebeingtreatedby_early_intervention_teams,*,,RANDOM_TYPO,,[]
1410.peopleoncpafor_one_twomonths,1410,peopleoncpafor_one_twomonths,*,,RANDOM_TYPO,,[]
4380.spellsstarting,4380,spellsstarting,*,,RANDOM_TYPO,,[]
2715.daysofdelayeddischarge,2715,daysofdelayeddischarge,*,,RANDOM_TYPO,,[]
13.spellsstarting,13,spellsstarting,*,,RANDOM_TYPO,,[]
3155._one_sevenyearsoldbeddays,3155,_one_sevenyearsoldbeddays,*,,RANDOM_TYPO,,[]
1968.peopleoncpafor_one_twomonthswithreview,1968,peopleoncpafor_one_twomonthswithreview,*,,RANDOM_TYPO,,[]
