cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
27.1.2,27,1,2,monthvalue,202-208,2022-08,RANDOM_TYPO,UK_CSV0000000000000703,2,monthvalue
27.6.2,27,6,2,locationvalue,On ornear Church Road,On or near Church Road,RANDOM_TYPO,UK_CSV0000000000000703,2,locationvalue
27.2.4,27,2,4,reportedby,Bedfrdshire Police,Bedfordshire Police,RANDOM_TYPO,UK_CSV0000000000000703,4,reportedby
27.7.6,27,7,6,lsoacode,E01017540,E01017544,FD_VIOLATION,UK_CSV0000000000000703,6,lsoacode
27.9.7,27,9,7,crimetype,Criminal damage nd arson,Criminal damage and arson,RANDOM_TYPO,UK_CSV0000000000000703,7,crimetype
27.9.8,27,9,8,crimetype,Anti-socianl behaviour,Anti-social behaviour,RANDOM_TYPO,UK_CSV0000000000000703,8,crimetype
27.3.10,27,3,10,fallswithin,Bedfodshire Police,Bedfordshire Police,RANDOM_TYPO,UK_CSV0000000000000703,10,fallswithin
27.3.11,27,3,11,fallswithin,Bedordshire Police,Bedfordshire Police,RANDOM_TYPO,UK_CSV0000000000000703,11,fallswithin
27.7.13,27,7,13,lsoacode,E01017541,E01017464,FD_VIOLATION,UK_CSV0000000000000703,13,lsoacode
27.9.13,27,9,13,crimetype,Anti-sociali behaviour,Anti-social behaviour,RANDOM_TYPO,UK_CSV0000000000000703,13,crimetype
27.2.14,27,2,14,reportedby,edfordshire Police,Bedfordshire Police,RANDOM_TYPO,UK_CSV0000000000000703,14,reportedby
27.3.14,27,3,14,fallswithin,Bedfordxshire Police,Bedfordshire Police,RANDOM_TYPO,UK_CSV0000000000000703,14,fallswithin
27.7.14,27,7,14,lsoacode,E01017540,E01017464,FD_VIOLATION,UK_CSV0000000000000703,14,lsoacode
27.7.15,27,7,15,lsoacode,E01017545,E01017464,FD_VIOLATION,UK_CSV0000000000000703,15,lsoacode
27.0.18,27,0,18,crimeid,001f43a210a80aad52386a3f37d6b0f3e704811476a4dd8d0bc43ac0a3b4eb0e,001f43a2108a0aad52386a3f37d6b0f3e704811476a4dd8d0bc43ac0a3b4eb0e,RANDOM_TYPO,UK_CSV0000000000000703,18,crimeid
27.7.18,27,7,18,lsoacode,E01017545,E01017465,FD_VIOLATION,UK_CSV0000000000000703,18,lsoacode
27.0.19,27,0,19,crimeid,001f43a21b08a0aad52386a3f37d6b0f3e704811476a4dd8d0bc43ac0a3b4eb0e,001f43a2108a0aad52386a3f37d6b0f3e704811476a4dd8d0bc43ac0a3b4eb0e,RANDOM_TYPO,UK_CSV0000000000000703,19,crimeid
