UK_CSV0000000000001818__3::0::peoplewithanopenldhospitalstay | UK_CSV0000000000005854__2::6::oncpa,UK_CSV0000000000001818__3::1::peopleincontactwithmhservices,UK_CSV0000000000001818__3::2::peoplesubjecttothe_mental_health_act | UK_CSV0000000000005854__2::3::mindaysinendedclusterepisodes,UK_CSV0000000000001818__3::3::peoplebeingtreatedby_early_intervention_teams | UK_CSV0000000000005854__2::4::maxdaystoinitialclusterassignment,UK_CSV0000000000001818__3::4::peopleoncpafor_one_twomonths,UK_CSV0000000000001818__3::5::spellsstarting | UK_CSV0000000000005854__2::0::peoplewithcontactwithinreviewperiod,UK_CSV0000000000001818__3::6::awolepisodes | UK_CSV0000000000005854__2::5::dischargesfromhospitalnetfollowedupwithin_sevendays,UK_CSV0000000000001818__3::7::peopleoncpafor_one_twomonthswithreview | UK_CSV0000000000005854__2::1::clusterdays,UK_CSV0000000000001818__3::8::daysofdelayeddischarge | UK_CSV0000000000005854__2::7::clusterepisodesendednetwith_ho_nos,UK_CSV0000000000001818__3::9::_one_sevenyearsoldbeddays | UK_CSV0000000000005854__2::2::maxcontactstoinitialclusterassignment,UK_CSV0000000000001818__3::10::peoplewithaccommodationstatusrecorded
UK_CSV0000000000001818__3 § 0 § 0,UK_CSV0000000000001818__3 § 1 § 0,UK_CSV0000000000001818__3 § 2 § 0,UK_CSV0000000000001818__3 § 3 § 0,UK_CSV0000000000001818__3 § 4 § 0,UK_CSV0000000000001818__3 § 5 § 0,UK_CSV0000000000001818__3 § 6 § 0,UK_CSV0000000000001818__3 § 7 § 0,UK_CSV0000000000001818__3 § 8 § 0,UK_CSV0000000000001818__3 § 9 § 0,UK_CSV0000000000001818__3 § 10 § 0
UK_CSV0000000000001818__3 § 0 § 1,UK_CSV0000000000001818__3 § 1 § 1,UK_CSV0000000000001818__3 § 2 § 1,UK_CSV0000000000001818__3 § 3 § 1,UK_CSV0000000000001818__3 § 4 § 1,UK_CSV0000000000001818__3 § 5 § 1,UK_CSV0000000000001818__3 § 6 § 1,UK_CSV0000000000001818__3 § 7 § 1,UK_CSV0000000000001818__3 § 8 § 1,UK_CSV0000000000001818__3 § 9 § 1,UK_CSV0000000000001818__3 § 10 § 1
UK_CSV0000000000001818__3 § 0 § 7,UK_CSV0000000000001818__3 § 1 § 7,UK_CSV0000000000001818__3 § 2 § 7,UK_CSV0000000000001818__3 § 3 § 7,UK_CSV0000000000001818__3 § 4 § 7,UK_CSV0000000000001818__3 § 5 § 7,UK_CSV0000000000001818__3 § 6 § 7,UK_CSV0000000000001818__3 § 7 § 7,UK_CSV0000000000001818__3 § 8 § 7,UK_CSV0000000000001818__3 § 9 § 7,UK_CSV0000000000001818__3 § 10 § 7
UK_CSV0000000000001818__3 § 0 § 24,UK_CSV0000000000001818__3 § 1 § 24,UK_CSV0000000000001818__3 § 2 § 24,UK_CSV0000000000001818__3 § 3 § 24,UK_CSV0000000000001818__3 § 4 § 24,UK_CSV0000000000001818__3 § 5 § 24,UK_CSV0000000000001818__3 § 6 § 24,UK_CSV0000000000001818__3 § 7 § 24,UK_CSV0000000000001818__3 § 8 § 24,UK_CSV0000000000001818__3 § 9 § 24,UK_CSV0000000000001818__3 § 10 § 24
UK_CSV0000000000001818__3 § 0 § 25,UK_CSV0000000000001818__3 § 1 § 25,UK_CSV0000000000001818__3 § 2 § 25,UK_CSV0000000000001818__3 § 3 § 25,UK_CSV0000000000001818__3 § 4 § 25,UK_CSV0000000000001818__3 § 5 § 25,UK_CSV0000000000001818__3 § 6 § 25,UK_CSV0000000000001818__3 § 7 § 25,UK_CSV0000000000001818__3 § 8 § 25,UK_CSV0000000000001818__3 § 9 § 25,UK_CSV0000000000001818__3 § 10 § 25
UK_CSV0000000000001818__3 § 0 § 30,UK_CSV0000000000001818__3 § 1 § 30,UK_CSV0000000000001818__3 § 2 § 30,UK_CSV0000000000001818__3 § 3 § 30,UK_CSV0000000000001818__3 § 4 § 30,UK_CSV0000000000001818__3 § 5 § 30,UK_CSV0000000000001818__3 § 6 § 30,UK_CSV0000000000001818__3 § 7 § 30,UK_CSV0000000000001818__3 § 8 § 30,UK_CSV0000000000001818__3 § 9 § 30,UK_CSV0000000000001818__3 § 10 § 30
UK_CSV0000000000001818__3 § 0 § 32,UK_CSV0000000000001818__3 § 1 § 32,UK_CSV0000000000001818__3 § 2 § 32,UK_CSV0000000000001818__3 § 3 § 32,UK_CSV0000000000001818__3 § 4 § 32,UK_CSV0000000000001818__3 § 5 § 32,UK_CSV0000000000001818__3 § 6 § 32,UK_CSV0000000000001818__3 § 7 § 32,UK_CSV0000000000001818__3 § 8 § 32,UK_CSV0000000000001818__3 § 9 § 32,UK_CSV0000000000001818__3 § 10 § 32
UK_CSV0000000000001818__3 § 0 § 42,UK_CSV0000000000001818__3 § 1 § 42,UK_CSV0000000000001818__3 § 2 § 42,UK_CSV0000000000001818__3 § 3 § 42,UK_CSV0000000000001818__3 § 4 § 42,UK_CSV0000000000001818__3 § 5 § 42,UK_CSV0000000000001818__3 § 6 § 42,UK_CSV0000000000001818__3 § 7 § 42,UK_CSV0000000000001818__3 § 8 § 42,UK_CSV0000000000001818__3 § 9 § 42,UK_CSV0000000000001818__3 § 10 § 42
UK_CSV0000000000001818__3 § 0 § 51,UK_CSV0000000000001818__3 § 1 § 51,UK_CSV0000000000001818__3 § 2 § 51,UK_CSV0000000000001818__3 § 3 § 51,UK_CSV0000000000001818__3 § 4 § 51,UK_CSV0000000000001818__3 § 5 § 51,UK_CSV0000000000001818__3 § 6 § 51,UK_CSV0000000000001818__3 § 7 § 51,UK_CSV0000000000001818__3 § 8 § 51,UK_CSV0000000000001818__3 § 9 § 51,UK_CSV0000000000001818__3 § 10 § 51
