cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
3.2.0,3,2,0,peoplesubjecttothe_mental_health_act,00,100,RANDOM_TYPO,UK_CSV0000000000001818__3,0,peoplesubjecttothe_mental_health_act
3.6.0,3,6,0,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,0,awolepisodes
3.8.0,3,8,0,daysofdelayeddischarge,15,105,RANDOM_TYPO,UK_CSV0000000000001818__3,0,daysofdelayeddischarge
3.10.0,3,10,0,peoplewithaccommodationstatusrecorded,245,2145,RANDOM_TYPO,UK_CSV0000000000001818__3,0,peoplewithaccommodationstatusrecorded
3.0.1,3,0,1,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplewithanopenldhospitalstay
3.3.1,3,3,1,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplebeingtreatedby_early_intervention_teams
3.7.1,3,7,1,peopleoncpafor_one_twomonthswithreview,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peopleoncpafor_one_twomonthswithreview
3.8.1,3,8,1,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,daysofdelayeddischarge
3.10.1,3,10,1,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplewithaccommodationstatusrecorded
3.0.2,3,0,2,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplewithanopenldhospitalstay
3.3.2,3,3,2,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplebeingtreatedby_early_intervention_teams
3.4.2,3,4,2,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peopleoncpafor_one_twomonths
3.9.2,3,9,2,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,_one_sevenyearsoldbeddays
3.10.2,3,10,2,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplewithaccommodationstatusrecorded
3.0.3,3,0,3,peoplewithanopenldhospitalstay,01,10,RANDOM_TYPO,UK_CSV0000000000001818__3,24,peoplewithanopenldhospitalstay
3.5.3,3,5,3,spellsstarting,50,150,RANDOM_TYPO,UK_CSV0000000000001818__3,24,spellsstarting
3.9.3,3,9,3,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,24,_one_sevenyearsoldbeddays
3.7.4,3,7,4,peopleoncpafor_one_twomonthswithreview,9k0,90,RANDOM_TYPO,UK_CSV0000000000001818__3,25,peopleoncpafor_one_twomonthswithreview
3.8.4,3,8,4,daysofdelayeddischarge,0,70,RANDOM_TYPO,UK_CSV0000000000001818__3,25,daysofdelayeddischarge
3.7.5,3,7,5,peopleoncpafor_one_twomonthswithreview,0,60,RANDOM_TYPO,UK_CSV0000000000001818__3,30,peopleoncpafor_one_twomonthswithreview
3.3.6,3,3,6,peoplebeingtreatedby_early_intervention_teams,f130,130,RANDOM_TYPO,UK_CSV0000000000001818__3,32,peoplebeingtreatedby_early_intervention_teams
3.1.7,3,1,7,peopleincontactwithmhservices,p5,5,RANDOM_TYPO,UK_CSV0000000000001818__3,42,peopleincontactwithmhservices
3.5.7,3,5,7,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,42,spellsstarting
3.7.7,3,7,7,peopleoncpafor_one_twomonthswithreview,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,42,peopleoncpafor_one_twomonthswithreview
3.10.9,3,10,9,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,55,peoplewithaccommodationstatusrecorded
3.3.10,3,3,10,peoplebeingtreatedby_early_intervention_teams,14702,17402,RANDOM_TYPO,UK_CSV0000000000001818__3,57,peoplebeingtreatedby_early_intervention_teams
3.8.10,3,8,10,daysofdelayeddischarge,12768,21768,RANDOM_TYPO,UK_CSV0000000000001818__3,57,daysofdelayeddischarge
3.1.11,3,1,11,peopleincontactwithmhservices,5,15,RANDOM_TYPO,UK_CSV0000000000001818__3,59,peopleincontactwithmhservices
3.7.11,3,7,11,peopleoncpafor_one_twomonthswithreview,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,59,peopleoncpafor_one_twomonthswithreview
3.0.12,3,0,12,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,64,peoplewithanopenldhospitalstay
3.1.12,3,1,12,peopleincontactwithmhservices,1s0,10,RANDOM_TYPO,UK_CSV0000000000001818__3,64,peopleincontactwithmhservices
3.3.12,3,3,12,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,64,peoplebeingtreatedby_early_intervention_teams
3.4.12,3,4,12,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,64,peopleoncpafor_one_twomonths
3.9.12,3,9,12,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,64,_one_sevenyearsoldbeddays
3.3.13,3,3,13,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,74,peoplebeingtreatedby_early_intervention_teams
3.5.13,3,5,13,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,74,spellsstarting
3.6.13,3,6,13,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,74,awolepisodes
3.3.14,3,3,14,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,82,peoplebeingtreatedby_early_intervention_teams
3.3.15,3,3,15,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,91,peoplebeingtreatedby_early_intervention_teams
3.8.15,3,8,15,daysofdelayeddischarge,3f0,30,RANDOM_TYPO,UK_CSV0000000000001818__3,91,daysofdelayeddischarge
3.5.16,3,5,16,spellsstarting,,5,RANDOM_TYPO,UK_CSV0000000000001818__3,96,spellsstarting
3.9.17,3,9,17,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,103,_one_sevenyearsoldbeddays
3.10.17,3,10,17,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,103,peoplewithaccommodationstatusrecorded
