facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,42376.0,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,LOUISVILLE,KY,40220,29,1990/08/15 00:00:00,55.0
695,SWIMMING AREA,191.0,SWIMMING POOL,42377.0,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,LOUISVILLE,KY,40220,29,1990/08/15 00:00:00,56.0
695,SWIMMING AREA,191.0,SWIMMING POOL,42381.0,THE LANDINGS,5500 TIMBER RIDGE RD,PROSPECT,KY,40059,21,1996/09/03 00:00:00,57.0
695,SWIMMING AREA,191.0,SWIMMING POOL,42501.0,BOULDER CREEK VANTAGE POINT #2 PHASE II,10400 PAVILION WAY EAST,LOUISVILLE,KY,40299,22,1990/08/14 00:00:00,58.0
695,SWIMMING AREA,191.0,SWIMMING POOL,42581.0,THE SPRINGS CLUBHOUSE,1099 BALMORAL DRIVE,LOUISVILLE,KY,40205,28,1990/08/23 00:00:00,59.0
695,SWIMMING AREA,191.0,SWIMMING POOL,43218.0,SBTS HEALTH & REC CENTER,2825 LEXINGTON RD,LOUISVILLE,KY,40280,26,1990/11/14 00:00:00,60.0
695,SWIMMING AREA,197.0,SPA,43219.0,SBTS HEALTH & REC CENTER,2825 LEXINGTON RD,LOUISVILLE,KY,40280,26,1990/11/14 00:00:00,61.0
695,SWIMMING AREA,199.0,WADING POOL,43220.0,SBTS HEALTH & REC CENTER,2825 LEXINGTON RD,LOUISVILLE,KY,40280,26,1990/11/14 00:00:00,62.0
695,SWIMMING AREA,199.0,WADING POOL,43221.0,SBTS HEALTH & REC CENTER,2825 LEXINGTON RD,LOUISVILLE,KY,40280,26,1990/11/14 00:00:00,63.0
695,SWIMMING AREA,199.0,WADING POOL,44615.0,SOUTH PARK COUNTRY CLUB - WADING POOL,915 SOUTH PARK RD,LOUISVILLE,KY,40118,23,1991/06/17 00:00:00,64.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,44617.0,SOUTH PARK COUNTRY CLUB,915 SOUTH PARK RD,LOUISVILLE,KY,40118,23,1991/06/17 00:00:00,65.0
695,SWIMMING AREA,199.0,WADING POOL,44643.0,JEWISH COMMUNITY CENTER,3600 DUTCHMANS LN,LOUISVILLE,KY,40205,28,1991/06/20 00:00:00,66.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,44644.0,JEWISH COMMUNITY CENTER,3600 DUTCHMANS LN,LOUISVILLE,KY,40205,28,1991/06/20 00:00:00,67.0
695,SWIMMING AREA,191.0,SWIMMING POOL,44751.0,GRAYSTONE MANOR CONDOS,3200 GRAYSTONE MANOR PARKWAY,LOUISVILLE,KY,40241,21,1991/07/08 00:00:00,68.0
695,SWIMMING AREA,191.0,SWIMMING POOL,45506.0,MOCKINGBIRD GARDENS,299 MOCKINGBIRD GARDENS DR,LOUISVILLE,KY,40207,26,1991/11/19 00:00:00,69.0
695,SWIMMING AREA,199.0,WADING POOL,45507.0,MOCKINGBIRD GARDENS,299 MOCKINGBIRD GARDENS DR,LOUISVILLE,KY,40207,26,1991/11/19 00:00:00,70.0
695,SWIMMING AREA,199.0,WADING POOL,45508.0,LOUISVILLE BOAT CLUB,4200 RIVER ROAD,LOUISVILLE,KY,40207,26,1991/11/19 00:00:00,71.0
695,SWIMMING AREA,191.0,SWIMMING POOL,45509.0,LOUISVILLE BOAT CLUB,4200 RIVER ROAD,LOUISVILLE,KY,40207,26,1991/11/19 00:00:00,72.0
695,SWIMMING AREA,191.0,SWIMMING POOL,46780.0,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,27,1992/06/16 00:00:00,73.0
695,SWIMMING AREA,191.0,SWIMMING POOL,46900.0,PROMENADE COURT TOWNHOMES,152 PROMENADE CT,LOUISVILLE,KY,40223,29,1993/05/28 00:00:00,74.0
695,SWIMMING AREA,191.0,SWIMMING POOL,46985.0,CANTERBURY PLACE,1005 EAST BRIDGE COURT,LOUISVILLE,KY,40223,25,1992/07/21 00:00:00,75.0
695,SWIMMING AREA,191.0,SWIMMING POOL,47145.0,WOODLANDS ON HARROD CREEK,5630 TIMBER CREEK CT,LOUISVILLE,KY,40059,21,1996/07/25 00:00:00,76.0
695,SWIMMING AREA,191.0,SWIMMING POOL,47281.0,YMCA NORTHEAST-FAMILY POOL,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,1992/09/02 00:00:00,77.0
695,SWIMMING AREA,191.0,SWIMMING POOL,47537.0,SPRINGHURST SWIMMING POOL,4200 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,1996/09/03 00:00:00,78.0
695,SWIMMING AREA,199.0,WADING POOL,47538.0,SPRINGHURST WADING POOL,4200 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,1996/09/03 00:00:00,79.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29012.0,CHARLESTOWN OF DOUGLASS HILLS,407 CHARLESTOWN COURT,LOUISVILLE,KY,40243,25,1988/08/02 00:00:00,80.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78634.0,SPRING HILL SUITES LOU AIRPORT,820 PHILLIPS LANE,LOUISVILLE,KY,40209,27,2007/07/24 00:00:00,81.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98346.0,STAYBRIDGE SUITES,11711 GATEWORTH WAY,LOUISVILLE,KY,40299,22,2015/09/15 00:00:00,82.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29022.0,RESIDENCE INN BY MARRIOTT,120 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,29,1988/06/02 00:00:00,83.0
695,SWIMMING AREA,191.0,SWIMMING POOL,93087.0,CLAIBORNE CROSSING,14601 PULPIT DRIVE,LOUISVILLE,KY,40245,25,2014/04/10 00:00:00,84.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29371.0,DERBY RUN APTS,6600 OUTER LOOP,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,85.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29025.0,SHELBY HOUSE,8605 SHELBYVILLE ROAD UNIT 231,LOUISVILLE,KY,40222,29,1988/06/02 00:00:00,86.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98844.0,ALOFT LOUISVILLE EAST,10700 WESTPORT RD,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,87.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78639.0,PARK LAKE APARTMENTS,7100 LEISURE LANE,LOUISVILLE,KY,40229,27,2007/07/24 00:00:00,88.0
