facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,59262.0,COURTYARD BY MARRIOTT,1221 KENTUCKY MILLS LN,LOUISVILLE,KY,40241,21,2004/09/22 00:00:00,5.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29030.0,MARRIOTT LOUISVILLE DOWNTOWN,13305 DIXIE HWY,LOUISVILLE,KY,40202,24,2005/03/21 00:00:00,1.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29032.0,EXTENDED STAY AMERICA #325,401 S. 2ND ST,LOUISVILLE,KY,40205,26,2005/11/08 00:00:00,15.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,29032.0,HOWARD JOHNSON,709 PHILLIPS LN,LOUISVILLE,KY,40209,28,2005/12/14 00:00:00,31.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,75380.0,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KY,40299,22,2006/01/26 00:00:00,32.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,75650.0,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUISVILLE,KY,40222,25,2006/03/08 00:00:00,33.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,75780.0,21C MUSEUM HOTEL,700 W. MAIN ST,LOUISVILLE,KY,40202,24,2006/03/19 00:00:00,34.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,75858.0,RESIDENCE INN LOUISVILLE DWNTN,333 E. MARKET ST,LOUISVILLE,KY,40202,26,2006/03/28 00:00:00,35.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,78976.0,ECONO LODGE,6109 PRESTON HWY,LOUISVILLE,KY,40219,27,2007/08/21 00:00:00,36.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,79117.0,INTOWN SUITES EXTENDED STAY,11405 WESTPORT ROAD,LOUISVILLE,KY,40241,25,2009/03/18 00:00:00,37.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,79486.0,SPRINGHILL SUITES - LOUISVILLE AIRPORT,820 PHILLIPS LN,LOUISVILLE,KY,40209,28,2007/11/30 00:00:00,38.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,79548.0,ECONOLODGE,9340 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2007/12/13 00:00:00,39.0
620,HOTEL OR MOTELS,91,HOTEL / MOTEL,79635.0,"BROWN HOTEL, THE",335 W BROADWAY,LOUISVILLE,KY,40202,28,2008/01/11 00:00:00,40.0
