record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10552213,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028730,1997-05-17,1997-05-17,D,S of Ogof Morlas (Bardsey Island),Poit,52.7651754513237,-4.77917487829945,WGS84,135141.0,Caryophyllia (Caryophyllia) inornata,False,O,False,"A large limestone outcrop. This description is restricted to an overhang. This was dominated by Pachymatisma johnstonia, Corynactis viridis and Polycarpa rustica. The cup coral Caryophyllia inornata occurred right under the overhang."
JNCCMNCR10553536,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028810,1997-05-16,1997-05-16,D,NW Pen Cristin (Bardsey Island),Point,52.7545067979497,-4.78546155797513,WGS84,135141.0,Caryophyllia (Caryophyllia) inornata,False,F,False,Vertical wall of 2m height with a dense turf of Chartella papyracea and Crisia spp. with edges of fissures colonised by patches of Aglaophenia spp. Dense clumps of Parazoanthus axinella limited to the upper 2/3 rds of the wall.
JNCCMNCR10551339,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028701,1997-05-16,1997-05-16,D,N Mynydd Mawr (Aberdaron),Poitn,52.7989857137668,-4.76768122998075,WGS84,135141.0,Caryophyllia (Caryophyllia) inornata,False,F,False,"Boulder overhang with Pachymatisma johnnstonia and a variety of encrusting sponges including Dercitus bucklandi. Other characteristic species were the hydroid Diphasia rosacea, Corynactis viridis and the cup coral Caryophyllia inornata."
JNCCMNCR10537567,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028068,1997-05-19,1997-05-19,D,N side of Maen Mellt (Morfa Nefyn),Point,52.8521679955222,-4.73110696747324,WGS84,135141.0,Caryophyllia (Caryophyllia) inornata,False,O,False,Areas of overhang on a wall and large boulder holes were extensive throughout the site with dense Corynactis viridis and Caryophyllia inornata. Numerous species of sponge were also present and a thin turf of bryozoans in patches.
JNCCMNCR10555071,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028701,1997-05-14,1997-05-14,D,Maen Bugail (Bardsey Island),Point,52.7728167688795,-4.78692720192518,WSG84,135141.0,Caryophyllia (Caryophyllia) inornata,False,R,False,"Small cave (4 m long, 1 m high) with abundant Caryophyllia smithii on the roof and walls. Also sheets of thin encrusting sponges, especially Aplysilla sulfurea (both colour morphs), small patches of Thymosia guernei and Galathea strigosa in cracks and crevices in the roof."
JNCCMNCR10551422,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028068,1997-05-19,1997-05-19,D,Penrhyn Colmon (Morfa Nefyn),Point,52.8529545461256,-4.72818544604196,WGS84,126792.0,Callionymus lyra,False,O,False,"Upper circalittoral bedrock, boulders and cobbles with a covering of sand in some areas. Hemimycale columella, Nemertesia spp., Aplidium densum, Polymastia mammilaris and a few Ciocalypta penicillus. Algae included Gymnogongrus crenulatus- a SW species."
JNCCMNCR10551313,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028700,1997-05-19,1997-05-19,D,N side of Maen Mellt (Morfa Nefyn),Point,52.8521679955222,-4.73110696747324,WGS84,135141.0,Molgula manhattensis,False,R,False,"Dense bryozoans especially Crisia denticulata, Bicellariella ciliata and Bugula turbinata with barnacles, colonial ascidians and Dendrodoa grossularia and sponges, especially Stelligera rigida and Raspailia ramosa."
JNCCMNCR10552031,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survye,JNCCMNCR10028726,1997-05-18,1997-05-18,D,SE Baer Nant (Bardsey Island),Point,52.7667946066795,-4.78298438883776,WGS84,883.0,Polychaeta,False,R,False,"Boulders, cobbles and pebbles in a coarse sand matrix with Balanus crenatus and coralline crusts throughout, Sertularia argentea, other hydroids and short bryozoans on larger boulders with red algae including Plocamium cartilagineum, Delesseria sanguinea and Corallina officinalis."
JNCCMNCR10554622,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittoral survey,JNCCMNCR10028857,1997-05-14,1997-05-14,,W of Cristin (Bardsey Island),Piont,52.7582987472259,-4.8000814396994,WGS84,135141.0,Pyura tessellata,False,R,False,"Boulders and cobbles in the infralittoral were surrounded by and scoured by coarse sand. The algae were dominated by ephemeral or sand scour resistant species such as Laminaria saccharina, Halidrys siliquosa, Phyllophora crispa and Dilsea carnosa. Sabellaria spinulosa frequently found beneath smothering sand."
JNCCMNCR10554863,JNCCMNCR10000644,1997 MNCR Bardsey Island and SW Lleyn Peninsula sublittohral survey,JNCCMNCR10028865,1997-05-14,1997-05-14,D,Pen Cristin (Bardsey Island),Point,52.7544998455168,-4.78575754044054,WGS84,103853.0,Pyura tessellata,False,R,False,"Hydroids, ascidians and sparse algae on silty boulders in the upper circalittoral. Balanus crenatus relatively dense with patches of Morchellium argus and tufts of erect bryozoans and hydroids."
