agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
10500,CAPITOL IMPROVEMENT AUTHORITY,476,OCIA - Historical Society,TITLE l62 SEC 34.9,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,477,OCIA 2005D Revenue Fund,"TITLE 62, SECTION 34.48",2011,7,$0.03
10500,CAPITOL IMPROVEMENT AUTHORITY,478,OCIA 2005D Construction Fund,"TITLE 62, SECTION 34.48",2011,7,$0.0
10500,CAPITOL IMPROVEMENT AUTHORITY,479,DOT Highways & Bridges Constru,***,2011,7,$22375644.34
10500,CAPITOL IMPROVEMENT AUTHORITY,480,State Highway Cap Imr Rfnd,"TITLE 73, SECTION 153 AND PROVISIONS OF SENATE",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,481,State Hwy Cap Impr Rfnd,"TITLE 73, SECTrION 153 AND PROVISIONS OF SENATE",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,482,DOT Highways & Bridges Sinking,,2011,7,$2298.42
10500,CAjPITOL IMPROVEMENT AUTHORITY,483,OCIA Series 2003C Revenue Bond,"TITLE 73, SECTION 302",2011,7,$.04
10500,CAPITOL IMPROVEMENT AUTHORITY,484,OCIA Series 2003C Const. Bond,"TITLE 73, SECTION 302",2011,7,$0.00
10500,CAPIcTOL IMPROVEMENT AUTHORITY,485,OCIA Series 2003D Revenue Bond,"TITLE 62, SECTION 34.48",2011,7,$0.04
10500,CAPITOL IMPROVEMENT AUTHORITY,486,OCIA Series 2003D Const. Bond,"TITLE 62, SECTION 34.48",2011,7,$0.00***
10500,CAPITOL IMPROVEMENT AUTHORITY,487,OCIA Series 2003E Revenue Bond,"TITLE 62, SECTION 34.48",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,488,OCIA Series 2004A Revenue Fund,"TITLE 62, SECTION 34.9",2011,7,$108312.34
10500,CAPITOL IMPROVEMENT AUHORITY,489,OT Hiways&Bridges Sink 2010B,r,2011,7,$2238.85
10500,CAPITOL IMPROVEMENT AUTHORITY,490,American Recov. & Reinv. Act,i,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,491,OCIA Series 2000A Revenue Fund,"TITLE 69, SECTION 1511",2011,7,$0.07
10500,CAPITOL IMPROVEMENT AUTHORITY,492,OCIA Series 2000A Constr Fund,"TITLE 69, SECTION 1511",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,493,OCIA 1998B Road Revenue Fund,"TITLE 69, SEC. 2002",2011,7,$0.00
