UK_CSV0000000000002695::0::record_key,UK_CSV0000000000002695::1::survey_key,UK_CSV0000000000002695::2::survey_name,UK_CSV0000000000002695::3::sample_key,UK_CSV0000000000002695::4::start_date,UK_CSV0000000000002695::5::end_date,UK_CSV0000000000002695::6::date_type,UK_CSV0000000000002695::7::location_name,UK_CSV0000000000002695::8::data_type,UK_CSV0000000000002695::9::latitude,UK_CSV0000000000002695::10::longitude,UK_CSV0000000000002695::11::projection,UK_CSV0000000000002695::12::aphia_id,UK_CSV0000000000002695::13::species,UK_CSV0000000000002695::14::uncertain,UK_CSV0000000000002695::15::abundance_sacforn,UK_CSV0000000000002695::16::is_dead,UK_CSV0000000000002695::17::sample_comment
UK_CSV0000000000002695 § 0 § 0,UK_CSV0000000000002695 § 1 § 0,UK_CSV0000000000002695 § 2 § 0,UK_CSV0000000000002695 § 3 § 0,UK_CSV0000000000002695 § 4 § 0,UK_CSV0000000000002695 § 5 § 0,UK_CSV0000000000002695 § 6 § 0,UK_CSV0000000000002695 § 7 § 0,UK_CSV0000000000002695 § 8 § 0,UK_CSV0000000000002695 § 9 § 0,UK_CSV0000000000002695 § 10 § 0,UK_CSV0000000000002695 § 11 § 0,UK_CSV0000000000002695 § 12 § 0,UK_CSV0000000000002695 § 13 § 0,UK_CSV0000000000002695 § 14 § 0,UK_CSV0000000000002695 § 15 § 0,UK_CSV0000000000002695 § 16 § 0,UK_CSV0000000000002695 § 17 § 0
UK_CSV0000000000002695 § 0 § 1,UK_CSV0000000000002695 § 1 § 1,UK_CSV0000000000002695 § 2 § 1,UK_CSV0000000000002695 § 3 § 1,UK_CSV0000000000002695 § 4 § 1,UK_CSV0000000000002695 § 5 § 1,UK_CSV0000000000002695 § 6 § 1,UK_CSV0000000000002695 § 7 § 1,UK_CSV0000000000002695 § 8 § 1,UK_CSV0000000000002695 § 9 § 1,UK_CSV0000000000002695 § 10 § 1,UK_CSV0000000000002695 § 11 § 1,UK_CSV0000000000002695 § 12 § 1,UK_CSV0000000000002695 § 13 § 1,UK_CSV0000000000002695 § 14 § 1,UK_CSV0000000000002695 § 15 § 1,UK_CSV0000000000002695 § 16 § 1,UK_CSV0000000000002695 § 17 § 1
UK_CSV0000000000002695 § 0 § 2,UK_CSV0000000000002695 § 1 § 2,UK_CSV0000000000002695 § 2 § 2,UK_CSV0000000000002695 § 3 § 2,UK_CSV0000000000002695 § 4 § 2,UK_CSV0000000000002695 § 5 § 2,UK_CSV0000000000002695 § 6 § 2,UK_CSV0000000000002695 § 7 § 2,UK_CSV0000000000002695 § 8 § 2,UK_CSV0000000000002695 § 9 § 2,UK_CSV0000000000002695 § 10 § 2,UK_CSV0000000000002695 § 11 § 2,UK_CSV0000000000002695 § 12 § 2,UK_CSV0000000000002695 § 13 § 2,UK_CSV0000000000002695 § 14 § 2,UK_CSV0000000000002695 § 15 § 2,UK_CSV0000000000002695 § 16 § 2,UK_CSV0000000000002695 § 17 § 2
UK_CSV0000000000002695 § 0 § 3,UK_CSV0000000000002695 § 1 § 3,UK_CSV0000000000002695 § 2 § 3,UK_CSV0000000000002695 § 3 § 3,UK_CSV0000000000002695 § 4 § 3,UK_CSV0000000000002695 § 5 § 3,UK_CSV0000000000002695 § 6 § 3,UK_CSV0000000000002695 § 7 § 3,UK_CSV0000000000002695 § 8 § 3,UK_CSV0000000000002695 § 9 § 3,UK_CSV0000000000002695 § 10 § 3,UK_CSV0000000000002695 § 11 § 3,UK_CSV0000000000002695 § 12 § 3,UK_CSV0000000000002695 § 13 § 3,UK_CSV0000000000002695 § 14 § 3,UK_CSV0000000000002695 § 15 § 3,UK_CSV0000000000002695 § 16 § 3,UK_CSV0000000000002695 § 17 § 3
UK_CSV0000000000002695 § 0 § 4,UK_CSV0000000000002695 § 1 § 4,UK_CSV0000000000002695 § 2 § 4,UK_CSV0000000000002695 § 3 § 4,UK_CSV0000000000002695 § 4 § 4,UK_CSV0000000000002695 § 5 § 4,UK_CSV0000000000002695 § 6 § 4,UK_CSV0000000000002695 § 7 § 4,UK_CSV0000000000002695 § 8 § 4,UK_CSV0000000000002695 § 9 § 4,UK_CSV0000000000002695 § 10 § 4,UK_CSV0000000000002695 § 11 § 4,UK_CSV0000000000002695 § 12 § 4,UK_CSV0000000000002695 § 13 § 4,UK_CSV0000000000002695 § 14 § 4,UK_CSV0000000000002695 § 15 § 4,UK_CSV0000000000002695 § 16 § 4,UK_CSV0000000000002695 § 17 § 4
UK_CSV0000000000002695 § 0 § 5,UK_CSV0000000000002695 § 1 § 5,UK_CSV0000000000002695 § 2 § 5,UK_CSV0000000000002695 § 3 § 5,UK_CSV0000000000002695 § 4 § 5,UK_CSV0000000000002695 § 5 § 5,UK_CSV0000000000002695 § 6 § 5,UK_CSV0000000000002695 § 7 § 5,UK_CSV0000000000002695 § 8 § 5,UK_CSV0000000000002695 § 9 § 5,UK_CSV0000000000002695 § 10 § 5,UK_CSV0000000000002695 § 11 § 5,UK_CSV0000000000002695 § 12 § 5,UK_CSV0000000000002695 § 13 § 5,UK_CSV0000000000002695 § 14 § 5,UK_CSV0000000000002695 § 15 § 5,UK_CSV0000000000002695 § 16 § 5,UK_CSV0000000000002695 § 17 § 5
UK_CSV0000000000002695 § 0 § 6,UK_CSV0000000000002695 § 1 § 6,UK_CSV0000000000002695 § 2 § 6,UK_CSV0000000000002695 § 3 § 6,UK_CSV0000000000002695 § 4 § 6,UK_CSV0000000000002695 § 5 § 6,UK_CSV0000000000002695 § 6 § 6,UK_CSV0000000000002695 § 7 § 6,UK_CSV0000000000002695 § 8 § 6,UK_CSV0000000000002695 § 9 § 6,UK_CSV0000000000002695 § 10 § 6,UK_CSV0000000000002695 § 11 § 6,UK_CSV0000000000002695 § 12 § 6,UK_CSV0000000000002695 § 13 § 6,UK_CSV0000000000002695 § 14 § 6,UK_CSV0000000000002695 § 15 § 6,UK_CSV0000000000002695 § 16 § 6,UK_CSV0000000000002695 § 17 § 6
UK_CSV0000000000002695 § 0 § 7,UK_CSV0000000000002695 § 1 § 7,UK_CSV0000000000002695 § 2 § 7,UK_CSV0000000000002695 § 3 § 7,UK_CSV0000000000002695 § 4 § 7,UK_CSV0000000000002695 § 5 § 7,UK_CSV0000000000002695 § 6 § 7,UK_CSV0000000000002695 § 7 § 7,UK_CSV0000000000002695 § 8 § 7,UK_CSV0000000000002695 § 9 § 7,UK_CSV0000000000002695 § 10 § 7,UK_CSV0000000000002695 § 11 § 7,UK_CSV0000000000002695 § 12 § 7,UK_CSV0000000000002695 § 13 § 7,UK_CSV0000000000002695 § 14 § 7,UK_CSV0000000000002695 § 15 § 7,UK_CSV0000000000002695 § 16 § 7,UK_CSV0000000000002695 § 17 § 7
UK_CSV0000000000002695 § 0 § 8,UK_CSV0000000000002695 § 1 § 8,UK_CSV0000000000002695 § 2 § 8,UK_CSV0000000000002695 § 3 § 8,UK_CSV0000000000002695 § 4 § 8,UK_CSV0000000000002695 § 5 § 8,UK_CSV0000000000002695 § 6 § 8,UK_CSV0000000000002695 § 7 § 8,UK_CSV0000000000002695 § 8 § 8,UK_CSV0000000000002695 § 9 § 8,UK_CSV0000000000002695 § 10 § 8,UK_CSV0000000000002695 § 11 § 8,UK_CSV0000000000002695 § 12 § 8,UK_CSV0000000000002695 § 13 § 8,UK_CSV0000000000002695 § 14 § 8,UK_CSV0000000000002695 § 15 § 8,UK_CSV0000000000002695 § 16 § 8,UK_CSV0000000000002695 § 17 § 8
