crimeid,monthvalue,reportedby,fallswithin,longitude,latitude,locationvalue,lsoacode,lsoaname,outcometype
05d13dd93610bfde4f48724d6782b17a180e773e421df2850afa5627f2961eb7,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
a56309d71bc5d46a45071213890f565abfca34c2111a6b3139efce5248bee327,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No jlocation,E01014540,Bristol 032B,Unable to prosecute suspect
1d4243f34f0be0978b6fdd2df502a115b47b09d2a6aa8286e4b2e9e66eda9496,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
768ccab5c5bf590e2427cb27af4c9d89654741d78ae38d8f44438f9265e7c762,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabluary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Suspect charged
42775d94091926da82f98f3fd4899354f017716b54253e3d8bb0978e73e13377,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
0acf30be90ed0645547a570a042cfc923016e805c7c19bc8837f1519be4e9aca,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Suspect charged
e2216e1938e4513b764f8efca813967df1a2cc48440239405dd40247170f4347,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Local resolution
7a8993cb0e25b0d747ed8735a802d58de8b3aae6cd1dc2ea64819c98d79e27fa,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to proseucte suspect
ea7f089056a50124ca89a2749336266d15b01ed4e82b230b738d00d13c9cb004,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No locatiwon,E01014540,Bristol 032B,Unable to prosecute suspect
1f00cf721da33747ebf079b23cfea75138203b01d794edd796753ccc19a09ca0,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
d5c88d8618c2fc1c15132316de26a13f49f4e3568d5b6620eac6ae9f9288aa90,2022-04,Avon andl Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
d2f2bd31f300eeab9308c20aedc3a7ecfc3c2e1fcffcc5aa6efca00a51f15e02,2022-4,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Formal action is not in the public interest
9cc795acd455c116c198d5e07144008557b9a7280f4eaa13daffbbb745d51177,2022-04,Avon and Somerset Constabulayr,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Local reoslution
8a68ebdd3b90fdf4594cdc769cc0ba6d47afe3326f1fe69412bea25423f9948f,202i2-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Investigation complete; no suspect identified
76918800a894a41d2bf02b7e3091f9b4046ef3f80f4c3fe8becbfc24365e95c7,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Further action is not in the public interest
6e051c6010c5695e8d91c5c0850c7b735a19bc4c99cc45cfbb9a64a26a2aceb2,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Further investigation is not in the putblic interest
d4b3f3db040a87928247ee9f4bbcf57852ab4a32fa753bf2f02c650b3e0c19c8,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
91dd9b91fbeb7c0353f6e6be179ea9cdf031dae93747462a36e4c00a273ecda2,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constaulary,-2.596865,51.45088,No locatiyon,E01014540,Bristol 032B,Unable to prosecute suspect
29c11496400b7b17edfc724eee8ea7374c538fb11f89e5d990820c3d3f99a121,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Offender given a caution
3828390dfdbea045cb916672ffcd351671b1dee5313a1bdb524eba1b9bd51cf8,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
ac37eaceaa6793ddb686918e58fd1f144ff8469a2935e6760d71451a0412bed1,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Local resolutoin
850b55fd819df90b5880990ed6363841cb9faad098c8813825af3ecb9754833a,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,o location,E01014540,Bristol 032B,Unable to prosecute suspect
183cb87327560d82875ba422ccc57f86d64883dca817fb82827117383948ee21,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
d1fcc93f596f03ca3657d867e94bbb57b3b579c77ee92e8902e646a6738e7749,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
b1b1450f524148840855fab26397d70a9d4597b2fc8af9571db8b42bd23acf57,2022-04,Avon andS omerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
a715ed0c8ab9e0bf5096016551320a86f8bf55a28e9a27bbcbd295107266bc85,20m22-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristlo 032B,Unable to prosecute suspect
81f3c1a45d8acc5c282b6ceb0fbe17d0e032edf130f294fcbeca387f9ceafb7b,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
93ad5818c640689bc85326ae132473476b2de600b110c1cecc77690c91478b51,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Further investigation is not in the public interest
841f29ecd7a6ce8a70dd39aa5b3bc6e6eb0c8f5be4726fab10024662b46bea72,2022-04,Avon and Somerset Constabulayr,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Further investigation is not in the public interest
e6321da368f7fa5dc3663ab441ede2898aae0a9c7cb07b73b6a949b4d0ce8079,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristo l032B,Unable to prosecute suspect
fb3433564f636ca60d853f53a56c32b55defdbb39e06fe9948551b6b9dde55c5,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brsitol 032B,Formal action is not in the public interest
6df602a2bf3d125490db7fb2696ec90946afd58a219b97a6a86beb6113a948d4,2022-04,Avon and Somerset onstabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bruistol 032B,Unable to prosecute suspect
31a8ef27b735fbe72470957c0e488ce84c5e948da4de0a20a0a2ccadbd5f189c,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Britol 032B,Unable to prosecute suspect
3f0114f4050377e3564c488d63886a0ec65a1e26d7efb7021a915141fc58befa,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No locaton,E01014540,Bristo l032B,Unable to prosecute suspect
c8e0d01ec6e76b2d048b7976c2d003bd689a3e5d886df174cf0c48c53550ce8b,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Offender given a drugs possession warning
026cee54629733beabb2bef03da90371bee387297dc60967ed9f93dfdcaf5236,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brstol 032B,Unable to prosecute suspect
86fb7bdcd655afe148aaf196b16ebe623e03abb9d7c32bb994abb2e2773a83b5,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Suspect charged
0f60ba10a6ca80f320fdff2f92497234c4ce18fc602049e77af149e496aa78f6,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristo l032B,Formal action is not in the public interest
87f94c0fba4a2e505ff5d3c66d2d4514d8e8d0643fc25105eb531d12f2519988,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristl 032B,Unable to prosecute suspect
440988f03243e4879c667facd0283f230ffb41e7f588f7ddc3930a6f4eaa9212,2022-4,Avo nand Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 02B,Local resolution
a56260d730e0502cbc1308ff7858ff9186de1f4b387648d2a52ace4749ce2479,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulay,-2.596865,51.45088,No location,E01014540,Brisol 032B,Unable to prosecute suspect
c87eb540223873ca8c20df8fc65818e314ffcbadf6d5f695dcaf330219380de4,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brisol 032B,Further investigation is not in the public interest
719e06cf0cf3df8d303dd09ccf5843a1d30c29ca2000263d197a50c429cbe95c,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brimstol 032B,Suspect charged
1537e8458717ae79f4a3061eb3625d4961dd6ff0eb28a375ae9b52f4c2038ed9,2022-04,Avon sand Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,ristol 032B,Unable to prosecute suspect
293f4d1f0a150cda9759ceba943e7ab33eac0d96b90a7577302c1e47ff44be23,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No loction,E01014540,rBistol 032B,Offender given a caution
aa096c89eefb25536c0a8aeafc9c6d23d081bde0dfa2a74e7a74ba6e3f99b191,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol0 32B,Further investigation is not in the public interest
f89550effce2d088fd115b3f36ea1675154312633b8532852c3463194efce585,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristol 032B,Unable to prosecute suspect
d4b3f3db040a87928247ee9f4bbcf57852ab4a32fa753bf2f02c650b3e0c19c8,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.158108,51.152509,On or near LIME STREET,E01014540,Sedgemoor 007D,Unable to prosecute suspect
026cee54629733beabb2bef03da90371bee387297dc60967ed9f93dfdcaf5236,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brsitol 032B,Unable to prosecute suspect
8a803061449b8607309f33201e5b68d29e68568251e6162178b8d1d73f312edb,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brisol 032B,Unable to prosecute suspect
9977550ea94b25517c7d0fbc01918ea28db07262114cf7b46c3582684e4a5889,2022-04,Avon and Somerset Constabulary,Avon and Someset Constabulary,-2.596865,51.45088,No location,E01014540,Brisutol 032B,Suspect charged
732330c43efac7b49a078f785fe40bcb6b902f900f36c584d893e37c26502c37,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Bristlo 032B,Suspect charged
6e051c6010c5695e8d91c5c0850c7b735a19bc4c99cc45cfbb9a64a26a2aceb2,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.580059,51.459057,On or near WADE STREET,E01014540,Bristol 054D,Unable to prosecute suspect
4f87b10c78a7c7f536016b76a12288d2af8756235c4d5f00d1786811b695f52d,202-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,No location,E01014540,Brstol 032B,Further investigation is not in the public interest
0a67234be8ca4b1864dc8570dd51eced95ed1d233d7520c2ef9a69802558dc6b,2022-04,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596865,51.45088,Nol ocation,E01014540,Bristo 032B,Unable to prosecute suspect
