cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
99.lsoaname,99,lsoaname,Conwy 001D,Conwy 0c01D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
1318.fallswithin,1318,fallswithin,North Wales Police,North Wales olice,RANDOM_TYPO,,[]
3665.lsoaname,3665,lsoaname,Gwynedd 002A,wynedd 002A,FD_VIOLATION,lsoacode -> lsoaname,[e1]
1954.lsoacode,1954,lsoacode,W01000197,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3313.lsoacode,3313,lsoacode,W01000318,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5227.monthvalue,5227,monthvalue,2020-09,2020-0e9,RANDOM_TYPO,,[]
2916.lsoacode,2916,lsoacode,W01000282,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1938.lsoaname,1938,lsoaname,Denbighshire 011C,Denbighshire 0l11C,FD_VIOLATION,lsoacode -> lsoaname,[e1]
4668.crimetype,4668,crimetype,Drugs,Drgus,RANDOM_TYPO,,[]
3669.lsoaname,3669,lsoaname,Gwynedd 002A,wGynedd 002A,FD_VIOLATION,lsoacode -> lsoaname,[e1]
297.lsoacode,297,lsoacode,W01000154,E01018332,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
479.lsoacode,479,lsoacode,W01000135,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1025.lsoacode,1025,lsoacode,W01000131,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5729.lsoaname,5729,lsoaname,Wrexham 011C,eWrexham 011C,FD_VIOLATION,lsoacode -> lsoaname,[e1]
6345.reportedby,6345,reportedby,North Wales Police,North Wals Police,RANDOM_TYPO,,[]
2878.monthvalue,2878,monthvalue,2020-09,020-09,RANDOM_TYPO,,[]
3943.fallswithin,3943,fallswithin,North Wales Police,North Wales oPlice,RANDOM_TYPO,,[]
3510.crimetype,3510,crimetype,Anti-social behaviour,Anti-social behavuiour,RANDOM_TYPO,,[]
5303.lastoutcomecategory,5303,lastoutcomecategory,Unable to prosecute suspect,Unabe to prosecute suspect,RANDOM_TYPO,,[]
5249.crimeid,5249,crimeid,0cea21031dea8294495246223bea1b12a1621821ea80fa1573e337efc5724078,0cea21031dea8294495246223bea1b12a1621821ea80f1a573e337efc5724078,RANDOM_TYPO,,[]
423.locationvalue,423,locationvalue,On or near Gaingc Road,On or near Gauingc Road,RANDOM_TYPO,,[]
4917.crimetype,4917,crimetype,Anti-social behaviour,Ant-social behaviour,RANDOM_TYPO,,[]
458.lsoacode,458,lsoacode,W01000184,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5354.lsoaname,5354,lsoaname,Wrexham 008C,Wrexham008C,FD_VIOLATION,lsoacode -> lsoaname,[e1]
3334.lsoacode,3334,lsoacode,W01000259,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1822.reportedby,1822,reportedby,North Wales Police,North Wale Police,RANDOM_TYPO,,[]
1004.lsoacode,1004,lsoacode,W01000130,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
4874.lsoaname,4874,lsoaname,Isle of Anglesey 006D,Isle of Anlesey 006D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
4880.lastoutcomecategory,4880,lastoutcomecategory,Unable to prosecute suspect,Unable to proseecute suspect,RANDOM_TYPO,,[]
4724.crimeid,4724,crimeid,45335f7e072b5494cd66ee4cae2ee82ff32925f903b26ef046b03102378de208,45335f7e072b549c4d66ee4cae2ee82ff32925f903b26ef046b03102378de208,RANDOM_TYPO,,[]
1288.lastoutcomecategory,1288,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecukte suspect,RANDOM_TYPO,,[]
3617.lsoaname,3617,lsoaname,Gwynedd 001D,Gwynedd 00D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2190.lsoacode,2190,lsoacode,W01000287,E01018332,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
72.lastoutcomecategory,72,lastoutcomecategory,Status update unavailable,Status pdate unavailable,RANDOM_TYPO,,[]
4120.lsoaname,4120,lsoaname,Gwynedd 009B,Gwyndd 009B,FD_VIOLATION,lsoacode -> lsoaname,[e1]
1933.lsoacode,1933,lsoacode,W01000199,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
784.lsoaname,784,lsoaname,Conwy 009D,Conwy0 09D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2143.monthvalue,2143,monthvalue,2020-09,202009,RANDOM_TYPO,,[]
3440.fallswithin,3440,fallswithin,North Wales Police,Noth Wales Police,RANDOM_TYPO,,[]
51.fallswithin,51,fallswithin,North Wales Police,orth Wales Police,RANDOM_TYPO,,[]
2345.lsoaname,2345,lsoaname,Flintshire 003E,Flintshkire 003E,FD_VIOLATION,lsoacode -> lsoaname,[e1]
5276.lsoaname,5276,lsoaname,Wrexham 008A,Wrexham 00A8,FD_VIOLATION,lsoacode -> lsoaname,[e1]
5442.lsoaname,5442,lsoaname,Wrexham 009C,Wrxeham 009C,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2958.lsoacode,2958,lsoacode,W01000328,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2617.lastoutcomecategory,2617,lastoutcomecategory,Investigation complete; no suspect identified,Investigation complete; no ysuspect identified,RANDOM_TYPO,,[]
5595.lsoaname,5595,lsoaname,Wrexham 010E,Wrexahm 010E,FD_VIOLATION,lsoacode -> lsoaname,[e1]
123.lsoacode,123,lsoacode,W01000169,E01018332,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
516.crimeid,516,crimeid,53674f75541f17906f795bb4d1d2f1bf57939b41a548e140d4c8fe0a6c488ded,53674f75541f17906f795bb4d1d2f1bf57939b41a548e140d4co8fe0a6c488ded,RANDOM_TYPO,,[]
5030.lastoutcomecategory,5030,lastoutcomecategory,Unable to prosecute suspect,Unbale to prosecute suspect,RANDOM_TYPO,,[]
5464.lsoaname,5464,lsoaname,Wrexham 009C,rWexham 009C,FD_VIOLATION,lsoacode -> lsoaname,[e1]
4586.lsoacode,4586,lsoacode,W01000017,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1273.lsoacode,1273,lsoacode,W01000216,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
6157.locationvalue,6157,locationvalue,On or near Heol Awstralia,Onor near Heol Awstralia,RANDOM_TYPO,,[]
5092.reportedby,5092,reportedby,North Wales Police,North aWles Police,RANDOM_TYPO,,[]
5234.lsoaname,5234,lsoaname,Wrexham 006E,Wrexham 006bE,FD_VIOLATION,lsoacode -> lsoaname,[e1]
1765.lastoutcomecategory,1765,lastoutcomecategory,Action to be taken by another organisation,Action to be taen by another organisation,RANDOM_TYPO,,[]
3487.lsoacode,3487,lsoacode,W01000062,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2689.crimeid,2689,crimeid,daefcf361e97285416f75984ae49d1129dd23482684a268254499e34d9de3d72,daefcf361e97285416f75984ae49d1129udd23482684a268254499e34d9de3d72,RANDOM_TYPO,,[]
1912.lsoaname,1912,lsoaname,Denbighshire 011A,Denbighshire 011A***,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2937.lsoacode,2937,lsoacode,W01000311,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
296.lsoaname,296,lsoaname,Conwy 003A,onwy 003A,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2924.lsoaname,2924,lsoaname,Flintshire 010D,Flintshire 01D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
5767.monthvalue,5767,monthvalue,2020-09,2002-09,RANDOM_TYPO,,[]
1199.lsoacode,1199,lsoacode,W01000220,W01000132,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
6021.locationvalue,6021,locationvalue,On or near Stryt Y Bont,nO or near Stryt Y Bont,RANDOM_TYPO,,[]
2238.reportedby,2238,reportedby,North Wales Police,North Wales Poxlice,RANDOM_TYPO,,[]
2293.lsoaname,2293,lsoaname,Flintshire 003B,Flintshire 003B***,FD_VIOLATION,lsoacode -> lsoaname,[e1]
5184.lsoaname,5184,lsoaname,Wrexham 005D,Wrbexham 005D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
4941.lsoaname,4941,lsoaname,Isle of Anglesey 007E,Isle of Avnglesey 007E,FD_VIOLATION,lsoacode -> lsoaname,[e1]
