cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
20.2.0,20,2,0,reportedby,Humbersie Police,Humberside Police,RANDOM_TYPO,UK_CSV0000000000005868,0,reportedby
20.2.2,20,2,2,reportedby,Humberside Podlice,Humberside Police,RANDOM_TYPO,UK_CSV0000000000005868,2,reportedby
20.0.4,20,0,4,crimeid_UK_CSV0000000000005868,c75e3385f626304b784685676ff4656d4dba257772a6e3b963b97a549a8a3c32,85f3bd39c13add51189b4ac004ac0d68dfa87b4f188e7ce7f33afce729cfb4fe,FD_VIOLATION,UK_CSV0000000000005868,4,crimeid
20.3.5,20,3,5,fallswithin,lHumberside Police,Humberside Police,RANDOM_TYPO,UK_CSV0000000000005868,5,fallswithin
20.9.6,20,9,6,outcometype,Further action is noti n the public interest,Further action is not in the public interest,FD_VIOLATION,UK_CSV0000000000005868,6,outcometype
20.3.7,20,3,7,fallswithin,Hubmerside Police,Humberside Police,RANDOM_TYPO,UK_CSV0000000000005868,7,fallswithin
20.0.10,20,0,10,crimeid_UK_CSV0000000000005868,a898ab3b538d4ca3d43baf0b90faa5dcc6b5ec245435dd2597d536583bf43ef1,e85ac5ab2c9adc2f2fe513a7af130a45cae835440fbb4cf0be8cb7cb4b17ab25,FD_VIOLATION,UK_CSV0000000000005868,10,crimeid
20.0.11,20,0,11,crimeid_UK_CSV0000000000005868,ddd6459fcc95b022c3358b6ecfb79addb72e583f1c193ad68dee3ec1b736b66e,d8c99f2b9e0cb7c48fd6076450a77bb8c0598a6a08c46496dc6891c0a4d82629,FD_VIOLATION,UK_CSV0000000000005868,11,crimeid
20.7.12,20,7,12,lsoacode,E01013041,E01013174,FD_VIOLATION,UK_CSV0000000000005868,12,lsoacode
20.7.13,20,7,13,lsoacode,E01013041,E01013096,FD_VIOLATION,UK_CSV0000000000005868,13,lsoacode
20.1.14,20,1,14,monthvalue_UK_CSV0000000000005868,0221-07,2021-07,RANDOM_TYPO,UK_CSV0000000000005868,14,monthvalue
20.7.15,20,7,15,lsoacode,E01013036,E01033105,FD_VIOLATION,UK_CSV0000000000005868,15,lsoacode
20.0.16,20,0,16,crimeid_UK_CSV0000000000005868,56503b30e977b3458cd7831689b4079f74492ff4084295b2ce46bd3ae1cf84c2,eda11386784948737d9157d7dfb943ec6f105ca9e42178b5df667662e798b0f4,FD_VIOLATION,UK_CSV0000000000005868,16,crimeid
20.1.16,20,1,16,monthvalue_UK_CSV0000000000005868,021-07,2021-07,RANDOM_TYPO,UK_CSV0000000000005868,16,monthvalue
20.2.16,20,2,16,reportedby,Humberside Polaice,Humberside Police,RANDOM_TYPO,UK_CSV0000000000005868,16,reportedby
20.7.16,20,7,16,lsoacode,E01013036,E01012780,FD_VIOLATION,UK_CSV0000000000005868,16,lsoacode
20.7.17,20,7,17,lsoacode,E01013182,E01012889,FD_VIOLATION,UK_CSV0000000000005868,17,lsoacode
20.0.18,20,0,18,crimeid_UK_CSV0000000000005868,5637dec5d01bbab6c128e1870cc3d189fe245d8cce8ebe2c3d31a560723b5554,f44d87b186903039e849703d8050b54454c9d741a01513ae50ec59e9f318ff55,FD_VIOLATION,UK_CSV0000000000005868,18,crimeid
20.7.18,20,7,18,lsoacode,E01012789,E01013029,FD_VIOLATION,UK_CSV0000000000005868,18,lsoacode
20.0.19,20,0,19,crimeid_UK_CSV0000000000005868,56503b30e977b3458cd7831689b4079f74492ff4084295b2ce46bd3ae1cf84c2,7aac496bb38b6a8cc274d46641b2f0cec09b5392daccab97cc9a2391913c9d83,FD_VIOLATION,UK_CSV0000000000005868,19,crimeid
20.0.20,20,0,20,crimeid_UK_CSV0000000000005868,79863a3f42d6764ac3be3d310327f20aa8acbf1da86eb4587b9fb3035d2c052a,0c7dd5ff80989eb5da423824d642115729118a70d054f505cd8db4a6bba2975a,FD_VIOLATION,UK_CSV0000000000005868,20,crimeid
20.7.21,20,7,21,lsoacode,E01012987,E01013201,FD_VIOLATION,UK_CSV0000000000005868,21,lsoacode
20.1.22,20,1,22,monthvalue_UK_CSV0000000000005868,202-107,2021-07,RANDOM_TYPO,UK_CSV0000000000005868,22,monthvalue
20.0.23,20,0,23,crimeid_UK_CSV0000000000005868,a898ab3b538d4ca3d43baf0b90faa5dcc6b5ec245435dd2597d536583bf43ef1,a638439592465d3d60594da5cc2cb617941aab8e43fa9b42b01d9e01d96c457f,FD_VIOLATION,UK_CSV0000000000005868,23,crimeid
20.1.23,20,1,23,monthvalue_UK_CSV0000000000005868,2201-07,2021-07,RANDOM_TYPO,UK_CSV0000000000005868,23,monthvalue
20.7.25,20,7,25,lsoacode,E01013036,E01013139,FD_VIOLATION,UK_CSV0000000000005868,25,lsoacode
20.0.26,20,0,26,crimeid_UK_CSV0000000000005868,18912e0b3d0b2376e76e62905ff1f7b8755587b3754c7b34644cd96dbbf32c8e,1d4003fb97392a3ce283559a14b997caf5d030b97987f16626ba481016ff2adf,FD_VIOLATION,UK_CSV0000000000005868,26,crimeid
20.7.26,20,7,26,lsoacode,E01013126,E01012784,FD_VIOLATION,UK_CSV0000000000005868,26,lsoacode
20.0.27,20,0,27,crimeid_UK_CSV0000000000005868,ddd6459fcc95b022c3358b6ecfb79addb72e583f1c193ad68dee3ec1b736b66e,7732f0f3be02433be5354df24406070c252503ecba1e909722b65f01759e33c6,FD_VIOLATION,UK_CSV0000000000005868,27,crimeid
20.7.27,20,7,27,lsoacode,E01012871,E01012848,FD_VIOLATION,UK_CSV0000000000005868,27,lsoacode
20.1.28,20,1,28,monthvalue_UK_CSV0000000000005868,2021-0w7,2021-07,RANDOM_TYPO,UK_CSV0000000000005868,28,monthvalue
20.7.28,20,7,28,lsoacode,E01013045,E01012767,FD_VIOLATION,UK_CSV0000000000005868,28,lsoacode
20.0.29,20,0,29,crimeid_UK_CSV0000000000005868,aa8cdbdab2971758d6fb88268afe2661a5d38294b8ac1f3334d89d46f63d7dd6,85aa0ab1ebbf1c39677d0bc9c291d7ebb84401517167398509c3a1cce420e0a9,FD_VIOLATION,UK_CSV0000000000005868,29,crimeid
20.7.29,20,7,29,lsoacode,E01012871,E01013099,FD_VIOLATION,UK_CSV0000000000005868,29,lsoacode
20.9.29,20,9,29,outcometype,Action to be tkaen by another organisation,Action to be taken by another organisation,FD_VIOLATION,UK_CSV0000000000005868,29,outcometype
20.0.31,20,0,31,crimeid_UK_CSV0000000000005868,5637dec5d01bbab6c128e1870cc3d189fe245d8cce8ebe2c3d31a560723b5554,1165270406043d982e328c62d5494059c2e6de80077f80390c82f1fa77edac59,FD_VIOLATION,UK_CSV0000000000005868,31,crimeid
20.7.31,20,7,31,lsoacode,E01012816,E01013046,FD_VIOLATION,UK_CSV0000000000005868,31,lsoacode
