cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
3.2.0,3,2,0,peoplesubjecttothe_mental_health_act,00,100,RANDOM_TYPO,UK_CSV0000000000001818__3,0,peoplesubjecttothe_mental_health_act
3.6.0,3,6,0,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,0,awolepisodes
3.8.0,3,8,0,daysofdelayeddischarge,15,105,RANDOM_TYPO,UK_CSV0000000000001818__3,0,daysofdelayeddischarge
3.10.0,3,10,0,peoplewithaccommodationstatusrecorded,245,2145,RANDOM_TYPO,UK_CSV0000000000001818__3,0,peoplewithaccommodationstatusrecorded
3.0.1,3,0,1,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplewithanopenldhospitalstay
3.3.1,3,3,1,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplebeingtreatedby_early_intervention_teams
3.7.1,3,7,1,peopleoncpafor_one_twomonthswithreview,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peopleoncpafor_one_twomonthswithreview
3.8.1,3,8,1,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,daysofdelayeddischarge
3.10.1,3,10,1,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,1,peoplewithaccommodationstatusrecorded
3.2.2,3,2,2,peoplesubjecttothe_mental_health_act,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,2,peoplesubjecttothe_mental_health_act
3.4.2,3,4,2,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,2,peopleoncpafor_one_twomonths
3.1.3,3,1,3,peopleincontactwithmhservices,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,3,peopleincontactwithmhservices
3.4.3,3,4,3,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,3,peopleoncpafor_one_twomonths
3.6.3,3,6,3,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,3,awolepisodes
3.5.4,3,5,4,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,4,spellsstarting
3.6.5,3,6,5,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,5,awolepisodes
3.8.5,3,8,5,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,5,daysofdelayeddischarge
3.0.6,3,0,6,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,6,peoplewithanopenldhospitalstay
3.4.6,3,4,6,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,6,peopleoncpafor_one_twomonths
3.0.7,3,0,7,peoplewithanopenldhospitalstay,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplewithanopenldhospitalstay
3.3.7,3,3,7,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplebeingtreatedby_early_intervention_teams
3.4.7,3,4,7,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peopleoncpafor_one_twomonths
3.9.7,3,9,7,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,_one_sevenyearsoldbeddays
3.10.7,3,10,7,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,7,peoplewithaccommodationstatusrecorded
3.2.8,3,2,8,peoplesubjecttothe_mental_health_act,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,8,peoplesubjecttothe_mental_health_act
3.4.8,3,4,8,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,8,peopleoncpafor_one_twomonths
3.5.9,3,5,9,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,9,spellsstarting
3.7.9,3,7,9,peopleoncpafor_one_twomonthswithreview,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,9,peopleoncpafor_one_twomonthswithreview
3.10.9,3,10,9,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,9,peoplewithaccommodationstatusrecorded
3.4.10,3,4,10,peopleoncpafor_one_twomonths,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,10,peopleoncpafor_one_twomonths
3.8.10,3,8,10,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,10,daysofdelayeddischarge
3.2.11,3,2,11,peoplesubjecttothe_mental_health_act,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,11,peoplesubjecttothe_mental_health_act
3.3.11,3,3,11,peoplebeingtreatedby_early_intervention_teams,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,11,peoplebeingtreatedby_early_intervention_teams
3.6.11,3,6,11,awolepisodes,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,11,awolepisodes
3.9.11,3,9,11,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,11,_one_sevenyearsoldbeddays
3.5.12,3,5,12,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,12,spellsstarting
3.8.12,3,8,12,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,12,daysofdelayeddischarge
3.1.13,3,1,13,peopleincontactwithmhservices,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,13,peopleincontactwithmhservices
3.5.13,3,5,13,spellsstarting,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,13,spellsstarting
3.8.13,3,8,13,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,13,daysofdelayeddischarge
3.10.13,3,10,13,peoplewithaccommodationstatusrecorded,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,13,peoplewithaccommodationstatusrecorded
3.8.14,3,8,14,daysofdelayeddischarge,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,14,daysofdelayeddischarge
3.9.14,3,9,14,_one_sevenyearsoldbeddays,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,14,_one_sevenyearsoldbeddays
3.1.15,3,1,15,peopleincontactwithmhservices,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,15,peopleincontactwithmhservices
3.2.15,3,2,15,peoplesubjecttothe_mental_health_act,*,*,RANDOM_TYPO,UK_CSV0000000000001818__3,15,peoplesubjecttothe_mental_health_act
