cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
15.0.1,15,0,1,crimeid_UK_CSV0000000000002155,0008d5e76895fd19feb8f3bb4ab510ee62964cf60d03e3911bf2ee47c7deeb51,0008d5e76895fd19feb8f3bb4ab510ee62964cf60d03e3911fb2ee47c7deeb51,RANDOM_TYPO,UK_CSV0000000000002155,1,crimeid
15.3.1,15,3,1,fallswithin,Linacolnshire Police,Lincolnshire Police,RANDOM_TYPO,UK_CSV0000000000002155,1,fallswithin
15.9.3,15,9,3,crimetype,Anti-socal behaviour,Anti-social behaviour,RANDOM_TYPO,UK_CSV0000000000002155,3,crimetype
15.0.4,15,0,4,crimeid_UK_CSV0000000000002155,c7371c845f6342fcd369245c8f37011068aad14c07e9e3911cf2ac2592e75d68,c7371c845f6342fcd369245c8f73011068aad14c07e9e3911cf2ac2592e75d68,RANDOM_TYPO,UK_CSV0000000000002155,4,crimeid
15.6.4,15,6,4,locationvalue,On o near St Andrew''S Road,On or near St Andrew'S Road,RANDOM_TYPO,UK_CSV0000000000002155,4,locationvalue
15.9.4,15,9,4,crimetype,Criminal damage aand arson,Criminal damage and arson,RANDOM_TYPO,UK_CSV0000000000002155,4,crimetype
15.1.5,15,1,5,monthvalue_UK_CSV0000000000002155,202-211,2022-11,RANDOM_TYPO,UK_CSV0000000000002155,5,monthvalue
15.10.5,15,10,5,lastoutcomecategory,Investiation complete; no suspect identified,Investigation complete; no suspect identified,RANDOM_TYPO,UK_CSV0000000000002155,5,lastoutcomecategory
15.9.6,15,9,6,crimetype,Other theqft,Other theft,RANDOM_TYPO,UK_CSV0000000000002155,6,crimetype
15.6.7,15,6,7,locationvalue,On o near St Andrew''S Road,On or near St Andrew'S Road,RANDOM_TYPO,UK_CSV0000000000002155,7,locationvalue
15.0.8,15,0,8,crimeid_UK_CSV0000000000002155,f5b5b5517686816wc3d11a7e36f4c95e592cd4765f171adf6f40b0402dde43233,f5b5b5517686816c3d11a7e36f4c95e592cd4765f171adf6f40b0402dde43233,RANDOM_TYPO,UK_CSV0000000000002155,8,crimeid
15.2.9,15,2,9,reportedby,incolnshire Police,Lincolnshire Police,RANDOM_TYPO,UK_CSV0000000000002155,9,reportedby
15.2.10,15,2,10,reportedby,Lincolnshire olice,Lincolnshire Police,RANDOM_TYPO,UK_CSV0000000000002155,10,reportedby
15.3.11,15,3,11,fallswithin,Lincolnshire Plice,Lincolnshire Police,RANDOM_TYPO,UK_CSV0000000000002155,11,fallswithin
15.6.12,15,6,12,locationvalue,On or near iLnton Close,On or near Linton Close,RANDOM_TYPO,UK_CSV0000000000002155,12,locationvalue
15.9.12,15,9,12,crimetype,Other ocrime,Other crime,RANDOM_TYPO,UK_CSV0000000000002155,12,crimetype
15.10.12,15,10,12,lastoutcomecategory,Status update unavaiable,Status update unavailable,RANDOM_TYPO,UK_CSV0000000000002155,12,lastoutcomecategory
15.7.13,15,7,13,lsoacode_UK_CSV0000000000002155,E01026008,E01026009,FD_VIOLATION,UK_CSV0000000000002155,13,lsoacode
15.9.13,15,9,13,crimetype,Criminald amage and arson,Criminal damage and arson,RANDOM_TYPO,UK_CSV0000000000002155,13,crimetype
15.1.14,15,1,14,monthvalue_UK_CSV0000000000002155,202-11,2022-11,RANDOM_TYPO,UK_CSV0000000000002155,14,monthvalue
