source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000001734,0,reportedby,1,0,RANDOM_TYPO
UK_CSV0000000000001734,3,reportedby,1,3,RANDOM_TYPO
UK_CSV0000000000001734,8,reportedby,1,8,RANDOM_TYPO
UK_CSV0000000000001734,8,lsoacode,1,8,FD_VIOLATION
UK_CSV0000000000001734,11,monthvalue,1,11,RANDOM_TYPO
UK_CSV0000000000001734,11,lsoacode,1,11,FD_VIOLATION
UK_CSV0000000000001734,12,monthvalue,1,12,RANDOM_TYPO
UK_CSV0000000000001734,12,reportedby,1,12,RANDOM_TYPO
UK_CSV0000000000001734,12,outcometype,1,12,FD_VIOLATION
UK_CSV0000000000001734,14,crimeid,1,14,FD_VIOLATION
UK_CSV0000000000001734,15,crimeid,1,15,FD_VIOLATION
UK_CSV0000000000001734,15,reportedby,1,15,RANDOM_TYPO
UK_CSV0000000000001734,19,lsoaname,1,19,FD_VIOLATION
UK_CSV0000000000001734,20,lsoacode,1,20,FD_VIOLATION
UK_CSV0000000000001734,21,monthvalue,1,21,RANDOM_TYPO
UK_CSV0000000000001734,21,lsoaname,1,21,FD_VIOLATION
UK_CSV0000000000001734,22,fallswithin,1,22,RANDOM_TYPO
UK_CSV0000000000001734,22,lsoaname,1,22,FD_VIOLATION
UK_CSV0000000000001734,23,crimeid,1,23,FD_VIOLATION
UK_CSV0000000000001734,23,lsoaname,1,23,FD_VIOLATION
UK_CSV0000000000001734,24,crimeid,1,24,FD_VIOLATION
UK_CSV0000000000001734,24,monthvalue,1,24,RANDOM_TYPO
UK_CSV0000000000001734,24,reportedby,1,24,RANDOM_TYPO
UK_CSV0000000000001734,24,lsoaname,1,24,FD_VIOLATION
UK_CSV0000000000001734,25,crimeid,1,25,FD_VIOLATION
UK_CSV0000000000001734,25,locationvalue,1,25,FD_VIOLATION
UK_CSV0000000000001734,25,lsoaname,1,25,FD_VIOLATION
UK_CSV0000000000001734,26,crimeid,1,26,FD_VIOLATION
UK_CSV0000000000001734,26,lsoaname,1,26,FD_VIOLATION
UK_CSV0000000000001734,27,lsoaname,1,27,FD_VIOLATION
UK_CSV0000000000001734,28,lsoacode,1,28,FD_VIOLATION
UK_CSV0000000000001734,29,crimeid,1,29,FD_VIOLATION
UK_CSV0000000000001734,29,lsoaname,1,29,FD_VIOLATION
UK_CSV0000000000001734,29,outcometype,1,29,FD_VIOLATION
UK_CSV0000000000001734,30,lsoaname,1,30,FD_VIOLATION
UK_CSV0000000000001734,31,lsoaname,1,31,FD_VIOLATION
UK_CSV0000000000001734,32,locationvalue,1,32,FD_VIOLATION
UK_CSV0000000000001734,32,lsoaname,1,32,FD_VIOLATION
UK_CSV0000000000001734,33,lsoaname,1,33,FD_VIOLATION
UK_CSV0000000000001734,34,crimeid,1,34,FD_VIOLATION
UK_CSV0000000000001734,34,monthvalue,1,34,RANDOM_TYPO
UK_CSV0000000000001734,34,lsoaname,1,34,FD_VIOLATION
UK_CSV0000000000001734,35,reportedby,1,35,RANDOM_TYPO
UK_CSV0000000000001734,35,locationvalue,1,35,FD_VIOLATION
UK_CSV0000000000001734,35,lsoaname,1,35,FD_VIOLATION
UK_CSV0000000000001734,35,outcometype,1,35,FD_VIOLATION
UK_CSV0000000000001734,36,crimeid,1,36,FD_VIOLATION
UK_CSV0000000000001734,37,monthvalue,1,37,RANDOM_TYPO
UK_CSV0000000000001734,37,fallswithin,1,37,RANDOM_TYPO
UK_CSV0000000000001734,37,lsoacode,1,37,FD_VIOLATION
