cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
691.monthvalue,691,monthvalue,2022-09,2022-90,RANDOM_TYPO,,[]
4505.monthvalue,4505,monthvalue,2022-09,2022-09***,RANDOM_TYPO,,[]
5701.crimeid,5701,crimeid,e70829e843191cc532a6a5e3a1017da8d41d6ccd56888e1ad569e6403b5401a1,e70829e843191cc532a6a5e3a1017da8d41d6ccd56888e1a5d69e6403b5401a1,RANDOM_TYPO,,[]
1655.lsoacode,1655,lsoacode,W01001941,W0001941,FD_VIOLATION,crimeid -> lsoacode,"[e8, e4]"
3812.outcometype,3812,outcometype,Unable to prosecute suspect,Unable to porsecute suspect,RANDOM_TYPO,,[]
2789.monthvalue,2789,monthvalue,2022-09,202-09,RANDOM_TYPO,,[]
3204.lsoacode,3204,lsoacode,W01001939,W010a01939,FD_VIOLATION,crimeid -> lsoacode,[e8]
736.fallswithin,736,fallswithin,South Wales Police,Sotuh Wales Police,RANDOM_TYPO,,[]
3548.reportedby,3548,reportedby,South Wales Police,South Wales Poilce,RANDOM_TYPO,,[]
6970.monthvalue,6970,monthvalue,2022-09,2a022-09,RANDOM_TYPO,,[]
1362.lsoacode,1362,lsoacode,W01001297,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
823.crimeid,823,crimeid,38a2547d23ec49e17e6f566704b2f4e5725c4fdfa3d810b9e85195fdc84064a8,db92357d96970c5049eb3ee187a470c25e7c2026bcf1eebb20e63232e1da3cf9,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
1592.crimeid,1592,crimeid,ea9c42df05d4739379f0d610027d38e443ca4f54e3d0b4a8fc93398e4c3f5590,20dc03a3d9ff5a278b93d9859fda59107e24aecc10e9e2da286dfa1a92f3279f,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
1387.crimeid,1387,crimeid,22985ee774c56aeb1a1363ef12aaa69d4c43c5b06d556c11a103636aab3f902b,eeba2d9069465ca3007e619745225f1f8b62ee5db101462544a145f8cc4b69bc,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
158.crimeid,158,crimeid,7dc556997bd94fc221493427807d2e0d4504c7b171263b48990407eb9943ca24,3a728c312ff3213f8c848c032ebea44f47df17bd523813877e51336f574903f6,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
1288.lsoacode,1288,lsoacode,W01001324,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
1019.lsoacode,1019,lsoacode,W01001886,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8]"
6737.lsoacode,6737,lsoacode,W01001941,W01001491,FD_VIOLATION,crimeid -> lsoacode,[e8]
4302.lsoaname,4302,lsoaname,Swansea 029C,Swansea 09C,FD_VIOLATION,crimeid -> lsoaname,[e7]
3417.crimeid,3417,crimeid,edaaad127eea29c4921593aa34a09584a71e3d6b1071a3cb2a4551f8d27ae403,edaaad127ee29c4921593aa34a09584a71e3d6b1071a3cb2a4551f8d27ae403,RANDOM_TYPO,,[]
7453.lsoacode,7453,lsoacode,W01001694,01001694,FD_VIOLATION,crimeid -> lsoacode,[e8]
5839.lsoacode,5839,lsoacode,W01001941,0W1001941,FD_VIOLATION,crimeid -> lsoacode,[e8]
1236.crimeid,1236,crimeid,ab8fe9bac743120d86f2df123cc4d2ed6b106a3770ab5a6916ac28751a4301fb,68ca796f58400b9accd6a3cb020ccefa84760bc82363584ffc9d464092bd3165,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
7777.monthvalue,7777,monthvalue,2022-09,2022-09***,RANDOM_TYPO,,[]
4654.reportedby,4654,reportedby,South Wales Police,Sojuth Wales Police,RANDOM_TYPO,,[]
4359.monthvalue,4359,monthvalue,2022-09,2202-09,RANDOM_TYPO,,[]
2533.locationvalue,2533,locationvalue,On or near BARNARD AVENUE,One or near BARNARD AVENUE,RANDOM_TYPO,,[]
7478.lsoaname,7478,lsoaname,Rhondda Cynon Taf 010E,Rhonddam Cynon Taf 010E,FD_VIOLATION,crimeid -> lsoaname,[e7]
758.crimeid,758,crimeid,53c8d3f350a51eb9ea436953738868eaabc25ae9551306aac2f9d5cee0fafe09,c171983e855d9c12731fec891a33dc6c71a145d19e171ce9adcdfbd7e3cf942e,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
505.lsoacode,505,lsoacode,W01000951,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
1913.locationvalue,1913,locationvalue,On or near St Davids Crescent,cOn or near St Davids Crescent,RANDOM_TYPO,,[]
5887.fallswithin,5887,fallswithin,South Wales Police,South Wales Poliec,RANDOM_TYPO,,[]
2422.lsoaname,2422,lsoaname,Rhondda Cynon Taf 007C,Rhondda Cynon Tawf 007C,FD_VIOLATION,crimeid -> lsoaname,[e7]
1318.crimeid,1318,crimeid,e906b5e72101f418881f197025a87ac5e49ed95dd347090b3d40b9fb0e699025,3a728c312ff3213f8c848c032ebea44f47df17bd523813877e51336f574903f6,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
913.crimeid,913,crimeid,56480a2a5277ce6450c176045f5dc8287813ff2cbe23cdff98b24b2742faa720,9cdb78569cd8e9874d7d3e1ded2b63796619e31d32700e75dc83113fb33ae7a7,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
4823.monthvalue,4823,monthvalue,2022-09,202-09,RANDOM_TYPO,,[]
1341.lsoacode,1341,lsoacode,W01000951,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
3557.fallswithin,3557,fallswithin,South Wales Police,Suoth Wales Police,RANDOM_TYPO,,[]
1035.crimeid,1035,crimeid,12753f45fd8b8bb416406507cbb532316ddf6bfc9b99f2f4a893bef9813f30fb,51e217adeafc3ec6413586b69be8413438f981af6195bec3a959ac8d82271d1b,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
4404.crimeid,4404,crimeid,14d43dba2e88ed8abeeb36c929229711cd37d4d578a4cc90c3581299d7c2955b,14d43dba2e88ed8abeeb36c929229711cd37d4d578a4cc90c3581299d7c2955b***,RANDOM_TYPO,,[]
547.lsoacode,547,lsoacode,W01001306,W01001941,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
6364.lsoaname,6364,lsoaname,Bridgend 019D,Brigend 019D,FD_VIOLATION,crimeid -> lsoaname,[e7]
41.reportedby,41,reportedby,South Wales Police,South Walesk Police,RANDOM_TYPO,,[]
6140.outcometype,6140,outcometype,Investigation complete; no suspect identified,Inestigation complete; no suspect identified,RANDOM_TYPO,,[]
6520.lsoacode,6520,lsoacode,W01001947,W00101947,FD_VIOLATION,crimeid -> lsoacode,[e8]
