reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
710748,2020/12/01 05:00:00+00,TACO LUCHADOR,5205 NE CUT RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,903
710753,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,URVEY,904
710754,2020/12/01 05:00:00e+00,CIRCLE K# 4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,905
710756,2020/1201 05:00:00+00,ADIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,906
710757,2020/12/01 05:00:00+00,HOMETOWN PIZZA,9601 NEWBRIDGE RD,40291.0,2020/12/01 50:00:00+00,4,SURVEY,907
710759,2020/12/01 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICK RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,908
710760,2020/12/01 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/01 05:00:00+00,4,SURVEY,909
710762,2020/12/01 05:00:00+00,WINGSTOP,4812 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,910
710763,2020/12/01 05:00:00+00,MAPCO MART,5301 BARDSOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,911
710764,2020/12/01 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,4810 DIXIE HY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,912
710765,2020/12/01 05:00:00+00,L&B SISTERS GROCERY STORE,410 9BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,913
710766,2020/12/01 05:00:00+00***,RKOGER L-785,4915 DIXE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,914
710767,2020/12/01 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,915
710769,2020/12/01 05:00:0+00,BELEL INTERNATIONAL MARKET,4109 BARDSTOWN RD,40218.0,2020/12/01 050:0:00+00,4,SURVYE,916
710770,2020/12/01 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/01 05:00:00+00,4,SRUVEY,917
710771,2020/12/01 05:00:00+00,MASHALLAH AFRICA NRESTAURANT,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,918
710772,2020/12/01 05:00:00+00,EL RODEO MEXICAN ESTAURANT,5204 ELZIE RD,40258.0,020/12/01 05:00:00+00,4,SURVEY,919
710773,2020/12/01 05:00w:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/12/01 05:000:0+00,4,SUVEY,920
710775,2020/12/01 05:00:00+00,SENEGAMBIA INTERNATIONAL RESTAURANT,3927 BARDfSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,921
710778,2020/12/01 05q:00:00+00,ARNO PIZZA,3933 BARDSTOWN RD,40218.0,2020/12/01 05:00:000+0,4,SURVEaY,922
710779,2020/12/01 05:00:00+00,WALMART #3294,7101 CEDAR SPINGS BLVD,40291.0,2020/12/01 50:00:00+00,4,SURVEY,923
710781,2020/12/01 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,924
710782,2020/12/01 05:00:00+00,DOUBLE DRAGON #9,9501 TAYLORSVLLE RD,40299.0,2020/12/01 05:0:00+00,4,SURVEY,925
710784,2020/1/01 05:00:00+00,RECBAR,10301 TAYLORSVIuLLE RD,40299.0,2020/12/01 05:00:00+00,4,SUwRVEY,926
710785,2020/12/01 05:00:00+00,ROYALS HOT yCHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,URVEY,927
710786,2020/12/01 05:00:00+00,FEAgST BBQ,10318 TAYLORSVILLE RD,40299.0,2020/12k/01 05:00:00+00,4,SURVEY,928
