cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
427.locationvalue,427,locationvalue,On or near Cragg Close,On orn ear Cragg Close,RANDOM_TYPO,,[]
158.lsoacode,158,lsoacode,E01026006,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1523.locationvalue,1523,locationvalue,On or near ,On or naer ,RANDOM_TYPO,,[]
1487.lsoaname,1487,lsoaname,East Lindsey 015B,East Lindey 015B,FD_VIOLATION,lsoacode -> lsoaname,[e1]
466.crimeid,466,crimeid,06094fd52cbde70073e5c186900d07abd0b939606fb3c48c044a76edccf742a6,06094fd52cbde70073e5c186900d07abd0b939606fb3c48c044a76eccf742a6,RANDOM_TYPO,,[]
4149.lsoacode,4149,lsoacode,E01026265,E01026023,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1198.lsoaname,1198,lsoaname,East Lindsey 012B,East Lidnsey 012B,FD_VIOLATION,lsoacode -> lsoaname,[e1]
3471.locationvalue,3471,locationvalue,On or near Mill Field Terrace,On or near Mill Field Tejrrace,RANDOM_TYPO,,[]
1641.monthvalue,1641,monthvalue,2022-11,2c022-11,RANDOM_TYPO,,[]
5355.crimetype,5355,crimetype,Public order,Public orsder,RANDOM_TYPO,,[]
952.crimeid,952,crimeid,0008d5e76895fd19feb8f3bb4ab510ee62964cf60d03e3911fb2ee47c7deeb51,0008d5e76895fd19feb8f3bb4ab150ee62964cf60d03e3911fb2ee47c7deeb51,RANDOM_TYPO,,[]
1684.lsoaname,1684,lsoaname,Lincoln 001B,Lincoln001B,FD_VIOLATION,lsoacode -> lsoaname,[e1]
59.lsoacode,59,lsoacode,E01026030,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3868.lsoacode,3868,lsoacode,E01026275,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2993.lsoaname,2993,lsoaname,Lincoln 010D,iLncoln 010D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
4196.locationvalue,4196,locationvalue,On or near St Polycarp'S Drive,On or near St Polyarp'S Drive,RANDOM_TYPO,,[]
818.lsoacode,818,lsoacode,E01026073,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1936.lsoaname,1936,lsoaname,Lincoln 003D,Lincoln 00D,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1892.crimetype,1892,crimetype,Shoplifting,hoplifting,RANDOM_TYPO,,[]
4223.lsoacode,4223,lsoacode,E01026313,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5533.reportedby,5533,reportedby,Lincolnshire Police,Lincolnhire Police,RANDOM_TYPO,,[]
179.lsoacode,179,lsoacode,E01026006,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2769.lsoacode,2769,lsoacode,E01026133,E01026023,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5648.lsoaname,5648,lsoaname,West Lindsey 011A,West Lindsey 011A***,FD_VIOLATION,lsoacode -> lsoaname,[e1]
1559.lsoacode,1559,lsoacode,E01026054,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
4471.lsoacode,4471,lsoacode,E01026324,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3261.lsoacode,3261,lsoacode,E01026191,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2313.reportedby,2313,reportedby,Lincolnshire Police,Linecolnshire Police,RANDOM_TYPO,,[]
1517.lsoacode,1517,lsoacode,E01026097,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5004.lsoaname,5004,lsoaname,South Kesteven 016B,South Keteven 016B,FD_VIOLATION,lsoacode -> lsoaname,[e1]
3847.lsoacode,3847,lsoacode,E01026274,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
5077.crimetype,5077,crimetype,Anti-social behaviour,Anti-sociadl behaviour,RANDOM_TYPO,,[]
350.fallswithin,350,fallswithin,Lincolnshire Police,Lincolnshire Pwolice,RANDOM_TYPO,,[]
3873.monthvalue,3873,monthvalue,2022-11,202-11,RANDOM_TYPO,,[]
1675.lsoacode,1675,lsoacode,E01026150,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3647.lastoutcomecategory,3647,lastoutcomecategory,Unable to prosecute suspect,Uable to prosecute suspect,RANDOM_TYPO,,[]
3613.reportedby,3613,reportedby,Lincolnshire Police,LincolnshirePolice,RANDOM_TYPO,,[]
4856.lsoaname,4856,lsoaname,South Kesteven 012D,South Kesteven 021D,FD_VIOLATION,lsoacode -> lsoaname,[e1]
321.lastoutcomecategory,321,lastoutcomecategory,Investigation complete; no suspect identified,Investigationcomplete; no suspect identified,RANDOM_TYPO,,[]
5216.crimetype,5216,crimetype,Burglary,urglary,RANDOM_TYPO,,[]
2072.lsoacode,2072,lsoacode,E01026122,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1612.lsoacode,1612,lsoacode,E01026112,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1860.lsoacode,1860,lsoacode,E01026125,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
1881.lsoacode,1881,lsoacode,E01026144,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
364.lsoacode,364,lsoacode,E01026012,E01026024,FD_VIOLATION,lsoacode -> lsoaname,[e1]
3826.lsoacode,3826,lsoacode,E01026266,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2025.lsoaname,2025,lsoaname,Lincoln 004A,Lincol 004A,FD_VIOLATION,lsoacode -> lsoaname,[e1]
2616.lsoacode,2616,lsoacode,E01026176,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3330.reportedby,3330,reportedby,Lincolnshire Police,Lincolnshisre Police,RANDOM_TYPO,,[]
3544.fallswithin,3544,fallswithin,Lincolnshire Police,Lincolnshir ePolice,RANDOM_TYPO,,[]
3274.fallswithin,3274,fallswithin,Lincolnshire Police,incolnshire Police,RANDOM_TYPO,,[]
4265.lsoacode,4265,lsoacode,E01026291,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
3900.lsoacode,3900,lsoacode,E01032995,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
480.lsoacode,480,lsoacode,E01026041,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
116.lsoacode,116,lsoacode,E01026037,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
2980.lsoacode,2980,lsoacode,E01026172,E01026024,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
4017.lsoacode,4017,lsoacode,E01026271,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e1, e2]"
4872.locationvalue,4872,locationvalue,On or near High Street,On or near High Street***,RANDOM_TYPO,,[]
