object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
947.0,698088.0,2020/05/21 03:59:59+00,PENN STATION,4247 OUTER LOOP,40219.0,2020/05/27 03:59:59+00,7,FIELD
948.0,697592.0,2020/05/12 03:59:59+00,FORD TRUCK PLANT,3001 CHAMBERLAIN LANE,40241.0,2020/05/12 03:59:59+00,7,FIELD
949.0,698096.0,2020/05/20 03:59:59+00,KROGER L-763,520 N 35TH ST,40212.0,2020/05/21 03:59:59+00,7,FIELD
950.0,697782.0,2020/05/14 03:59:59+00,INDI'S RESTAURANT,3353 FERN VALLEY RD,40213.0,2020/05/19 03:59:59+00,7,FIELD
951.0,698115.0,2020/05/21 03:59:59+00,FORD TRUK PLANT,2000 FERN VALLEY RD,40213.0,2020/05/28 03:59:59+00,7,FIELD
952.0,697798.0,2020/05/15 03:59:59+00,BURGER KING #892,9120 TAYLORSVILLE RD,40299.0,2020/05/19 03:59:59+00,7,FIELD
953.0,698169.0,2020/05/21 03:59:59+00,TACO BELL,6501 PARAMOUNT PARK DR,40213.0,2020/05/26 03:59:59+00,7,FIELD
954.0,697901.0,2020/05/18 03:59:59+00,PAUL'S FRUIT MARKET #4,4946 BROWNSBORO RD,40222.0,2020/05/19 03:59:59+00,7,FIELD
955.0,698343.0,2020/05/27 03:59:59+00,LOWE'S,4930 NORTON HEALTHCARE BLVD,40241.0,2020/05/28 03:59:59+00,7,FIELD
956.0,697993.0,2020/05/19 03:59:59+00,WALMART #526,3706 DIANN MARIE RD,40241.0,2020/05/20 03:59:59+00,7,FIELD
957.0,698852.0,2020/06/04 03:59:59+00,LOWES,501 HURSTBOURNE PKWY,40222.0,2020/06/11 03:59:59+00,7,FIELD
958.0,698076.0,2020/05/20 03:59:59+00,MCDONALD'S,5015 SHELBYVILLE RD,40207.0,2020/05/22 03:59:59+00,7,FIELD
959.0,698896.0,2020/05/27 03:59:59+00,BELLARMINE UNIVERSITY,2001 NEWBURG RD,40205.0,2020/05/27 03:59:59+00,7,FIELD
960.0,698077.0,2020/05/20 03:59:59+00,SUBWAY,1229 GOSS AVE,40217.0,2020/05/21 03:59:59+00,7,FIELD
961.0,698116.0,2020/05/19 03:59:59+00,CLUBHOUSE AT COOPER FARMS,10500 LEVEN BLVD,40229.0,2020/05/21 03:59:59+00,7,FIELD
962.0,698963.0,2020/06/08 03:59:59+00,MCDONALD'S #6834,8220 PRESTON HWY,40219.0,2020/06/29 03:59:59+00,7,FIELD
963.0,698221.0,2020/05/22 03:59:59+00,POPEYE'S,7528 DIXIE HWY,40258.0,2020/05/26 03:59:59+00,7,FIELD
964.0,695610.0,2020/04/15 03:59:59+00,MEIJER #160,4500 S HURSTBOURNE PKWY,40299.0,2020/04/16 03:59:59+00,7,FIELD
965.0,698991.0,2020/06/08 03:59:59+00,AT & T STORE,6661 DIXIE HWY,40258.0,2020/06/24 03:59:59+00,7,FIELD
966.0,698564.0,2020/05/29 03:59:59+00,QDOBA #2029,1500 BARDSTOWN RD,40205.0,2020/06/03 03:59:59+00,7,FIELD
967.0,695667.0,2020/04/15 03:59:59+00,NEVRAMO,5808 JOHNSONTOWN ROAD,40272.0,2020/04/16 03:59:59+00,7,FIELD
968.0,697895.0,2020/05/18 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
969.0,699378.0,2020/06/16 03:59:59+00,MCDONALD'S,2500 DIXIE HWY,40216.0,2020/06/17 03:59:59+00,7,FIELD
970.0,698993.0,2020/06/08 03:59:59+00,SUPERMERCADO GUANAJUATO #2,6201 PRESTON HWY,40219.0,2020/06/10 03:59:59+00,7,FIELD
971.0,695726.0,2020/04/16 03:59:59+00,LITTLE CAESARS,6714 OUTER LOOP,40228.0,2020/04/17 03:59:59+00,7,FIELD
972.0,700965.0,2020/07/11 03:59:59+00,HEINE BROTHERS COFFEE,2714 FRANKFORT AVE,40206.0,2020/07/11 03:59:59+00,7,FIELD
