cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
116.q_one_fived_zero_two_zero_six,116,q_one_fived_zero_two_zero_six,No,oN,RANDOM_TYPO,,[]
60.q_zero_fourbii_one_four,60,q_zero_fourbii_one_four,No,o,RANDOM_TYPO,,[]
351.q_one_zerof_zero_seven,351,q_one_zerof_zero_seven,Yes,Yse,RANDOM_TYPO,,[]
458.qc_five_five,458,qc_five_five,No,oN,RANDOM_TYPO,,[]
356.q_zero_threea_one_zero,356,q_zero_threea_one_zero,Yes,Yeos,RANDOM_TYPO,,[]
40.q_zero_four_zero_six,40,q_zero_four_zero_six,7,,RANDOM_TYPO,,[]
826.q_zero_nine_zero_one,826,q_zero_nine_zero_one,Several times a day,Several timies a day,RANDOM_TYPO,,[]
235.qc_five_six,235,qc_five_six,No,o,RANDOM_TYPO,,[]
759.q_one_fived_zero_two_zero_six,759,q_one_fived_zero_two_zero_six,No,oN,RANDOM_TYPO,,[]
316.q_zero_nine_one_zero,316,q_zero_nine_one_zero,Never,wNever,RANDOM_TYPO,,[]
863.q_zero_fourbii_one_four,863,q_zero_fourbii_one_four,No,o,RANDOM_TYPO,,[]
51.q_zero_threea_one_two,51,q_zero_threea_one_two,No,oN,RANDOM_TYPO,,[]
616.q_zero_nine_one_three,616,q_zero_nine_one_three,Never,Neevr,RANDOM_TYPO,,[]
126.q_zero_threea_one_two,126,q_zero_threea_one_two,No,Ngo,RANDOM_TYPO,,[]
684.q_zero_threea_one_zero,684,q_zero_threea_one_zero,No,oN,RANDOM_TYPO,,[]
244.q_one_zerof_zero_seven,244,q_one_zerof_zero_seven,Yes,es,RANDOM_TYPO,,[]
334.q_zero_four_zero_six,334,q_zero_four_zero_six,2,,RANDOM_TYPO,,[]
824.q_zero_four_zero_six,824,q_zero_four_zero_six,5,e5,RANDOM_TYPO,,[]
615.q_zero_four_zero_six,615,q_zero_four_zero_six,1 - Not at all interested,1 - Noto at all interested,RANDOM_TYPO,,[]
466.q_one_fived_zero_two_zero_six,466,q_one_fived_zero_two_zero_six,No,o,RANDOM_TYPO,,[]
234.q_zero_four_zero_six,234,q_zero_four_zero_six,1 - Not at all interested,1 - Notc at all interested,RANDOM_TYPO,,[]
881.qc_five_five,881,qc_five_five,No,oN,RANDOM_TYPO,,[]
789.q_zero_four_zero_two,789,q_zero_four_zero_two,7,***,RANDOM_TYPO,,[]
842.q_one_zerof_zero_seven,842,q_one_zerof_zero_seven,Yes,Yse,RANDOM_TYPO,,[]
89.q_zero_four_zero_six,89,q_zero_four_zero_six,3,***,RANDOM_TYPO,,[]
133.q_zero_nine_one_zero,133,q_zero_nine_one_zero,Never,Neevr,RANDOM_TYPO,,[]
849.gender,849,gender,Man,bMan,RANDOM_TYPO,,[]
442.q_zero_nine_one_three,442,q_zero_nine_one_three,Never,ever,RANDOM_TYPO,,[]
857.q_one_fived_zero_two_zero_six,857,q_one_fived_zero_two_zero_six,No,oN,RANDOM_TYPO,,[]
239.gender,239,gender,Woman,Womna,RANDOM_TYPO,,[]
157.q_zero_foura_two_two,157,q_zero_foura_two_two,No,o,RANDOM_TYPO,,[]
108.q_zero_threea_one_zero,108,q_zero_threea_one_zero,Yes,Yexs,RANDOM_TYPO,,[]
764.gender,764,gender,Man,Mna,RANDOM_TYPO,,[]
725.q_one_zerof_zero_seven,725,q_one_zerof_zero_seven,Yes,Ys,RANDOM_TYPO,,[]
406.q_zero_four_zero_two,406,q_zero_four_zero_two,8,***,RANDOM_TYPO,,[]
614.q_one_fived_zero_two_zero_six,614,q_one_fived_zero_two_zero_six,No,oN,RANDOM_TYPO,,[]
402.q_one_eighti_zero_seven,402,q_one_eighti_zero_seven,Have never done this but I am aware of this,Have never done this but  Iam aware of this,RANDOM_TYPO,,[]
565.gender,565,gender,Woman,Womadn,RANDOM_TYPO,,[]
808.q_one_fived_zero_two_zero_six,808,q_one_fived_zero_two_zero_six,No,oN,RANDOM_TYPO,,[]
619.q_zero_four_zero_two,619,q_zero_four_zero_two,5,m5,RANDOM_TYPO,,[]
832.q_zero_five_one_two,832,q_zero_five_one_two,No,oN,RANDOM_TYPO,,[]
747.q_zero_nine_one_three,747,q_zero_nine_one_three,Never,Nevebr,RANDOM_TYPO,,[]
645.q_one_fived_zero_four_zero_two,645,q_one_fived_zero_four_zero_two,No,oN,RANDOM_TYPO,,[]
782.q_zero_nine_one_zero,782,q_zero_nine_one_zero,At least once a week,At least oncea  week,RANDOM_TYPO,,[]
701.q_zero_nine_zero_one,701,q_zero_nine_zero_one,Once or twice a day,Once or ntwice a day,RANDOM_TYPO,,[]
384.q_zero_nine_one_three,384,q_zero_nine_one_three,Never,Nver,RANDOM_TYPO,,[]
435.q_zero_nine_zero_one,435,q_zero_nine_zero_one,Once or twice a day,Once or twicea day,RANDOM_TYPO,,[]
397.q_zero_foura_two_two,397,q_zero_foura_two_two,No,oN,RANDOM_TYPO,,[]
203.gender,203,gender,Woman,oman,RANDOM_TYPO,,[]
837.q_zero_nine_zero_one,837,q_zero_nine_zero_one,Once or twice a day,Once or twice a oday,RANDOM_TYPO,,[]
443.q_one_zerof_zero_seven,443,q_one_zerof_zero_seven,Yes,Ys,RANDOM_TYPO,,[]
538.q_zero_threea_one_zero,538,q_zero_threea_one_zero,Yes,Yse,RANDOM_TYPO,,[]
847.q_zero_nine_zero_one,847,q_zero_nine_zero_one,Several times a day,Several tibmes a day,RANDOM_TYPO,,[]
496.q_zero_threea_one_two,496,q_zero_threea_one_two,No,Nko,RANDOM_TYPO,,[]
267.q_zero_threea_one_two,267,q_zero_threea_one_two,No,o,RANDOM_TYPO,,[]
