116.q_one_fived_zero_two_zero_six,oN,No,[]
60.q_zero_fourbii_one_four,o,No,[]
351.q_one_zerof_zero_seven,Yse,Yes,[]
458.qc_five_five,oN,No,[]
356.q_zero_threea_one_zero,Yeos,Yes,[]
40.q_zero_four_zero_six,,7,[]
826.q_zero_nine_zero_one,Several timies a day,Several times a day,[]
235.qc_five_six,o,No,[]
759.q_one_fived_zero_two_zero_six,oN,No,[]
316.q_zero_nine_one_zero,wNever,Never,[]
863.q_zero_fourbii_one_four,o,No,[]
51.q_zero_threea_one_two,oN,No,[]
616.q_zero_nine_one_three,Neevr,Never,[]
126.q_zero_threea_one_two,Ngo,No,[]
684.q_zero_threea_one_zero,oN,No,[]
244.q_one_zerof_zero_seven,es,Yes,[]
334.q_zero_four_zero_six,,2,[]
824.q_zero_four_zero_six,e5,5,[]
615.q_zero_four_zero_six,1 - Noto at all interested,1 - Not at all interested,[]
466.q_one_fived_zero_two_zero_six,o,No,[]
234.q_zero_four_zero_six,1 - Notc at all interested,1 - Not at all interested,[]
881.qc_five_five,oN,No,[]
789.q_zero_four_zero_two,***,7,[]
842.q_one_zerof_zero_seven,Yse,Yes,[]
89.q_zero_four_zero_six,***,3,[]
133.q_zero_nine_one_zero,Neevr,Never,[]
849.gender,bMan,Man,[]
442.q_zero_nine_one_three,ever,Never,[]
857.q_one_fived_zero_two_zero_six,oN,No,[]
239.gender,Womna,Woman,[]
157.q_zero_foura_two_two,o,No,[]
108.q_zero_threea_one_zero,Yexs,Yes,[]
764.gender,Mna,Man,[]
725.q_one_zerof_zero_seven,Ys,Yes,[]
406.q_zero_four_zero_two,***,8,[]
614.q_one_fived_zero_two_zero_six,oN,No,[]
402.q_one_eighti_zero_seven,Have never done this but  Iam aware of this,Have never done this but I am aware of this,[]
565.gender,Womadn,Woman,[]
808.q_one_fived_zero_two_zero_six,oN,No,[]
619.q_zero_four_zero_two,m5,5,[]
832.q_zero_five_one_two,oN,No,[]
747.q_zero_nine_one_three,Nevebr,Never,[]
645.q_one_fived_zero_four_zero_two,oN,No,[]
782.q_zero_nine_one_zero,At least oncea  week,At least once a week,[]
701.q_zero_nine_zero_one,Once or ntwice a day,Once or twice a day,[]
384.q_zero_nine_one_three,Nver,Never,[]
435.q_zero_nine_zero_one,Once or twicea day,Once or twice a day,[]
397.q_zero_foura_two_two,oN,No,[]
203.gender,oman,Woman,[]
837.q_zero_nine_zero_one,Once or twice a oday,Once or twice a day,[]
443.q_one_zerof_zero_seven,Ys,Yes,[]
538.q_zero_threea_one_zero,Yse,Yes,[]
847.q_zero_nine_zero_one,Several tibmes a day,Several times a day,[]
496.q_zero_threea_one_two,Nko,No,[]
267.q_zero_threea_one_two,o,No,[]
238.q_one_fived_zero_four_zero_two,oN,No,[]
62.q_zero_five_one_two,es,Yes,[]
44.qc_five_five,o,No,[]
360.qc_five_six,Yexs,Yes,[]
381.q_one_eighti_zero_seven,"Have done / used this at some tiem in the past, but not in the past 3 months","Have done / used this at some time in the past, but not in the past 3 months",[]
496.q_zero_nine_one_zero,Nehver,Never,[]
297.q_one_zerof_zero_seven,Yets,Yes,[]
570.q_zero_nine_zero_one,Severa times a day,Several times a day,[]
681.q_zero_fourbii_one_four,bNo,No,[]
497.q_zero_four_zero_two,1 - Not at all intesrested,1 - Not at all interested,[]
