cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
1.0.0,1,0,0,procedurevalue,UK_CSV0000000000000246__4,0,procedurevalue,
1.1.0,1,1,0,hip_replacement_pre_opq_stairs,UK_CSV0000000000000246__4,0,hip_replacement_pre_opq_stairs,
1.2.0,1,2,0,post_opqeq_five_d_index,UK_CSV0000000000000246__4,0,post_opqeq_five_d_index,
1.3.0,1,3,0,kidney_disease,UK_CSV0000000000000246__4,0,kidney_disease,
1.4.0,1,4,0,hip_replacementeq_five_d_index_post_opq_predicted,UK_CSV0000000000000246__4,0,hip_replacementeq_five_d_index_post_opq_predicted,FD_VIOLATION
1.5.0,1,5,0,hip_replacement_post_opq_pain,UK_CSV0000000000000246__4,0,hip_replacement_post_opq_pain,
1.6.0,1,6,0,heart_disease,UK_CSV0000000000000246__4,0,heart_disease,
1.7.0,1,7,0,hip_replacement_post_opq_limping,UK_CSV0000000000000246__4,0,hip_replacement_post_opq_limping,
1.8.0,1,8,0,hip_replacement_post_opq_transport,UK_CSV0000000000000246__4,0,hip_replacement_post_opq_transport,
1.9.0,1,9,0,pre_opq_disability,UK_CSV0000000000000246__4,0,pre_opq_disability,
1.10.0,1,10,0,post_opq_activity,UK_CSV0000000000000246__4,0,post_opq_activity,
1.11.0,1,11,0,pre_opqeq_five_d_index_profile_UK_CSV0000000000000246__4,UK_CSV0000000000000246__4,0,pre_opqeq_five_d_index_profile,FD_VIOLATION
1.12.0,1,12,0,hip_replacement_post_opq_washing,UK_CSV0000000000000246__4,0,hip_replacement_post_opq_washing,
1.13.0,1,13,0,stroke,UK_CSV0000000000000246__4,0,stroke,
1.14.0,1,14,0,pre_opq_mobility,UK_CSV0000000000000246__4,0,pre_opq_mobility,
1.15.0,1,15,0,hip_replacement_pre_opq_night_pain,UK_CSV0000000000000246__4,0,hip_replacement_pre_opq_night_pain,
1.0.1,1,0,1,procedurevalue,UK_CSV0000000000000246__4,1,procedurevalue,
1.1.1,1,1,1,hip_replacement_pre_opq_stairs,UK_CSV0000000000000246__4,1,hip_replacement_pre_opq_stairs,
1.2.1,1,2,1,post_opqeq_five_d_index,UK_CSV0000000000000246__4,1,post_opqeq_five_d_index,
1.3.1,1,3,1,kidney_disease,UK_CSV0000000000000246__4,1,kidney_disease,
1.4.1,1,4,1,hip_replacementeq_five_d_index_post_opq_predicted,UK_CSV0000000000000246__4,1,hip_replacementeq_five_d_index_post_opq_predicted,
1.5.1,1,5,1,hip_replacement_post_opq_pain,UK_CSV0000000000000246__4,1,hip_replacement_post_opq_pain,
1.6.1,1,6,1,heart_disease,UK_CSV0000000000000246__4,1,heart_disease,
1.7.1,1,7,1,hip_replacement_post_opq_limping,UK_CSV0000000000000246__4,1,hip_replacement_post_opq_limping,
1.8.1,1,8,1,hip_replacement_post_opq_transport,UK_CSV0000000000000246__4,1,hip_replacement_post_opq_transport,
1.9.1,1,9,1,pre_opq_disability,UK_CSV0000000000000246__4,1,pre_opq_disability,
1.10.1,1,10,1,post_opq_activity,UK_CSV0000000000000246__4,1,post_opq_activity,
1.11.1,1,11,1,pre_opqeq_five_d_index_profile_UK_CSV0000000000000246__4,UK_CSV0000000000000246__4,1,pre_opqeq_five_d_index_profile,FD_VIOLATION
1.12.1,1,12,1,hip_replacement_post_opq_washing,UK_CSV0000000000000246__4,1,hip_replacement_post_opq_washing,
1.13.1,1,13,1,stroke,UK_CSV0000000000000246__4,1,stroke,
1.14.1,1,14,1,pre_opq_mobility,UK_CSV0000000000000246__4,1,pre_opq_mobility,
1.15.1,1,15,1,hip_replacement_pre_opq_night_pain,UK_CSV0000000000000246__4,1,hip_replacement_pre_opq_night_pain,
1.0.2,1,0,2,procedurevalue,UK_CSV0000000000000246__4,2,procedurevalue,
1.1.2,1,1,2,hip_replacement_pre_opq_stairs,UK_CSV0000000000000246__4,2,hip_replacement_pre_opq_stairs,
1.2.2,1,2,2,post_opqeq_five_d_index,UK_CSV0000000000000246__4,2,post_opqeq_five_d_index,
1.3.2,1,3,2,kidney_disease,UK_CSV0000000000000246__4,2,kidney_disease,
1.4.2,1,4,2,hip_replacementeq_five_d_index_post_opq_predicted,UK_CSV0000000000000246__4,2,hip_replacementeq_five_d_index_post_opq_predicted,
1.5.2,1,5,2,hip_replacement_post_opq_pain,UK_CSV0000000000000246__4,2,hip_replacement_post_opq_pain,
1.6.2,1,6,2,heart_disease,UK_CSV0000000000000246__4,2,heart_disease,
1.7.2,1,7,2,hip_replacement_post_opq_limping,UK_CSV0000000000000246__4,2,hip_replacement_post_opq_limping,
1.8.2,1,8,2,hip_replacement_post_opq_transport,UK_CSV0000000000000246__4,2,hip_replacement_post_opq_transport,
1.9.2,1,9,2,pre_opq_disability,UK_CSV0000000000000246__4,2,pre_opq_disability,
1.10.2,1,10,2,post_opq_activity,UK_CSV0000000000000246__4,2,post_opq_activity,
1.11.2,1,11,2,pre_opqeq_five_d_index_profile_UK_CSV0000000000000246__4,UK_CSV0000000000000246__4,2,pre_opqeq_five_d_index_profile,FD_VIOLATION
1.12.2,1,12,2,hip_replacement_post_opq_washing,UK_CSV0000000000000246__4,2,hip_replacement_post_opq_washing,
1.13.2,1,13,2,stroke,UK_CSV0000000000000246__4,2,stroke,
1.14.2,1,14,2,pre_opq_mobility,UK_CSV0000000000000246__4,2,pre_opq_mobility,
1.15.2,1,15,2,hip_replacement_pre_opq_night_pain,UK_CSV0000000000000246__4,2,hip_replacement_pre_opq_night_pain,
1.0.3,1,0,3,procedurevalue,UK_CSV0000000000000246__4,3,procedurevalue,
1.1.3,1,1,3,hip_replacement_pre_opq_stairs,UK_CSV0000000000000246__4,3,hip_replacement_pre_opq_stairs,
1.2.3,1,2,3,post_opqeq_five_d_index,UK_CSV0000000000000246__4,3,post_opqeq_five_d_index,
1.3.3,1,3,3,kidney_disease,UK_CSV0000000000000246__4,3,kidney_disease,
1.4.3,1,4,3,hip_replacementeq_five_d_index_post_opq_predicted,UK_CSV0000000000000246__4,3,hip_replacementeq_five_d_index_post_opq_predicted,
1.5.3,1,5,3,hip_replacement_post_opq_pain,UK_CSV0000000000000246__4,3,hip_replacement_post_opq_pain,
1.6.3,1,6,3,heart_disease,UK_CSV0000000000000246__4,3,heart_disease,
1.7.3,1,7,3,hip_replacement_post_opq_limping,UK_CSV0000000000000246__4,3,hip_replacement_post_opq_limping,
1.8.3,1,8,3,hip_replacement_post_opq_transport,UK_CSV0000000000000246__4,3,hip_replacement_post_opq_transport,
1.9.3,1,9,3,pre_opq_disability,UK_CSV0000000000000246__4,3,pre_opq_disability,
1.10.3,1,10,3,post_opq_activity,UK_CSV0000000000000246__4,3,post_opq_activity,
1.11.3,1,11,3,pre_opqeq_five_d_index_profile_UK_CSV0000000000000246__4,UK_CSV0000000000000246__4,3,pre_opqeq_five_d_index_profile,
1.12.3,1,12,3,hip_replacement_post_opq_washing,UK_CSV0000000000000246__4,3,hip_replacement_post_opq_washing,
1.13.3,1,13,3,stroke,UK_CSV0000000000000246__4,3,stroke,
1.14.3,1,14,3,pre_opq_mobility,UK_CSV0000000000000246__4,3,pre_opq_mobility,
1.15.3,1,15,3,hip_replacement_pre_opq_night_pain,UK_CSV0000000000000246__4,3,hip_replacement_pre_opq_night_pain,
1.0.4,1,0,4,procedurevalue,UK_CSV0000000000000246__4,4,procedurevalue,
1.1.4,1,1,4,hip_replacement_pre_opq_stairs,UK_CSV0000000000000246__4,4,hip_replacement_pre_opq_stairs,
1.2.4,1,2,4,post_opqeq_five_d_index,UK_CSV0000000000000246__4,4,post_opqeq_five_d_index,
1.3.4,1,3,4,kidney_disease,UK_CSV0000000000000246__4,4,kidney_disease,
1.4.4,1,4,4,hip_replacementeq_five_d_index_post_opq_predicted,UK_CSV0000000000000246__4,4,hip_replacementeq_five_d_index_post_opq_predicted,
1.5.4,1,5,4,hip_replacement_post_opq_pain,UK_CSV0000000000000246__4,4,hip_replacement_post_opq_pain,
1.6.4,1,6,4,heart_disease,UK_CSV0000000000000246__4,4,heart_disease,
1.7.4,1,7,4,hip_replacement_post_opq_limping,UK_CSV0000000000000246__4,4,hip_replacement_post_opq_limping,
1.8.4,1,8,4,hip_replacement_post_opq_transport,UK_CSV0000000000000246__4,4,hip_replacement_post_opq_transport,
1.9.4,1,9,4,pre_opq_disability,UK_CSV0000000000000246__4,4,pre_opq_disability,
1.10.4,1,10,4,post_opq_activity,UK_CSV0000000000000246__4,4,post_opq_activity,
1.11.4,1,11,4,pre_opqeq_five_d_index_profile_UK_CSV0000000000000246__4,UK_CSV0000000000000246__4,4,pre_opqeq_five_d_index_profile,FD_VIOLATION
