facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,191.0,SWIMMING POOL,77694.0,VILLAGE AT PRESTON CROSSINGS,9701 PRESTON SPRING DR,LOUISVILLE,KY,40229,27,2007/02/23 00:00:00,1.0
695,SWIMMING AREA,191.0,SWIMMING POOL,90171.0,SHAKES RUN,16901 SHAKES CREEK DR,LOUISVILLE,KY,40243,22,2012/05/24 00:00:00,2.0
695,SWIMMING AREA,199.0,WADING POOL,29337.0,DOUGLASS HILLS SWIM CLUB,501 GATEHOUSE LN,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,3.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29738.0,THE HARBOR CONDOMINIUM,6413 MARINA DR,LOUISVILLE,KY,40059,21,1990/09/17 00:00:00,4.0
695,SWIMMING AREA,191.0,SWIMMING POOL,77834.0,AUSTIN PARK,201 PHEASANT AVE,FAIRDALE,KY,40118,23,2007/03/29 00:00:00,5.0
695,SWIMMING AREA,191.0,SWIMMING POOL,90715.0,NORTON COMMONS - BERGAMONT POOL,8921 COLTSFOOT TRACE,PROSPECT,KY,40059,21,2012/10/09 00:00:00,6.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29338.0,DOUGLASS HILLS SWIM CLUB,501 GATEHOUSE LN,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,7.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29742.0,AMERICAN TURNERS OF LOUISVILLE,3125 RIVER RD,LOUISVILLE,KY,40207,24,1988/06/23 00:00:00,8.0
695,SWIMMING AREA,197.0,SPA,77941.0,KORT,12613 TAYLORSVILLE RD SUITE 118,LOUISVILLE,KY,40299,22,2007/03/30 00:00:00,9.0
695,SWIMMING AREA,191.0,SWIMMING POOL,90786.0,THE PINES CONDOS,3721 BARDSTOWN RD,LOUISVILLE,KY,40218,27,2012/06/04 00:00:00,10.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29340.0,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,11.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29747.0,CRESCENT SPRINGS CONDOMINIUM,408 LEDGEVIEW PARK DRIVE,LOUISVILLE,KY,40206,26,1990/08/22 00:00:00,12.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78036.0,OVERLOOK AT ST THOMAS,6800 STEEPRUN RD,LOUISVILLE,KY,40241,21,2007/04/17 00:00:00,13.0
695,SWIMMING AREA,191.0,SWIMMING POOL,91385.0,PARK LAUREATE APARTMENTS,2050 STONEYBROOK DRIVE,LOUISVILLE,KY,40220,29,2012/07/17 00:00:00,14.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29344.0,EAST HAMPTON CONDOS,10500 TIMBERWOOD CIRCLE,LOUISVILLE,KY,40223,29,1988/06/07 00:00:00,15.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29748.0,WISTERIA LANDING CONDOMINIUMS,6301 WISTERIA VIEW LN,LOUISVILLE,KY,40218,27,1989/06/20 00:00:00,16.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78169.0,FAIRFIELD INN / SPRINGHILL SUITES,132 E JEFFERSON ST,LOUISVILLE,KY,40202,28,2007/05/17 00:00:00,17.0
695,SWIMMING AREA,191.0,SWIMMING POOL,91655.0,DISTRICT AT HURSTBOURNE,9811 VIEUX CARRE,LOUISVILLE,KY,40223,25,2013/05/21 00:00:00,18.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29350.0,ELKS CLUB,2824 KLONDIKE LN.,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,19.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33308.0,WATERFORD PLACE,4105 WATERFORD CIR,LOUISVILLE,KY,40207,26,2005/06/29 00:00:00,20.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78170.0,PINNACLE PLACE,4301 PINNACLE VIEW PLACE,LOUISVILLE,KY,40272,23,2007/05/03 00:00:00,21.0
695,SWIMMING AREA,191.0,SWIMMING POOL,91657.0,PARK LAUREATE APTS INDOOR,2050 STONYBROOK DRIVE,LOUISVILLE,KY,40220,29,2012/10/18 00:00:00,22.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29358.0,CROWNE PLAZA,830 PHILLIPS LN,LOUISVILLE,KY,40209,27,1988/06/07 00:00:00,23.0
