cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
52.1.0,52,1,0,survey_key,JNCCMNR10000145,JNCCMNCR10000145,RANDOM_TYPO,UK_CSV0000000000006729,0,survey_key
52.6.2,52,6,2,date_type,***,D,FD_VIOLATION,UK_CSV0000000000006729,2,date_type
52.11.4,52,11,4,projection,GWS84,WGS84,RANDOM_TYPO,UK_CSV0000000000006729,4,projection
52.8.5,52,8,5,data_type,Ponit,Point,RANDOM_TYPO,UK_CSV0000000000006729,5,data_type
52.11.5,52,11,5,projection,WGSe84,WGS84,RANDOM_TYPO,UK_CSV0000000000006729,5,projection
52.6.7,52,6,7,date_type,,D,FD_VIOLATION,UK_CSV0000000000006729,7,date_type
52.5.8,52,5,8,end_date,187-08-03,1987-08-03,FD_VIOLATION,UK_CSV0000000000006729,8,end_date
52.3.9,52,3,9,sample_key,JNCCMNCR10015181,JNCCMNCR10015087,FD_VIOLATION,UK_CSV0000000000006729,9,sample_key
52.8.9,52,8,9,data_type,oint,Point,RANDOM_TYPO,UK_CSV0000000000006729,9,data_type
52.17.9,52,17,9,sample_comment,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.","Flat bedrock plain, at inner edge featureless with no crevices/ cracks etc. towards the boundary of habitat 3 becoming fissured with irregular cracks generally about 100 mm deep. There was a thin covering of coarse sand in parts and foliose algae ( Polysiphonia nigra and Plocamium cartilagineum). Attached animal cover was very limited, Polyclinum aurantium again was again very common as was Haliclona oculata and Alcyonidium diaphanum and Urticina felina was in crevices. There was a slight rise to habitat 3. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",FD_VIOLATION,UK_CSV0000000000006729,9,sample_comment
52.3.12,52,3,12,sample_key,JNCCMNCR10015240,JNCCMNCR10015234,FD_VIOLATION,UK_CSV0000000000006729,12,sample_key
52.17.12,52,17,12,sample_comment,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.","Generally flat bedrock plain, with little vertical growth. Wide bedrock terraces apparently flat but infact gently shelving. Vertical faces up to 500 cm high facing east-north east, the width of the terraces about 5 m. Upper surfaces fairly bare with many small holes but no sign of live animals, mostly sediment filled. All colonies in upper surfaces small i.e. Flustra foliacea, Tubularia spp. and Alcyonium digitatum. The vertical surfaces swere extensively bored but again no live animals. There were many brittle stars in the holes and a rich faunal turf including many large hydroids, Diphasia pinnata and smaller species. Halecium spp. and Bugula spp., and a few Alcyonium digitatum and Sagartia spp. Small crabs in amonst the turf and larger crabs were seen in the crevices. No algae at all. There were small rounded ridges in the rock platform with no apparently uniformity of direction and no particular variety of species although wide gully bottom betweeen ridges some times bare and current swept. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",FD_VIOLATION,UK_CSV0000000000006729,12,sample_comment
52.0.13,52,0,13,record_key,JNCCMNCR10296626,JNCCMNCR10296195,FD_VIOLATION,UK_CSV0000000000006729,13,record_key
52.4.13,52,4,13,start_date,1987-08t-19,1987-08-19,FD_VIOLATION,UK_CSV0000000000006729,13,start_date
52.6.13,52,6,13,date_type,bD,D,FD_VIOLATION,UK_CSV0000000000006729,13,date_type
52.12.13,52,12,13,aphia_id,103754.0,103660.0,FD_VIOLATION,UK_CSV0000000000006729,13,aphia_id
52.9.14,52,9,14,latitude,54.0939874048073,54.101830920561,FD_VIOLATION,UK_CSV0000000000006729,14,latitude
52.3.15,52,3,15,sample_key,JNCCMNCR10015186,JNCCMNCR10015192,FD_VIOLATION,UK_CSV0000000000006729,15,sample_key
52.7.15,52,7,15,location_name,Petrel Hole (Flaborough Headland),Petrel Hole (Flamborough Headland),FD_VIOLATION,UK_CSV0000000000006729,15,location_name
