facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMING POOL,80487.0,DORSEY STATION,10431 SHELBYVILLE RD,LOUISVILLE,KY,40223,25,2008/03/27 00:00:00,163.0
695,SWIMMING AREA,248.0,SPLASH PAD,99408.0,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,164.0
695,SWIMMING AREA,191.0,SWIMMIsNG POOL,29179.0,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUISVILLE,KY,40213,28,1988/06/06 00:00:00,165.0
695,SWIMMING AREA,191.0,SWIMMING OPOL,51574.0,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,LOUISVILLE,KY,40215,23,1994/09/07 00:00:00,166.0
695,SWIMMING AREA,191.0,SWIMMINGo POOL,29405.0,GLENVIEW,5100 U S HWY 42,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,167.0
695,SWIMMING AREA,229.0,SPLASH PAD,80949.0,METRO PARKS ALGONQUIN SPRAYGROUND,1614 CYPRESS ST,LOUISVILLE,KY,40210,24,2008/04/18 00:00:00,168.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99437.0,AVENUE APARTMENTS,1019 EVERETT AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,169.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29183.0,HITE AVENUE GARDENS,719 N. HITE AVE,LOUISVILLE,KY,40206,24,1988/06/06 00:00:00,170.0
695,SWIMMING AREA,204.0,SWIMMING / DIVING POOL,53211.0,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/01 00:00:00,171.0
695,SWIMMING AREA,254.0,SWIMMING POOL,29410.0,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,26,1988/06/07 00:00:00,172.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99462.0,LITTLE SPRING FARM,11600 VISTA CLUB DRIVE,LOUISVILLE,KY,40291,22,2016/03/22 00:00:00,173.0
695,SWIMMING AREA,191.0,SWIMMIN POOL,81318.0,WESTPORT GARDENS,1249 WESTLYNNE WAY,LOUISVILLE,KY,40222,26,2008/06/02 00:00:00,174.0
695,SWIMMING AREA,199.0,WADING POOL,53244.0,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/06 00:00:00,175.0
695,SWIMMING AREA,199.0,WADING POOL,29411.0,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,26,1988/06/07 00:00:00,176.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29188.0,BIG SPRING COUNTRY CLUB,5901 DUTCHMAN LANE,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,177.0
695,SWIMMING AREA,191.0,SWIMMINGh POOL,29422.0,COUNTRY BROOK ESTATES,1718 BRIDGEVIEW LN,LOUISVILLE,KY,40242,26,1995/08/28 00:00:00,178.0
695,SWIMMING AREA,199.0,WADING POOL,99463.0,LITTLE SPRING FARM,11600 VISTA CLUB DR,LOUISVILLE,KY,40291,22,2016/03/22 00:00:00,179.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53324.0,HAMPTON INN,800 PHILLIPS LN,LOUISVILLE,KY,40209,28,1995/06/13 00:00:00,180.0
695,SWIMMING AREA,191.0,SWIMMING POOL,81740.0,PARKWOOD VILLAS,9710 MCNEELY LAKE DR,LOUISVILLE,KY,40229,27,2008/08/04 00:00:00,181.0
695,SWIMMING AREA,199.0,WADING POOL,29190.0,BIG SPRING COUNTRY CLUB,5901 DUTCHMANS LANE,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,182.0
695,SWIMMING AREA,243.0,SWIMMING / DIVING POOL,29432.0,HAPPY ACRES SWIM CLUB,8408 HUDSON LN,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,183.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99474.0,THE GROVE AT LYNDON,7716 SUNDANCE DR,LOUISVILLE,KY,40222,29,2007/08/31 00:00:00,184.0
695,SWIMMING AREA,191.0,SWMMING POOL,53531.0,GREENWOOD PLACE APTS,7500 GREENWOOD PLACE CIR,LOUISVILLE,KY,40258,23,1995/07/12 00:00:00,185.0
695,SWIMMING AREA,191.0,SWIMMING POrOL,82190.0,BARDSTOWN FOREST,2041 BUECHEL BANK RD,LOUISVILLE,KY,40218,27,2008/09/29 00:00:00,186.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29211.0,THE AVERY,7025 BRONNER CIRCLE,LOUISVILLE,KY,40218,27,1988/06/06 00:00:00,187.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29433.0,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,188.0
695,SWIMMING AREA,198.0,SPLASH PAD,99702.0,METRO PARKS HUSTON QUIN PARK,4105 S 1ST STREET,LOUISVILLE,KY,40214,23,1988/06/07 00:00:00,189.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53598.0,WINDSOR GATE CONDOMINIUMS,8601 AMBROSSE LN,LOUISVILLE,KY,40299,22,1998/07/08 00:00:00,190.0
695,SWIMMING AREA,198.0,SPLASH PAD,82704.0,METRO PARKS SHELBY PARK SPRAYGROUND,600 E OAK ST,LOUISVILLE,KY,40203,24,2008/12/29 00:00:00,191.0
695,SWIMMING AREA,290.0,SWIMMING POOL,29217.0,MILLWOOD APTS,761 HUNTINGTON PARK PL,LOUISVILLE,KY,40213,27,1988/06/06 00:00:00,192.0
695,SWIMMING AREA,199.0,WADING POOL,29435.0,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,193.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99898.0,BEAR PADDLE SWIM CLUB,2915 HURSTBOURNE PKWY,LOUISVILLE,KY,40220,27,1988/06/07 00:00:00,194.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53599.0,GREENHURST CONDOS,3940 GREENHURST DR,LOUISVILLE,KY,40299,22,1997/08/27 00:00:00,195.0
695,SWIMMING AREA,239.0,SPLASH PAD,82705.0,METRO PARKS WYANDOTTE PARK SPRAYGROUND,1104 BEECHER ST,LOUISVILLE,KY,40215,23,2008/12/29 00:00:00,196.0
695,SWIMMING AREA,199.0,WADING POOL,29220.0,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILLE,KY,40241,21,2005/10/19 00:00:00,197.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29440.0,1400 WILLOW CONDOMIUMS,1400 WILLOW AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,198.0
695,SWIMMING AREA,191.0,SWIMMIjNG POOL,100223.0,THE GENTRY,9500 WILLIAMSBURG PLAZA,LOUISVILLE,KY,40222,29,2017/04/13 00:00:00,199.0
695,SWIMMING AREA,191.0,SWIMMING POL,53611.0,CRESCENT HILL ROYALE CONDO,2730 BROWNSBORO RD,LOUISVILLE,KY,40206,24,1995/07/24 00:00:00,200.0
695,SWIMMING AREA,218.0,SPLASH PAD,82706.0,METRO PARKS FARNSLEY PARK SPRAYGROUND,3100 WEDGEWOOD WAY,LOUISVILLE,KY,40220,29,2008/12/29 00:00:00,201.0
695,SWIMMING AREA,213.0,SWIMMING / DIVING POOL,29221.0,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILLE,KY,40241,21,1988/06/06 00:00:00,202.0
695,SWIMMING AREA,265.0,SWIMMING POOL,29447.0,WOODCREEK CONDOS,3501 ILLINOIS AVE,LOUISVILLE,KY,40213,28,1988/06/07 00:00:00,203.0
695,SWIMMING AREA,191.0,SiWIMMING POOL,100520.0,AVALON SPRINGS,7935 ZELMA FIELDS AVE,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,204.0
695,SWIMMING AREA,197.0,SPA,82770.0,GLENVIEW,5100 US HWY 42,LOUISVILLE,KY,40241,21,2009/01/15 00:00:00,205.0
695,SWIMMING AREA,199.0,WADING POOL,29235.0,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,206.0
