UK_CSV0000000000003780__7::0::isp,UK_CSV0000000000003780__7::1::you_tube_startup_delay_peak,UK_CSV0000000000003780__7::2::webloading_two_fourh,UK_CSV0000000000003780__7::3::packet_losspeak,UK_CSV0000000000003780__7::4::download_two_zero_two_onepm,UK_CSV0000000000003780__7::5::upload_two_fourmaxave,UK_CSV0000000000003780__7::6::download_one_two_one_eightpm,UK_CSV0000000000003780__7::7::you_tube_sd_two_fourhr,UK_CSV0000000000003780__7::8::latency_two_fourh,UK_CSV0000000000003780__7::9::region,UK_CSV0000000000003780__7::10::i_player_uhd_two_fourhr,UK_CSV0000000000003780__7::11::upload_two_fourminave,UK_CSV0000000000003780__7::12::technology,UK_CSV0000000000003780__7::13::dns_failurepeak,UK_CSV0000000000003780__7::14::unitid,UK_CSV0000000000003780__7::15::downloadpeakminave,UK_CSV0000000000003780__7::16::dns_ratepeak,UK_CSV0000000000003780__7::17::i_player_sd_two_fourhr
UK_CSV0000000000003780__7 § 0 § 0,UK_CSV0000000000003780__7 § 1 § 0,UK_CSV0000000000003780__7 § 2 § 0,UK_CSV0000000000003780__7 § 3 § 0,UK_CSV0000000000003780__7 § 4 § 0,UK_CSV0000000000003780__7 § 5 § 0,UK_CSV0000000000003780__7 § 6 § 0,UK_CSV0000000000003780__7 § 7 § 0,UK_CSV0000000000003780__7 § 8 § 0,UK_CSV0000000000003780__7 § 9 § 0,UK_CSV0000000000003780__7 § 10 § 0,UK_CSV0000000000003780__7 § 11 § 0,UK_CSV0000000000003780__7 § 12 § 0,UK_CSV0000000000003780__7 § 13 § 0,UK_CSV0000000000003780__7 § 14 § 0,UK_CSV0000000000003780__7 § 15 § 0,UK_CSV0000000000003780__7 § 16 § 0,UK_CSV0000000000003780__7 § 17 § 0
UK_CSV0000000000003780__7 § 0 § 1,UK_CSV0000000000003780__7 § 1 § 1,UK_CSV0000000000003780__7 § 2 § 1,UK_CSV0000000000003780__7 § 3 § 1,UK_CSV0000000000003780__7 § 4 § 1,UK_CSV0000000000003780__7 § 5 § 1,UK_CSV0000000000003780__7 § 6 § 1,UK_CSV0000000000003780__7 § 7 § 1,UK_CSV0000000000003780__7 § 8 § 1,UK_CSV0000000000003780__7 § 9 § 1,UK_CSV0000000000003780__7 § 10 § 1,UK_CSV0000000000003780__7 § 11 § 1,UK_CSV0000000000003780__7 § 12 § 1,UK_CSV0000000000003780__7 § 13 § 1,UK_CSV0000000000003780__7 § 14 § 1,UK_CSV0000000000003780__7 § 15 § 1,UK_CSV0000000000003780__7 § 16 § 1,UK_CSV0000000000003780__7 § 17 § 1
UK_CSV0000000000003780__7 § 0 § 2,UK_CSV0000000000003780__7 § 1 § 2,UK_CSV0000000000003780__7 § 2 § 2,UK_CSV0000000000003780__7 § 3 § 2,UK_CSV0000000000003780__7 § 4 § 2,UK_CSV0000000000003780__7 § 5 § 2,UK_CSV0000000000003780__7 § 6 § 2,UK_CSV0000000000003780__7 § 7 § 2,UK_CSV0000000000003780__7 § 8 § 2,UK_CSV0000000000003780__7 § 9 § 2,UK_CSV0000000000003780__7 § 10 § 2,UK_CSV0000000000003780__7 § 11 § 2,UK_CSV0000000000003780__7 § 12 § 2,UK_CSV0000000000003780__7 § 13 § 2,UK_CSV0000000000003780__7 § 14 § 2,UK_CSV0000000000003780__7 § 15 § 2,UK_CSV0000000000003780__7 § 16 § 2,UK_CSV0000000000003780__7 § 17 § 2
UK_CSV0000000000003780__7 § 0 § 3,UK_CSV0000000000003780__7 § 1 § 3,UK_CSV0000000000003780__7 § 2 § 3,UK_CSV0000000000003780__7 § 3 § 3,UK_CSV0000000000003780__7 § 4 § 3,UK_CSV0000000000003780__7 § 5 § 3,UK_CSV0000000000003780__7 § 6 § 3,UK_CSV0000000000003780__7 § 7 § 3,UK_CSV0000000000003780__7 § 8 § 3,UK_CSV0000000000003780__7 § 9 § 3,UK_CSV0000000000003780__7 § 10 § 3,UK_CSV0000000000003780__7 § 11 § 3,UK_CSV0000000000003780__7 § 12 § 3,UK_CSV0000000000003780__7 § 13 § 3,UK_CSV0000000000003780__7 § 14 § 3,UK_CSV0000000000003780__7 § 15 § 3,UK_CSV0000000000003780__7 § 16 § 3,UK_CSV0000000000003780__7 § 17 § 3
UK_CSV0000000000003780__7 § 0 § 4,UK_CSV0000000000003780__7 § 1 § 4,UK_CSV0000000000003780__7 § 2 § 4,UK_CSV0000000000003780__7 § 3 § 4,UK_CSV0000000000003780__7 § 4 § 4,UK_CSV0000000000003780__7 § 5 § 4,UK_CSV0000000000003780__7 § 6 § 4,UK_CSV0000000000003780__7 § 7 § 4,UK_CSV0000000000003780__7 § 8 § 4,UK_CSV0000000000003780__7 § 9 § 4,UK_CSV0000000000003780__7 § 10 § 4,UK_CSV0000000000003780__7 § 11 § 4,UK_CSV0000000000003780__7 § 12 § 4,UK_CSV0000000000003780__7 § 13 § 4,UK_CSV0000000000003780__7 § 14 § 4,UK_CSV0000000000003780__7 § 15 § 4,UK_CSV0000000000003780__7 § 16 § 4,UK_CSV0000000000003780__7 § 17 § 4
UK_CSV0000000000003780__7 § 0 § 5,UK_CSV0000000000003780__7 § 1 § 5,UK_CSV0000000000003780__7 § 2 § 5,UK_CSV0000000000003780__7 § 3 § 5,UK_CSV0000000000003780__7 § 4 § 5,UK_CSV0000000000003780__7 § 5 § 5,UK_CSV0000000000003780__7 § 6 § 5,UK_CSV0000000000003780__7 § 7 § 5,UK_CSV0000000000003780__7 § 8 § 5,UK_CSV0000000000003780__7 § 9 § 5,UK_CSV0000000000003780__7 § 10 § 5,UK_CSV0000000000003780__7 § 11 § 5,UK_CSV0000000000003780__7 § 12 § 5,UK_CSV0000000000003780__7 § 13 § 5,UK_CSV0000000000003780__7 § 14 § 5,UK_CSV0000000000003780__7 § 15 § 5,UK_CSV0000000000003780__7 § 16 § 5,UK_CSV0000000000003780__7 § 17 § 5
UK_CSV0000000000003780__7 § 0 § 6,UK_CSV0000000000003780__7 § 1 § 6,UK_CSV0000000000003780__7 § 2 § 6,UK_CSV0000000000003780__7 § 3 § 6,UK_CSV0000000000003780__7 § 4 § 6,UK_CSV0000000000003780__7 § 5 § 6,UK_CSV0000000000003780__7 § 6 § 6,UK_CSV0000000000003780__7 § 7 § 6,UK_CSV0000000000003780__7 § 8 § 6,UK_CSV0000000000003780__7 § 9 § 6,UK_CSV0000000000003780__7 § 10 § 6,UK_CSV0000000000003780__7 § 11 § 6,UK_CSV0000000000003780__7 § 12 § 6,UK_CSV0000000000003780__7 § 13 § 6,UK_CSV0000000000003780__7 § 14 § 6,UK_CSV0000000000003780__7 § 15 § 6,UK_CSV0000000000003780__7 § 16 § 6,UK_CSV0000000000003780__7 § 17 § 6
UK_CSV0000000000003780__7 § 0 § 7,UK_CSV0000000000003780__7 § 1 § 7,UK_CSV0000000000003780__7 § 2 § 7,UK_CSV0000000000003780__7 § 3 § 7,UK_CSV0000000000003780__7 § 4 § 7,UK_CSV0000000000003780__7 § 5 § 7,UK_CSV0000000000003780__7 § 6 § 7,UK_CSV0000000000003780__7 § 7 § 7,UK_CSV0000000000003780__7 § 8 § 7,UK_CSV0000000000003780__7 § 9 § 7,UK_CSV0000000000003780__7 § 10 § 7,UK_CSV0000000000003780__7 § 11 § 7,UK_CSV0000000000003780__7 § 12 § 7,UK_CSV0000000000003780__7 § 13 § 7,UK_CSV0000000000003780__7 § 14 § 7,UK_CSV0000000000003780__7 § 15 § 7,UK_CSV0000000000003780__7 § 16 § 7,UK_CSV0000000000003780__7 § 17 § 7
UK_CSV0000000000003780__7 § 0 § 8,UK_CSV0000000000003780__7 § 1 § 8,UK_CSV0000000000003780__7 § 2 § 8,UK_CSV0000000000003780__7 § 3 § 8,UK_CSV0000000000003780__7 § 4 § 8,UK_CSV0000000000003780__7 § 5 § 8,UK_CSV0000000000003780__7 § 6 § 8,UK_CSV0000000000003780__7 § 7 § 8,UK_CSV0000000000003780__7 § 8 § 8,UK_CSV0000000000003780__7 § 9 § 8,UK_CSV0000000000003780__7 § 10 § 8,UK_CSV0000000000003780__7 § 11 § 8,UK_CSV0000000000003780__7 § 12 § 8,UK_CSV0000000000003780__7 § 13 § 8,UK_CSV0000000000003780__7 § 14 § 8,UK_CSV0000000000003780__7 § 15 § 8,UK_CSV0000000000003780__7 § 16 § 8,UK_CSV0000000000003780__7 § 17 § 8
