crimeid,monthvalue,reportedby,fallswithin,longitude,latitude,locationvalue,lsoacode,lsoaname,outcometype
d359d9cd9f002c2008d4c0a7623b221dcbb84da02cab2beb462a85df621df07b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.524109,50.466664,On or near ALPINE ROAD,E01015270,Torbay 010D,Suspect charged
cc4ccc8f5b371210fa7caf2dce274885cd5b718566774ae06758b0738f2803c4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
7c0b5155a45d703b514e45216eb57616f37c30a09d6ad5305b1df0090e9885c7,202h0-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
a54efe3e4eb99ec0645de5388a342446489fe6c08b2a54cfc3fe948b297812c8,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
69152fb27de79a29327250a5aaac6ec3d639b6f40290d2b9963ffb8c61d12b8c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
2231ff806a6b66648a6f7f5b33ffd00f85ec7aacb682fc837b650a8c654bfe00,020-07,Devon & Cornwall Police,Dvon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
e6b4ecbc55a193043de43e464e0e03764bdf5f8ea0206218e7da41cfe19860a3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
942c72d01347c01bf489a0db691a2c9e6620c2786d18c79215ab2ce1dfe44999,2020-07,evon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,o location,E01020016,Exeter 008C,Unable to prosecute suspect
441ea531d85d88cef0c77fc5de3888d88ef20558b4980469bcf6faf117e34804,2020-07,Devon & Cornwall Police,Devon & Cornwallg Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Local resolution
e03fd28e96df94e19ef0ad2e3661e25fab4320682c0d9a11b795c269049b8c3a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No loctaion,E01020016,Exeter 008C,Unable to prosecute suspect
5964c8f75aa29c6673ae056d0e0bd5f0e5c98be6e1b976869e79976959de30fb,2020-07,Devon & Cornwall Police,Devn & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Offender given a caution
c1357a956059622f9ec4ab0af27e372342fbbf80ec644837fea6e19f0db23196,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No locoation,E01020016,Exeter 008C,Investigation complete; no suspect identified
43fb70e05db2c9c021931cd7d14bef1a6f5f2422518ecb518f7d4a0b179be388,2020-07,Devon & Cornwall Ploice,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
96a7b7c2a3aba41911cf8d73041dfaf122df9020b0a93dc62242c52d0daecb35,2020-0u7,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identifimed
0919161bfda6136cc345158724d9ace7627d7097f2e4d0dec95f38dce8359da7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
bf992ce8ef07e802a8951568bec9d0e19d1900baa526bfdcd9ab312f6234e95e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
695cba3e849cb7f6b56f8752654c88e53ca7c059d2e1c19371515e94588a4159,2020-7,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No ocation,E01020016,Exeter 008C,Unable to prosecute suspect
96a7b7c2a3aba41911cf8d73041dfaf122df9020b0a93dc62242c52d0daecb35,2020-07,Devon & Cornfwall Police,Devon & Cornwall Police,-4.152919,50.371127,On or near ALICE STREET,E01015155,Plymouth 029C,Unable to prosecute suspect
0b55f256cd5847844d98736d290cd338bf9dd1d05d85c54bd99603750f68a2b5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Offender given a caution
896fad5fbdb093422f4756aa83da391e20b816b01960211b21ab9e1a6121db18,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Local resolution
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,20v20-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.17805,50.403965,On or near WESTON MILL ROAD,fE01015143,Plymouth 009C,Suspect charged
058619070e67c3df8b9fa6df1a07c3fdafecf5dd73d4e514536eb57a04470691,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Offender given a caution
d9ff1202e6b31573cb02a8b49a2cf0932741a78b09a33633b3bc8308ced376dc,2020-07,Devon & Cornwall Police,Devon & Conrwall Police,-3.529135,50.725494,Non location,E01020016,Exeter 008C,Formal action is not in the public interest
68c816104776660007113de48d2008500da9b4ff1b5af346a79112f8da9aafa8,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
720609e4b697fc29b3fd0cc913f280a1cbe862b655540ce323b77caf7397b989,20t20-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01015155,Exeter 008C,Investigation complete; no suspect identified
a7dd5493a9ba80f8ee8cd2322c74328654993cb850e4d44293b9f5d60279fcb4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No locatino,E01020016,Exeter 008C,Local resolution
4d79adb47d9b114ccc62b1e5b03dc64d810b500f0e1bf71cd7c73facca5221d9,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
202701e29cc562b70a2d1d05bed515266ba1e52de981481fda4423d72549e726,2020-07,Devon & Cornwall Police,Devon & Cornwall Poice,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
f86cf90253d1f6f8bcdec5dc100197c2805f6c042e1a3b948b564303194d4772,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,71.470865,50.725494,No location,E01020061,Exeter 008C,Suspect charged
f1e0a4fef272637e8791d514f0313405fe207f47633dc453c6c2e96843c7f977,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
3985fb8e101fbbd30684e20c1d7ff4855a269e8459e7d5cfbd7acba9a324fb98,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
1c742cdc0f158c43929fde35a55833dc2fba836c4e3f470ecce136ec0d3ca5fa,2020-0b7,Devon & Cornwal lPolice,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
f7eb4970b6464c8f22fbe334f7cfc4954f5dc865bd466e174910b1a6cf3766b3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeetr 008C,Investigation complete; no suspect identified
b4bf52f7bf174f283623d4f9bc0b4b136541fed74ac9ecf9ed84e3f9d05f4c95,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No ocation,E01020016,Exeter 00C8,Unable to prosecute suspect
4898d3ea3a8f2a893240b3b95dc4d62c85aa498ca2ef9989ac7e46a3667332da,20r20-07,Devon & Cornwall Police,Devon v& Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008iC,Unable to prosecute suspect
f6686531104e9ab147b088baf3210b457795b97d4898fa221a46a7ebd7e12fcd,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 08C,Investigation complete; no suspect identified
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetker 008C,Investigation complete; no suspect identified
7b6aca3736984916787862ec9e927c76777922e4d2284b4529fe695aee292b40,y2020-07,Devon & Cornwall Police,Devon & Cornwlal Police,-3.529135,50.725494,No location,E01020016,Exeter 008bC,Unable to prosecute suspect
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 021F,Unable to prosecute suspect
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,o location,E01020016,Exete 008C,Unable to prosecute suspect
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exteer 008C,Local resolution
16424c27778ebbbb38ab666f733c8e8649860ae34af57bd7a761eca4d420d323,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Plymouth 029C,Unable to prosecute suspect
a6b38de0db101a6526dfe730c715cad6131569a887d6f689c6c56f63f6d156e3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-70,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 035C,Investigation complete; no suspect identified
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 08C,Suspect charged
1a0df32c63457fb1345c717b5bb096965d259b551a184a48166260596f17997f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
8181064e803140074fca44331c5aa4b4eeb9cc33c79c34686790aa5241fb32ba,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xeter 008C,Offender given a caution
94c6ca0092b6390dd4116ee7355ffab8000856d33ccf6a9d0652c1842053fafe,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,East Devon 005A,Investigation complete; no suspect identified
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter e008C,Unable to prosecute suspect
479a20c9ffe6dfd551528010c70fbe98478129df407516468707ee0026eec597,20200-7,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
258eaf76d6252902f6245605ebd07fb4a9751d1cabb9fdda91ea60fcbe0607bc,2020-0o7,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,East Devon 018A,Investigation complete; no suspect identified
ff7fbfdb8bfbd58152ae51bcd55e623a0d775362f7885811a28205f712f5a118,2020-07,Devon & Cornwall Pollice,Devon & Cornwall Police,-3.529135,50.725494,No locatino,E01020016,Cornwall 057C,Unable to prosecute suspect
bf992ce8ef07e802a8951568bec9d0e19d1900baa526bfdcd9ab312f6234e95e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.283031,50.214153,On or near LAITY DRIVE,E01020016,Cornwall 055A,Investigation complete; no suspect identified
c6626febbd85f6f93e31bb9e7d1faa1d8c2b2a0d7b91819b43cd54c9a7a6fedd,2020-07,Devon& Cornwall Police,Dqevon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xEeter 008C,Unable to prosecute suspect
4cef499054f940758a5d2d938eb1217b0ba753f0d8c348259d63e81899e8cc6c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xEeter 008C,Investigation complete; no suspect identified
8e8dd57ffb0a92da99074d259461be87b2d9468d28184da1dc99fb72f51c0f11,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 00C,Suspect charged
bd3efc966e5180138fc350be88c8d235583391d54d6777cabac8dea06cd1cd84,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetr 008C,Investigation complete; no suspect identified
0dcfe9395b3b23191502030033293a7e3c4c8f67a623b0664a109a93b6de5012,200-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exester 008C,Invewstigation complete; no suspect identified
f085d7786c184ac5393c757b7dc32fab21d62c92c3e21109371ca32c92b8bd9b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 00s8C,Unable to prosecute suspect
a0e2c7d0fbfd4f47642cb46bfc855ae1ede87ef1ba8ce343dcddaa84a9605baf,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008B,Investigation complete; no suspect identified
74875d0f0a46dfc8bd5019539b8061997ed10d1a9b5fb582d9a945169f1d28b6,2020-0t7,Devon & Cornwall oPlice,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xeter 008C,Unable to prosecute suspect
8e04d69daf51ddaaa8d074b9826050163067c1c615f06c641face3d188ae859e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No loaction,E01020016,Exeer 008C,Suspect charged
bca86621f164676c272160c7a9bb5670da44411c86bd51aa52c911390e521c32,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xEeter 008C,Investigation complete; no suspect identified
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,0220-07,evon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No locoation,E01020016,Exevter 008C,Investigation complete; no suspect identified
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Dveon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetre 008C,Investigation complete; no suspect identified
5e200e3e845b723295a7ab809653629e8b28ffdb5786870efa809ba9b8858bab,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C***,Investigation complete; no suspect identified
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Local resolution
3bf5b8416b769f6c7eb425e425720862b7c156b1dd1b9868fc6c471884f012df,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,East Devon 018A,Unable to prosecute suspect
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeterm 008C,Unable to prosecute suspect
3f9dc27f32958d3d7245e618694147ebd384b6df27dc0186fc7530ff9cd5dee1,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,Nol ocation,E01020016,Exter 008C,Offender given a caution
44c032c51f6cfba71bf56799251e18ba2fd9e3bc00171d34e8ff4eec4bfca6c4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 00C,Investigation complete; no suspect identified
1ac3a293824bb5bd2a5643025aaafa6b1eab017da06e9c0519e72f29329c9180,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01015270,Exeter 008C,Investigation complete; no suspect identified
373fb98a34c6c505580a2498d47a91c2fd2a5a3e2832cc3fa5a4ac92aa37f668,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 044C,Unable to prosecute suspect
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Eexter 008C,Investigation complete; no suspect identified
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter x008C,Investigation complete; no suspect identified
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 033D,Unable to prosecute suspect
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No loction,E01020016,Cornwall 068C,Investigation complete; no suspect identified
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
