cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
67.5.0,67,5,0,legislationtype,Aqll,All,RANDOM_TYPO,UK_CSV0000000000026508,0,legislationtype
67.7.0,67,7,0,geographytype,Police Foce Area,Police Force Area,RANDOM_TYPO,UK_CSV0000000000026508,0,geographytype
67.11.0,67,11,0,rateper_one_zero_zero_zeropopulationbyethnicity,x18.66,18.66,RANDOM_TYPO,UK_CSV0000000000026508,0,rateper_one_zero_zero_zeropopulationbyethnicity
67.2.1,67,2,1,timetype,iFnancial year,Financial year,RANDOM_TYPO,UK_CSV0000000000026508,1,timetype
67.9.1,67,9,1,totalnumberofstopandsearchcarriedoutinthisyearinth,"1,1256,47","1,125,647",RANDOM_TYPO,UK_CSV0000000000026508,1,totalnumberofstopandsearchcarriedoutinthisyearinth
67.10.1,67,10,1,populationbyethnicity,"45,134,866","45,134,686",RANDOM_TYPO,UK_CSV0000000000026508,1,populationbyethnicity
67.0.2,67,0,2,measure,Number of stops and searches carried out (excluidng vehicle only searches),Number of stops and searches carried out (excluding vehicle only searches),RANDOM_TYPO,UK_CSV0000000000026508,2,measure
67.10.2,67,10,2,populationbyethnicity,"6v,489","6,489",RANDOM_TYPO,UK_CSV0000000000026508,2,populationbyethnicity
67.11.2,67,11,2,rateper_one_zero_zero_zeropopulationbyethnicity,6.03,16.03,RANDOM_TYPO,UK_CSV0000000000026508,2,rateper_one_zero_zero_zeropopulationbyethnicity
67.5.3,67,5,3,legislationtype,ll,All,RANDOM_TYPO,UK_CSV0000000000026508,3,legislationtype
67.7.3,67,7,3,geographytype,Police Forcek Area,Police Force Area,RANDOM_TYPO,UK_CSV0000000000026508,3,geographytype
67.8.3,67,8,3,numberofstopandsearches,k43,43,RANDOM_TYPO,UK_CSV0000000000026508,3,numberofstopandsearches
67.0.4,67,0,4,measure,Number of stops and searches cyarried out (excluding vehicle only searches),Number of stops and searches carried out (excluding vehicle only searches),RANDOM_TYPO,UK_CSV0000000000026508,4,measure
67.5.4,67,5,4,legislationtype,tAll,All,RANDOM_TYPO,UK_CSV0000000000026508,4,legislationtype
67.8.4,67,8,4,numberofstopandsearches,51,15,RANDOM_TYPO,UK_CSV0000000000026508,4,numberofstopandsearches
