cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
67.0.0,67,0,0,measure,UK_CSV0000000000026508,0,measure,
67.1.0,67,1,0,timevalue,UK_CSV0000000000026508,0,timevalue,
67.2.0,67,2,0,timetype,UK_CSV0000000000026508,0,timetype,
67.3.0,67,3,0,ethnicity,UK_CSV0000000000026508,0,ethnicity,
67.4.0,67,4,0,ethnicitytype,UK_CSV0000000000026508,0,ethnicitytype,
67.5.0,67,5,0,legislationtype,UK_CSV0000000000026508,0,legislationtype,RANDOM_TYPO
67.6.0,67,6,0,geography,UK_CSV0000000000026508,0,geography,
67.7.0,67,7,0,geographytype,UK_CSV0000000000026508,0,geographytype,RANDOM_TYPO
67.8.0,67,8,0,numberofstopandsearches,UK_CSV0000000000026508,0,numberofstopandsearches,
67.9.0,67,9,0,totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508,0,totalnumberofstopandsearchcarriedoutinthisyearinth,
67.10.0,67,10,0,populationbyethnicity,UK_CSV0000000000026508,0,populationbyethnicity,
67.11.0,67,11,0,rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508,0,rateper_one_zero_zero_zeropopulationbyethnicity,RANDOM_TYPO
67.12.0,67,12,0,proportionoftotalstopandsearchesofthisethnicityint,UK_CSV0000000000026508,0,proportionoftotalstopandsearchesofthisethnicityint,
67.0.1,67,0,1,measure,UK_CSV0000000000026508,1,measure,
67.1.1,67,1,1,timevalue,UK_CSV0000000000026508,1,timevalue,
67.2.1,67,2,1,timetype,UK_CSV0000000000026508,1,timetype,RANDOM_TYPO
67.3.1,67,3,1,ethnicity,UK_CSV0000000000026508,1,ethnicity,
67.4.1,67,4,1,ethnicitytype,UK_CSV0000000000026508,1,ethnicitytype,
67.5.1,67,5,1,legislationtype,UK_CSV0000000000026508,1,legislationtype,
67.6.1,67,6,1,geography,UK_CSV0000000000026508,1,geography,
67.7.1,67,7,1,geographytype,UK_CSV0000000000026508,1,geographytype,
67.8.1,67,8,1,numberofstopandsearches,UK_CSV0000000000026508,1,numberofstopandsearches,
67.9.1,67,9,1,totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508,1,totalnumberofstopandsearchcarriedoutinthisyearinth,RANDOM_TYPO
67.10.1,67,10,1,populationbyethnicity,UK_CSV0000000000026508,1,populationbyethnicity,RANDOM_TYPO
67.11.1,67,11,1,rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508,1,rateper_one_zero_zero_zeropopulationbyethnicity,
67.12.1,67,12,1,proportionoftotalstopandsearchesofthisethnicityint,UK_CSV0000000000026508,1,proportionoftotalstopandsearchesofthisethnicityint,
67.0.2,67,0,2,measure,UK_CSV0000000000026508,2,measure,RANDOM_TYPO
67.1.2,67,1,2,timevalue,UK_CSV0000000000026508,2,timevalue,
67.2.2,67,2,2,timetype,UK_CSV0000000000026508,2,timetype,
67.3.2,67,3,2,ethnicity,UK_CSV0000000000026508,2,ethnicity,
67.4.2,67,4,2,ethnicitytype,UK_CSV0000000000026508,2,ethnicitytype,
67.5.2,67,5,2,legislationtype,UK_CSV0000000000026508,2,legislationtype,
67.6.2,67,6,2,geography,UK_CSV0000000000026508,2,geography,
67.7.2,67,7,2,geographytype,UK_CSV0000000000026508,2,geographytype,
67.8.2,67,8,2,numberofstopandsearches,UK_CSV0000000000026508,2,numberofstopandsearches,
67.9.2,67,9,2,totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508,2,totalnumberofstopandsearchcarriedoutinthisyearinth,
67.10.2,67,10,2,populationbyethnicity,UK_CSV0000000000026508,2,populationbyethnicity,RANDOM_TYPO
67.11.2,67,11,2,rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508,2,rateper_one_zero_zero_zeropopulationbyethnicity,RANDOM_TYPO
67.12.2,67,12,2,proportionoftotalstopandsearchesofthisethnicityint,UK_CSV0000000000026508,2,proportionoftotalstopandsearchesofthisethnicityint,
67.0.3,67,0,3,measure,UK_CSV0000000000026508,3,measure,
67.1.3,67,1,3,timevalue,UK_CSV0000000000026508,3,timevalue,
67.2.3,67,2,3,timetype,UK_CSV0000000000026508,3,timetype,
67.3.3,67,3,3,ethnicity,UK_CSV0000000000026508,3,ethnicity,
67.4.3,67,4,3,ethnicitytype,UK_CSV0000000000026508,3,ethnicitytype,
67.5.3,67,5,3,legislationtype,UK_CSV0000000000026508,3,legislationtype,RANDOM_TYPO
67.6.3,67,6,3,geography,UK_CSV0000000000026508,3,geography,
67.7.3,67,7,3,geographytype,UK_CSV0000000000026508,3,geographytype,RANDOM_TYPO
67.8.3,67,8,3,numberofstopandsearches,UK_CSV0000000000026508,3,numberofstopandsearches,RANDOM_TYPO
67.9.3,67,9,3,totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508,3,totalnumberofstopandsearchcarriedoutinthisyearinth,
67.10.3,67,10,3,populationbyethnicity,UK_CSV0000000000026508,3,populationbyethnicity,
67.11.3,67,11,3,rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508,3,rateper_one_zero_zero_zeropopulationbyethnicity,
67.12.3,67,12,3,proportionoftotalstopandsearchesofthisethnicityint,UK_CSV0000000000026508,3,proportionoftotalstopandsearchesofthisethnicityint,
67.0.4,67,0,4,measure,UK_CSV0000000000026508,4,measure,RANDOM_TYPO
67.1.4,67,1,4,timevalue,UK_CSV0000000000026508,4,timevalue,
67.2.4,67,2,4,timetype,UK_CSV0000000000026508,4,timetype,
67.3.4,67,3,4,ethnicity,UK_CSV0000000000026508,4,ethnicity,
67.4.4,67,4,4,ethnicitytype,UK_CSV0000000000026508,4,ethnicitytype,
67.5.4,67,5,4,legislationtype,UK_CSV0000000000026508,4,legislationtype,RANDOM_TYPO
67.6.4,67,6,4,geography,UK_CSV0000000000026508,4,geography,
