UK_CSV0000000000011254::0::record_key,UK_CSV0000000000011254::1::survey_key,UK_CSV0000000000011254::2::survey_name,UK_CSV0000000000011254::3::sample_key,UK_CSV0000000000011254::4::start_date,UK_CSV0000000000011254::5::end_date,UK_CSV0000000000011254::6::date_type,UK_CSV0000000000011254::7::location_name,UK_CSV0000000000011254::8::data_type,UK_CSV0000000000011254::9::latitude,UK_CSV0000000000011254::10::longitude,UK_CSV0000000000011254::11::projection,UK_CSV0000000000011254::12::aphia_id,UK_CSV0000000000011254::13::species,UK_CSV0000000000011254::14::uncertain,UK_CSV0000000000011254::15::abundance_sacforn,UK_CSV0000000000011254::16::is_dead,UK_CSV0000000000011254::17::sample_comment
UK_CSV0000000000011254 § 0 § 0,UK_CSV0000000000011254 § 1 § 0,UK_CSV0000000000011254 § 2 § 0,UK_CSV0000000000011254 § 3 § 0,UK_CSV0000000000011254 § 4 § 0,UK_CSV0000000000011254 § 5 § 0,UK_CSV0000000000011254 § 6 § 0,UK_CSV0000000000011254 § 7 § 0,UK_CSV0000000000011254 § 8 § 0,UK_CSV0000000000011254 § 9 § 0,UK_CSV0000000000011254 § 10 § 0,UK_CSV0000000000011254 § 11 § 0,UK_CSV0000000000011254 § 12 § 0,UK_CSV0000000000011254 § 13 § 0,UK_CSV0000000000011254 § 14 § 0,UK_CSV0000000000011254 § 15 § 0,UK_CSV0000000000011254 § 16 § 0,UK_CSV0000000000011254 § 17 § 0
UK_CSV0000000000011254 § 0 § 1,UK_CSV0000000000011254 § 1 § 1,UK_CSV0000000000011254 § 2 § 1,UK_CSV0000000000011254 § 3 § 1,UK_CSV0000000000011254 § 4 § 1,UK_CSV0000000000011254 § 5 § 1,UK_CSV0000000000011254 § 6 § 1,UK_CSV0000000000011254 § 7 § 1,UK_CSV0000000000011254 § 8 § 1,UK_CSV0000000000011254 § 9 § 1,UK_CSV0000000000011254 § 10 § 1,UK_CSV0000000000011254 § 11 § 1,UK_CSV0000000000011254 § 12 § 1,UK_CSV0000000000011254 § 13 § 1,UK_CSV0000000000011254 § 14 § 1,UK_CSV0000000000011254 § 15 § 1,UK_CSV0000000000011254 § 16 § 1,UK_CSV0000000000011254 § 17 § 1
UK_CSV0000000000011254 § 0 § 2,UK_CSV0000000000011254 § 1 § 2,UK_CSV0000000000011254 § 2 § 2,UK_CSV0000000000011254 § 3 § 2,UK_CSV0000000000011254 § 4 § 2,UK_CSV0000000000011254 § 5 § 2,UK_CSV0000000000011254 § 6 § 2,UK_CSV0000000000011254 § 7 § 2,UK_CSV0000000000011254 § 8 § 2,UK_CSV0000000000011254 § 9 § 2,UK_CSV0000000000011254 § 10 § 2,UK_CSV0000000000011254 § 11 § 2,UK_CSV0000000000011254 § 12 § 2,UK_CSV0000000000011254 § 13 § 2,UK_CSV0000000000011254 § 14 § 2,UK_CSV0000000000011254 § 15 § 2,UK_CSV0000000000011254 § 16 § 2,UK_CSV0000000000011254 § 17 § 2
UK_CSV0000000000011254 § 0 § 3,UK_CSV0000000000011254 § 1 § 3,UK_CSV0000000000011254 § 2 § 3,UK_CSV0000000000011254 § 3 § 3,UK_CSV0000000000011254 § 4 § 3,UK_CSV0000000000011254 § 5 § 3,UK_CSV0000000000011254 § 6 § 3,UK_CSV0000000000011254 § 7 § 3,UK_CSV0000000000011254 § 8 § 3,UK_CSV0000000000011254 § 9 § 3,UK_CSV0000000000011254 § 10 § 3,UK_CSV0000000000011254 § 11 § 3,UK_CSV0000000000011254 § 12 § 3,UK_CSV0000000000011254 § 13 § 3,UK_CSV0000000000011254 § 14 § 3,UK_CSV0000000000011254 § 15 § 3,UK_CSV0000000000011254 § 16 § 3,UK_CSV0000000000011254 § 17 § 3
UK_CSV0000000000011254 § 0 § 4,UK_CSV0000000000011254 § 1 § 4,UK_CSV0000000000011254 § 2 § 4,UK_CSV0000000000011254 § 3 § 4,UK_CSV0000000000011254 § 4 § 4,UK_CSV0000000000011254 § 5 § 4,UK_CSV0000000000011254 § 6 § 4,UK_CSV0000000000011254 § 7 § 4,UK_CSV0000000000011254 § 8 § 4,UK_CSV0000000000011254 § 9 § 4,UK_CSV0000000000011254 § 10 § 4,UK_CSV0000000000011254 § 11 § 4,UK_CSV0000000000011254 § 12 § 4,UK_CSV0000000000011254 § 13 § 4,UK_CSV0000000000011254 § 14 § 4,UK_CSV0000000000011254 § 15 § 4,UK_CSV0000000000011254 § 16 § 4,UK_CSV0000000000011254 § 17 § 4
UK_CSV0000000000011254 § 0 § 5,UK_CSV0000000000011254 § 1 § 5,UK_CSV0000000000011254 § 2 § 5,UK_CSV0000000000011254 § 3 § 5,UK_CSV0000000000011254 § 4 § 5,UK_CSV0000000000011254 § 5 § 5,UK_CSV0000000000011254 § 6 § 5,UK_CSV0000000000011254 § 7 § 5,UK_CSV0000000000011254 § 8 § 5,UK_CSV0000000000011254 § 9 § 5,UK_CSV0000000000011254 § 10 § 5,UK_CSV0000000000011254 § 11 § 5,UK_CSV0000000000011254 § 12 § 5,UK_CSV0000000000011254 § 13 § 5,UK_CSV0000000000011254 § 14 § 5,UK_CSV0000000000011254 § 15 § 5,UK_CSV0000000000011254 § 16 § 5,UK_CSV0000000000011254 § 17 § 5
UK_CSV0000000000011254 § 0 § 6,UK_CSV0000000000011254 § 1 § 6,UK_CSV0000000000011254 § 2 § 6,UK_CSV0000000000011254 § 3 § 6,UK_CSV0000000000011254 § 4 § 6,UK_CSV0000000000011254 § 5 § 6,UK_CSV0000000000011254 § 6 § 6,UK_CSV0000000000011254 § 7 § 6,UK_CSV0000000000011254 § 8 § 6,UK_CSV0000000000011254 § 9 § 6,UK_CSV0000000000011254 § 10 § 6,UK_CSV0000000000011254 § 11 § 6,UK_CSV0000000000011254 § 12 § 6,UK_CSV0000000000011254 § 13 § 6,UK_CSV0000000000011254 § 14 § 6,UK_CSV0000000000011254 § 15 § 6,UK_CSV0000000000011254 § 16 § 6,UK_CSV0000000000011254 § 17 § 6
UK_CSV0000000000011254 § 0 § 7,UK_CSV0000000000011254 § 1 § 7,UK_CSV0000000000011254 § 2 § 7,UK_CSV0000000000011254 § 3 § 7,UK_CSV0000000000011254 § 4 § 7,UK_CSV0000000000011254 § 5 § 7,UK_CSV0000000000011254 § 6 § 7,UK_CSV0000000000011254 § 7 § 7,UK_CSV0000000000011254 § 8 § 7,UK_CSV0000000000011254 § 9 § 7,UK_CSV0000000000011254 § 10 § 7,UK_CSV0000000000011254 § 11 § 7,UK_CSV0000000000011254 § 12 § 7,UK_CSV0000000000011254 § 13 § 7,UK_CSV0000000000011254 § 14 § 7,UK_CSV0000000000011254 § 15 § 7,UK_CSV0000000000011254 § 16 § 7,UK_CSV0000000000011254 § 17 § 7
UK_CSV0000000000011254 § 0 § 8,UK_CSV0000000000011254 § 1 § 8,UK_CSV0000000000011254 § 2 § 8,UK_CSV0000000000011254 § 3 § 8,UK_CSV0000000000011254 § 4 § 8,UK_CSV0000000000011254 § 5 § 8,UK_CSV0000000000011254 § 6 § 8,UK_CSV0000000000011254 § 7 § 8,UK_CSV0000000000011254 § 8 § 8,UK_CSV0000000000011254 § 9 § 8,UK_CSV0000000000011254 § 10 § 8,UK_CSV0000000000011254 § 11 § 8,UK_CSV0000000000011254 § 12 § 8,UK_CSV0000000000011254 § 13 § 8,UK_CSV0000000000011254 § 14 § 8,UK_CSV0000000000011254 § 15 § 8,UK_CSV0000000000011254 § 16 § 8,UK_CSV0000000000011254 § 17 § 8
