cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
919.fallswithin,919,fallswithin,Norfolk Constabulary,NorfolkC onstabulary,RANDOM_TYPO,,[]
5116.crimeid,5116,crimeid,96b2dd77fd2afe050b3a92f8e8f139db855cb7c8c4ce20a0b543b668b8f8ed8b,96b2dd77fd2af0e50b3a92f8e8f139db855cb7c8c4ce20a0b543b668b8f8ed8b,RANDOM_TYPO,,[]
4107.reportedby,4107,reportedby,Norfolk Constabulary,Njorfolk Constabulary,RANDOM_TYPO,,[]
3645.lsoacode,3645,lsoacode,E01026763,E01026461,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
1066.crimeid,1066,crimeid,9cd624a590f509498c34d8c492962826b655673806f36fa3f30eb169c16387f6,0d6389a8814b5fadcb8c7e5f2494c58bf5d1595694acd3bd9d7a6f2e3a89a608,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
5194.crimeid,5194,crimeid,c2fde8645ca6ef0627d7765894e865e405f0f596419e88bb69e531de23b6ef42,c2fde8645ca6f0627d7765894e865e405f0f596419e88bb69e531de23b6ef42,RANDOM_TYPO,,[]
2118.fallswithin,2118,fallswithin,Norfolk Constabulary,Norfolk Constablary,RANDOM_TYPO,,[]
4911.lastoutcomecategory,4911,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute suspetc,RANDOM_TYPO,,[]
1349.crimeid,1349,crimeid,ddebab8609baffd57a1f34d6f366e5c572259ea2ba5bd76f4a529b30672ce1b6,3b7f187e772a347de49099e96c093d97a2a338e74a7903110896add2f60630c2,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
6609.locationvalue,6609,locationvalue,On or near Market Place,On or near Marke tPlace,RANDOM_TYPO,,[]
3088.fallswithin,3088,fallswithin,Norfolk Constabulary,Norfolk Constabluary,RANDOM_TYPO,,[]
236.lsoacode,236,lsoacode,E01026455,E01033042,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
4583.monthvalue,4583,monthvalue,2021-07,202p1-07,RANDOM_TYPO,,[]
238.crimetype,238,crimetype,Violence and sexual offences,Violence and sexual offelnces,RANDOM_TYPO,,[]
2036.crimeid,2036,crimeid,1af08d38ce2b62ab26f8d6dcca7c18e549ef5f3c7d31605a2a0af73ac72128ba,6622009a84f4ed2b70d7b5dde769275f1c967c3d3bd982705c7057834905d7bf,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
6032.lsoaname,6032,lsoaname,South Norfolk 001H,South Norfolk e001H,FD_VIOLATION,lsoacode -> lsoaname,[e2]
6141.lastoutcomecategory,6141,lastoutcomecategory,Unable to prosecute suspect,nable to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
1779.fallswithin,1779,fallswithin,Norfolk Constabulary,Norfokl Constabulary,RANDOM_TYPO,,[]
3298.lastoutcomecategory,3298,lastoutcomecategory,Unable to prosecute suspect,Unablev to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
4343.lsoacode,4343,lsoacode,E01026831,E01033042,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2292.lastoutcomecategory,2292,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute supsect,RANDOM_TYPO,,[]
5658.crimeid,5658,crimeid,b61e0bcf1bea672fe77ac00fac5d3b13f4597140ee917e9ff36461aa0f9f1624,b61e0bcf1bea672fe77ac00fac5d3b13f4597140ee917ef9f36461aa0f9f1624,RANDOM_TYPO,,[]
4999.lsoaname,4999,lsoaname,Norwich 007A,Norwicph 007A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
