source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000000270,0,locationvalue,1,0,RANDOM_TYPO
UK_CSV0000000000000270,0,crimetype,1,0,RANDOM_TYPO
UK_CSV0000000000000270,2,fallswithin,1,2,RANDOM_TYPO
UK_CSV0000000000000270,3,fallswithin,1,3,RANDOM_TYPO
UK_CSV0000000000000270,4,locationvalue,1,4,RANDOM_TYPO
UK_CSV0000000000000270,6,reportedby,1,6,RANDOM_TYPO
UK_CSV0000000000000270,6,crimetype,1,6,RANDOM_TYPO
UK_CSV0000000000000270,9,lsoacode,1,9,FD_VIOLATION
UK_CSV0000000000000270,10,fallswithin,1,10,RANDOM_TYPO
UK_CSV0000000000000270,10,locationvalue,1,10,RANDOM_TYPO
UK_CSV0000000000000270,12,lsoacode,1,12,FD_VIOLATION
UK_CSV0000000000000270,13,crimeid,1,13,FD_VIOLATION
UK_CSV0000000000000270,14,locationvalue,1,14,RANDOM_TYPO
UK_CSV0000000000000270,15,crimeid,1,15,FD_VIOLATION
UK_CSV0000000000000270,15,lsoacode,1,15,FD_VIOLATION
UK_CSV0000000000000270,16,reportedby,1,16,RANDOM_TYPO
UK_CSV0000000000000270,16,lsoacode,1,16,FD_VIOLATION
UK_CSV0000000000000270,17,locationvalue,1,17,RANDOM_TYPO
UK_CSV0000000000000270,17,crimetype,1,17,RANDOM_TYPO
UK_CSV0000000000000270,18,crimetype,1,18,RANDOM_TYPO
UK_CSV0000000000000270,19,reportedby,1,19,RANDOM_TYPO
UK_CSV0000000000000270,19,lsoacode,1,19,FD_VIOLATION
UK_CSV0000000000000270,20,reportedby,1,20,RANDOM_TYPO
UK_CSV0000000000000270,20,lsoacode,1,20,FD_VIOLATION
UK_CSV0000000000000270,21,crimeid,1,21,FD_VIOLATION
UK_CSV0000000000000270,21,reportedby,1,21,RANDOM_TYPO
UK_CSV0000000000000270,22,lsoacode,1,22,FD_VIOLATION
UK_CSV0000000000000270,23,lsoacode,1,23,FD_VIOLATION
UK_CSV0000000000000270,24,lsoacode,1,24,FD_VIOLATION
UK_CSV0000000000000270,25,crimeid,1,25,FD_VIOLATION
UK_CSV0000000000000270,25,crimetype,1,25,RANDOM_TYPO
UK_CSV0000000000000270,26,crimeid,1,26,FD_VIOLATION
UK_CSV0000000000000270,26,fallswithin,1,26,RANDOM_TYPO
UK_CSV0000000000000270,26,lsoacode,1,26,FD_VIOLATION
UK_CSV0000000000000270,27,lsoacode,1,27,FD_VIOLATION
UK_CSV0000000000000270,28,crimeid,1,28,FD_VIOLATION
UK_CSV0000000000000270,28,reportedby,1,28,RANDOM_TYPO
UK_CSV0000000000000270,28,lsoacode,1,28,FD_VIOLATION
UK_CSV0000000000000270,29,lsoacode,1,29,FD_VIOLATION
UK_CSV0000000000000270,30,crimeid,1,30,FD_VIOLATION
UK_CSV0000000000000270,30,lsoacode,1,30,FD_VIOLATION
UK_CSV0000000000000270,31,crimeid,1,31,FD_VIOLATION
UK_CSV0000000000000270,32,crimeid,1,32,FD_VIOLATION
UK_CSV0000000000000270,32,lsoacode,1,32,FD_VIOLATION
UK_CSV0000000000000270,33,crimeid,1,33,FD_VIOLATION
UK_CSV0000000000000270,34,lsoacode,1,34,FD_VIOLATION
UK_CSV0000000000000270,35,crimeid,1,35,FD_VIOLATION
UK_CSV0000000000000270,36,lsoaname,1,36,FD_VIOLATION
UK_CSV0000000000000270,37,crimeid,1,37,FD_VIOLATION
UK_CSV0000000000000270,37,locationvalue,1,37,RANDOM_TYPO
UK_CSV0000000000000270,37,lsoacode,1,37,FD_VIOLATION
UK_CSV0000000000000270,37,crimetype,1,37,RANDOM_TYPO
UK_CSV0000000000000270,38,crimeid,1,38,FD_VIOLATION
UK_CSV0000000000000270,38,lsoacode,1,38,FD_VIOLATION
UK_CSV0000000000000270,39,crimeid,1,39,FD_VIOLATION
UK_CSV0000000000000270,39,lsoacode,1,39,FD_VIOLATION
UK_CSV0000000000000270,39,crimetype,1,39,RANDOM_TYPO
UK_CSV0000000000000270,40,crimeid,1,40,FD_VIOLATION
UK_CSV0000000000000270,40,lsoaname,1,40,FD_VIOLATION
UK_CSV0000000000000270,40,crimetype,1,40,RANDOM_TYPO
UK_CSV0000000000000270,41,crimeid,1,41,FD_VIOLATION
UK_CSV0000000000000270,42,lsoacode,1,42,FD_VIOLATION
UK_CSV0000000000000270,44,crimeid,1,44,FD_VIOLATION
UK_CSV0000000000000270,44,lsoaname,1,44,FD_VIOLATION
UK_CSV0000000000000270,45,lsoaname,1,45,FD_VIOLATION
UK_CSV0000000000000270,46,crimeid,1,46,FD_VIOLATION
UK_CSV0000000000000270,46,lsoaname,1,46,FD_VIOLATION
UK_CSV0000000000000270,47,crimeid,1,47,FD_VIOLATION
UK_CSV0000000000000270,47,lsoacode,1,47,FD_VIOLATION
UK_CSV0000000000000270,48,crimeid,1,48,FD_VIOLATION
UK_CSV0000000000000270,48,lsoaname,1,48,FD_VIOLATION
UK_CSV0000000000000270,49,crimeid,1,49,FD_VIOLATION
UK_CSV0000000000000270,49,lsoacode,1,49,FD_VIOLATION
UK_CSV0000000000000270,50,lsoacode,1,50,FD_VIOLATION
UK_CSV0000000000000270,51,crimeid,1,51,FD_VIOLATION
UK_CSV0000000000000270,51,lsoaname,1,51,FD_VIOLATION
UK_CSV0000000000000270,52,lsoacode,1,52,FD_VIOLATION
UK_CSV0000000000000270,53,lsoaname,1,53,FD_VIOLATION
UK_CSV0000000000000270,54,crimeid,1,54,FD_VIOLATION
UK_CSV0000000000000270,54,lsoaname,1,54,FD_VIOLATION
UK_CSV0000000000000270,54,crimetype,1,54,RANDOM_TYPO
UK_CSV0000000000000270,55,crimeid,1,55,RANDOM_TYPO
UK_CSV0000000000000270,55,lsoacode,1,55,FD_VIOLATION
UK_CSV0000000000000270,55,crimetype,1,55,RANDOM_TYPO
UK_CSV0000000000000270,56,monthvalue,1,56,RANDOM_TYPO
UK_CSV0000000000000270,56,lsoacode,1,56,FD_VIOLATION
UK_CSV0000000000000270,56,crimetype,1,56,RANDOM_TYPO
UK_CSV0000000000000270,57,crimeid,1,57,FD_VIOLATION
UK_CSV0000000000000270,57,fallswithin,1,57,RANDOM_TYPO
UK_CSV0000000000000270,57,lsoacode,1,57,FD_VIOLATION
UK_CSV0000000000000270,58,crimeid,1,58,FD_VIOLATION
UK_CSV0000000000000270,58,reportedby,1,58,RANDOM_TYPO
UK_CSV0000000000000270,58,lsoacode,1,58,FD_VIOLATION
UK_CSV0000000000000270,59,lsoacode,1,59,FD_VIOLATION
UK_CSV0000000000000270,60,crimeid,1,60,FD_VIOLATION
UK_CSV0000000000000270,60,monthvalue,1,60,RANDOM_TYPO
UK_CSV0000000000000270,60,locationvalue,1,60,RANDOM_TYPO
UK_CSV0000000000000270,60,lsoacode,1,60,FD_VIOLATION
UK_CSV0000000000000270,61,monthvalue,1,61,RANDOM_TYPO
UK_CSV0000000000000270,61,lsoacode,1,61,FD_VIOLATION
UK_CSV0000000000000270,61,lastoutcomecategory,1,61,FD_VIOLATION
UK_CSV0000000000000270,62,crimeid,1,62,FD_VIOLATION
UK_CSV0000000000000270,62,lsoacode,1,62,FD_VIOLATION
UK_CSV0000000000000270,63,crimeid,1,63,FD_VIOLATION
UK_CSV0000000000000270,63,lsoaname,1,63,FD_VIOLATION
UK_CSV0000000000000270,64,crimeid,1,64,FD_VIOLATION
UK_CSV0000000000000270,64,lsoacode,1,64,FD_VIOLATION
UK_CSV0000000000000270,64,crimetype,1,64,RANDOM_TYPO
UK_CSV0000000000000270,65,crimeid,1,65,FD_VIOLATION
UK_CSV0000000000000270,65,monthvalue,1,65,RANDOM_TYPO
