UK_CSV0000000000009356::0::record_key,UK_CSV0000000000009356::1::survey_key,UK_CSV0000000000009356::2::survey_name,UK_CSV0000000000009356::3::sample_key,UK_CSV0000000000009356::4::start_date,UK_CSV0000000000009356::5::end_date,UK_CSV0000000000009356::6::date_type,UK_CSV0000000000009356::7::location_name,UK_CSV0000000000009356::8::data_type,UK_CSV0000000000009356::9::latitude,UK_CSV0000000000009356::10::longitude,UK_CSV0000000000009356::11::projection,UK_CSV0000000000009356::12::aphia_id,UK_CSV0000000000009356::13::species,UK_CSV0000000000009356::14::uncertain,UK_CSV0000000000009356::15::abundance_sacforn,UK_CSV0000000000009356::16::is_dead,UK_CSV0000000000009356::17::sample_comment
UK_CSV0000000000009356 § 0 § 0,UK_CSV0000000000009356 § 1 § 0,UK_CSV0000000000009356 § 2 § 0,UK_CSV0000000000009356 § 3 § 0,UK_CSV0000000000009356 § 4 § 0,UK_CSV0000000000009356 § 5 § 0,UK_CSV0000000000009356 § 6 § 0,UK_CSV0000000000009356 § 7 § 0,UK_CSV0000000000009356 § 8 § 0,UK_CSV0000000000009356 § 9 § 0,UK_CSV0000000000009356 § 10 § 0,UK_CSV0000000000009356 § 11 § 0,UK_CSV0000000000009356 § 12 § 0,UK_CSV0000000000009356 § 13 § 0,UK_CSV0000000000009356 § 14 § 0,UK_CSV0000000000009356 § 15 § 0,UK_CSV0000000000009356 § 16 § 0,UK_CSV0000000000009356 § 17 § 0
UK_CSV0000000000009356 § 0 § 1,UK_CSV0000000000009356 § 1 § 1,UK_CSV0000000000009356 § 2 § 1,UK_CSV0000000000009356 § 3 § 1,UK_CSV0000000000009356 § 4 § 1,UK_CSV0000000000009356 § 5 § 1,UK_CSV0000000000009356 § 6 § 1,UK_CSV0000000000009356 § 7 § 1,UK_CSV0000000000009356 § 8 § 1,UK_CSV0000000000009356 § 9 § 1,UK_CSV0000000000009356 § 10 § 1,UK_CSV0000000000009356 § 11 § 1,UK_CSV0000000000009356 § 12 § 1,UK_CSV0000000000009356 § 13 § 1,UK_CSV0000000000009356 § 14 § 1,UK_CSV0000000000009356 § 15 § 1,UK_CSV0000000000009356 § 16 § 1,UK_CSV0000000000009356 § 17 § 1
UK_CSV0000000000009356 § 0 § 2,UK_CSV0000000000009356 § 1 § 2,UK_CSV0000000000009356 § 2 § 2,UK_CSV0000000000009356 § 3 § 2,UK_CSV0000000000009356 § 4 § 2,UK_CSV0000000000009356 § 5 § 2,UK_CSV0000000000009356 § 6 § 2,UK_CSV0000000000009356 § 7 § 2,UK_CSV0000000000009356 § 8 § 2,UK_CSV0000000000009356 § 9 § 2,UK_CSV0000000000009356 § 10 § 2,UK_CSV0000000000009356 § 11 § 2,UK_CSV0000000000009356 § 12 § 2,UK_CSV0000000000009356 § 13 § 2,UK_CSV0000000000009356 § 14 § 2,UK_CSV0000000000009356 § 15 § 2,UK_CSV0000000000009356 § 16 § 2,UK_CSV0000000000009356 § 17 § 2
UK_CSV0000000000009356 § 0 § 3,UK_CSV0000000000009356 § 1 § 3,UK_CSV0000000000009356 § 2 § 3,UK_CSV0000000000009356 § 3 § 3,UK_CSV0000000000009356 § 4 § 3,UK_CSV0000000000009356 § 5 § 3,UK_CSV0000000000009356 § 6 § 3,UK_CSV0000000000009356 § 7 § 3,UK_CSV0000000000009356 § 8 § 3,UK_CSV0000000000009356 § 9 § 3,UK_CSV0000000000009356 § 10 § 3,UK_CSV0000000000009356 § 11 § 3,UK_CSV0000000000009356 § 12 § 3,UK_CSV0000000000009356 § 13 § 3,UK_CSV0000000000009356 § 14 § 3,UK_CSV0000000000009356 § 15 § 3,UK_CSV0000000000009356 § 16 § 3,UK_CSV0000000000009356 § 17 § 3
UK_CSV0000000000009356 § 0 § 4,UK_CSV0000000000009356 § 1 § 4,UK_CSV0000000000009356 § 2 § 4,UK_CSV0000000000009356 § 3 § 4,UK_CSV0000000000009356 § 4 § 4,UK_CSV0000000000009356 § 5 § 4,UK_CSV0000000000009356 § 6 § 4,UK_CSV0000000000009356 § 7 § 4,UK_CSV0000000000009356 § 8 § 4,UK_CSV0000000000009356 § 9 § 4,UK_CSV0000000000009356 § 10 § 4,UK_CSV0000000000009356 § 11 § 4,UK_CSV0000000000009356 § 12 § 4,UK_CSV0000000000009356 § 13 § 4,UK_CSV0000000000009356 § 14 § 4,UK_CSV0000000000009356 § 15 § 4,UK_CSV0000000000009356 § 16 § 4,UK_CSV0000000000009356 § 17 § 4
UK_CSV0000000000009356 § 0 § 5,UK_CSV0000000000009356 § 1 § 5,UK_CSV0000000000009356 § 2 § 5,UK_CSV0000000000009356 § 3 § 5,UK_CSV0000000000009356 § 4 § 5,UK_CSV0000000000009356 § 5 § 5,UK_CSV0000000000009356 § 6 § 5,UK_CSV0000000000009356 § 7 § 5,UK_CSV0000000000009356 § 8 § 5,UK_CSV0000000000009356 § 9 § 5,UK_CSV0000000000009356 § 10 § 5,UK_CSV0000000000009356 § 11 § 5,UK_CSV0000000000009356 § 12 § 5,UK_CSV0000000000009356 § 13 § 5,UK_CSV0000000000009356 § 14 § 5,UK_CSV0000000000009356 § 15 § 5,UK_CSV0000000000009356 § 16 § 5,UK_CSV0000000000009356 § 17 § 5
UK_CSV0000000000009356 § 0 § 6,UK_CSV0000000000009356 § 1 § 6,UK_CSV0000000000009356 § 2 § 6,UK_CSV0000000000009356 § 3 § 6,UK_CSV0000000000009356 § 4 § 6,UK_CSV0000000000009356 § 5 § 6,UK_CSV0000000000009356 § 6 § 6,UK_CSV0000000000009356 § 7 § 6,UK_CSV0000000000009356 § 8 § 6,UK_CSV0000000000009356 § 9 § 6,UK_CSV0000000000009356 § 10 § 6,UK_CSV0000000000009356 § 11 § 6,UK_CSV0000000000009356 § 12 § 6,UK_CSV0000000000009356 § 13 § 6,UK_CSV0000000000009356 § 14 § 6,UK_CSV0000000000009356 § 15 § 6,UK_CSV0000000000009356 § 16 § 6,UK_CSV0000000000009356 § 17 § 6
UK_CSV0000000000009356 § 0 § 7,UK_CSV0000000000009356 § 1 § 7,UK_CSV0000000000009356 § 2 § 7,UK_CSV0000000000009356 § 3 § 7,UK_CSV0000000000009356 § 4 § 7,UK_CSV0000000000009356 § 5 § 7,UK_CSV0000000000009356 § 6 § 7,UK_CSV0000000000009356 § 7 § 7,UK_CSV0000000000009356 § 8 § 7,UK_CSV0000000000009356 § 9 § 7,UK_CSV0000000000009356 § 10 § 7,UK_CSV0000000000009356 § 11 § 7,UK_CSV0000000000009356 § 12 § 7,UK_CSV0000000000009356 § 13 § 7,UK_CSV0000000000009356 § 14 § 7,UK_CSV0000000000009356 § 15 § 7,UK_CSV0000000000009356 § 16 § 7,UK_CSV0000000000009356 § 17 § 7
UK_CSV0000000000009356 § 0 § 8,UK_CSV0000000000009356 § 1 § 8,UK_CSV0000000000009356 § 2 § 8,UK_CSV0000000000009356 § 3 § 8,UK_CSV0000000000009356 § 4 § 8,UK_CSV0000000000009356 § 5 § 8,UK_CSV0000000000009356 § 6 § 8,UK_CSV0000000000009356 § 7 § 8,UK_CSV0000000000009356 § 8 § 8,UK_CSV0000000000009356 § 9 § 8,UK_CSV0000000000009356 § 10 § 8,UK_CSV0000000000009356 § 11 § 8,UK_CSV0000000000009356 § 12 § 8,UK_CSV0000000000009356 § 13 § 8,UK_CSV0000000000009356 § 14 § 8,UK_CSV0000000000009356 § 15 § 8,UK_CSV0000000000009356 § 16 § 8,UK_CSV0000000000009356 § 17 § 8
