cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
60.0.0,60,0,0,record_key,UK_CSV0000000000009356,0,record_key,
60.1.0,60,1,0,survey_key,UK_CSV0000000000009356,0,survey_key,
60.2.0,60,2,0,survey_name,UK_CSV0000000000009356,0,survey_name,RANDOM_TYPO
60.3.0,60,3,0,sample_key,UK_CSV0000000000009356,0,sample_key,
60.4.0,60,4,0,start_date,UK_CSV0000000000009356,0,start_date,RANDOM_TYPO
60.5.0,60,5,0,end_date,UK_CSV0000000000009356,0,end_date,
60.6.0,60,6,0,date_type,UK_CSV0000000000009356,0,date_type,
60.7.0,60,7,0,location_name,UK_CSV0000000000009356,0,location_name,
60.8.0,60,8,0,data_type,UK_CSV0000000000009356,0,data_type,
60.9.0,60,9,0,latitude,UK_CSV0000000000009356,0,latitude,
60.10.0,60,10,0,longitude,UK_CSV0000000000009356,0,longitude,
60.11.0,60,11,0,projection,UK_CSV0000000000009356,0,projection,RANDOM_TYPO
60.12.0,60,12,0,aphia_id,UK_CSV0000000000009356,0,aphia_id,
60.13.0,60,13,0,species,UK_CSV0000000000009356,0,species,
60.14.0,60,14,0,uncertain,UK_CSV0000000000009356,0,uncertain,
60.15.0,60,15,0,abundance_sacforn,UK_CSV0000000000009356,0,abundance_sacforn,
60.16.0,60,16,0,is_dead,UK_CSV0000000000009356,0,is_dead,
60.17.0,60,17,0,sample_comment,UK_CSV0000000000009356,0,sample_comment,
60.0.1,60,0,1,record_key,UK_CSV0000000000009356,1,record_key,
60.1.1,60,1,1,survey_key,UK_CSV0000000000009356,1,survey_key,
60.2.1,60,2,1,survey_name,UK_CSV0000000000009356,1,survey_name,
60.3.1,60,3,1,sample_key,UK_CSV0000000000009356,1,sample_key,
60.4.1,60,4,1,start_date,UK_CSV0000000000009356,1,start_date,
60.5.1,60,5,1,end_date,UK_CSV0000000000009356,1,end_date,
60.6.1,60,6,1,date_type,UK_CSV0000000000009356,1,date_type,
60.7.1,60,7,1,location_name,UK_CSV0000000000009356,1,location_name,
60.8.1,60,8,1,data_type,UK_CSV0000000000009356,1,data_type,RANDOM_TYPO
60.9.1,60,9,1,latitude,UK_CSV0000000000009356,1,latitude,
60.10.1,60,10,1,longitude,UK_CSV0000000000009356,1,longitude,
60.11.1,60,11,1,projection,UK_CSV0000000000009356,1,projection,
60.12.1,60,12,1,aphia_id,UK_CSV0000000000009356,1,aphia_id,
60.13.1,60,13,1,species,UK_CSV0000000000009356,1,species,
60.14.1,60,14,1,uncertain,UK_CSV0000000000009356,1,uncertain,
60.15.1,60,15,1,abundance_sacforn,UK_CSV0000000000009356,1,abundance_sacforn,
60.16.1,60,16,1,is_dead,UK_CSV0000000000009356,1,is_dead,
60.17.1,60,17,1,sample_comment,UK_CSV0000000000009356,1,sample_comment,
60.0.2,60,0,2,record_key,UK_CSV0000000000009356,2,record_key,
60.1.2,60,1,2,survey_key,UK_CSV0000000000009356,2,survey_key,
60.2.2,60,2,2,survey_name,UK_CSV0000000000009356,2,survey_name,
60.3.2,60,3,2,sample_key,UK_CSV0000000000009356,2,sample_key,FD_VIOLATION
60.4.2,60,4,2,start_date,UK_CSV0000000000009356,2,start_date,
60.5.2,60,5,2,end_date,UK_CSV0000000000009356,2,end_date,
60.6.2,60,6,2,date_type,UK_CSV0000000000009356,2,date_type,
60.7.2,60,7,2,location_name,UK_CSV0000000000009356,2,location_name,
60.8.2,60,8,2,data_type,UK_CSV0000000000009356,2,data_type,
60.9.2,60,9,2,latitude,UK_CSV0000000000009356,2,latitude,
60.10.2,60,10,2,longitude,UK_CSV0000000000009356,2,longitude,
60.11.2,60,11,2,projection,UK_CSV0000000000009356,2,projection,
60.12.2,60,12,2,aphia_id,UK_CSV0000000000009356,2,aphia_id,
60.13.2,60,13,2,species,UK_CSV0000000000009356,2,species,
60.14.2,60,14,2,uncertain,UK_CSV0000000000009356,2,uncertain,
60.15.2,60,15,2,abundance_sacforn,UK_CSV0000000000009356,2,abundance_sacforn,
60.16.2,60,16,2,is_dead,UK_CSV0000000000009356,2,is_dead,
60.17.2,60,17,2,sample_comment,UK_CSV0000000000009356,2,sample_comment,
60.0.3,60,0,3,record_key,UK_CSV0000000000009356,3,record_key,
60.1.3,60,1,3,survey_key,UK_CSV0000000000009356,3,survey_key,
60.2.3,60,2,3,survey_name,UK_CSV0000000000009356,3,survey_name,
60.3.3,60,3,3,sample_key,UK_CSV0000000000009356,3,sample_key,
60.4.3,60,4,3,start_date,UK_CSV0000000000009356,3,start_date,
60.5.3,60,5,3,end_date,UK_CSV0000000000009356,3,end_date,
60.6.3,60,6,3,date_type,UK_CSV0000000000009356,3,date_type,
60.7.3,60,7,3,location_name,UK_CSV0000000000009356,3,location_name,FD_VIOLATION
60.8.3,60,8,3,data_type,UK_CSV0000000000009356,3,data_type,RANDOM_TYPO
60.9.3,60,9,3,latitude,UK_CSV0000000000009356,3,latitude,
60.10.3,60,10,3,longitude,UK_CSV0000000000009356,3,longitude,
