cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
5006.lsoaname,5006,lsoaname,Ashfield 014B,sAhfield 014B,FD_VIOLATION,crimeid -> lsoaname,[e7]
7623.fallswithin,7623,fallswithin,Nottinghamshire Police,Ntotinghamshire Police,RANDOM_TYPO,,[]
6646.latitude,6646,latitude,52.949643,65.94964300000001,FD_VIOLATION,crimeid -> latitude,[e1]
3496.fallswithin,3496,fallswithin,Nottinghamshire Police,Nottinghamshirye Police,RANDOM_TYPO,,[]
7568.lsoacode,7568,lsoacode,E01028273,E0w1028273,FD_VIOLATION,crimeid -> lsoacode,[e8]
1461.lsoacode,1461,lsoacode,E01028405,E01033406,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
6334.lsoacode,6334,lsoacode,E01028269,E01028g269,FD_VIOLATION,crimeid -> lsoacode,[e8]
7893.lsoacode,7893,lsoacode,E01028269,E0w1028269,FD_VIOLATION,crimeid -> lsoacode,[e8]
2831.reportedby,2831,reportedby,Nottinghamshire Police,Ntotinghamshire Police,RANDOM_TYPO,,[]
4541.lsoacode,4541,lsoacode,E01028280,E01208280,FD_VIOLATION,crimeid -> lsoacode,[e8]
5530.lsoacode,5530,lsoacode,E01028245,E0102845,FD_VIOLATION,crimeid -> lsoacode,[e8]
425.crimeid,425,crimeid,c895c0d5a1213eb48fb8ebb16cca1c8bb4d6885ca8df9cf45e6b430d70448a45,37f80322835ff02e97619bf1fc536d2da400b6ef120f299fd42ea7e5fbdfb5f8,FD_VIOLATION,crimeid -> latitude,"[e5, e6, e1, e2, e3, e4]"
955.crimeid,955,crimeid,8ab7026d873c804dae26c7d8e6a4ff110e477fbcdd1ae221f68960b8c01ac6c7,858928fb08e9f8b911379a5ab6d9b9282f9b2243f4bcd59e1b317cb969ace8e1,FD_VIOLATION,crimeid -> latitude,"[e5, e6, e1, e2, e3, e4]"
1604.lsoacode,1604,lsoacode,E01027990,E01027h990,FD_VIOLATION,crimeid -> lsoacode,"[e8, e4]"
6094.outcometype,6094,outcometype,Suspect charged,uspect charged,FD_VIOLATION,crimeid -> outcometype,[e6]
5318.lsoacode,5318,lsoacode,E01028242,E10028242,FD_VIOLATION,crimeid -> lsoacode,[e8]
1387.lsoacode,1387,lsoacode,E01028310,E01033406,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
6797.lsoacode,6797,lsoacode,E01013837,E10013837,FD_VIOLATION,crimeid -> lsoacode,[e8]
2038.monthvalue,2038,monthvalue,2023-01,202-301,RANDOM_TYPO,,[]
8394.lsoacode,8394,lsoacode,E01028165,E1028165,FD_VIOLATION,crimeid -> lsoacode,[e8]
4178.fallswithin,4178,fallswithin,Nottinghamshire Police,Nottinbghamshire Police,RANDOM_TYPO,,[]
1546.lsoaname,1546,lsoaname,Nottingham 020D,Bassetlaw 002C,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
1168.lsoaname,1168,lsoaname,Mansfield 009C,Nottingham 039E,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
5010.fallswithin,5010,fallswithin,Nottinghamshire Police,Nottinghamshiore Police,RANDOM_TYPO,,[]
5838.lsoaname,5838,lsoaname,Bassetlaw 004E,Boassetlaw 004E,FD_VIOLATION,crimeid -> lsoaname,[e7]
