3507.fallswithin,Ggwent Police,Gwent Police,[]
4530.lsoaname,Torfaen 0z04D,Torfaen 004D,[e1]
99.monthvalue,2x022-05,2022-05,[]
1996.lsoacode,W01001440,W01001398,[e1, e2]
1706.lsoacode,W01001441,W01001331,[e1, e2]
2396.lsoaname,Monmouthshibre 007A,Monmouthshire 007A,[e1]
3668.lastoutcomecategory,Unable cto prosecute suspect,Unable to prosecute suspect,[]
3205.monthvalue,022-05,2022-05,[]
2393.lsoacode,W01001441,W01001549,[e1, e2]
2706.fallswithin,Gwent Polce,Gwent Police,[]
698.locationvalue,On or near Tan-YB-ryn,On or near Tan-Y-Bryn,[]
1642.crimetype,Vniolence and sexual offences,Violence and sexual offences,[]
5011.lsoaname,Torfaen 01A,Torfaen 011A,[e1, e2]
1975.lsoacode,W01001441,W01001396,[e1, e2]
2857.lsoaname,Newpotrt 004D,Newport 004D,[e1]
1025.reportedby,Gwent Poloice,Gwent Police,[]
2937.lsoacode,W01001440,W01001681,[e1, e2]
1435.monthvalue,20220-5,2022-05,[]
2124.lsoacode,W01001440,W01001579,[e1, e2]
1443.crimeid,1c80bfd368803b359dd113081735e693a1caa6b514e081824556705c14bd780,1c80bfd3a68803b359dd113081735e693a1caa6b514e081824556705c14bd780,[]
4007.monthvalue,022-05,2022-05,[]
3807.lsoaname,ewport 015F,Newport 015F,[e1]
960.lsoaname,Caerphilly 04C,Caerphilly 004C,[e1]
5104.lsoaname,Torfen 013A,Torfaen 013A,[e1]
3328.lsoaname,Newprt 013A,Newport 013A,[e1]
3490.lsoaname,Newport 14B,Newport 014B,[e1]
3450.lsoacode,W01001440,W01001693,[e1, e2]
459.lastoutcomecategory,Statsu update unavailable,Status update unavailable,[]
1888.crimeid,ade793a7a4771556q6c5494ffec77ec0fb5c93217324bdd8449bb0c5479a3a486,ade793a7a47715566c5494ffec77ec0fb5c93217324bdd8449bb0c5479a3a486,[]
3028.locationvalue,On or nea Supermarket,On or near Supermarket,[]
400.lsoacode,W01001440,W01001478,[e1, e2]
4920.crimeid,0009bd614941e4a90dc1eb939de9f1a0de26f4048544024e7b4300469de387c,0009bd614941e4a90dce1eb939de9f1a0de26f4048544024e7b4300469de387c,[]
4743.reportedby,Gent Police,Gwent Police,[]
718.locationvalue,On or near Dan Y Grajig,On or near Dan Y Graig,[]
1170.crimetype,Burglfary,Burglary,[]
1025.lsoacode,W01001440,W01001351,[e1, e2]
2479.reportedby,Gwent Policce,Gwent Police,[]
2979.lsoacode,W01001440,W01001684,[e1, e2]
3239.lsoacode,W01001440,W01001613,[e1, e2]
3272.reportedby,Grwent Police,Gwent Police,[]
2351.lsoacode,W01001440,W01001568,[e1, e2]
3797.lsoaname,Newport 01u5E,Newport 015E,[e1]
1033.lsoaname,Caerphilly 006eC,Caerphilly 006C,[e1]
2669.crimeid,4f1b1b0e0ae32ba9f08c869ef8235368254b2473a5a40b237ffd8a994d9f5117,4f1b1b0e0ae32ba9f08c869ef8235368254b2473a5a40b273ffd8a994d9f5117,[]
2016.crimeid,29e2ed71da34790705c72a9e9b2915c336ac66974ed75a5acc22d7f03eb94241,29e2ed71da34790705c72a9e9b2915c336ac66974ed75a5acc22d7f03eb49241,[]
3302.lsoaname,Newport 01B2,Newport 012B,[e1]
5007.lsoaname,Toraen 011A,Torfaen 011A,[e1]
4899.lsoaname,Torfae n010A,Torfaen 010A,[e1]
1274.lastoutcomecategory,Status update uavailable,Status update unavailable,[]
458.lsoacode,W01001441,W01001481,[e1, e2]
1294.lsoacode,W01001440,W01001382,[e1, e2]
1900.locationvalue,On or near Gwun-Hyfryd,On or near Gwaun-Hyfryd,[]
2834.lsoaname,Blaenau Gwent 001A,Newport 004C,[e2]
690.lsoacode,W01001441,W01001375,[e1, e2]
4884.crimeid,906bbc73715335f102c65500bb25781d71d9d5f43de326a3027b96ebe895b111,906bbc73715335f102c65500bb25781d71d9d5f43d3e26a3027b96ebe895b111,[]
1004.lsoacode,W01001440,W01001347,[e1, e2]
421.lsoacode,W01001440,W01001479,[e1, e2]
2609.lastoutcomecategory,Uanble to prosecute suspect,Unable to prosecute suspect,[]
1933.lsoacode,W01001440,W01001422,[e1, e2]
2576.crimeid,0009bd614941e4a90ce1eb939de9f1a0de26f4048544024e7b4300469de387c,0009bd614941e4a90dce1eb939de9f1a0de26f4048544024e7b4300469de387c,[]
3926.lsoaname,Newport 17A,Newport 017A,[e1]
5095.lsoaname,Torfen 013A,Torfaen 013A,[e1]
2530.monthvalue,2022-5,2022-05,[]
3471.lsoacode,W01001440,W01001685,[e1, e2]
3218.lsoacode,W01001440,W01001668,[e1, e2]
1363.crimetype,Violence and sexaul offences,Violence and sexual offences,[]
5102.lsoaname,Torfean 013A,Torfaen 013A,[e1]
1526.fallswithin,Gwenmt Police,Gwent Police,[]
3960.lsoaname,Newport 01D7,Newport 017D,[e1]
368.lsoacode,W01001441,W01001469,[e1, e2]
2578.reportedby,GwentPolice,Gwent Police,[]
