object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
2837.0,701331.0,2020/07/15 03:59:59+00,MATTRESS FIRM,3337 BARDSTOWN RD,40218.0,2020/07/16 03:59:59+00,7,FIELD
2838.0,709955.0,2020/11/18 05:00:00+00,ROBIN'S TAX SERVICE,8512 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,7,FIELD
2839.0,702059.0,2020/07/24 03:59:59+00,METROPOLITIAN VETERINARY,11800 CAPITAL WAY,40299.0,2020/07/24 03:59:59+00,7,FIELD
2840.0,701475.0,2020/07/16 03:59:59+00,SPEEDWAY #9645,7400 OLD 3RD STREET RD,40214.0,2020/07/20 03:59:59+00,7,FIELD
2841.0,709958.0,2020/11/19 05:00:00+00,DAIRY MART #739,3400 TAYLOR BLVD,40215.0,2020/11/24 05:00:00+00,7,FIELD
2842.0,702234.0,2020/07/27 03:59:59+00,LIQUOR STORE,509 N 34TH ST,40212.0,2020/08/10 03:59:59+00,7,FIELD
2843.0,706729.0,2020/10/12 03:59:59+00,MEINEKE CAR CARE CENTER,11514 SHELBYVILLE RD,40243.0,2020/10/12 03:59:59+00,7,FIELD
2844.0,708306.0,2020/11/05 05:00:00+00,UNITED STATES POSTAL SERVICE,8127 LA GRANGE RD,40222.0,2020/11/05 05:00:00+00,7,FIELD
2845.0,706687.0,2020/10/09 03:59:59+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2020/10/12 03:59:59+00,7,FIELD
2846.0,701629.0,2020/07/20 03:59:59+00,"COCA COLA ENTERPRISES, INC",7100 GLOBAL DRIVE,40258.0,2020/08/10 03:59:59+00,7,FIELD
2847.0,701810.0,2020/07/21 03:59:59+00,OLMSTED,3701 FRANKFORT AVE,40206.0,2020/07/22 03:59:59+00,7,FIELD
2848.0,701813.0,2020/07/20 03:59:f59+00,J-TOWN BINGO HAlLL,9125GALENE DR,40352.0,2020/08/12 03:59:59+00,7,FIELD
2849.0,701913.0,2020/07/22 03:59:59+00,LOWES,9800 PRESTON CROSSING BLVD,40229.0,2020/07/24 03:59:59+00,7,FIELD
2850.0,702179.0,2020/07/24 03:59:59+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/07/28 03:59:59+00,7,FIELD
2851.0,702192.0,2020/07/27 03:59:59+00,WEST END TOKEN CLUB,708 S 16TH ST,40210.0,2020/07/27 03:59:59+00,7,FIELD
2852.0,702219.0,2020/072/7 03:59:59+00,HARLEY-DAVDSON,11701GATEWORTH WAY,40383.0,2020/07/29 03:59:59+00,7,FIELD
2853.0,702255.0,2020/07/25 03:59:59+00,DOLLAR TREE #1944,2221 HIKES LN,40218.0,2020/07/28 03:59:59+00,7,FIELD
2854.0,702275.0,2020/07/25 03:59:59+00,STARBUCKS #2561,4400 SHELBYVILLE RD,40207.0,2020/07/28 03:59:59+00,7,FIELD
2855.0,702428.0,2020/07/29 03:59:59+00,RCS TRANSPORTATION,11900 WESTPORT RD,40241.0,2020/08/28 03:59:59+00,7,FIELD
2856.0,702528.0,2020/07/30 03:59:59+00,BACK DOOR,1250 BARDSTOWN RD,40204.0,2020/08/01 03:59:59+00,7,FIELD
2857.0,702531.0,2020/07/30 03:59:59+00,BILLY GOAT TAVERN KY AKA THE GOAT,700 LANDIS RIDGE DR,40245.0,2020/07/31 03:59:59+00,7,FIELD
2858.0,702768.0,2020/08/01 03:59:59+00,TAJ LOUISVILLE,807 E MARKET ST,40206.0,2020/08/01 03:59:59+00,7,FIELD
2859.0,702791.0,2020/08/03 03:59:59+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/08/05 03:59:59+00,7,FIELD
2860.0,702825.0,2020/08/01 03:59:59+00,JIMMY JOHN'S,341 W CARDINAL BLVD,40208.0,2020/08/01 03:59:59+00,7,FIELD
2861.0,703104.0,2020/08/05 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/12 03:59:59+00,7,FIELD
2862.0,703332.0,2020/08/07 03:59:59+00,BERRY BLVD LAUNDRY,1739 BERRY BLVD,40215.0,2020/08/26 03:59:59+00,7,FIELD
2863.0,703350.0,2020/08/07 03:59:59+00,PLEASURE RIDGE GENERAL BAPTIST CHURCH,5120 STEPHAN DR,40258.0,2020/10/09 03:59:59+00,7,FIELD
2864.0,703453.0,2020/08/07 03:59:59+00,OLD RASCALS,1102 W ASHLAND AVE,40215.0,2020/08/12 03:59:59+00,7,FIELD
2865.0,703482.0,2020/08/08 03:59:59+00,BURGER KING #887,6902 DIXIE HWY,40258.0,2020/08/12 03:59:59+00,7,FIELD
2866.0,703575.0,2020/08/12 03:59:59+00,FOOD TRUCKS,3400 GATECREEK RD,40272.0,2020/08/14 03:59:59+00,7,FIELD
2867.0,703586.0,2020/08/12 03:59:59+00,PAPA MURPHY'S #40,3024 S 3RD ST,40208.0,2020/08/12 03:59:59+00,7,FIELD
2868.0,703722.0,2020/08/14 03:59:59+00,CRUNCH FITNESS,6801 DIXIE HWY,40258.0,2020/09/22 03:59:59+00,7,FIELD
2869.0,703852.0,2020/08/18 03:59:59+00,ZAXBY'S #51501,3423 FERN VALLEY RD,40213.0,2020/08/25 03:59:59+00,7,FIELD
2870.0,703922.0,2020/08/18 03:59:59+00,CIRCLE K #4703232,13401 DIXIE HWY,40272.0,2020/08/20 03:59:59+00,7,FIELD
2871.0,703969.0,2020/08/17 03:59:59+00,RIVER METALS RECYCLING,2045 RIVER RD,40206.0,2020/08/26 03:59:59+00,7,FIELD
2872.0,704008.0,2020/08/18 03:59:59+00,CIRCLE K #4703232,13401 DIXIE HWY,40272.0,2020/08/24 03:59:59+00,7,FIELD
2873.0,704096.0,2020/08/24 03:59:59+00,PRICELESS FOODS,10986 DIXIE HWY,40272.0,2020/08/25 03:59:59+00,7,FIELD
2874.0,704572.0,2020/08/29 03:59:59+00,BEST BUY,4251 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
2875.0,704936.0,2020/09/08 03:59:59+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/09/09 03:59:59+00,7,FIELD
2876.0,704963.0,2020/09/08 03:59:59+00,JTOWN BEACH,10315 WATTERSON TRAIL,40299.0,2020/09/10 03:59:59+00,7,FIELD
2877.0,705764.0,2020/09/23 03:59:59+00,AMERICANA COMMUNITY CENTER,134 E WOODLAWN AVE,40214.0,2020/10/22 03:59:59+00,7,FIELD
2878.0,705835.0,2020/09/24 03:59:59+00,RUE GILT GROUPE,10100 LINN STATION RD,40223.0,2020/10/06 03:59:59+00,7,FIELD
2879.0,706420.0,2020/1y0/05 03:59:59+00,STONEYh RIVER LEGENDARY STEAKS,3900 SyUMMIT PLAZA DR,40333.0,2020/10/12 03:59:59+00,7,FIELD
2880.0,706686.0,2020/10/09 03:59:59+00,LINDA JANSING,10607 HOBBS STATION ROAD,40223.0,2020/10/10 03:59:59+00,7,FIELD
2881.0,702273.0,2020/07/25 03:59:59+00,CIRCLE K #4703311,2911 BARDSTOWN RD,40205.0,2020/07/29 03:59:59+00,7,FIELD
2882.0,706769.0,2020/10/12 03:59:59+00,LOUISVILLE ZOO,1100 TREVILIAN WAY,40213.0,2020/10/13 03:59:59+00,7,FIELD
2883.0,708377.0,2020/11/05 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/11/05 05:00:00+00,7,FIELD
2884.0,707021.0,2020/10/14 03:59:59+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/10/16 03:59:59+00,7,FIELD
2885.0,710016.0,2020/11/19 05:00:00+00,FFO HOME,6801 DIXIE HWY (FFO HOME),40219.0,2020/11/19 05:00:00+00,7,FIELD
2886.0,702305.0,2020/07/27 03:59:59+00,BROADWAY FOOD MART,4132 W BROADWAY,40212.0,2020/07/28 03:59:59+00,7,FIELD
2887.0,706797.0,2020/10/12 03:59:59+00,MCDONALD'S,2800 OUTER LOOP,40219.0,2020/10/14 03:59:59+00,7,FIELD
2888.0,708382.0,2020/11/06 05:00:00+00,SAF-TI-CO INC,2400 MILLERS LN,40216.0,2020/11/18 05:00:00+00,7,FIELD
2889.0,702775.0,2020/08/01 03:59:59+00,MOLLY MALONES ST. MATTHEWS,3900 SHELBYVILLE RD,40207.0,2020/08/01 03:59:59+00,7,FIELD
2890.0,707609.0,2020/10/27 03:59:59+00,LANHAM FLOORING,4121 BISHOP LN,40218.0,2020/10/28 03:59:59+00,7,FIELD
2891.0,710147.0,2020/11/23 05:00:00+00,LA MOVIDA NIGHCLUB,7803 3RD STREET RD,40214.0,2020/11/27 05:00:00+00,7,FIELD
2892.0,702314.0,2020/07/28 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/07/28 03:59:59+00,7,FIELD
2893.0,706917.0,2020/10/14 03:59:59+00,LMAS,3528 NEWBURG RD,40218.0,2020/10/16 03:59:59+00,7,FIELD
2894.0,708573.0,2020/11/09 05:00:00+00,CHICAGO STEAK & LEMONADE,4501 CANE RUN RD,40216.0,2020/11/10 05:00:00+00,7,FIELD
2895.0,702804.0,2020/08/03 03:59:59+00,ST VINCENT DE PAUL THRIFT STORE,248 E MARKET ST,40202.0,2020/08/12 03:59:59+00,7,FIELD
2896.0,707790.0,2020/10/28 03:59:59+00,FAMILY DOLLAR #20928,3277 TAYLOR BLVD,40215.0,2020/10/28 03:59:59+00,7,FIELD
2897.0,710280.0,2020/11/23 05:00:00+00,KINGFISH #2,3021 UPPER RIVER RD,40207.0,2020/11/23 05:00:00+00,7,FIELD
2898.0,702456.0,2020/07/29 03:59:59+00,MASONIC HOMES MAIN KITCHEN,240 MASONIC HOME DR,40041.0,2020/07/30 03:59:59+00,7,FIELD
2899.0,706968.0,2020/10/14 03:59:59+00,FEDEX HUB,1126 BRECKENRIDGE ST,40210.0,2020/10/19 03:59:59+00,7,FIELD
2900.0,708641.0,2020/11/10 05:00:00+00,CAPTAIN D'S #3329,3937 DIXIE HWY,40217.0,2020/11/12 05:00:00+00,7,FIELD
2901.0,702807.0,2020/08/03 03:59:59+00,CITI-TRENDS,2809 BROADWAY,40211.0,2020/09/21 03:59:59+00,7,FIELD
2902.0,702901.0,2020/08/03 03:59:59+00,O'SHEA'S,956 BAXTER AVE,40205.0,2020/08/15 03:59:59+00,7,FIELD
2903.0,702922.0,2020/08/04 03:59:59+00,CULVER'S,11801 INTERCHANGE DR,40229.0,2020/08/05 03:59:59+00,7,FIELD
2904.0,703218.0,2020/08/06 03:59:59+00,FORD ASSEMBLY PLANT,2000 FERN VALLEY RD,40213.0,2020/08/27 03:59:59+00,7,FIELD
2905.0,703277.0,2020/08/06 03:59:59+00,MOMMA'S MUSTARD PICKLES & BBQ,119 S HURSTBOURNE PKWY,40222.0,2020/08/10 03:59:59+00,7,FIELD
2906.0,703405.0,2020/08/10 03:59:59+00,HAIR DIMENSIONS,6801 DIXIE HWY,40258.0,2020/09/17 03:59:59+00,7,FIELD
2907.0,703470.0,2020/08/10 03:59:59+00,THE CHARITY HALL BINGO,5001 STEPHAN DR,40258.0,2020/08/12 03:59:59+00,7,FIELD
2908.0,703485.0,2020/08/08 03:59:59+00,CAPTAIN D'S #3329,3937 DIXIE HWY,40217.0,2020/08/18 03:59:59+00,7,FIELD
2909.0,703507.0,2020/08/10 03:59:59+00,MCDONALD'S #4620,1212 W BROADWAY,40203.0,2020/08/11 03:59:59+00,7,FIELD
2910.0,703570.0,2020/08/12 03:59:59+00,SPEEDWAY #9705,8325 PRESTON HWY,40219.0,2020/08/27 03:59:59+00,7,FIELD
2911.0,703680.0,2020/08/13 03:59:59+00,TEXAS ROADHOUSE,13321 SHELBYVILLE RD,40223.0,2020/08/13 03:59:59+00,7,FIELD
2912.0,703711.0,2020/08/13 03:59:59+00,CHEDDAR'S SCRATCH KITCHEN,10403 WESTPORT RD,40241.0,2020/08/17 03:59:59+00,7,FIELD
2913.0,703828.0,2020/08/15 03:59:59+00,I LOVE TACOS,9909 TAYORSVILLE RD,40299.0,2020/08/15 03:59:59+00,7,FIELD
2914.0,703993.0,2020/08/20 03:59:59+00,EBD WAREHOUSE,7715 NATIONAL TRNPK UNIT 100,40214.0,2020/09/17 03:59:59+00,7,FIELD
2915.0,704263.0,2020/08/2 603:59:59+00,WESTENHFER HARDWARE,2402n S PRESTON ST 40217,40226.0,2020/09/08 03:59:59+00,7,FIELD
2916.0,704427.0,2020/08/28 03:59:59+00,HI ECOFRESH CLEANING,10533A TIMBERWOOD CIR,40223.0,2020/09/18 03:59:59+00,7,FIELD
2917.0,704442.0,2020/08/31 03:59:59+00,FLAGET COMMUNITY CENTER,4425 GREENWOOD AVE,40211.0,2020/09/03 03:59:59+00,7,FIELD
2918.0,704532.0,2020/08/29 03:59:59+00,CVS #6209,4249 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
2919.0,704587.0,2020/08/31 03:59:59+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/09/01 03:59:59+00,7,FIELD
2920.0,704691.0,2020/09/02 03:59:59+00,COSTCO,3408 BARDSTOWN RD,40218.0,2020/09/09 03:59:59+00,7,FIELD
2921.0,704842.0,2020/09/04 03:59:59+00,SOUTHEAST CHRISTIAN,920 BLANKENBAKER PKY,40243.0,2020/09/25 03:59:59+00,7,FIELD
2922.0,704846.0,2020/09/04 03:59:59+00,MIDDLETOWN ELEMENTARY,218 N MADISON AVE,40243.0,2020/09/11 03:59:59+00,7,FIELD
2923.0,704982.0,2020/09/09 03:59:59+00,SE CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40243.0,2020/09/25 03:59:59+00,7,FIELD
2924.0,706045.0,2020/09/29 03:59:59+00,CRACKER BARREL #153,1401 KENTUCKY MILLS DR,40299.0,2020/10/08 03:59:59+00,7,FIELD
2925.0,706242.0,2020/10/02 03:59:59+00,AIRBNB,832 FRANKLIN ST,40206.0,2020/10/03 03:59:59+00,7,FIELD
2926.0,706263.0,2020/10/02 03:59:59+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/10/02 03:59:59+00,7,FIELD
2927.0,706413.0,2020/10/05 03:59:59+00,WESTPORT MACHINERY,12740 WESTPORT RD,40245.0,2020/10/08 03:59:59+00,7,FIELD
2928.0,706561.0,2020/10/07 03:59:59+00,SPEEDWAY #9705,8325 PRESTON HWY,40219.0,2020/10/08 03:59:59+00,7,FIELD
2929.0,706663.0,2020/10/f09 03:59:59+00,MAGIC TOUCH SLON,9313 LARGANGE RD,40297.0,2020/10/17 03:59:59+00,7,FIELD
2930.0,706708.0,2020/10/12 03:59:59+00,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,40299.0,2020/10/09 03:59:59+00,7,FIELD
2931.0,707016.0,2020/10/15 03:59:59+00,ANIMAL HOUSE,3516 NEWBURG RD,40218.0,2020/10/16 03:59:59+00,7,FIELD
2932.0,707493.0,2020/10/23 03:59:59+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/10/24 03:59:59+00,7,FIELD
2933.0,708116.0,2020/11/02 05:00:00+00,TEXAS ROADHOUSE,3322 OUTER LOOP,40219.0,2020/11/03 05:00:00+00,7,FIELD
2934.0,708216.0,2020/11/04 05:00:00+00,DOLLAR GENERAL #2180,7427 3RD STREET RD,40214.0,2020/11/06 05:00:00+00,7,FIELD
2935.0,708289.0,2020/11/05 05:00:00+00,RECREONICS INC,4200 SCHMITT AVE,40213.0,2020/11/10 05:00:00+00,7,FIELD
