cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
43.0.0,43,0,0,crimeid,UK_CSV0000000000003144,0,crimeid,
43.1.0,43,1,0,monthvalue,UK_CSV0000000000003144,0,monthvalue,
43.2.0,43,2,0,reportedby,UK_CSV0000000000003144,0,reportedby,
43.3.0,43,3,0,outcometype,UK_CSV0000000000003144,0,outcometype,
43.4.0,43,4,0,latitude,UK_CSV0000000000003144,0,latitude,
43.5.0,43,5,0,fallswithin,UK_CSV0000000000003144,0,fallswithin,
43.6.0,43,6,0,locationvalue,UK_CSV0000000000003144,0,locationvalue,
43.0.1,43,0,1,crimeid,UK_CSV0000000000003144,1,crimeid,
43.1.1,43,1,1,monthvalue,UK_CSV0000000000003144,1,monthvalue,
43.2.1,43,2,1,reportedby,UK_CSV0000000000003144,1,reportedby,RANDOM_TYPO
43.3.1,43,3,1,outcometype,UK_CSV0000000000003144,1,outcometype,
43.4.1,43,4,1,latitude,UK_CSV0000000000003144,1,latitude,
43.5.1,43,5,1,fallswithin,UK_CSV0000000000003144,1,fallswithin,
43.6.1,43,6,1,locationvalue,UK_CSV0000000000003144,1,locationvalue,
43.0.2,43,0,2,crimeid,UK_CSV0000000000003144,2,crimeid,
43.1.2,43,1,2,monthvalue,UK_CSV0000000000003144,2,monthvalue,
43.2.2,43,2,2,reportedby,UK_CSV0000000000003144,2,reportedby,
43.3.2,43,3,2,outcometype,UK_CSV0000000000003144,2,outcometype,RANDOM_TYPO
43.4.2,43,4,2,latitude,UK_CSV0000000000003144,2,latitude,
43.5.2,43,5,2,fallswithin,UK_CSV0000000000003144,2,fallswithin,
43.6.2,43,6,2,locationvalue,UK_CSV0000000000003144,2,locationvalue,
43.0.3,43,0,3,crimeid,UK_CSV0000000000003144,3,crimeid,
43.1.3,43,1,3,monthvalue,UK_CSV0000000000003144,3,monthvalue,
43.2.3,43,2,3,reportedby,UK_CSV0000000000003144,3,reportedby,
43.3.3,43,3,3,outcometype,UK_CSV0000000000003144,3,outcometype,
43.4.3,43,4,3,latitude,UK_CSV0000000000003144,3,latitude,
43.5.3,43,5,3,fallswithin,UK_CSV0000000000003144,3,fallswithin,
43.6.3,43,6,3,locationvalue,UK_CSV0000000000003144,3,locationvalue,
43.0.4,43,0,4,crimeid,UK_CSV0000000000003144,4,crimeid,
43.1.4,43,1,4,monthvalue,UK_CSV0000000000003144,4,monthvalue,RANDOM_TYPO
43.2.4,43,2,4,reportedby,UK_CSV0000000000003144,4,reportedby,RANDOM_TYPO
43.3.4,43,3,4,outcometype,UK_CSV0000000000003144,4,outcometype,RANDOM_TYPO
43.4.4,43,4,4,latitude,UK_CSV0000000000003144,4,latitude,
43.5.4,43,5,4,fallswithin,UK_CSV0000000000003144,4,fallswithin,
43.6.4,43,6,4,locationvalue,UK_CSV0000000000003144,4,locationvalue,
43.0.5,43,0,5,crimeid,UK_CSV0000000000003144,5,crimeid,
43.1.5,43,1,5,monthvalue,UK_CSV0000000000003144,5,monthvalue,
43.2.5,43,2,5,reportedby,UK_CSV0000000000003144,5,reportedby,
43.3.5,43,3,5,outcometype,UK_CSV0000000000003144,5,outcometype,
43.4.5,43,4,5,latitude,UK_CSV0000000000003144,5,latitude,
43.5.5,43,5,5,fallswithin,UK_CSV0000000000003144,5,fallswithin,
43.6.5,43,6,5,locationvalue,UK_CSV0000000000003144,5,locationvalue,
43.0.6,43,0,6,crimeid,UK_CSV0000000000003144,6,crimeid,
43.1.6,43,1,6,monthvalue,UK_CSV0000000000003144,6,monthvalue,
43.2.6,43,2,6,reportedby,UK_CSV0000000000003144,6,reportedby,
