source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000010804,4,lsoacode,1,4,FD_VIOLATION
UK_CSV0000000000010804,11,lsoacode,1,11,FD_VIOLATION
UK_CSV0000000000010804,17,crimeid,1,17,FD_VIOLATION
UK_CSV0000000000010804,18,crimeid,1,18,FD_VIOLATION
UK_CSV0000000000010804,19,crimeid,1,19,FD_VIOLATION
UK_CSV0000000000010804,19,fallswithin,1,19,RANDOM_TYPO
UK_CSV0000000000010804,20,lsoacode,1,20,FD_VIOLATION
UK_CSV0000000000010804,21,lsoaname,1,21,FD_VIOLATION
UK_CSV0000000000010804,22,crimeid,1,22,FD_VIOLATION
UK_CSV0000000000010804,22,lsoaname,1,22,FD_VIOLATION
UK_CSV0000000000010804,23,crimeid,1,23,FD_VIOLATION
UK_CSV0000000000010804,23,lsoacode,1,23,FD_VIOLATION
UK_CSV0000000000010804,24,crimeid,1,24,FD_VIOLATION
UK_CSV0000000000010804,25,reportedby,1,25,RANDOM_TYPO
UK_CSV0000000000010804,25,lsoaname,1,25,FD_VIOLATION
UK_CSV0000000000010804,26,monthvalue,1,26,RANDOM_TYPO
UK_CSV0000000000010804,26,lsoacode,1,26,FD_VIOLATION
UK_CSV0000000000010804,27,lsoacode,1,27,FD_VIOLATION
UK_CSV0000000000010804,28,lsoaname,1,28,FD_VIOLATION
UK_CSV0000000000010804,29,crimeid,1,29,FD_VIOLATION
UK_CSV0000000000010804,29,lsoaname,1,29,FD_VIOLATION
UK_CSV0000000000010804,30,reportedby,1,30,RANDOM_TYPO
UK_CSV0000000000010804,30,lsoaname,1,30,FD_VIOLATION
UK_CSV0000000000010804,31,crimeid,1,31,FD_VIOLATION
UK_CSV0000000000010804,32,crimeid,1,32,FD_VIOLATION
UK_CSV0000000000010804,32,monthvalue,1,32,RANDOM_TYPO
UK_CSV0000000000010804,32,lsoacode,1,32,FD_VIOLATION
UK_CSV0000000000010804,33,crimeid,1,33,FD_VIOLATION
UK_CSV0000000000010804,33,lsoacode,1,33,FD_VIOLATION
UK_CSV0000000000010804,34,crimeid,1,34,FD_VIOLATION
UK_CSV0000000000010804,34,locationvalue,1,34,FD_VIOLATION
UK_CSV0000000000010804,34,lsoaname,1,34,FD_VIOLATION
UK_CSV0000000000010804,35,lsoacode,1,35,FD_VIOLATION
UK_CSV0000000000010804,36,crimeid,1,36,FD_VIOLATION
UK_CSV0000000000010804,36,lsoacode,1,36,FD_VIOLATION
UK_CSV0000000000010804,38,crimeid,1,38,FD_VIOLATION
UK_CSV0000000000010804,38,lsoaname,1,38,FD_VIOLATION
UK_CSV0000000000010804,39,crimeid,1,39,FD_VIOLATION
UK_CSV0000000000010804,39,locationvalue,1,39,FD_VIOLATION
UK_CSV0000000000010804,39,lsoacode,1,39,FD_VIOLATION
UK_CSV0000000000010804,40,crimeid,1,40,FD_VIOLATION
UK_CSV0000000000010804,40,lsoacode,1,40,FD_VIOLATION
UK_CSV0000000000010804,40,outcometype,1,40,FD_VIOLATION
UK_CSV0000000000010804,41,crimeid,1,41,FD_VIOLATION
UK_CSV0000000000010804,41,lsoaname,1,41,FD_VIOLATION
UK_CSV0000000000010804,41,outcometype,1,41,FD_VIOLATION
UK_CSV0000000000010804,42,crimeid,1,42,FD_VIOLATION
UK_CSV0000000000010804,42,locationvalue,1,42,FD_VIOLATION
UK_CSV0000000000010804,42,lsoacode,1,42,FD_VIOLATION
UK_CSV0000000000010804,42,outcometype,1,42,FD_VIOLATION
UK_CSV0000000000010804,43,lsoacode,1,43,FD_VIOLATION
UK_CSV0000000000010804,44,crimeid,1,44,FD_VIOLATION
UK_CSV0000000000010804,44,lsoacode,1,44,FD_VIOLATION
UK_CSV0000000000010804,45,crimeid,1,45,FD_VIOLATION
UK_CSV0000000000010804,45,lsoacode,1,45,FD_VIOLATION
UK_CSV0000000000010804,45,outcometype,1,45,FD_VIOLATION
UK_CSV0000000000010804,46,crimeid,1,46,FD_VIOLATION
UK_CSV0000000000010804,46,lsoacode,1,46,FD_VIOLATION
UK_CSV0000000000010804,47,crimeid,1,47,FD_VIOLATION
