cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
158.lsoacode,158,lsoacode,E01026037,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
6232.locationvalue,6232,locationvalue,On or near Sports/Recreation Area,On or nea Sports/Recreation Area,RANDOM_TYPO,,[]
965.lastoutcomecategory,965,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecutte suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
5797.lastoutcomecategory,5797,lastoutcomecategory,Unable to prosecute suspect,Unble to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
5788.lastoutcomecategory,5788,lastoutcomecategory,Unable to prosecute suspect,Uniable to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
751.crimeid,751,crimeid,806d37b3a477a7dd209b0903a450cebd430853e57bcf872679c2ccd07e1db770,264d5324e6bba80e7ad633c870485c2a560b58e1d47a619c39bf89f7698875d1,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
3952.crimeid,3952,crimeid,78a7164e6ae5bf190a856da7d7b616746bcd38c508c88795a647c979a0001236,13af614e908b51a4be25a8892e575119d92526b61163057121c491517c87882d,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
1023.monthvalue,1023,monthvalue,2020-07,2b020-07,RANDOM_TYPO,,[]
3478.lastoutcomecategory,3478,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute susepct,RANDOM_TYPO,,[]
687.monthvalue,687,monthvalue,2020-07,200-07,RANDOM_TYPO,,[]
1654.lsoacode,1654,lsoacode,E01026085,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
232.lsoacode,232,lsoacode,E01026006,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5722.lsoaname,5722,lsoaname,South Kesteven 006C,South Keesteven 006C,FD_VIOLATION,lsoacode -> lsoaname,[e2]
59.lsoacode,59,lsoacode,E01026010,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
3888.lastoutcomecategory,3888,lastoutcomecategory,Unable to prosecute suspect,Unable to prsoecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
3414.crimeid,3414,crimeid,66124683a0c600595664fddef221487c3983216db5ff5cbc7049f97afd02159f,d9615df6f30eba163a439accba1c7318ad81f29d9b3ba6d2505576592eee11bd,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2616.lsoacode,2616,lsoacode,E01026148,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
4223.lsoacode,4223,lsoacode,E01026224,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
6762.lastoutcomecategory,6762,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecte suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
5134.lsoaname,5134,lsoaname,South Holland 009A,South Holladn 009A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
6679.reportedby,6679,reportedby,Lincolnshire Police,Lincolnshir Police,RANDOM_TYPO,,[]
179.lsoacode,179,lsoacode,E01026006,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
1559.lsoacode,1559,lsoacode,E01026067,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2615.locationvalue,2615,locationvalue,On or near Bailgate,On ornear Bailgate,RANDOM_TYPO,,[]
3261.lsoacode,3261,lsoacode,E01026176,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5118.lastoutcomecategory,5118,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecut suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
38.lsoacode,38,lsoacode,E01026024,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
722.locationvalue,722,locationvalue,On or near Westbridge Road,On or near Westbridge Rad,RANDOM_TYPO,,[]
1748.crimeid,1748,crimeid,acfe1fb7d166ba08459b5eefcceae8dd86d754ac08cbb62e3764dc398a492ee6,5893628d3a741f9047759ad046526b11985f6ab8c1036dac7126e20687c0c88f,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
4603.fallswithin,4603,fallswithin,Lincolnshire Police,Lincolnshire Poliece,RANDOM_TYPO,,[]
6631.lsoaname,6631,lsoaname,West Lindsey 004F,xWest Lindsey 004F,FD_VIOLATION,lsoacode -> lsoaname,[e2]
6728.lastoutcomecategory,6728,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute subspect,RANDOM_TYPO,,[]
3280.crimetype,3280,crimetype,Violence and sexual offences,Violence and sexual offences***,RANDOM_TYPO,,[]
3517.monthvalue,3517,monthvalue,2020-07,202-007,RANDOM_TYPO,,[]
1675.lsoacode,1675,lsoacode,E01026115,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
6343.fallswithin,6343,fallswithin,Lincolnshire Police,Linclonshire Police,RANDOM_TYPO,,[]
6319.lastoutcomecategory,6319,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute suspdect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2711.lsoacode,2711,lsoacode,E01026122,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
4880.monthvalue,4880,monthvalue,2020-07,020-07,RANDOM_TYPO,,[]
5104.monthvalue,5104,monthvalue,2020-07,202-007,RANDOM_TYPO,,[]
3110.locationvalue,3110,locationvalue,On or near Clasketgate,On ornear Clasketgate,RANDOM_TYPO,,[]
3487.crimeid,3487,crimeid,09c98c2352ca1e9698bace8121d58b25f86efc8ee75b5ac19e685ab2d7641da1,5893628d3a741f9047759ad046526b11985f6ab8c1036dac7126e20687c0c88f,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
4144.crimetype,4144,crimetype,Violence and sexual offences,Viohlence and sexual offences,RANDOM_TYPO,,[]
3202.lsoaname,3202,lsoaname,Lincoln 006B,Licoln 006B,FD_VIOLATION,lsoacode -> lsoaname,[e2]
994.lastoutcomecategory,994,lastoutcomecategory,Unable to prosecute suspect,Unable to proseocute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
637.fallswithin,637,fallswithin,Lincolnshire Police,Lincolnhsire Police,RANDOM_TYPO,,[]
2042.crimeid,2042,crimeid,5c97fa999342c84a7d0c416e5c15e2d0a241decf5998095c1b4faaab13e1c8cf,269d4c04c11917194c0ad63092408e6729ee12cea30d01bf912a3ca4f6e7ac91,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2940.crimeid,2940,crimeid,3668d9e3ad41159a4950435281d89f46c5fa9445ec9109feaba6b21ed7c76c1c,8d55a5547bfef4ddd29e24935aa93ad78435aa200738d8ec26768abf89cf07ed,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
1881.crimeid,1881,crimeid,09506c731aad32778f02d053a429b4c5dc1a794c2a94d6f190d450b542c10712,fc251fff2dd71c52f8e01e215265bbad63a1ae41085e558e0d326dfad3e980d8,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
4265.lsoacode,4265,lsoacode,E01026222,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2787.lastoutcomecategory,2787,lastoutcomecategory,Unable to prosecute suspect,Unabe to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
116.lsoacode,116,lsoacode,E01026030,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
415.fallswithin,415,fallswithin,Lincolnshire Police,Lincolnshier Police,RANDOM_TYPO,,[]
6035.lastoutcomecategory,6035,lastoutcomecategory,Unable to prosecute suspect,Unabl eto prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2732.lsoacode,2732,lsoacode,E01026122,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
316.crimeid,316,crimeid,ce152f42a9cea47303caa9375e42c819ba2c7a59ec5300825cc2161602afb3ec,fac65f9c6634abc273949371f2590a07f82628a14c1b14187f406736d27c989a,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
703.locationvalue,703,locationvalue,On or near Amberley Crescent,On or near mberley Crescent,RANDOM_TYPO,,[]
1029.crimetype,1029,crimetype,Criminal damage and arson,Crimwinal damage and arson,RANDOM_TYPO,,[]
4505.crimeid,4505,crimeid,90f5c54cf2fff22aab3efc169cd50643c56dbd21dba37054160fb65f2eee8334,d9615df6f30eba163a439accba1c7318ad81f29d9b3ba6d2505576592eee11bd,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
3187.lsoacode,3187,lsoacode,E01026176,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2702.crimeid,2702,crimeid,0006cbb4a6ee9dc656f8f742dd8e6f9ba957a8f7a751dac03a291e7df274cdc8,a0a8b2284dfc7d60a39a796eeb09c48444d29af37ba665ecb8a301d9993a0ac7,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
4214.monthvalue,4214,monthvalue,2020-07,2020o-07,RANDOM_TYPO,,[]
4286.lsoacode,4286,lsoacode,E01026227,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
137.lsoacode,137,lsoacode,E01026032,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
870.lastoutcomecategory,870,lastoutcomecategory,Unable to prosecute suspect,Ucnable to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
295.lsoacode,295,lsoacode,E01026025,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
4107.lsoacode,4107,lsoacode,E01026211,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
1962.crimeid,1962,crimeid,b09a0a56f7b64dbe0ca626b1e6889cba4681e06773300076630c571a9fa26cb1,d9615df6f30eba163a439accba1c7318ad81f29d9b3ba6d2505576592eee11bd,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2830.lsoaname,2830,lsoaname,Lincoln 004B,Lnicoln 004B,FD_VIOLATION,lsoacode -> lsoaname,[e2]
5304.lastoutcomecategory,5304,lastoutcomecategory,Unable to prosecute suspect,Unble to prosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
1403.crimeid,1403,crimeid,48ce622719981b9e79935ed9301c34dfd1be1c85267c580ff57ce2c43f7bc3e8,102b6545084e293b119a32930babe0876890ca3039076ef00cde1e0f79910a79,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
3803.reportedby,3803,reportedby,Lincolnshire Police,Lincolnshrie Police,RANDOM_TYPO,,[]
2832.crimeid,2832,crimeid,ced2e44d9396c7a97f7b6794385791ece1362bb30e60d4984edcb501e6039a0e,ced2e44d9396ca797f7b6794385791ece1362bb30e60d4984edcb501e6039a0e,RANDOM_TYPO,,[]
2753.lsoacode,2753,lsoacode,E01026122,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
176.lsoaname,176,lsoaname,Boston 002E,Bosqton 002E,FD_VIOLATION,lsoacode -> lsoaname,[e2]
4618.lsoaname,4618,lsoaname,South Holland 001C,Souh Holland 001C,FD_VIOLATION,lsoacode -> lsoaname,[e2]
4735.lsoaname,4735,lsoaname,South Holland 003D,South Hpolland 003D,FD_VIOLATION,lsoacode -> lsoaname,[e2]
5640.reportedby,5640,reportedby,Lincolnshire Police,Linoclnshire Police,RANDOM_TYPO,,[]
6558.lastoutcomecategory,6558,lastoutcomecategory,Unable to prosecute suspect,Unable to rosecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
5653.lsoaname,5653,lsoaname,South Kesteven 006A,outh Kesteven 006A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
3979.lsoacode,3979,lsoacode,E01026203,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5420.lsoaname,5420,lsoaname,South Kesteven 003G,South Kesteven 00r3G,FD_VIOLATION,lsoacode -> lsoaname,[e2]
2162.lsoacode,2162,lsoacode,E01026118,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2658.lsoacode,2658,lsoacode,E01026164,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
2196.reportedby,2196,reportedby,Lincolnshire Police,Licnolnshire Police,RANDOM_TYPO,,[]
75.lsoaname,75,lsoaname,Boston 002B,Bioston 002B,FD_VIOLATION,lsoacode -> lsoaname,[e2]
3087.lsoaname,3087,lsoaname,Lincoln 005B,Lincoln 050B,FD_VIOLATION,lsoacode -> lsoaname,[e2]
3736.lsoacode,3736,lsoacode,E01026172,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
1791.lsoacode,1791,lsoacode,E01026092,E01026007,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5278.crimetype,5278,crimetype,Violence and sexual offences,Violence and sexual ofafences,RANDOM_TYPO,,[]
3145.lsoacode,3145,lsoacode,E01026146,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
920.lastoutcomecategory,920,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecut suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
908.lsoacode,908,lsoacode,E01026108,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
1018.crimeid,1018,crimeid,0006cbb4a6ee9dc656f8f742dd8e6f9ba957a8f7a751dac03a291e7df274cdc8,5893628d3a741f9047759ad046526b11985f6ab8c1036dac7126e20687c0c88f,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2418.monthvalue,2418,monthvalue,2020-07,202-07,RANDOM_TYPO,,[]
3103.lsoacode,3103,lsoacode,E01026143,E01026008,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5011.lastoutcomecategory,5011,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute suspet,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
1817.fallswithin,1817,fallswithin,Lincolnshire Police,Lincolnfshire Police,RANDOM_TYPO,,[]
3869.crimetype,3869,crimetype,Violence and sexual offences,Violene and sexual offences,RANDOM_TYPO,,[]
393.lsoaname,393,lsoaname,Boston 003D,Boston 030D,FD_VIOLATION,lsoacode -> lsoaname,[e2]
