object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
4253,710825,2020/12/02 05:00:00+00,SUBWAY,5240 DIXIE HWY,40216.0,2020/12/02 05:00:00+00,7,FIELD
4254,713465,2020/12/22 05:00:00+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2020/12/23 05:00:00+00,7,FIELD
4255,709786,2020/11/13 05:00:00+00,TACO LUCHADOR,938 BAXTER AVE,40204.0,2020/11/13 05:00:00+00,7,FIELD
4256,713466,2020/12/22 05:00:00+00,SAM'S KWIK MART,4060 CANE RUN RD,40215.0,2020/12/30 05:00:00+00,7,FIELD
4257,710078,2020/11/17 05:00:00+00,LA BODEGUITA DE MIMA,725 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
4258,713797,2020/12/29 05:00:00+00,BIG O TIRES,12614 DIXIE HWY,40272.0,2020/12/31 05:00:00+00,7,FIELD
4259,710281,2020/11/23 05:00:00+00,RIVER ROAD BBQ,3017 RIVER RD,40207.0,2020/11/23 05:00:00+00,7,FIELD
4260,715334,2021/01/20 05:00:00+00,DEAL MASTER,6115 BLEVINS GAP RD,40272.0,2021/01/19 05:00:00+00,7,FIELD
4261,710283,2020/11/23 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/11/17 05:00:00+00,7,FIELD
4262,715469,2021/01/22 05:00:00+00,SPEEDWAY #9643,12102 SHELBYVILLE RD,40243.0,2021/01/22 05:00:00+00,7,FIELD
4263,710305,2020/11/24 05:00:00+00,MCDONALD'S #35,6701 DIXIE HWY,40258.0,2020/11/24 05:00:00+00,7,FIELD
4264,715641,2021/01/26 05:00:00+00,SUBWAY #11525,4945 BROWNSBORO RD,40222.0,2021/01/26 05:00:00+00,7,FIELD
4265,710347,2020/11/24 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,7,FIELD
4266,716079,2021/02/04 05:00:00+00,JEFFERSONTOWN BINGO HALL,9125 GALENE DR,40299.0,2021/02/12 05:00:00+00,7,FIELD
4267,710489,2020/11/28 05:00:00+00,CIAO,1201 PAYNE ST,40204.0,2020/11/30 05:00:00+00,7,FIELD
4268,716448,2021/02/12 05:00:00+00,PLAY IT AGAIN SPORTS,291 N HUBBARDS LN UNIT 105,40207.0,2021/02/12 05:00:00+00,7,FIELD
4269,710538,2020/11/24 05:00:00+00,MEIJER #164,4100 TOWNE CENTER DR,40241.0,2020/11/24 05:00:00+00,7,FIELD
4270,716610,2021/02/18 05:00:00+00,KROGER L-753,1265 GOSS AVE,40217.0,2021/02/19 05:00:00+00,7,FIELD
4271,710819,2020/12/02 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/04 05:00:00+00,7,FIELD
4272,718673,2021/03/29 03:59:59+00,ALDI,4901 OUTER LOOP,40219.0,2021/04/01 03:59:59+00,7,FIELD
4273,711184,2020/12/04 05:00:00+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/12/07 05:00:00+00,7,FIELD
4274,719226,2021/04/07 03:59:59+00,GET A DOO,5419 NEW CUT RD,40214.0,2021/04/07 03:59:59+00,7,FIELD
4275,721183,2021/05/11 03:59:59+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2021/05/12 03:59:59+00,7,FIELD
4276,721774,2021/05/20 03:59:59+00,MEIJER,9500 PRESTON HWY,40229.0,2021/05/20 03:59:59+00,7,FIELD
4277,710396,2020/11/25 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER III,3046 HUNSINGER LN,40220.0,2020/12/03 05:00:00+00,7,FIELD
4278,710789,2020/12/02 05:00:00+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKY,40243.0,2020/12/02 05:00:00+00,7,FIELD
4279,710880,2020/12/02 05:00:00+00,MCDONALD'S,6400 GREENWOOD RD,40258.0,2020/12/03 05:00:00+00,7,FIELD
4280,711079,2020/12/03 05:00:00+00,THIRSTY HOUND,7207 FEGENBUSH LN,40228.0,2020/12/03 05:00:00+00,7,FIELD
4281,711613,2020/11/19 05:00:00+00,NEW WAVE BURRITOS,3311 PRESTON HWY,40213.0,2020/11/19 05:00:00+00,7,FIELD
4282,711903,2020/12/07 05:00:00+00,3RD STREET BAPTIST CHURCH,1726 3RD STREET AVENUE,40208.0,2020/12/10 05:00:00+00,7,FIELD
4283,712163,2020/12/11 05:00:00+00,AUDUBON COUNTRY CLUB,3265 ROBIN RD,40213.0,2020/12/14 05:00:00+00,7,FIELD
4284,713103,2020/12/17 05:00:00+00,THEE XCLUSIVE,3608 S 7TH ST,40216.0,2020/12/17 05:00:00+00,7,FIELD
4285,713307,2020/12/21 05:00:00+00,BUCA DI BEPPO,2051 S HURSTBOURNE LN,40220.0,2020/12/22 05:00:00+00,7,FIELD
4286,715461,2021/01/22 05:00:00+00,PLANET FITNESS,10713 DIXIE HWY STE 102,40272.0,2021/01/25 05:00:00+00,7,FIELD
4287,715942,2021/02/02 05:00:00+00,EXCELLENCE LEARNING ACADEMY,1618 LINCOLN AVE,40213.0,2021/02/05 05:00:00+00,7,FIELD
4288,716066,2021/02/04 05:00:00+00,TREASURE INK TATTOOS,2707 S 7TH ST RD,40215.0,2021/02/08 05:00:00+00,7,FIELD
4289,716678,2021/02/22 05:00:00+00,FIBERWORKS,2301 BRENNEN BUSINESS CT,40299.0,2021/03/05 05:00:00+00,7,FIELD
4290,717859,2021/03/16 03:59:59+00,HMI CARDINAL,4795 SHEPHERDSVILLE RD,40218.0,2021/03/18 03:59:59+00,7,FIELD
4291,718105,2021/03/19 03:59:59+00,ROUNDHOUSE ELECTRIC TRAINS,4870 BROWNSBORO CENTER,40207.0,2021/03/19 03:59:59+00,7,FIELD
4292,718255,2021/03/22 03:59:59+00,VFW POST 1181,6518 BLEVINS GAP RD,40272.0,2021/03/23 03:59:59+00,7,FIELD
4293,718662,2021/03/29 03:59:59+00,STARBUCKS #24257,10240 WESTPORT RD,40241.0,2021/04/01 03:59:59+00,7,FIELD
4294,721010,2021/05/08 03:59:59+00,LOGAN'S ROADHOUSE,5229 DIXIE HWY,40216.0,2021/05/10 03:59:59+00,7,FIELD
4295,711110,2020/12/04 05:00:00+00,THE AVERY,7025 BRONNER CIRCLE,40218.0,2020/12/09 05:00:00+00,7,FIELD
4296,711640,2020/11/18 05:00:00+00,EIDERDOWN,983 GOSS AVE,40217.0,2020/11/18 05:00:00+00,7,FIELD
4297,711673,2020/12/08 05:00:00+00,SENNINGER PLUMBING CO. INC,11107 CEDAR CREEK RD,40229.0,2020/12/09 05:00:00+00,7,FIELD
4298,712025,2020/12/10 05:00:00+00,CORNER TAVERN,5207 MT WASHINGTON RD,40229.0,2020/12/11 05:00:00+00,7,FIELD
4299,712425,2020/12/11 05:00:00+00,BOOK AND MUSIC EXCHANGE,1616 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,7,FIELD
